D = 2;
n = [ 1 1 ];
N = 52;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.49 0.23 0.65 0.59 0.85 0.40 0.51 0.29 0.05 1.00 0.05 0.67 0.88 0.72 0.93 0.22 0.36 0.91 0.39 0.79 0.43 0.65 0.94 0.58 0.01 0.26 0.81 0.44 0.77 0.86 0.02 0.09 0.19 0.64 0.52 0.69 0.44 0.03 0.54 0.93 0.01 0.13 0.84 0.55 0.16 0.29 0.24 0.54 0.80 0.22 0.48 ]
[0.49 1.00 0.09 0.86 0.86 0.60 0.12 0.29 0.73 0.72 0.66 0.97 0.44 0.87 0.03 0.88 0.30 0.83 0.25 0.21 0.12 0.07 0.19 0.73 0.08 0.93 0.35 0.40 0.42 0.96 0.49 0.53 0.71 0.22 0.96 0.50 0.73 0.53 0.40 0.76 0.52 0.88 0.37 0.61 0.95 0.30 0.41 0.64 0.15 0.58 0.01 0.42 ]
[0.23 0.09 1.00 0.89 0.30 0.20 0.46 0.82 0.56 0.02 0.47 0.02 0.63 0.79 0.51 0.54 0.48 0.00 0.81 0.33 0.27 0.24 0.43 0.65 0.31 0.97 0.29 0.99 0.70 0.65 0.06 0.26 0.68 0.19 0.53 0.59 0.37 0.41 0.64 0.21 0.74 0.18 0.68 0.44 0.23 0.23 0.17 0.95 0.54 0.71 0.70 0.51 ]
[0.65 0.86 0.89 1.00 0.29 0.88 0.68 0.82 0.67 0.59 0.48 0.66 0.18 0.76 0.57 0.90 0.75 0.36 0.31 0.49 0.74 0.79 0.56 0.32 0.45 0.31 0.82 0.50 0.52 0.46 0.28 0.58 0.68 0.67 0.93 0.63 0.91 0.76 0.31 0.45 0.79 0.74 0.41 0.53 0.01 0.03 0.97 0.32 0.48 0.83 0.03 0.02 ]
[0.59 0.86 0.30 0.29 1.00 0.59 0.94 0.40 0.53 0.24 0.86 0.42 0.12 0.35 0.90 0.97 0.17 0.95 0.74 0.36 0.54 0.06 0.29 0.99 0.80 0.48 0.64 0.20 0.27 0.98 0.79 0.36 0.85 0.32 0.37 0.19 0.47 0.70 0.62 0.08 0.61 0.40 0.75 0.16 0.53 0.55 0.85 0.10 0.42 0.34 0.89 0.10 ]
[0.85 0.60 0.20 0.88 0.59 1.00 0.20 0.95 0.34 0.22 0.59 0.40 0.88 0.80 0.67 0.57 0.71 0.34 0.22 0.42 0.25 0.68 0.87 0.11 0.00 0.17 0.20 0.47 0.16 0.08 0.78 0.14 0.06 0.97 0.05 0.12 0.43 0.40 0.01 0.54 0.67 0.50 0.04 0.24 0.43 0.69 0.81 0.13 0.04 0.67 0.56 0.19 ]
[0.40 0.12 0.46 0.68 0.94 0.20 1.00 0.00 0.07 0.64 0.24 0.29 0.34 0.85 0.82 0.28 0.04 0.30 0.45 0.60 0.10 0.12 0.81 0.45 0.46 0.82 0.71 0.91 0.30 0.32 0.49 0.25 0.35 0.31 0.05 0.01 0.19 0.97 0.82 0.49 0.43 0.70 0.69 0.04 0.96 0.20 0.83 0.04 0.50 0.04 0.61 0.95 ]
[0.51 0.29 0.82 0.82 0.40 0.95 0.00 1.00 0.62 0.70 0.88 0.34 0.64 0.82 0.83 0.70 0.99 0.04 0.28 0.38 0.50 0.44 0.43 0.97 0.12 0.70 0.58 0.79 0.28 0.50 0.73 0.19 0.73 0.11 0.68 0.83 0.53 0.38 0.91 0.17 0.48 0.48 0.62 0.53 0.79 0.62 0.50 0.44 0.81 0.21 0.77 0.80 ]
[0.29 0.73 0.56 0.67 0.53 0.34 0.07 0.62 1.00 0.46 0.17 0.70 0.08 0.28 0.90 0.53 0.61 0.87 0.93 0.42 0.49 0.20 0.11 0.14 0.70 0.52 0.53 0.80 0.80 0.01 0.16 0.49 0.69 0.97 0.58 0.30 0.25 0.15 0.65 0.88 0.04 0.63 0.16 0.63 0.53 0.51 0.46 0.72 0.79 0.84 0.37 0.60 ]
[0.05 0.72 0.02 0.59 0.24 0.22 0.64 0.70 0.46 1.00 0.82 0.20 0.33 0.78 0.90 0.30 0.98 0.34 0.63 0.87 0.19 0.20 0.67 0.13 0.68 0.73 0.05 0.38 0.40 0.62 0.92 0.32 0.01 0.57 0.20 0.87 0.21 0.69 0.86 0.25 0.33 0.72 0.92 0.34 0.35 0.41 0.20 0.30 0.41 0.84 0.61 0.85 ]
[1.00 0.66 0.47 0.48 0.86 0.59 0.24 0.88 0.17 0.82 1.00 0.31 0.07 0.70 0.37 0.37 0.55 0.67 0.04 0.56 0.37 0.98 0.94 0.95 0.49 0.25 0.02 0.25 0.31 0.38 0.47 0.36 0.79 0.10 0.86 0.01 0.79 0.80 0.36 0.59 0.15 0.48 0.74 0.81 0.31 0.44 0.20 0.39 0.99 0.31 0.04 0.46 ]
[0.05 0.97 0.02 0.66 0.42 0.40 0.29 0.34 0.70 0.20 0.31 1.00 0.70 0.39 0.41 0.92 0.89 0.80 0.09 0.59 0.58 0.83 0.67 0.06 0.20 0.90 0.33 0.76 0.86 0.58 0.57 0.86 0.03 0.05 0.13 0.89 0.39 0.95 0.14 0.68 0.04 0.15 0.18 0.97 0.39 0.11 0.04 0.38 0.03 0.11 0.26 0.31 ]
[0.67 0.44 0.63 0.18 0.12 0.88 0.34 0.64 0.08 0.33 0.07 0.70 1.00 0.37 0.92 0.35 0.29 0.69 0.19 0.26 0.22 0.94 0.15 0.98 0.23 0.27 0.34 0.47 0.18 0.38 0.06 0.42 0.66 0.02 0.52 0.19 0.67 0.35 0.95 0.70 0.51 0.90 0.39 0.09 0.96 0.53 0.23 0.30 0.97 0.04 0.47 0.17 ]
[0.88 0.87 0.79 0.76 0.35 0.80 0.85 0.82 0.28 0.78 0.70 0.39 0.37 1.00 0.48 0.17 0.38 0.71 0.32 0.54 0.70 0.41 0.81 0.29 0.15 0.92 0.63 0.20 0.08 0.49 0.70 0.56 0.03 0.64 0.74 0.69 0.61 0.05 0.01 0.06 0.31 0.75 0.64 0.14 0.66 0.73 0.90 0.06 0.76 0.48 0.61 0.40 ]
[0.72 0.03 0.51 0.57 0.90 0.67 0.82 0.83 0.90 0.90 0.37 0.41 0.92 0.48 1.00 0.51 0.77 0.11 0.27 0.40 0.71 0.09 0.69 0.89 0.77 0.23 0.92 0.14 0.20 0.07 0.81 0.05 0.87 0.05 0.86 0.54 0.00 0.56 0.05 0.03 0.23 0.63 0.99 0.30 0.27 0.53 0.38 0.27 0.85 0.19 0.42 0.46 ]
[0.93 0.88 0.54 0.90 0.97 0.57 0.28 0.70 0.53 0.30 0.37 0.92 0.35 0.17 0.51 1.00 0.78 0.98 0.62 0.17 0.35 0.69 0.64 0.70 0.03 0.88 0.07 0.41 0.21 0.75 0.25 0.17 0.13 0.83 0.32 0.73 1.00 0.77 0.69 0.30 0.31 0.66 0.28 0.43 0.26 0.45 0.12 0.11 0.50 0.99 0.28 0.05 ]
[0.22 0.30 0.48 0.75 0.17 0.71 0.04 0.99 0.61 0.98 0.55 0.89 0.29 0.38 0.77 0.78 1.00 0.38 0.88 0.26 0.50 0.16 0.95 0.13 0.81 0.95 0.06 0.95 0.57 0.56 0.11 0.43 0.15 0.38 0.84 0.71 0.96 0.90 0.98 0.26 0.48 0.67 0.99 0.21 0.26 0.67 0.41 0.22 0.37 0.53 0.56 0.22 ]
[0.36 0.83 0.00 0.36 0.95 0.34 0.30 0.04 0.87 0.34 0.67 0.80 0.69 0.71 0.11 0.98 0.38 1.00 0.51 0.90 0.68 0.51 0.18 0.12 0.28 0.29 0.61 0.15 0.66 0.58 0.87 0.51 0.68 0.96 0.73 0.34 0.15 0.56 0.38 0.97 0.45 0.15 0.97 0.34 0.03 0.64 0.09 0.99 0.47 0.91 0.16 0.05 ]
[0.91 0.25 0.81 0.31 0.74 0.22 0.45 0.28 0.93 0.63 0.04 0.09 0.19 0.32 0.27 0.62 0.88 0.51 1.00 0.55 0.13 0.07 0.59 0.78 0.59 0.95 0.70 0.58 0.37 0.27 0.34 0.60 0.42 0.86 0.62 0.71 0.15 0.88 0.83 0.90 0.96 0.96 0.97 0.70 0.11 0.80 0.11 0.74 0.60 0.38 0.20 0.84 ]
[0.39 0.21 0.33 0.49 0.36 0.42 0.60 0.38 0.42 0.87 0.56 0.59 0.26 0.54 0.40 0.17 0.26 0.90 0.55 1.00 0.16 0.13 0.81 0.20 0.10 0.17 0.68 0.20 0.18 0.99 0.97 0.73 0.46 0.49 0.74 0.25 0.20 0.58 0.72 0.63 0.74 0.38 0.01 0.99 0.09 0.32 0.41 0.67 0.25 0.96 0.87 0.09 ]
[0.79 0.12 0.27 0.74 0.54 0.25 0.10 0.50 0.49 0.19 0.37 0.58 0.22 0.70 0.71 0.35 0.50 0.68 0.13 0.16 1.00 0.34 0.46 0.22 0.95 0.22 0.77 0.76 0.03 0.94 0.97 0.53 0.76 0.17 0.68 0.25 0.66 0.43 0.45 0.94 0.30 0.47 0.31 0.95 0.49 0.90 0.71 0.96 0.49 0.67 0.05 0.39 ]
[0.43 0.07 0.24 0.79 0.06 0.68 0.12 0.44 0.20 0.20 0.98 0.83 0.94 0.41 0.09 0.69 0.16 0.51 0.07 0.13 0.34 1.00 0.02 0.70 0.72 0.81 0.66 0.92 0.72 0.27 0.43 0.15 0.11 0.86 0.89 0.79 0.71 0.76 0.43 0.13 0.05 0.73 0.23 0.51 0.93 0.62 0.71 0.73 0.63 0.50 0.66 0.78 ]
[0.65 0.19 0.43 0.56 0.29 0.87 0.81 0.43 0.11 0.67 0.94 0.67 0.15 0.81 0.69 0.64 0.95 0.18 0.59 0.81 0.46 0.02 1.00 0.80 0.79 0.81 0.78 0.60 0.10 0.63 0.89 0.37 0.71 0.08 0.99 0.28 0.65 1.00 0.10 0.78 0.85 0.02 0.34 0.86 0.60 0.08 0.91 0.24 0.37 0.62 0.25 0.97 ]
[0.94 0.73 0.65 0.32 0.99 0.11 0.45 0.97 0.14 0.13 0.95 0.06 0.98 0.29 0.89 0.70 0.13 0.12 0.78 0.20 0.22 0.70 0.80 1.00 0.19 0.16 0.54 0.65 0.44 0.94 0.24 0.09 0.12 0.60 0.72 0.13 1.00 0.24 0.35 0.61 0.77 0.36 0.04 0.59 0.54 0.17 0.98 0.15 0.01 0.60 0.86 0.20 ]
