D = 6;
n = [ 2 2 2 2 2 2 ];
N = 72;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.41 0.30 0.33 0.40 0.38 0.26 0.21 0.89 0.81 0.12 0.15 0.45 0.78 0.75 0.80 0.07 0.09 0.10 0.19 0.91 0.94 0.23 0.71 0.68 0.20 0.80 0.73 0.51 0.87 0.69 0.47 0.02 0.64 0.22 0.74 0.66 0.31 0.00 0.22 0.28 0.80 0.19 0.40 0.05 0.47 0.47 0.14 0.36 0.58 0.37 0.58 0.86 0.15 0.68 0.03 0.64 0.92 0.63 0.46 0.66 0.06 0.71 0.08 0.82 0.71 0.63 0.30 0.77 0.82 0.60 0.55 ]
[0.41 1.00 0.25 0.97 0.61 0.14 0.95 0.72 0.51 0.67 0.39 0.21 0.72 0.20 0.82 0.07 0.22 0.75 0.11 0.58 0.51 0.36 0.12 0.92 0.89 0.94 0.83 0.15 0.20 0.20 0.69 0.80 0.73 0.48 0.86 0.30 0.57 0.31 0.50 0.56 0.95 0.52 0.90 0.51 0.21 0.22 0.19 0.67 0.86 0.10 0.39 0.72 0.16 0.04 0.19 0.24 0.71 0.20 0.79 0.30 0.42 0.91 0.93 0.50 0.50 0.26 0.09 0.05 0.59 0.48 0.57 0.19 ]
[0.30 0.25 1.00 0.20 0.17 0.78 0.05 0.07 0.78 0.86 0.88 0.62 0.67 0.24 0.98 0.76 0.21 0.07 0.35 0.13 0.12 0.55 0.24 0.53 0.70 0.63 0.62 0.10 0.24 0.50 0.32 0.19 0.14 0.81 0.31 0.23 0.38 0.27 0.29 0.56 0.59 0.82 0.81 0.79 0.01 0.21 0.29 0.33 0.64 0.64 0.06 0.76 0.87 0.81 0.17 0.29 0.69 0.34 0.04 0.88 0.99 0.64 0.15 0.77 0.54 0.81 0.42 0.47 0.67 0.24 0.58 0.19 ]
[0.33 0.97 0.20 1.00 0.37 0.15 0.39 0.70 0.05 0.55 0.66 0.97 0.01 0.91 0.37 0.25 0.40 0.79 0.85 0.19 0.87 0.80 0.68 0.59 0.69 0.72 0.52 0.38 1.00 0.89 0.73 0.00 0.54 0.80 0.15 0.49 0.66 0.51 0.73 0.47 0.08 0.31 0.77 0.75 0.59 0.82 0.24 0.68 0.98 0.75 0.56 0.44 0.05 0.90 0.63 0.19 0.88 0.50 0.38 0.84 0.57 0.02 0.58 0.70 0.09 0.04 0.28 0.35 0.54 0.03 0.42 0.51 ]
[0.40 0.61 0.17 0.37 1.00 0.80 0.84 0.03 0.88 0.94 0.24 0.98 0.83 0.06 0.53 0.37 0.38 0.51 0.66 0.65 0.24 0.65 0.38 0.09 0.33 0.28 0.84 0.20 0.18 0.19 0.07 0.32 0.11 0.55 0.48 0.55 0.76 0.47 0.62 0.29 0.14 0.62 0.14 0.14 0.39 0.28 0.72 0.73 0.74 0.51 0.37 0.15 0.57 0.16 0.40 0.93 0.99 0.99 0.86 0.58 0.52 0.15 0.72 0.50 0.50 0.67 0.81 0.94 0.62 0.59 0.79 0.61 ]
[0.38 0.14 0.78 0.15 0.80 1.00 0.90 0.01 0.64 0.18 0.03 0.44 0.16 0.77 0.82 0.48 0.57 0.20 0.52 0.20 0.58 0.10 0.40 0.10 0.33 0.05 0.07 0.33 0.90 0.49 0.51 0.35 0.46 0.39 0.29 0.74 0.23 0.09 0.80 0.36 0.94 0.42 0.96 0.91 0.99 0.36 0.20 0.86 0.60 0.62 0.71 0.36 0.63 0.25 0.57 0.74 0.73 0.01 0.20 0.64 0.53 0.11 0.27 0.86 0.51 0.45 0.04 0.74 0.92 0.30 0.29 0.41 ]
[0.26 0.95 0.05 0.39 0.84 0.90 1.00 0.95 0.10 0.65 0.87 0.18 0.17 0.61 0.27 0.27 0.16 0.74 0.91 0.74 0.47 0.10 0.04 0.69 0.94 0.49 0.30 0.57 0.78 0.88 0.81 0.65 0.35 0.20 0.07 0.90 0.17 0.69 0.67 0.98 0.58 0.86 0.54 0.09 0.74 0.85 0.96 0.86 0.63 0.37 0.86 0.06 0.53 0.82 0.79 0.95 0.06 0.71 0.74 0.60 0.45 0.02 0.91 0.65 0.59 0.57 0.84 0.18 0.16 0.20 0.35 0.19 ]
[0.21 0.72 0.07 0.70 0.03 0.01 0.95 1.00 0.27 0.89 0.19 0.02 0.59 0.69 0.02 0.19 0.88 0.46 0.19 0.88 0.61 0.23 0.42 0.30 0.41 0.21 0.55 0.93 0.61 0.52 0.30 0.09 0.32 0.19 0.58 0.75 0.13 0.78 0.70 0.92 0.46 0.55 0.88 0.72 0.45 0.31 0.07 0.29 0.12 0.99 0.33 0.26 0.65 0.70 0.17 0.83 0.78 0.99 0.51 0.83 0.43 0.45 0.13 0.41 0.47 0.10 0.73 0.99 0.26 0.00 0.33 0.26 ]
[0.89 0.51 0.78 0.05 0.88 0.64 0.10 0.27 1.00 0.68 0.86 0.11 0.42 0.01 0.82 0.22 0.48 0.68 0.34 0.87 0.77 0.95 0.76 0.65 0.20 0.09 0.15 0.39 0.96 0.55 0.23 0.30 0.22 0.79 0.45 0.02 0.25 0.92 0.11 0.93 0.92 0.75 0.86 0.76 0.53 0.96 0.24 0.14 0.01 0.51 0.13 0.40 0.49 0.27 0.04 0.80 0.69 0.67 0.07 0.84 0.25 0.06 0.53 0.92 0.85 0.42 0.74 0.45 0.77 0.20 0.27 0.15 ]
[0.81 0.67 0.86 0.55 0.94 0.18 0.65 0.89 0.68 1.00 0.45 0.57 0.73 0.39 0.60 0.87 0.06 0.12 0.12 0.87 0.96 0.77 0.26 0.24 0.41 0.13 0.46 0.28 0.27 0.60 0.38 0.90 0.57 0.28 0.69 0.77 0.34 0.71 0.67 0.29 0.86 0.38 0.19 0.50 0.38 0.23 0.38 0.19 0.97 0.15 0.86 0.33 0.36 0.27 0.28 0.12 0.31 0.71 0.79 1.00 0.78 0.55 0.12 0.21 0.36 0.12 0.56 0.03 0.79 0.35 0.84 0.12 ]
[0.12 0.39 0.88 0.66 0.24 0.03 0.87 0.19 0.86 0.45 1.00 0.29 0.67 0.94 0.30 0.60 0.50 0.71 0.22 0.04 0.75 0.01 0.88 0.27 0.22 0.50 0.65 0.76 0.83 0.88 0.76 0.75 0.70 0.21 0.70 0.84 0.74 0.49 0.74 0.73 0.94 0.52 0.19 0.72 0.82 0.47 0.13 0.44 0.83 0.07 0.80 0.29 0.57 0.97 0.29 0.47 0.48 0.32 0.91 0.27 0.81 0.65 0.14 0.71 0.78 0.90 0.49 0.33 0.97 0.82 0.35 0.61 ]
[0.15 0.21 0.62 0.97 0.98 0.44 0.18 0.02 0.11 0.57 0.29 1.00 0.74 0.56 0.39 0.98 0.73 1.00 0.66 0.88 0.42 0.90 0.95 0.03 0.22 0.87 0.16 0.53 0.09 0.92 0.70 0.23 0.04 0.35 0.71 0.40 0.97 0.04 0.21 0.18 0.78 0.04 0.03 0.51 0.57 0.34 0.32 0.30 0.14 0.62 0.01 0.30 0.28 0.58 0.99 0.17 0.46 0.68 0.15 0.41 0.16 0.28 0.63 0.49 0.13 0.05 0.39 0.61 0.95 0.96 0.59 0.66 ]
[0.45 0.72 0.67 0.01 0.83 0.16 0.17 0.59 0.42 0.73 0.67 0.74 1.00 0.65 0.95 0.76 1.00 0.22 0.08 0.75 0.93 0.95 0.69 0.83 0.48 0.89 0.76 0.23 0.49 0.07 0.99 0.41 0.61 0.29 0.92 0.86 0.51 0.60 0.43 0.75 0.66 0.92 0.93 0.84 0.44 0.66 0.06 0.79 0.86 0.73 0.75 0.04 0.07 0.65 0.51 0.37 0.99 0.09 0.12 0.75 0.33 0.26 0.82 0.09 0.81 0.36 0.19 0.82 0.06 0.09 0.40 0.79 ]
[0.78 0.20 0.24 0.91 0.06 0.77 0.61 0.69 0.01 0.39 0.94 0.56 0.65 1.00 0.57 0.38 0.43 0.98 0.91 0.80 0.63 0.37 0.13 0.04 0.80 0.01 0.73 0.05 0.62 0.83 0.30 0.61 0.10 0.55 0.62 0.12 0.16 0.03 0.23 0.66 0.80 0.60 0.51 0.99 0.22 0.11 0.08 0.97 0.20 0.30 0.16 0.21 0.33 0.44 0.94 0.61 0.28 0.44 0.91 0.24 0.42 0.97 0.77 0.94 0.30 0.43 0.73 0.92 0.64 0.44 0.61 0.49 ]
