D = 2;
n = [ 1 1 ];
N = 31;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.71 0.74 0.13 0.45 0.01 0.56 0.58 0.95 0.86 0.73 0.71 0.16 0.20 0.34 0.02 0.50 0.12 0.07 0.60 0.95 0.81 0.68 0.10 0.80 0.42 0.66 0.79 0.92 0.85 0.92 ]
[0.71 1.00 0.88 0.81 0.68 0.46 0.25 0.80 0.76 0.83 0.43 0.33 0.11 0.46 0.39 0.96 0.49 0.59 0.58 0.85 0.72 0.24 0.87 0.12 0.60 0.45 0.00 0.96 0.78 0.84 0.00 ]
[0.74 0.88 1.00 0.97 0.30 0.47 0.20 0.77 0.85 0.13 0.06 0.72 0.20 0.62 0.10 0.81 0.71 0.24 0.05 0.25 0.42 0.82 0.52 0.12 0.08 0.78 0.87 0.89 0.87 0.37 0.91 ]
[0.13 0.81 0.97 1.00 0.60 0.14 0.58 0.44 0.61 0.07 0.18 0.77 1.00 0.48 0.55 0.17 0.09 0.27 0.16 0.08 0.37 0.97 0.97 0.86 0.03 0.44 0.27 0.30 0.81 0.53 0.12 ]
[0.45 0.68 0.30 0.60 1.00 0.97 0.25 0.03 0.56 0.85 1.00 0.59 0.82 0.25 0.57 0.38 0.69 0.69 0.37 0.91 0.05 0.83 0.67 0.11 0.12 0.94 0.81 0.94 0.65 0.92 0.61 ]
[0.01 0.46 0.47 0.14 0.97 1.00 0.13 0.71 0.12 0.75 0.81 0.69 0.45 0.85 0.65 0.20 0.17 0.44 0.37 0.86 0.42 0.59 0.29 0.42 0.69 0.43 0.19 0.23 0.44 0.66 0.94 ]
[0.56 0.25 0.20 0.58 0.25 0.13 1.00 0.30 0.48 0.64 0.13 0.66 0.46 0.79 0.53 0.99 0.89 0.00 0.05 0.28 0.97 0.65 0.47 0.14 0.14 0.56 0.25 0.50 0.61 0.48 0.97 ]
[0.58 0.80 0.77 0.44 0.03 0.71 0.30 1.00 0.36 0.08 0.21 0.93 0.69 0.01 0.55 0.81 0.58 0.00 0.41 0.62 0.45 0.53 0.06 0.71 0.22 0.07 0.99 0.18 0.55 0.15 0.54 ]
[0.95 0.76 0.85 0.61 0.56 0.12 0.48 0.36 1.00 0.86 0.89 0.13 0.99 0.82 0.27 0.57 0.01 0.67 0.21 0.72 0.77 0.18 0.48 0.52 0.45 0.49 0.28 0.28 0.23 0.62 0.77 ]
[0.86 0.83 0.13 0.07 0.85 0.75 0.64 0.08 0.86 1.00 0.48 0.94 0.83 0.56 0.61 0.77 0.66 0.86 0.16 0.68 0.37 0.64 0.42 0.63 0.62 0.99 0.09 0.05 0.68 0.96 0.06 ]
[0.73 0.43 0.06 0.18 1.00 0.81 0.13 0.21 0.89 0.48 1.00 0.91 0.76 0.48 0.84 0.69 0.21 0.22 0.30 0.69 0.36 0.54 0.37 0.54 0.51 0.20 0.02 0.48 0.01 0.69 0.65 ]
[0.71 0.33 0.72 0.77 0.59 0.69 0.66 0.93 0.13 0.94 0.91 1.00 0.67 0.82 0.16 0.09 0.50 0.13 0.61 0.70 0.28 0.45 0.50 0.24 0.74 0.67 0.26 0.77 0.24 0.26 0.79 ]
