D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 82;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.65 0.16 0.88 0.25 0.89 0.51 0.28 0.60 0.71 0.04 0.35 0.02 0.42 0.43 0.50 0.79 0.57 0.79 0.84 0.06 0.93 0.73 0.29 0.14 0.69 0.60 0.80 0.68 0.01 0.77 0.59 0.71 0.89 0.71 0.33 0.92 0.28 0.05 0.57 0.17 0.08 0.25 0.71 0.58 0.15 0.63 0.41 0.50 0.01 0.61 0.14 0.64 0.79 0.40 0.19 0.81 0.60 0.05 0.41 0.50 0.47 0.80 0.38 0.16 0.56 0.87 0.75 0.90 0.16 0.39 0.97 0.61 1.00 0.94 0.11 0.43 0.22 0.32 0.51 0.87 0.26 ]
[0.65 1.00 0.41 0.14 0.00 0.91 0.85 0.56 0.09 0.93 0.66 0.91 0.50 0.09 0.64 0.85 0.67 0.41 0.59 0.96 0.27 0.77 0.48 0.60 0.55 0.72 0.46 0.86 0.28 0.88 0.48 0.94 0.21 0.43 0.77 0.81 0.59 0.68 0.88 0.04 0.87 0.68 0.98 0.61 0.93 0.32 0.33 0.54 0.82 0.98 0.49 0.63 0.53 0.31 0.67 0.80 0.46 0.42 0.26 0.60 0.90 0.26 0.93 0.13 0.19 0.05 0.78 0.53 0.97 0.58 0.25 0.12 0.11 0.28 0.85 0.09 0.84 0.36 0.99 0.03 0.79 0.77 ]
[0.16 0.41 1.00 0.24 0.60 0.12 0.42 0.57 0.12 0.33 0.33 0.37 0.99 0.48 0.92 0.44 0.36 0.71 0.47 0.19 0.02 0.15 0.81 0.18 0.98 0.11 0.87 0.52 0.24 0.73 0.76 0.01 0.92 0.81 0.08 0.84 0.03 0.71 0.31 0.07 0.11 0.89 0.93 0.10 0.09 0.05 0.08 0.87 0.14 0.18 0.95 0.62 0.86 0.06 0.33 0.96 0.69 0.98 0.37 0.93 0.42 0.04 0.49 0.46 0.79 0.41 0.12 0.63 0.40 0.49 0.85 0.73 0.46 0.31 0.28 0.64 0.90 0.64 0.51 0.35 0.77 0.12 ]
[0.88 0.14 0.24 1.00 0.05 0.82 0.77 0.31 0.19 0.44 0.73 0.16 0.27 0.16 0.75 0.13 0.68 0.46 0.94 0.68 0.67 0.01 0.41 0.64 0.75 0.86 0.20 0.17 0.20 0.41 0.72 0.60 0.34 0.46 0.55 0.65 0.03 0.56 0.72 0.91 0.98 0.29 0.83 0.42 0.30 0.03 0.26 0.56 0.51 0.28 0.31 0.98 0.60 0.72 0.71 0.51 0.01 0.60 0.76 0.39 0.64 0.10 0.31 0.55 0.84 0.03 0.09 0.18 0.25 0.16 0.60 0.88 0.14 0.99 0.80 0.34 0.32 0.67 0.63 0.43 0.60 0.16 ]
[0.25 0.00 0.60 0.05 1.00 0.55 0.32 0.81 0.73 0.71 0.18 0.56 0.69 0.12 0.57 0.10 0.31 0.63 0.91 0.73 0.00 0.70 0.45 0.65 0.82 0.06 0.04 0.65 0.43 0.57 0.17 0.03 0.25 0.74 0.59 0.11 0.80 0.76 0.94 0.08 0.37 0.10 0.11 0.18 0.88 0.89 0.76 0.90 0.65 0.64 0.67 0.74 0.46 0.37 0.76 0.68 0.46 0.97 0.25 0.13 0.47 0.70 0.04 0.95 0.72 0.81 0.55 0.36 0.95 0.89 0.64 0.50 0.26 0.99 0.59 0.54 0.52 0.86 0.72 0.87 0.81 0.83 ]
[0.89 0.91 0.12 0.82 0.55 1.00 1.00 0.96 0.95 0.06 0.85 0.92 0.85 0.70 0.51 0.36 0.36 0.50 0.38 0.36 0.45 0.15 0.59 0.59 0.37 0.30 0.55 0.53 0.07 0.89 0.66 0.74 0.79 0.43 0.59 0.05 0.90 0.36 0.26 0.81 0.84 0.89 0.24 0.70 0.13 0.91 0.37 0.75 0.08 0.15 0.51 0.31 0.94 0.77 0.31 0.09 0.26 0.23 0.56 0.50 0.90 0.10 0.05 0.30 0.46 0.86 0.51 0.47 0.48 0.95 0.54 0.70 0.87 0.37 0.61 0.20 0.44 0.17 0.61 0.14 0.91 0.01 ]
[0.51 0.85 0.42 0.77 0.32 1.00 1.00 0.69 0.73 0.98 0.80 0.34 0.81 0.29 0.68 0.38 0.72 0.34 0.32 0.97 0.99 0.61 0.12 0.79 0.11 0.40 0.15 0.27 0.03 0.14 0.71 0.98 0.93 0.06 0.05 0.42 0.94 0.35 0.27 0.28 0.75 0.61 0.02 0.03 0.65 0.09 0.10 0.75 0.20 0.41 0.16 0.04 0.29 0.10 0.15 0.10 0.63 0.95 0.82 0.87 0.01 0.36 0.82 0.23 0.88 0.73 0.29 0.85 0.86 0.71 0.54 0.43 0.45 0.51 0.60 0.84 0.10 0.57 0.97 0.74 0.61 0.52 ]
[0.28 0.56 0.57 0.31 0.81 0.96 0.69 1.00 0.60 0.07 0.34 0.08 0.28 0.65 0.48 0.59 0.55 0.66 0.92 0.96 0.97 0.99 0.13 0.01 0.27 0.80 0.49 0.21 0.25 0.35 0.36 0.47 0.49 0.98 0.89 0.56 0.31 0.59 0.60 0.98 0.21 0.44 0.76 0.73 0.19 0.54 0.08 0.83 0.93 0.75 0.62 0.78 0.27 0.16 0.56 0.19 0.74 0.19 0.99 0.10 0.26 0.32 0.25 0.13 0.42 0.15 0.92 0.08 0.37 0.42 0.99 0.10 0.19 0.77 0.40 0.50 1.00 0.17 0.27 0.78 0.41 0.19 ]
[0.60 0.09 0.12 0.19 0.73 0.95 0.73 0.60 1.00 0.59 0.51 0.33 0.09 0.38 0.54 0.54 0.55 0.13 0.38 0.65 0.27 0.51 0.14 0.84 0.10 0.13 0.28 0.62 0.46 0.86 0.30 0.35 0.70 0.28 0.41 0.89 0.46 0.95 0.14 0.57 0.88 0.59 0.58 0.53 0.77 0.46 0.20 0.64 0.10 0.72 1.00 1.00 0.22 0.44 0.39 0.30 0.68 0.15 0.08 0.52 0.95 0.66 0.78 0.69 0.35 0.49 0.68 0.74 0.98 0.44 0.65 0.45 0.41 0.08 0.48 0.07 0.97 0.51 0.50 0.70 0.92 0.24 ]
[0.71 0.93 0.33 0.44 0.71 0.06 0.98 0.07 0.59 1.00 0.74 0.99 0.60 0.57 0.47 0.46 0.08 0.16 0.49 0.49 0.07 0.30 0.61 0.78 0.94 0.20 0.18 0.66 0.54 0.73 0.47 0.96 0.65 0.72 0.58 0.52 0.56 0.94 0.77 0.80 0.63 0.61 0.67 0.64 0.19 0.81 0.70 0.39 0.94 0.69 0.83 0.57 0.14 0.76 0.92 0.06 0.84 0.12 0.38 0.77 0.96 0.53 0.68 0.19 0.73 0.95 0.75 0.17 0.37 0.64 0.08 0.27 0.46 0.94 0.34 0.74 0.68 0.66 0.35 0.36 0.29 0.96 ]
[0.04 0.66 0.33 0.73 0.18 0.85 0.80 0.34 0.51 0.74 1.00 0.79 0.60 0.37 0.12 0.69 0.70 0.36 0.98 0.78 0.57 0.10 0.34 0.50 0.63 0.45 0.49 0.99 0.69 0.37 0.63 0.17 0.26 0.06 0.67 0.45 0.57 0.52 0.44 0.29 0.02 0.93 0.87 0.34 0.89 0.12 0.78 0.96 0.97 0.51 0.04 0.35 0.23 0.87 0.35 0.96 0.20 0.65 0.18 0.54 0.65 0.32 0.43 0.62 0.10 0.65 0.47 0.77 0.61 0.86 0.63 0.55 0.25 0.99 0.08 0.87 0.24 0.35 0.83 0.40 0.85 0.42 ]
[0.35 0.91 0.37 0.16 0.56 0.92 0.34 0.08 0.33 0.99 0.79 1.00 0.95 0.81 0.79 0.73 0.51 0.31 0.42 0.20 0.45 0.73 0.55 0.99 0.82 0.19 0.33 0.32 0.42 0.20 0.82 0.79 0.81 0.25 0.88 0.10 0.24 0.49 0.14 0.58 0.98 0.22 0.42 0.02 0.17 0.52 1.00 0.33 0.71 0.73 0.01 0.20 0.98 0.62 0.09 0.95 0.64 0.39 0.66 0.43 0.08 0.43 0.05 0.87 0.76 0.01 0.34 0.33 0.09 0.67 0.75 0.88 0.06 0.24 0.40 0.65 0.44 0.03 0.67 0.66 0.26 0.27 ]
[0.02 0.50 0.99 0.27 0.69 0.85 0.81 0.28 0.09 0.60 0.60 0.95 1.00 0.07 0.76 0.88 0.51 0.73 0.14 0.03 0.96 0.46 0.56 0.66 0.80 0.03 0.73 0.51 0.78 0.62 0.10 0.63 0.90 0.09 0.37 0.02 0.35 0.98 0.62 0.42 0.01 0.26 0.08 0.52 0.98 0.07 0.64 0.79 0.03 0.80 0.38 0.28 0.83 0.77 0.73 0.57 0.20 0.92 0.70 0.18 0.26 0.82 0.84 1.00 0.40 0.38 0.09 0.28 0.42 0.09 0.06 0.89 0.31 0.08 0.79 0.89 0.47 0.65 0.98 0.91 0.57 0.54 ]
[0.42 0.09 0.48 0.16 0.12 0.70 0.29 0.65 0.38 0.57 0.37 0.81 0.07 1.00 0.29 0.24 0.71 0.31 0.23 0.12 0.29 0.60 0.88 0.09 0.11 0.30 0.33 0.05 0.11 0.52 0.90 0.99 0.29 0.41 0.24 0.02 0.39 0.29 0.69 0.12 0.98 0.21 0.49 0.67 0.93 0.22 0.23 0.60 0.28 0.13 0.17 0.49 0.28 0.06 0.79 0.28 0.17 0.56 0.45 0.49 0.39 0.06 0.51 0.98 0.47 0.75 0.09 0.13 0.39 0.34 0.78 0.20 0.56 0.23 0.14 0.68 0.42 0.12 0.56 0.64 0.34 0.45 ]
[0.43 0.64 0.92 0.75 0.57 0.51 0.68 0.48 0.54 0.47 0.12 0.79 0.76 0.29 1.00 0.80 0.87 0.78 0.90 0.45 0.88 0.97 0.99 0.98 0.98 0.07 0.47 0.28 0.42 0.85 0.95 0.45 0.11 0.24 0.14 0.28 0.53 0.22 0.79 0.06 0.08 0.88 0.19 0.63 0.07 0.98 0.24 0.91 0.63 1.00 0.00 0.31 0.20 0.79 0.41 0.26 0.76 0.59 0.06 0.20 0.32 0.81 0.88 0.73 0.92 0.83 0.78 0.04 0.49 0.75 0.00 0.93 0.93 0.93 0.59 0.66 0.55 0.44 0.89 0.70 0.48 0.23 ]
