D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 48;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 ];
m = [
[1.00 0.28 0.04 0.77 0.21 0.37 0.54 0.48 0.43 0.15 0.11 0.76 0.73 0.84 0.96 0.07 0.43 0.51 0.30 0.64 0.40 0.68 0.94 0.41 0.82 0.58 0.33 0.21 0.16 0.14 0.48 0.80 0.32 0.58 0.06 0.11 0.68 0.18 0.31 0.47 0.28 0.99 0.62 0.51 0.70 0.34 0.39 0.82 ]
[0.28 1.00 0.13 0.26 0.38 0.62 0.19 0.28 0.14 0.44 0.43 0.14 0.06 0.87 0.18 0.12 0.77 0.20 0.28 0.84 0.32 0.85 0.94 0.35 0.72 0.97 0.64 0.53 0.97 0.53 0.69 0.48 0.58 0.53 0.98 0.33 0.39 0.95 0.27 0.10 0.17 0.36 0.69 0.80 0.56 0.70 0.32 0.84 ]
[0.04 0.13 1.00 0.54 0.82 0.47 0.92 0.26 0.12 0.08 0.03 0.27 0.63 0.40 0.94 0.16 0.30 0.04 0.47 0.27 0.28 0.35 0.32 0.15 0.41 0.66 0.78 0.04 0.80 0.83 0.52 0.10 0.08 0.75 0.49 0.87 0.89 0.32 0.40 0.72 0.55 0.63 0.21 0.29 0.54 0.90 0.63 0.92 ]
[0.77 0.26 0.54 1.00 0.00 0.09 0.84 0.46 0.62 0.06 0.98 0.49 0.65 0.35 0.47 0.90 0.54 0.99 0.59 0.53 0.14 0.37 0.82 0.97 0.54 0.99 0.34 0.47 0.59 0.43 0.95 0.26 0.28 0.53 0.48 0.96 0.17 0.56 0.33 0.11 0.84 0.10 0.04 0.94 0.90 0.84 0.86 0.17 ]
[0.21 0.38 0.82 0.00 1.00 0.25 0.97 0.09 0.06 0.84 0.59 0.99 0.87 0.82 0.45 0.20 0.46 0.77 0.30 0.22 0.42 0.88 0.76 0.84 0.01 0.06 0.43 0.75 0.21 0.80 0.90 0.73 0.59 0.13 0.46 0.99 0.06 0.81 0.59 0.27 0.45 0.26 0.17 0.23 0.76 0.47 0.06 0.47 ]
[0.37 0.62 0.47 0.09 0.25 1.00 0.28 0.42 0.54 0.13 0.07 0.12 0.48 0.24 0.28 0.85 0.77 0.36 0.52 0.76 0.58 0.95 0.05 0.95 0.16 0.54 0.02 0.37 0.66 0.17 0.51 0.57 0.46 0.24 0.92 0.07 0.51 0.56 0.05 1.00 1.00 0.80 0.49 0.68 0.45 0.09 0.22 0.59 ]
[0.54 0.19 0.92 0.84 0.97 0.28 1.00 0.30 0.78 0.28 0.79 0.10 0.20 0.45 0.25 0.99 0.34 0.44 0.97 0.53 0.64 0.77 0.66 0.99 0.72 0.30 0.09 0.34 0.57 0.04 0.68 0.58 0.23 0.97 0.47 0.78 0.61 0.39 0.25 0.96 0.63 0.83 0.33 0.95 0.68 0.75 0.57 0.63 ]
[0.48 0.28 0.26 0.46 0.09 0.42 0.30 1.00 0.93 0.34 0.43 0.79 0.24 0.20 0.00 0.14 0.33 0.68 0.64 0.87 0.97 0.15 0.11 0.98 0.66 0.27 0.01 0.74 0.03 0.41 0.18 0.42 0.00 0.39 0.63 0.57 0.60 0.45 0.74 0.63 0.14 0.00 0.20 0.31 0.59 0.26 0.10 0.79 ]
[0.43 0.14 0.12 0.62 0.06 0.54 0.78 0.93 1.00 0.42 0.56 0.11 0.32 0.29 0.17 0.11 0.00 0.61 0.63 0.14 0.35 0.10 0.97 0.20 0.51 0.74 0.53 0.29 0.97 0.26 0.90 0.94 0.74 0.67 0.93 0.59 0.50 0.27 0.76 0.25 0.09 0.27 0.36 0.15 0.78 0.46 0.04 0.67 ]
[0.15 0.44 0.08 0.06 0.84 0.13 0.28 0.34 0.42 1.00 0.96 0.73 0.91 0.51 0.41 0.99 0.27 0.93 0.73 0.27 0.34 0.23 0.97 0.39 0.03 0.30 0.69 0.42 0.42 0.61 0.88 0.44 0.29 0.28 0.96 0.17 0.15 0.96 0.46 0.66 0.59 0.62 1.00 0.45 0.91 0.82 0.79 0.99 ]
[0.11 0.43 0.03 0.98 0.59 0.07 0.79 0.43 0.56 0.96 1.00 0.91 0.78 0.31 0.29 0.38 0.87 0.09 0.66 0.60 0.49 0.23 0.53 0.98 0.75 0.73 0.22 0.72 0.01 0.63 0.84 0.05 0.08 0.18 0.91 0.86 0.31 0.10 0.01 0.08 0.28 0.31 0.50 0.03 0.39 0.49 0.35 0.83 ]
[0.76 0.14 0.27 0.49 0.99 0.12 0.10 0.79 0.11 0.73 0.91 1.00 0.64 0.39 0.78 0.73 0.00 0.35 0.50 0.72 0.91 0.09 0.72 0.92 0.76 0.56 0.25 0.62 0.39 0.07 0.19 0.32 0.05 0.14 0.15 0.22 0.86 0.48 0.86 0.80 0.47 0.94 0.54 0.48 0.47 0.80 0.74 0.83 ]
[0.73 0.06 0.63 0.65 0.87 0.48 0.20 0.24 0.32 0.91 0.78 0.64 1.00 0.99 0.05 0.49 0.56 0.54 0.35 0.88 0.80 0.05 0.39 0.95 0.16 0.34 0.22 0.60 0.24 0.91 0.04 0.75 0.77 0.58 0.96 0.57 0.55 0.73 0.54 0.30 0.75 0.96 0.90 0.38 0.96 0.40 0.10 0.29 ]
[0.84 0.87 0.40 0.35 0.82 0.24 0.45 0.20 0.29 0.51 0.31 0.39 0.99 1.00 0.87 0.56 0.51 0.05 0.43 0.34 0.11 0.81 0.14 0.33 0.56 0.96 0.52 0.32 0.72 0.72 0.45 0.31 0.72 0.53 0.49 0.18 0.99 0.25 0.62 0.60 0.54 0.41 0.88 0.04 0.32 0.94 0.96 0.13 ]
[0.96 0.18 0.94 0.47 0.45 0.28 0.25 0.00 0.17 0.41 0.29 0.78 0.05 0.87 1.00 0.43 0.63 0.93 0.55 0.85 0.33 0.55 0.71 0.65 0.25 0.29 0.07 0.97 0.74 0.89 0.13 0.38 0.66 0.57 0.56 0.88 0.93 0.56 0.90 0.15 0.04 0.13 0.86 0.17 0.55 0.04 0.08 0.73 ]
[0.07 0.12 0.16 0.90 0.20 0.85 0.99 0.14 0.11 0.99 0.38 0.73 0.49 0.56 0.43 1.00 0.33 0.46 0.12 0.93 0.63 0.64 0.57 0.45 0.68 0.78 0.37 0.40 0.64 0.06 0.87 0.96 0.98 0.88 0.85 0.38 0.28 0.18 0.20 0.19 0.78 0.32 0.01 0.48 0.56 0.18 0.88 0.38 ]
[0.43 0.77 0.30 0.54 0.46 0.77 0.34 0.33 0.00 0.27 0.87 0.00 0.56 0.51 0.63 0.33 1.00 0.11 0.75 0.37 0.70 0.97 0.27 0.27 0.36 0.77 0.32 0.21 0.81 0.93 0.14 0.87 0.65 0.02 0.49 0.31 0.20 0.81 0.17 0.45 0.75 0.15 0.85 0.84 0.20 0.54 0.20 0.53 ]
[0.51 0.20 0.04 0.99 0.77 0.36 0.44 0.68 0.61 0.93 0.09 0.35 0.54 0.05 0.93 0.46 0.11 1.00 0.98 0.65 0.77 0.51 0.03 0.70 0.83 0.88 0.48 0.64 0.14 0.63 0.28 0.67 0.83 0.09 0.42 0.59 0.84 0.36 0.53 0.93 0.94 0.16 0.96 0.88 0.75 0.97 0.63 0.33 ]
[0.30 0.28 0.47 0.59 0.30 0.52 0.97 0.64 0.63 0.73 0.66 0.50 0.35 0.43 0.55 0.12 0.75 0.98 1.00 0.92 0.59 0.66 0.89 0.75 0.25 0.10 0.24 0.68 0.89 0.28 0.54 0.08 0.42 0.07 0.79 0.69 0.25 0.75 0.71 0.36 0.82 0.11 0.79 0.32 0.14 0.34 0.92 0.36 ]
[0.64 0.84 0.27 0.53 0.22 0.76 0.53 0.87 0.14 0.27 0.60 0.72 0.88 0.34 0.85 0.93 0.37 0.65 0.92 1.00 0.39 0.62 0.48 0.97 0.23 0.58 0.35 0.55 0.31 0.84 0.53 0.26 0.08 0.41 0.37 0.21 0.45 0.68 0.76 0.01 0.30 0.62 0.06 0.40 0.48 0.62 0.53 0.10 ]
[0.40 0.32 0.28 0.14 0.42 0.58 0.64 0.97 0.35 0.34 0.49 0.91 0.80 0.11 0.33 0.63 0.70 0.77 0.59 0.39 1.00 0.47 0.09 0.73 0.80 0.51 0.82 0.84 0.07 0.10 0.71 0.72 0.21 0.90 0.67 0.36 0.56 0.47 0.38 0.63 0.09 0.21 0.28 0.72 0.31 0.80 0.26 0.77 ]
[0.68 0.85 0.35 0.37 0.88 0.95 0.77 0.15 0.10 0.23 0.23 0.09 0.05 0.81 0.55 0.64 0.97 0.51 0.66 0.62 0.47 1.00 0.85 0.13 0.10 0.90 0.69 0.93 0.94 0.14 0.21 0.32 0.98 0.98 0.32 0.60 0.37 0.93 0.21 0.31 0.17 0.72 0.48 0.83 0.03 0.11 0.81 0.86 ]
[0.94 0.94 0.32 0.82 0.76 0.05 0.66 0.11 0.97 0.97 0.53 0.72 0.39 0.14 0.71 0.57 0.27 0.03 0.89 0.48 0.09 0.85 1.00 0.58 0.49 0.24 0.38 0.25 0.69 0.33 0.36 0.10 0.97 0.71 0.17 0.96 0.26 0.20 0.90 0.43 0.63 0.59 0.40 0.52 0.57 0.76 0.82 0.52 ]
[0.41 0.35 0.15 0.97 0.84 0.95 0.99 0.98 0.20 0.39 0.98 0.92 0.95 0.33 0.65 0.45 0.27 0.70 0.75 0.97 0.73 0.13 0.58 1.00 0.23 0.00 0.92 0.33 0.68 0.72 0.76 0.07 0.93 0.45 0.16 0.05 0.46 0.38 0.53 0.12 0.85 0.00 0.81 0.35 0.07 0.72 0.30 0.63 ]
[0.82 0.72 0.41 0.54 0.01 0.16 0.72 0.66 0.51 0.03 0.75 0.76 0.16 0.56 0.25 0.68 0.36 0.83 0.25 0.23 0.80 0.10 0.49 0.23 1.00 0.24 0.74 0.89 0.22 0.76 0.00 0.02 0.66 0.49 0.13 0.99 0.91 0.85 0.64 0.72 0.44 0.20 0.11 0.09 0.39 0.20 0.98 0.68 ]
[0.58 0.97 0.66 0.99 0.06 0.54 0.30 0.27 0.74 0.30 0.73 0.56 0.34 0.96 0.29 0.78 0.77 0.88 0.10 0.58 0.51 0.90 0.24 0.00 0.24 1.00 0.14 0.29 0.09 0.88 0.43 0.04 0.82 0.61 0.50 0.02 0.20 0.31 0.26 0.23 0.51 0.14 0.11 0.79 0.25 0.37 0.98 0.25 ]
[0.33 0.64 0.78 0.34 0.43 0.02 0.09 0.01 0.53 0.69 0.22 0.25 0.22 0.52 0.07 0.37 0.32 0.48 0.24 0.35 0.82 0.69 0.38 0.92 0.74 0.14 1.00 0.68 0.03 0.90 0.77 0.80 0.12 0.53 0.13 0.43 0.12 0.03 0.46 0.31 0.40 0.69 0.17 0.74 0.29 0.11 0.64 0.88 ]
[0.21 0.53 0.04 0.47 0.75 0.37 0.34 0.74 0.29 0.42 0.72 0.62 0.60 0.32 0.97 0.40 0.21 0.64 0.68 0.55 0.84 0.93 0.25 0.33 0.89 0.29 0.68 1.00 0.39 0.96 0.69 0.27 0.33 0.87 0.20 0.62 0.02 0.13 0.71 0.41 0.92 0.42 0.64 0.17 0.28 0.07 0.69 0.48 ]
[0.16 0.97 0.80 0.59 0.21 0.66 0.57 0.03 0.97 0.42 0.01 0.39 0.24 0.72 0.74 0.64 0.81 0.14 0.89 0.31 0.07 0.94 0.69 0.68 0.22 0.09 0.03 0.39 1.00 0.93 0.21 0.87 0.04 0.49 0.74 0.67 0.53 0.34 0.84 0.73 0.81 0.79 0.73 0.41 0.76 0.02 0.19 0.02 ]
[0.14 0.53 0.83 0.43 0.80 0.17 0.04 0.41 0.26 0.61 0.63 0.07 0.91 0.72 0.89 0.06 0.93 0.63 0.28 0.84 0.10 0.14 0.33 0.72 0.76 0.88 0.90 0.96 0.93 1.00 0.52 0.22 0.60 0.97 0.71 0.45 0.86 0.66 0.29 0.28 0.79 0.77 0.09 0.49 0.40 0.73 0.54 0.40 ]
[0.48 0.69 0.52 0.95 0.90 0.51 0.68 0.18 0.90 0.88 0.84 0.19 0.04 0.45 0.13 0.87 0.14 0.28 0.54 0.53 0.71 0.21 0.36 0.76 0.00 0.43 0.77 0.69 0.21 0.52 1.00 0.28 0.35 0.05 0.38 0.11 0.28 0.54 0.57 0.74 0.54 0.09 0.01 0.68 0.27 0.72 0.78 0.29 ]
[0.80 0.48 0.10 0.26 0.73 0.57 0.58 0.42 0.94 0.44 0.05 0.32 0.75 0.31 0.38 0.96 0.87 0.67 0.08 0.26 0.72 0.32 0.10 0.07 0.02 0.04 0.80 0.27 0.87 0.22 0.28 1.00 0.97 0.39 0.37 0.95 0.77 0.86 0.16 0.36 0.22 0.71 0.97 0.37 0.92 0.18 0.85 0.55 ]
