D = 4;
n = [ 2 2 2 2 ];
N = 19;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 4 4 4 ];
m = [
[1.00 0.07 0.24 0.28 0.77 0.15 0.34 0.18 0.41 0.85 0.69 0.52 0.09 0.82 0.08 0.68 0.37 0.01 0.71 ]
[0.07 1.00 0.21 0.19 0.95 0.21 0.22 0.91 0.07 0.79 0.67 0.23 0.88 0.05 0.29 0.44 0.93 0.11 0.21 ]
[0.24 0.21 1.00 0.06 0.38 0.82 0.18 0.11 0.83 0.59 0.23 0.01 0.62 0.82 0.25 0.74 0.57 0.64 0.58 ]
[0.28 0.19 0.06 1.00 0.00 0.24 0.69 0.86 0.78 0.93 0.44 0.09 0.98 0.81 0.19 0.93 0.29 0.20 0.31 ]
[0.77 0.95 0.38 0.00 1.00 0.44 0.09 0.13 0.36 0.09 0.60 0.65 0.18 0.24 0.12 0.25 0.32 0.29 0.84 ]
[0.15 0.21 0.82 0.24 0.44 1.00 0.50 0.09 0.35 0.86 0.72 0.31 0.86 0.20 0.59 0.55 0.20 0.07 0.28 ]
[0.34 0.22 0.18 0.69 0.09 0.50 1.00 0.83 0.90 0.25 0.56 0.50 0.35 0.03 0.14 0.09 0.28 0.19 0.07 ]
[0.18 0.91 0.11 0.86 0.13 0.09 0.83 1.00 0.42 0.49 0.66 0.80 0.56 0.88 0.54 0.83 0.22 0.00 0.25 ]
[0.41 0.07 0.83 0.78 0.36 0.35 0.90 0.42 1.00 0.06 0.98 0.04 0.39 0.21 0.38 0.42 0.67 0.75 0.28 ]
[0.85 0.79 0.59 0.93 0.09 0.86 0.25 0.49 0.06 1.00 0.33 0.27 0.50 0.92 0.64 0.51 0.24 0.71 0.04 ]
[0.69 0.67 0.23 0.44 0.60 0.72 0.56 0.66 0.98 0.33 1.00 0.15 0.74 0.88 0.51 0.54 0.90 0.42 0.44 ]
[0.52 0.23 0.01 0.09 0.65 0.31 0.50 0.80 0.04 0.27 0.15 1.00 0.36 0.79 0.27 0.14 0.09 0.53 0.98 ]
[0.09 0.88 0.62 0.98 0.18 0.86 0.35 0.56 0.39 0.50 0.74 0.36 1.00 0.57 0.66 0.33 0.60 0.82 0.20 ]
[0.82 0.05 0.82 0.81 0.24 0.20 0.03 0.88 0.21 0.92 0.88 0.79 0.57 1.00 0.73 0.62 0.49 0.33 0.54 ]
[0.08 0.29 0.25 0.19 0.12 0.59 0.14 0.54 0.38 0.64 0.51 0.27 0.66 0.73 1.00 0.15 0.55 0.10 0.07 ]
[0.68 0.44 0.74 0.93 0.25 0.55 0.09 0.83 0.42 0.51 0.54 0.14 0.33 0.62 0.15 1.00 0.98 0.96 0.54 ]
[0.37 0.93 0.57 0.29 0.32 0.20 0.28 0.22 0.67 0.24 0.90 0.09 0.60 0.49 0.55 0.98 1.00 0.50 0.33 ]
[0.01 0.11 0.64 0.20 0.29 0.07 0.19 0.00 0.75 0.71 0.42 0.53 0.82 0.33 0.10 0.96 0.50 1.00 0.45 ]
[0.71 0.21 0.58 0.31 0.84 0.28 0.07 0.25 0.28 0.04 0.44 0.98 0.20 0.54 0.07 0.54 0.33 0.45 1.00 ]
];
