D = 4;
n = [ 3 3 3 3 ];
N = 72;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.33 0.62 0.87 0.93 1.00 0.25 0.54 0.03 0.54 0.34 0.16 0.22 0.23 0.40 0.25 0.88 0.59 0.81 0.94 0.72 0.53 0.49 1.00 1.00 0.42 0.93 0.05 0.11 0.94 0.88 0.14 0.51 0.07 0.89 0.61 0.57 0.56 0.86 0.93 0.34 0.10 0.58 0.23 0.86 0.47 0.20 0.96 0.34 0.12 0.89 0.48 0.29 0.46 0.24 0.12 0.64 0.95 0.97 0.95 0.52 0.03 0.61 0.36 0.90 0.97 0.21 0.97 0.67 0.39 0.60 0.51 ]
[0.33 1.00 0.34 0.42 0.93 0.60 0.34 0.94 0.89 0.30 0.60 0.16 0.48 0.92 0.78 0.01 0.72 0.40 0.40 0.32 0.38 0.66 0.32 0.92 0.69 0.44 0.35 0.50 0.90 0.56 0.95 0.33 0.84 0.07 0.66 0.87 0.15 0.51 0.22 0.20 0.75 0.76 0.23 0.93 0.88 0.95 0.69 0.38 0.86 0.28 0.83 0.61 0.38 0.92 0.76 0.48 0.67 0.39 0.75 0.22 0.72 0.99 0.70 0.00 0.95 0.46 0.74 0.47 0.02 0.07 0.89 0.32 ]
[0.62 0.34 1.00 0.17 0.24 0.70 0.13 0.44 0.19 0.58 0.42 0.13 0.56 0.42 0.90 0.89 0.74 0.80 0.52 0.51 0.41 0.89 0.36 0.32 0.96 0.47 0.79 0.92 0.66 0.51 0.62 0.55 0.83 0.63 0.27 0.03 0.01 0.74 0.88 0.89 0.24 0.36 0.14 0.91 0.77 0.57 0.78 0.35 0.22 0.22 0.11 0.71 0.80 0.41 0.57 0.30 0.56 0.67 0.16 0.11 0.75 0.90 0.83 0.88 0.80 0.67 0.24 0.54 0.45 0.27 0.60 0.20 ]
[0.87 0.42 0.17 1.00 0.12 0.24 0.29 0.10 0.41 0.62 0.38 0.96 0.66 0.26 0.91 0.59 0.68 0.16 0.66 0.20 0.05 0.52 0.35 0.35 0.04 0.70 0.02 0.77 0.37 0.08 0.31 0.97 0.29 0.34 0.52 0.65 0.22 0.10 0.42 0.68 0.04 0.02 0.55 0.04 0.49 0.13 0.15 0.15 0.68 0.77 0.84 0.18 0.43 0.94 0.84 0.14 0.88 0.52 0.86 0.49 0.21 0.66 0.80 0.50 0.20 0.24 0.81 0.41 0.61 0.89 0.95 0.85 ]
[0.93 0.93 0.24 0.12 1.00 0.99 0.58 0.95 0.46 0.89 0.96 0.83 0.40 0.81 0.19 0.38 0.77 0.04 0.25 0.90 0.43 0.22 0.38 0.55 0.13 0.72 0.66 0.89 0.35 0.56 0.68 0.15 0.54 0.31 0.58 0.43 0.46 0.32 0.48 0.42 0.62 0.59 0.29 0.98 0.73 0.86 0.72 0.74 0.08 0.41 0.48 0.96 0.43 0.94 0.69 1.00 0.66 0.55 0.70 0.29 0.61 0.38 0.32 0.41 0.94 0.97 0.02 0.14 0.42 0.92 0.27 0.74 ]
[1.00 0.60 0.70 0.24 0.99 1.00 0.08 0.51 0.62 0.06 0.10 0.76 0.26 0.26 0.03 0.73 0.99 0.17 0.83 0.58 0.10 0.08 1.00 0.05 0.79 0.65 0.00 0.80 0.04 0.09 0.73 0.53 0.38 0.65 0.02 0.98 0.00 0.69 0.05 0.08 0.73 0.22 0.13 0.27 0.50 0.30 0.86 0.02 0.35 0.44 0.88 0.50 0.84 0.16 0.71 0.46 0.94 0.53 0.86 0.29 0.03 0.88 0.52 0.83 0.60 0.69 0.01 0.25 0.39 0.81 0.03 0.94 ]
[0.25 0.34 0.13 0.29 0.58 0.08 1.00 0.84 0.38 0.43 0.49 0.63 0.44 0.89 0.65 0.65 0.79 0.60 0.97 0.14 0.88 0.30 0.19 0.89 0.71 0.77 0.63 0.50 0.05 0.52 0.89 0.18 0.59 0.54 0.41 0.77 0.70 0.40 0.74 0.94 0.15 0.56 0.91 0.72 0.70 0.97 0.06 0.29 0.08 0.54 0.49 0.64 0.91 0.24 0.24 0.42 0.22 0.81 0.80 0.41 0.22 0.72 0.57 0.08 0.10 0.30 0.01 0.96 0.01 0.11 0.26 0.24 ]
[0.54 0.94 0.44 0.10 0.95 0.51 0.84 1.00 0.27 0.78 0.72 0.59 0.19 0.69 0.17 0.64 0.50 0.75 0.28 0.14 0.37 0.20 0.08 0.86 0.61 0.67 0.19 0.95 0.92 0.28 0.42 0.68 0.44 0.41 0.45 0.58 0.00 0.37 0.36 0.32 0.48 0.89 0.97 0.27 0.58 0.99 0.37 0.06 0.60 0.22 0.02 0.14 0.72 0.30 0.61 0.25 0.63 0.83 0.04 0.63 0.68 0.74 0.90 0.57 0.68 0.36 0.68 0.75 0.79 0.45 0.05 0.38 ]
[0.03 0.89 0.19 0.41 0.46 0.62 0.38 0.27 1.00 0.68 0.96 0.35 0.98 0.68 0.06 0.78 0.35 0.67 0.31 0.15 0.69 0.56 0.54 0.29 0.48 0.59 0.69 0.49 0.33 0.35 0.99 0.14 0.03 0.91 0.74 0.56 0.02 0.84 0.40 0.35 0.51 0.16 0.56 0.98 0.75 0.87 0.94 0.47 0.01 0.50 0.82 0.88 0.90 0.69 0.96 0.02 0.74 0.47 0.04 0.56 0.85 0.00 0.77 0.52 0.18 0.56 0.45 0.97 0.28 0.77 0.11 0.08 ]
[0.54 0.30 0.58 0.62 0.89 0.06 0.43 0.78 0.68 1.00 0.29 0.37 0.42 0.94 0.53 0.50 0.30 0.53 0.79 0.83 0.21 0.24 0.71 0.98 0.66 0.06 0.78 0.47 0.30 0.81 0.86 0.55 0.26 0.41 0.94 0.23 0.86 0.60 0.32 0.01 0.86 0.08 0.76 0.97 0.18 0.68 0.01 0.86 0.25 0.56 0.28 0.28 0.33 0.62 0.15 0.68 0.31 0.15 0.32 0.10 0.14 0.14 0.00 0.47 0.52 0.51 0.84 0.10 0.40 0.40 0.30 0.13 ]
[0.34 0.60 0.42 0.38 0.96 0.10 0.49 0.72 0.96 0.29 1.00 0.10 0.39 0.78 0.26 0.39 0.18 0.30 0.40 0.22 0.20 0.22 0.88 0.71 0.54 0.49 0.04 0.41 0.24 0.25 0.73 0.71 0.43 0.18 0.72 0.57 0.57 0.93 0.89 0.41 0.12 0.13 0.38 0.13 0.65 0.45 0.37 0.17 0.83 0.96 0.31 0.62 0.69 0.01 0.07 0.54 0.46 0.41 0.43 0.14 0.48 0.73 0.79 0.15 0.01 0.44 0.85 0.37 0.33 0.08 0.91 0.29 ]
[0.16 0.16 0.13 0.96 0.83 0.76 0.63 0.59 0.35 0.37 0.10 1.00 0.95 0.17 0.39 0.38 0.79 0.68 0.74 0.87 0.45 0.57 0.31 0.76 0.92 0.57 0.87 0.42 0.92 0.23 0.85 0.52 0.71 0.60 0.95 0.10 0.39 0.55 0.32 0.66 0.20 0.73 0.70 0.73 0.83 0.91 0.58 0.59 0.52 0.60 0.17 0.85 0.27 0.54 0.79 0.17 0.35 0.17 0.01 0.63 0.73 0.69 0.61 0.60 0.03 0.85 0.80 0.38 0.41 0.13 0.35 0.86 ]
[0.22 0.48 0.56 0.66 0.40 0.26 0.44 0.19 0.98 0.42 0.39 0.95 1.00 0.99 0.68 0.91 0.09 0.74 0.30 0.15 0.11 0.58 0.03 0.82 0.21 0.70 0.03 0.48 0.92 0.22 0.96 0.78 0.09 1.00 0.13 0.26 0.94 0.06 0.67 0.45 0.94 0.96 0.67 0.41 0.22 0.10 0.89 0.36 0.07 0.60 0.09 0.08 0.74 0.58 0.30 0.62 0.20 0.40 0.59 0.35 0.18 0.40 0.72 0.01 0.85 0.72 0.43 0.48 0.33 0.08 0.94 0.59 ]
[0.23 0.92 0.42 0.26 0.81 0.26 0.89 0.69 0.68 0.94 0.78 0.17 0.99 1.00 0.92 0.64 0.34 0.18 0.79 0.74 0.16 0.33 0.86 0.43 0.78 0.96 0.44 0.63 0.86 0.28 0.97 0.13 0.09 0.96 0.47 0.51 0.14 0.68 0.25 0.33 0.93 0.70 0.09 0.51 0.01 0.85 0.33 0.06 0.40 0.29 0.67 0.49 0.64 0.47 0.14 0.66 0.50 0.39 1.00 0.75 0.45 0.39 0.57 0.08 0.86 0.21 0.73 0.40 0.46 0.37 0.03 0.58 ]
[0.40 0.78 0.90 0.91 0.19 0.03 0.65 0.17 0.06 0.53 0.26 0.39 0.68 0.92 1.00 0.90 0.55 0.21 0.96 0.46 0.83 0.70 0.55 0.22 0.62 0.48 0.17 0.80 0.26 0.63 0.09 0.73 0.53 0.19 0.93 0.99 0.13 0.55 0.97 0.70 0.27 0.94 0.97 0.16 0.59 0.50 0.00 0.72 0.03 0.82 0.07 0.08 0.90 0.83 0.19 0.45 0.25 0.29 0.83 0.58 0.43 0.59 0.65 0.36 0.78 0.97 0.53 0.97 0.22 0.51 0.97 0.03 ]
[0.25 0.01 0.89 0.59 0.38 0.73 0.65 0.64 0.78 0.50 0.39 0.38 0.91 0.64 0.90 1.00 0.75 0.98 0.02 0.84 0.99 0.12 0.19 0.17 0.72 0.22 0.31 0.85 0.82 0.96 0.42 0.22 0.05 0.38 0.52 0.87 0.46 0.55 0.71 0.94 0.19 0.61 0.61 0.78 0.38 0.03 0.43 0.90 0.69 0.57 0.34 0.93 0.76 0.80 0.45 0.91 0.70 0.55 0.28 0.54 0.37 0.68 0.18 0.86 0.11 0.19 0.14 0.44 0.23 0.32 0.93 0.47 ]
[0.88 0.72 0.74 0.68 0.77 0.99 0.79 0.50 0.35 0.30 0.18 0.79 0.09 0.34 0.55 0.75 1.00 0.70 0.72 0.45 0.49 0.29 0.17 0.10 0.30 0.79 0.72 0.77 0.55 0.42 0.35 0.52 0.20 0.25 0.43 0.17 0.92 0.99 0.27 0.24 0.54 0.93 0.90 0.06 0.86 0.17 0.25 0.54 0.08 0.90 0.59 0.92 0.80 0.87 0.49 0.69 0.28 0.32 0.11 0.41 0.20 0.01 0.18 0.26 0.19 0.46 0.08 0.04 0.18 0.40 0.40 0.13 ]
[0.59 0.40 0.80 0.16 0.04 0.17 0.60 0.75 0.67 0.53 0.30 0.68 0.74 0.18 0.21 0.98 0.70 1.00 1.00 0.31 0.20 0.11 0.23 0.03 0.41 0.28 0.61 0.18 0.83 0.18 0.24 0.21 0.26 0.43 0.08 0.77 0.85 0.55 1.00 0.52 0.73 0.31 0.99 0.19 0.67 0.56 0.22 0.39 0.76 0.30 0.70 0.98 0.26 0.81 0.32 0.53 0.11 0.99 0.80 0.69 0.34 0.11 0.92 0.47 0.03 0.44 0.36 0.28 0.52 0.70 0.10 0.29 ]
[0.81 0.40 0.52 0.66 0.25 0.83 0.97 0.28 0.31 0.79 0.40 0.74 0.30 0.79 0.96 0.02 0.72 1.00 1.00 0.45 0.18 0.73 0.93 0.89 0.09 0.54 0.86 0.15 0.60 0.87 0.99 0.46 0.78 0.51 0.18 0.18 0.23 0.89 0.23 0.03 0.94 0.03 0.71 0.10 0.38 0.85 0.39 0.16 0.28 0.97 0.89 0.69 0.71 0.25 0.35 0.85 0.44 0.68 0.95 0.29 0.32 0.89 0.67 0.91 0.89 0.10 0.83 0.14 0.45 0.65 0.27 0.38 ]
[0.94 0.32 0.51 0.20 0.90 0.58 0.14 0.14 0.15 0.83 0.22 0.87 0.15 0.74 0.46 0.84 0.45 0.31 0.45 1.00 0.76 0.05 0.38 0.87 0.96 0.87 0.43 0.46 0.52 0.96 0.29 0.58 0.60 0.55 0.08 0.83 0.56 0.12 0.64 0.52 0.90 0.64 0.56 0.77 0.92 0.32 0.27 0.65 0.36 0.52 0.44 0.37 0.82 0.39 0.18 0.14 0.69 0.93 0.99 0.98 0.73 0.74 0.97 0.92 0.62 0.62 0.05 0.85 0.34 0.86 0.57 0.85 ]
[0.72 0.38 0.41 0.05 0.43 0.10 0.88 0.37 0.69 0.21 0.20 0.45 0.11 0.16 0.83 0.99 0.49 0.20 0.18 0.76 1.00 0.00 0.10 0.40 0.49 0.26 0.73 0.55 0.74 0.38 0.60 0.49 0.90 0.42 0.21 0.93 0.31 0.96 0.60 0.31 0.70 0.64 0.23 0.26 0.83 0.65 0.35 0.83 1.00 0.86 0.29 0.58 0.83 0.10 0.82 0.59 0.39 0.48 0.47 0.76 0.93 0.62 0.18 0.92 0.37 0.03 0.48 0.80 0.84 0.11 0.15 0.48 ]
[0.53 0.66 0.89 0.52 0.22 0.08 0.30 0.20 0.56 0.24 0.22 0.57 0.58 0.33 0.70 0.12 0.29 0.11 0.73 0.05 0.00 1.00 0.63 0.90 0.86 0.12 0.22 0.10 0.41 0.25 0.71 0.82 0.51 0.67 0.07 0.38 0.55 0.79 0.81 0.04 0.86 0.25 0.89 0.30 0.47 0.92 0.50 0.74 0.39 0.39 0.05 0.40 0.96 0.41 0.85 0.64 0.06 0.90 0.03 0.63 0.88 0.37 0.30 0.81 0.82 0.95 0.62 0.05 0.21 0.98 0.64 0.92 ]
[0.49 0.32 0.36 0.35 0.38 1.00 0.19 0.08 0.54 0.71 0.88 0.31 0.03 0.86 0.55 0.19 0.17 0.23 0.93 0.38 0.10 0.63 1.00 0.57 0.99 0.67 0.69 0.54 0.02 0.96 0.37 0.09 0.87 0.10 0.31 0.45 0.57 0.73 0.64 0.78 0.59 0.19 0.90 0.64 0.32 0.96 0.54 0.14 0.62 0.48 0.72 0.93 0.25 0.74 0.78 0.08 0.24 0.20 0.47 0.82 0.21 0.25 0.77 0.07 0.12 0.08 0.62 0.07 0.64 0.53 0.11 0.87 ]
[1.00 0.92 0.32 0.35 0.55 0.05 0.89 0.86 0.29 0.98 0.71 0.76 0.82 0.43 0.22 0.17 0.10 0.03 0.89 0.87 0.40 0.90 0.57 1.00 0.45 0.93 0.99 0.15 0.76 0.62 0.87 0.88 0.60 0.46 0.71 0.47 0.66 0.86 0.83 0.81 0.59 0.33 0.46 0.21 0.60 0.61 0.33 0.14 0.66 0.18 0.47 0.41 0.01 0.07 0.34 0.81 0.22 0.95 0.31 0.18 0.18 0.79 0.18 0.13 0.30 0.51 0.82 0.92 0.35 0.23 0.83 0.28 ]
