D = 4;
n = [ 3 3 3 3 ];
N = 15;
d = [1 1 1 2 2 2 3 3 3 4 4 4 4 4 4 ];
m = [
[1.00 0.45 0.97 0.03 0.63 0.88 0.78 0.38 0.90 0.89 0.69 0.72 0.54 0.60 0.53 ]
[0.45 1.00 0.11 0.18 0.01 0.94 0.23 0.99 0.84 0.29 0.46 0.16 0.30 0.58 0.51 ]
[0.97 0.11 1.00 0.44 0.93 0.42 0.19 0.83 0.73 0.05 0.51 0.20 0.10 0.51 0.30 ]
[0.03 0.18 0.44 1.00 0.26 0.48 0.12 0.46 0.89 0.13 0.18 0.30 0.27 0.74 0.86 ]
[0.63 0.01 0.93 0.26 1.00 0.85 0.35 0.64 0.88 0.46 0.84 0.44 0.64 0.14 0.87 ]
[0.88 0.94 0.42 0.48 0.85 1.00 0.37 0.13 0.70 0.37 0.37 0.22 0.67 0.20 0.86 ]
[0.78 0.23 0.19 0.12 0.35 0.37 1.00 0.90 0.98 0.66 0.69 0.46 0.83 0.71 0.76 ]
[0.38 0.99 0.83 0.46 0.64 0.13 0.90 1.00 0.82 0.51 0.11 0.86 0.92 0.31 0.07 ]
[0.90 0.84 0.73 0.89 0.88 0.70 0.98 0.82 1.00 0.56 0.16 0.48 0.54 0.65 0.65 ]
[0.89 0.29 0.05 0.13 0.46 0.37 0.66 0.51 0.56 1.00 0.65 0.15 0.30 0.78 0.12 ]
[0.69 0.46 0.51 0.18 0.84 0.37 0.69 0.11 0.16 0.65 1.00 0.84 0.06 0.76 0.60 ]
[0.72 0.16 0.20 0.30 0.44 0.22 0.46 0.86 0.48 0.15 0.84 1.00 0.86 0.21 0.89 ]
[0.54 0.30 0.10 0.27 0.64 0.67 0.83 0.92 0.54 0.30 0.06 0.86 1.00 0.60 0.08 ]
[0.60 0.58 0.51 0.74 0.14 0.20 0.71 0.31 0.65 0.78 0.76 0.21 0.60 1.00 0.24 ]
[0.53 0.51 0.30 0.86 0.87 0.86 0.76 0.07 0.65 0.12 0.60 0.89 0.08 0.24 1.00 ]
];
