D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 67;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.61 0.11 0.07 0.50 0.11 0.56 0.02 0.30 0.64 0.63 0.52 0.99 0.88 0.02 0.35 0.94 0.46 0.19 0.32 0.88 0.49 0.47 0.54 0.13 0.82 0.20 0.67 0.21 0.14 0.05 0.65 0.72 0.44 0.23 0.72 0.83 0.02 0.79 0.22 0.10 0.86 0.99 0.96 0.21 0.29 0.25 0.20 0.54 0.66 0.51 0.40 0.52 0.07 0.49 0.86 0.77 0.86 0.70 0.80 0.04 0.02 0.86 0.16 0.71 0.30 0.60 ]
[0.61 1.00 0.77 0.21 0.25 0.07 0.85 0.95 0.75 0.12 0.99 0.05 0.22 0.38 0.44 0.95 0.48 0.89 0.35 0.98 0.97 0.21 0.63 0.54 0.91 0.48 0.84 0.47 0.74 0.01 0.18 0.92 0.36 0.35 0.88 0.62 0.04 0.66 0.11 0.55 0.08 0.73 0.49 0.07 0.62 0.47 0.08 0.98 0.68 0.05 0.73 0.98 0.60 0.02 0.23 0.72 0.46 0.42 0.75 0.25 0.30 0.22 0.77 0.93 0.08 0.34 0.01 ]
[0.11 0.77 1.00 0.01 0.47 0.45 0.70 0.03 0.21 0.67 0.14 0.73 0.16 0.42 0.11 0.05 0.55 0.17 0.53 0.73 0.89 0.93 0.65 0.79 0.59 0.75 0.93 0.15 0.80 0.24 0.47 0.83 0.16 0.94 0.12 0.34 0.51 0.42 0.49 0.72 0.15 0.73 0.91 0.93 0.58 0.03 0.87 0.04 0.22 0.66 0.06 0.60 0.45 0.51 0.56 0.51 0.68 0.16 0.77 0.47 0.38 0.67 0.21 0.11 0.44 0.93 0.75 ]
[0.07 0.21 0.01 1.00 0.88 0.58 0.97 0.61 0.60 0.41 0.22 0.69 0.99 0.93 0.62 0.27 0.06 0.00 0.67 0.49 0.18 0.99 0.43 0.12 0.84 0.41 0.51 0.21 0.66 0.74 0.62 0.03 0.83 0.72 0.44 0.74 0.74 0.50 0.74 0.28 0.85 0.30 0.86 0.53 0.53 0.35 0.92 0.49 0.88 0.23 0.90 0.66 0.28 0.37 0.62 0.67 0.21 0.06 0.98 0.83 0.85 0.41 0.11 0.46 0.22 0.24 0.04 ]
[0.50 0.25 0.47 0.88 1.00 0.29 0.06 0.09 0.44 0.30 0.15 0.18 0.44 0.42 0.33 0.11 0.60 0.90 0.43 0.18 0.83 0.11 0.17 0.84 0.03 0.37 0.33 0.86 0.13 0.46 0.29 0.21 0.03 0.54 0.43 0.52 0.88 0.84 0.42 0.78 0.42 0.87 0.55 0.85 0.53 0.55 0.82 0.87 0.74 0.68 0.64 0.99 0.26 0.63 0.51 0.68 0.43 0.37 0.88 0.40 0.32 0.11 0.26 0.68 0.41 0.17 0.91 ]
[0.11 0.07 0.45 0.58 0.29 1.00 0.66 0.06 0.10 0.80 0.68 0.31 0.70 0.74 0.65 0.52 0.20 0.06 0.05 0.64 0.68 0.09 0.86 0.87 0.21 0.30 0.10 0.13 0.89 0.40 0.10 0.79 0.90 0.17 0.95 0.32 0.73 0.10 0.78 0.43 0.19 0.92 0.54 0.31 0.93 0.46 0.53 0.13 0.42 0.76 0.36 0.35 0.76 0.64 0.68 0.28 0.90 0.45 0.11 0.07 0.44 0.43 0.91 0.03 0.31 0.12 0.46 ]
[0.56 0.85 0.70 0.97 0.06 0.66 1.00 0.34 0.57 0.27 0.31 0.29 0.66 0.92 0.08 0.51 0.38 0.72 0.11 0.63 0.11 0.32 0.94 0.28 0.11 0.67 0.09 0.17 0.37 0.11 0.44 0.81 0.49 0.56 0.82 0.94 0.60 0.97 0.08 0.38 0.41 0.59 0.01 0.40 0.88 0.62 0.57 0.57 0.64 0.99 0.16 0.92 0.07 0.99 0.27 0.64 0.84 0.57 0.09 0.34 0.46 0.10 0.69 0.83 0.35 0.73 0.60 ]
[0.02 0.95 0.03 0.61 0.09 0.06 0.34 1.00 0.95 0.73 0.44 0.48 0.90 0.05 0.97 0.58 0.88 0.31 0.36 0.25 0.90 0.63 0.23 0.58 0.84 0.39 0.85 0.71 0.82 0.77 0.15 0.62 0.36 0.39 0.59 0.55 0.94 0.46 0.49 0.44 0.25 0.37 0.53 0.65 0.35 0.05 0.61 0.96 0.52 0.58 0.47 0.15 0.64 0.90 0.75 0.88 0.04 0.41 0.94 0.48 0.98 0.86 0.58 0.86 0.43 0.74 0.24 ]
[0.30 0.75 0.21 0.60 0.44 0.10 0.57 0.95 1.00 0.30 0.99 0.50 0.88 0.78 0.67 0.71 0.83 0.52 0.84 0.68 0.72 0.40 1.00 0.88 0.94 0.34 0.94 0.51 0.84 1.00 0.44 0.20 0.83 0.62 0.51 0.15 0.38 0.78 0.30 0.05 0.74 0.05 0.04 0.81 0.66 0.96 0.94 0.29 0.11 0.03 0.88 0.23 0.34 0.46 0.84 0.18 0.03 0.88 0.46 0.52 0.80 1.00 0.22 0.39 0.42 0.51 0.49 ]
[0.64 0.12 0.67 0.41 0.30 0.80 0.27 0.73 0.30 1.00 0.36 0.41 0.84 0.94 0.78 0.46 0.37 0.57 0.80 0.01 0.79 0.57 0.10 0.88 0.97 0.95 0.37 0.52 0.44 0.15 0.21 0.84 0.94 0.05 0.70 0.30 0.47 0.92 0.68 0.48 0.48 0.39 0.74 0.72 0.00 0.65 0.52 0.96 0.53 0.79 0.55 0.22 0.37 0.59 0.76 0.81 0.65 0.49 0.03 0.26 0.80 0.40 0.89 0.97 0.38 0.19 0.15 ]
[0.63 0.99 0.14 0.22 0.15 0.68 0.31 0.44 0.99 0.36 1.00 0.17 0.25 0.28 0.86 0.13 0.26 0.81 0.69 0.42 0.83 0.25 0.62 0.12 0.80 0.37 0.70 0.29 0.04 0.29 0.62 0.21 0.50 0.00 0.22 0.73 0.22 0.47 0.66 0.48 0.55 0.86 0.85 0.04 0.52 0.37 0.35 0.88 0.92 0.95 0.16 0.82 0.66 0.67 0.41 0.41 0.42 0.71 0.02 0.57 0.23 0.42 0.14 0.53 0.76 0.64 1.00 ]
[0.52 0.05 0.73 0.69 0.18 0.31 0.29 0.48 0.50 0.41 0.17 1.00 0.51 0.95 0.69 0.06 0.89 0.10 0.44 0.39 0.60 0.66 0.92 0.31 0.50 0.54 0.86 0.87 0.10 0.87 0.22 0.95 0.94 0.46 0.37 0.61 0.32 0.41 0.44 0.19 0.01 0.35 0.97 0.22 0.95 0.37 0.76 0.02 0.50 0.89 0.53 0.13 0.65 0.99 0.70 0.15 0.22 0.61 0.53 0.07 0.96 0.55 0.97 0.16 0.87 0.53 0.90 ]
[0.99 0.22 0.16 0.99 0.44 0.70 0.66 0.90 0.88 0.84 0.25 0.51 1.00 0.28 0.90 0.14 0.76 0.80 0.49 0.23 0.99 0.95 0.39 0.78 0.96 0.02 0.79 0.23 0.93 0.62 0.99 0.06 0.62 0.52 0.45 0.47 0.07 0.61 0.08 0.75 0.64 0.41 0.24 0.31 0.62 0.40 0.15 0.14 0.23 0.20 0.62 0.48 0.99 0.41 0.63 0.02 0.01 0.46 0.07 0.32 0.82 0.37 0.95 0.37 0.59 0.51 0.22 ]
[0.88 0.38 0.42 0.93 0.42 0.74 0.92 0.05 0.78 0.94 0.28 0.95 0.28 1.00 0.20 0.80 0.83 0.58 0.03 0.99 0.18 0.44 0.54 0.17 0.04 0.86 0.77 0.89 0.96 0.42 0.37 0.63 0.76 0.13 0.08 0.27 0.64 0.49 0.33 0.24 0.29 0.94 0.97 0.94 0.36 0.47 0.81 0.44 0.88 0.12 0.42 0.20 0.09 0.67 0.35 0.93 0.72 0.70 0.87 1.00 0.45 0.89 0.05 0.51 0.54 0.24 0.49 ]
[0.02 0.44 0.11 0.62 0.33 0.65 0.08 0.97 0.67 0.78 0.86 0.69 0.90 0.20 1.00 0.29 0.36 0.88 0.11 0.06 0.64 0.70 0.23 0.54 0.38 0.71 0.40 0.69 0.87 0.89 0.90 0.48 0.59 0.20 0.99 0.94 0.12 0.04 0.66 0.89 0.35 0.97 0.81 0.69 0.52 0.68 0.90 0.39 0.80 0.78 0.69 0.58 0.34 0.72 0.09 0.86 0.88 0.86 0.38 0.48 0.39 0.44 0.16 0.43 0.50 0.33 0.40 ]
[0.35 0.95 0.05 0.27 0.11 0.52 0.51 0.58 0.71 0.46 0.13 0.06 0.14 0.80 0.29 1.00 0.47 0.45 0.71 0.41 0.16 0.97 0.60 0.82 0.30 0.27 0.71 0.00 0.58 0.15 0.23 0.73 0.07 0.78 0.99 0.64 0.47 0.28 0.34 0.32 0.76 0.38 0.26 0.53 0.01 0.11 0.52 0.99 0.83 0.01 0.46 0.59 0.28 0.82 0.88 0.23 0.47 0.04 0.09 0.55 0.01 0.44 0.01 0.47 0.15 0.34 0.35 ]
