D = 2;
n = [ 4 4 ];
N = 62;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.18 0.12 0.47 0.56 0.49 0.77 0.12 0.27 0.93 0.99 0.68 0.46 0.69 0.84 0.62 0.14 0.19 0.57 0.83 0.03 0.21 0.28 0.11 0.92 0.73 0.26 0.17 0.93 0.23 0.26 0.43 0.33 0.41 0.35 0.06 0.60 0.71 0.99 0.58 0.11 0.84 0.03 0.90 0.31 0.96 0.51 0.45 0.51 0.91 0.37 0.09 0.99 0.44 0.30 0.34 0.83 0.67 0.33 0.98 0.24 0.16 ]
[0.18 1.00 0.29 0.31 0.63 0.19 0.43 0.99 0.26 0.45 0.27 0.96 0.14 0.09 0.90 0.80 0.12 0.98 0.10 0.56 0.90 0.24 0.67 0.12 0.43 0.18 0.42 0.03 0.77 0.24 0.00 0.23 0.18 0.95 0.98 0.19 0.77 1.00 0.28 0.80 0.31 0.30 0.84 0.42 0.05 0.43 0.56 0.61 0.71 0.72 0.72 0.76 0.03 0.66 0.50 0.58 0.44 0.13 0.88 0.96 0.91 0.46 ]
[0.12 0.29 1.00 0.79 0.40 0.72 0.48 0.42 0.96 0.80 0.35 0.42 0.93 0.32 0.00 0.17 0.25 0.75 0.12 0.60 0.80 0.64 0.99 0.74 0.55 0.27 0.53 0.85 0.61 0.51 0.19 0.19 0.63 0.79 0.85 0.94 0.07 0.74 0.94 0.09 0.94 0.13 0.86 0.15 0.53 0.23 0.07 0.21 0.91 0.89 1.00 0.64 0.89 0.09 0.83 0.43 0.01 0.26 0.57 0.23 0.52 0.10 ]
[0.47 0.31 0.79 1.00 0.91 0.05 0.99 0.61 0.56 0.57 0.25 0.16 0.31 0.24 0.10 0.53 0.52 0.44 0.27 0.67 0.41 0.35 0.73 0.71 0.34 0.59 0.09 0.64 0.19 0.30 0.36 0.45 0.98 0.95 0.22 0.11 0.21 0.12 0.17 0.64 0.13 0.28 0.22 0.31 0.84 0.68 0.58 0.35 0.19 0.40 0.04 0.82 0.90 0.87 0.38 0.48 0.32 0.84 0.03 0.85 0.28 0.70 ]
[0.56 0.63 0.40 0.91 1.00 0.08 0.67 0.64 0.11 0.00 0.51 0.65 0.95 0.77 0.01 0.73 0.95 0.63 0.95 0.40 0.93 0.74 0.64 0.20 0.65 0.71 0.23 0.76 0.78 0.24 0.81 0.71 0.39 0.79 0.80 0.73 0.12 0.56 0.79 0.69 0.87 0.40 0.69 1.00 0.46 0.47 0.74 0.21 0.84 0.99 0.60 0.67 0.08 0.40 0.59 0.64 0.53 0.36 0.01 0.23 0.79 0.23 ]
[0.49 0.19 0.72 0.05 0.08 1.00 0.25 0.88 0.80 0.84 0.02 0.55 0.13 0.66 0.02 0.57 0.95 0.36 0.85 0.21 0.69 0.06 0.12 0.43 0.83 0.58 0.14 0.06 0.95 0.19 0.61 0.40 0.85 0.49 0.61 0.48 0.90 0.35 0.35 0.82 0.08 0.25 0.19 0.93 0.57 0.47 0.87 0.55 0.38 0.01 0.75 0.49 0.09 0.49 0.86 0.44 0.32 0.07 0.50 0.27 0.69 0.81 ]
[0.77 0.43 0.48 0.99 0.67 0.25 1.00 0.69 0.68 0.10 0.80 0.36 0.73 0.67 0.34 0.45 0.49 0.35 0.09 0.07 0.76 0.58 0.18 0.26 0.45 0.66 0.82 0.87 0.23 0.99 0.47 0.22 0.25 0.50 0.40 0.49 0.42 0.79 0.29 0.46 0.70 0.16 0.52 0.69 0.85 0.96 0.58 0.62 0.99 0.24 0.31 0.47 0.24 0.09 0.81 0.97 0.92 0.38 0.32 0.92 0.23 0.76 ]
[0.12 0.99 0.42 0.61 0.64 0.88 0.69 1.00 0.99 0.65 0.67 0.11 0.91 0.20 0.48 0.82 0.61 0.47 0.92 0.59 0.79 0.24 0.12 0.27 0.62 0.22 0.60 0.91 0.05 0.89 0.77 0.59 0.59 0.02 0.78 0.17 0.26 0.10 0.09 0.53 0.10 0.39 0.43 0.88 0.03 0.36 0.20 0.59 0.09 0.21 0.61 0.62 0.12 0.32 0.20 0.48 0.35 0.84 0.80 0.18 0.44 0.11 ]
[0.27 0.26 0.96 0.56 0.11 0.80 0.68 0.99 1.00 0.76 0.51 0.93 0.05 0.51 0.92 0.02 0.07 0.37 0.77 0.38 0.15 0.46 0.04 0.70 0.61 0.95 0.55 0.46 0.70 0.60 0.40 0.01 0.27 0.22 0.16 0.60 0.25 0.20 0.77 0.64 0.52 0.67 0.68 0.13 0.53 0.36 0.98 0.37 0.46 0.22 0.51 0.57 0.05 0.37 0.27 0.97 0.36 0.99 0.28 0.06 0.00 0.56 ]
[0.93 0.45 0.80 0.57 0.00 0.84 0.10 0.65 0.76 1.00 0.34 0.63 0.11 0.46 0.21 0.71 0.64 0.50 0.21 0.37 0.22 0.13 0.39 0.93 0.44 0.67 0.75 0.99 0.33 0.05 0.64 0.22 0.46 0.58 0.38 0.91 0.83 0.62 0.56 0.50 0.31 0.20 0.08 0.41 0.16 0.82 0.48 0.15 0.61 0.69 0.39 0.10 0.12 0.37 0.82 0.02 0.58 0.24 0.61 0.85 0.49 0.47 ]
