D = 2;
n = [ 3 3 ];
N = 65;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.40 0.77 0.12 0.70 0.01 0.32 0.94 0.76 0.37 0.60 0.15 0.54 0.45 0.10 0.49 0.05 0.38 0.54 0.21 0.44 0.58 0.70 0.91 0.36 0.48 0.09 0.13 0.64 0.61 0.42 0.70 0.76 0.90 0.81 0.68 0.08 0.67 0.11 0.29 0.37 0.42 0.19 0.56 0.68 0.29 0.44 0.01 0.02 0.76 0.17 0.52 0.24 0.87 0.94 0.02 0.45 0.23 0.23 0.15 0.89 0.48 0.92 0.43 0.18 ]
[0.40 1.00 0.43 0.77 0.45 0.78 0.95 0.36 0.42 0.06 0.81 0.77 0.15 0.23 0.50 0.69 0.83 0.67 0.73 0.92 0.37 0.55 0.30 0.82 0.66 0.37 0.52 0.23 0.30 0.24 0.38 0.79 0.73 0.09 0.02 0.47 0.77 0.65 0.12 0.15 0.50 0.02 0.63 0.88 0.61 0.18 0.18 0.92 0.18 0.83 0.02 0.18 0.39 0.57 0.29 0.95 0.03 0.32 0.26 0.38 0.24 0.98 0.15 0.82 0.79 ]
[0.77 0.43 1.00 0.60 0.70 0.87 0.51 0.50 0.51 0.37 0.84 0.41 0.04 0.59 1.00 0.61 0.30 0.43 0.31 0.68 0.48 0.37 0.91 0.02 0.64 0.04 0.95 0.02 0.39 0.26 0.88 0.86 0.11 0.47 0.80 0.53 0.41 0.65 0.56 0.28 0.63 0.55 0.23 0.17 0.31 0.23 0.91 0.60 0.08 0.48 0.06 0.86 0.56 0.14 0.58 0.27 0.05 0.87 0.80 0.53 0.97 0.17 0.42 0.86 0.09 ]
[0.12 0.77 0.60 1.00 0.09 0.86 0.13 0.73 0.67 0.46 0.39 0.56 0.76 0.31 0.03 0.93 0.02 0.92 0.55 0.95 0.13 0.35 0.23 0.64 0.10 0.78 0.30 0.28 0.86 0.15 0.99 0.88 0.70 0.60 0.70 0.32 0.84 0.65 0.13 0.91 0.42 0.62 0.80 0.55 0.63 0.28 0.63 0.27 0.64 0.90 0.78 0.30 0.93 0.35 0.72 0.41 0.07 0.84 0.89 0.16 0.44 0.38 0.03 0.50 0.67 ]
[0.70 0.45 0.70 0.09 1.00 0.87 0.17 0.70 0.77 0.47 0.81 0.68 0.95 0.45 0.12 0.40 0.79 0.95 0.25 0.75 0.50 0.08 0.32 0.96 0.20 0.55 0.35 0.84 0.64 0.97 0.77 0.15 0.50 0.64 0.03 0.57 0.13 0.93 0.34 0.27 0.04 0.03 0.13 0.33 0.60 0.46 0.94 0.02 0.98 0.48 0.62 0.63 0.77 0.31 0.52 0.54 0.36 0.46 0.50 0.10 0.86 0.78 0.63 0.83 0.13 ]
[0.01 0.78 0.87 0.86 0.87 1.00 0.51 0.36 0.06 0.07 0.48 0.58 0.54 0.12 0.54 0.74 0.32 0.07 0.75 0.37 0.23 0.63 0.24 0.52 0.94 0.35 0.54 0.40 0.83 0.83 0.72 0.13 0.99 0.85 0.13 0.73 0.54 0.56 0.86 0.12 0.06 0.09 0.19 0.48 0.97 0.38 0.40 0.22 0.48 0.43 0.73 0.82 0.21 0.36 0.90 0.74 0.80 0.22 0.13 0.88 0.70 0.12 0.40 0.60 0.52 ]
[0.32 0.95 0.51 0.13 0.17 0.51 1.00 1.00 0.25 0.64 0.30 0.42 0.41 0.41 0.57 0.61 0.31 0.84 0.00 0.50 0.28 0.16 0.24 0.58 0.71 0.24 0.83 0.63 0.39 0.25 0.23 0.97 0.77 0.23 0.77 0.56 0.38 0.64 0.32 0.57 0.92 0.60 0.92 0.92 0.38 0.27 0.41 0.17 0.54 0.46 0.36 0.77 0.50 0.64 0.42 0.49 0.74 0.67 0.55 0.51 0.66 0.96 0.36 0.04 0.68 ]
[0.94 0.36 0.50 0.73 0.70 0.36 1.00 1.00 0.39 0.71 0.48 0.04 0.67 0.61 0.96 0.10 0.35 0.15 0.85 0.69 0.60 0.75 0.99 0.50 0.28 0.90 0.10 0.25 0.85 0.42 0.25 0.83 0.31 0.85 0.35 0.11 0.01 0.16 0.16 0.23 0.48 0.79 0.83 0.05 0.15 0.43 0.59 0.15 0.63 0.32 0.13 0.65 0.97 0.26 0.48 0.82 0.58 0.58 0.97 0.27 0.41 0.81 0.13 0.37 0.90 ]
[0.76 0.42 0.51 0.67 0.77 0.06 0.25 0.39 1.00 0.88 0.33 0.44 0.94 0.12 0.83 0.98 0.24 0.13 0.04 0.34 0.28 0.27 0.95 0.20 0.46 0.33 0.55 0.48 0.22 0.51 0.75 0.85 0.93 0.77 0.81 0.30 0.33 0.57 0.55 0.14 0.56 0.82 0.57 0.81 0.31 0.69 0.59 0.69 0.68 0.30 0.88 0.92 0.54 0.82 0.21 0.89 0.43 0.40 0.65 0.82 0.43 0.57 0.94 0.76 0.45 ]
[0.37 0.06 0.37 0.46 0.47 0.07 0.64 0.71 0.88 1.00 0.59 0.83 0.50 0.28 0.14 0.42 0.70 0.26 0.09 0.96 0.18 0.50 0.94 0.00 0.44 0.10 0.48 0.09 0.48 0.82 0.28 0.28 0.10 0.13 0.26 0.48 0.12 0.38 0.51 0.21 0.67 0.22 0.96 0.94 0.05 0.39 0.15 0.01 0.28 0.23 1.00 0.17 0.89 0.91 0.95 0.51 0.12 0.20 0.08 0.50 0.27 0.10 0.71 0.90 0.14 ]
[0.60 0.81 0.84 0.39 0.81 0.48 0.30 0.48 0.33 0.59 1.00 0.91 0.53 0.79 0.31 0.77 0.82 0.73 0.23 0.35 0.26 0.69 0.22 0.36 0.08 0.00 0.89 0.01 0.52 0.07 0.43 0.15 0.99 0.63 0.18 0.58 0.85 0.23 0.38 0.76 0.78 0.20 0.56 0.78 0.56 0.19 0.60 0.89 0.89 0.44 0.75 0.34 0.66 0.03 0.85 0.22 0.31 0.31 0.72 0.14 0.24 0.06 0.52 0.31 0.56 ]
[0.15 0.77 0.41 0.56 0.68 0.58 0.42 0.04 0.44 0.83 0.91 1.00 0.53 0.25 0.42 0.78 0.34 0.90 0.59 0.42 0.02 0.74 0.19 0.87 0.82 0.54 0.63 0.44 0.66 0.01 0.18 0.32 0.03 0.07 0.13 0.46 0.29 0.62 0.49 0.20 0.24 0.42 0.04 0.34 0.30 0.82 0.59 1.00 0.88 0.21 0.46 0.35 0.64 0.31 0.28 0.83 0.25 0.34 0.66 0.30 0.37 0.91 0.94 0.77 0.06 ]
[0.54 0.15 0.04 0.76 0.95 0.54 0.41 0.67 0.94 0.50 0.53 0.53 1.00 0.41 0.56 0.12 0.86 0.01 0.45 0.31 0.13 0.29 0.40 0.25 0.32 0.37 0.84 0.72 0.29 0.09 0.53 0.75 0.41 0.21 0.71 0.14 0.04 0.27 0.35 0.44 0.39 0.06 0.34 0.86 0.81 0.59 0.68 0.28 0.57 0.86 0.35 0.33 0.22 0.98 0.33 0.00 0.10 0.02 0.10 0.59 0.88 0.88 0.61 0.50 0.34 ]
[0.45 0.23 0.59 0.31 0.45 0.12 0.41 0.61 0.12 0.28 0.79 0.25 0.41 1.00 0.12 0.47 1.00 0.42 0.64 0.02 0.20 0.44 0.50 0.57 0.88 0.44 0.36 0.87 0.46 0.40 0.03 0.22 0.80 0.25 0.95 0.17 0.64 0.39 0.27 0.10 0.26 0.43 0.72 0.46 0.71 0.86 0.31 0.23 0.45 0.27 0.55 0.10 0.20 0.78 0.77 0.97 0.09 0.56 0.93 0.93 0.20 0.91 0.99 0.66 0.17 ]
[0.10 0.50 1.00 0.03 0.12 0.54 0.57 0.96 0.83 0.14 0.31 0.42 0.56 0.12 1.00 0.08 0.11 0.31 0.40 0.49 0.67 0.25 0.18 0.54 0.16 0.43 0.14 0.03 0.54 0.23 0.65 0.71 0.83 0.83 0.33 0.81 0.78 0.46 0.95 0.25 0.26 0.98 0.68 0.32 0.63 0.66 0.42 0.38 0.65 0.73 0.68 0.08 0.58 0.12 0.40 0.42 0.72 0.18 0.26 0.35 0.38 0.62 0.59 0.69 0.87 ]
[0.49 0.69 0.61 0.93 0.40 0.74 0.61 0.10 0.98 0.42 0.77 0.78 0.12 0.47 0.08 1.00 0.08 0.67 0.43 0.54 0.67 0.71 0.10 0.68 0.50 0.83 0.88 0.10 0.90 0.48 0.76 0.65 0.83 0.70 0.84 0.08 0.95 0.27 0.16 0.46 0.05 0.48 0.92 0.07 0.75 0.25 0.67 0.03 0.50 0.46 0.81 0.77 0.09 0.34 0.67 0.63 0.05 0.72 0.24 0.88 0.07 0.69 0.65 0.71 0.69 ]
[0.05 0.83 0.30 0.02 0.79 0.32 0.31 0.35 0.24 0.70 0.82 0.34 0.86 1.00 0.11 0.08 1.00 0.57 0.59 0.39 0.76 0.53 0.69 0.87 0.03 0.53 0.91 0.41 0.15 0.28 0.06 0.43 0.77 0.33 0.85 0.75 0.49 0.54 0.52 0.77 0.84 0.05 0.82 0.88 0.24 0.66 0.22 0.74 0.40 0.27 0.22 0.05 0.05 0.71 0.94 0.19 0.00 0.61 0.36 0.30 0.60 0.93 0.95 0.05 0.68 ]
[0.38 0.67 0.43 0.92 0.95 0.07 0.84 0.15 0.13 0.26 0.73 0.90 0.01 0.42 0.31 0.67 0.57 1.00 0.10 0.85 0.80 0.53 0.97 0.01 0.47 0.52 0.96 0.54 0.86 0.40 0.45 0.79 0.25 0.07 0.41 0.81 0.09 0.31 0.22 0.36 0.73 0.29 0.95 0.92 0.40 0.89 0.92 0.47 0.63 0.95 0.14 0.71 0.92 0.84 0.16 0.72 0.89 0.96 0.84 0.02 0.68 0.94 0.29 0.64 0.14 ]
[0.54 0.73 0.31 0.55 0.25 0.75 0.00 0.85 0.04 0.09 0.23 0.59 0.45 0.64 0.40 0.43 0.59 0.10 1.00 0.42 0.08 0.74 0.39 0.03 0.92 0.50 0.76 0.32 0.04 0.94 0.91 0.98 0.87 0.26 0.89 0.74 0.65 0.21 0.42 0.58 0.46 0.09 0.07 0.62 0.98 0.25 0.90 0.21 0.68 0.69 0.63 0.36 0.78 0.57 0.94 0.90 0.63 0.50 0.22 0.21 0.83 0.45 0.86 0.93 0.86 ]
[0.21 0.92 0.68 0.95 0.75 0.37 0.50 0.69 0.34 0.96 0.35 0.42 0.31 0.02 0.49 0.54 0.39 0.85 0.42 1.00 0.96 0.67 0.63 0.89 1.00 0.86 0.06 0.53 0.34 0.84 0.40 0.85 0.63 0.64 0.40 0.08 0.52 0.30 0.22 0.38 0.72 0.69 0.45 0.30 0.75 0.84 0.53 0.99 0.40 0.37 0.42 0.97 0.12 0.20 0.15 0.08 0.40 0.05 0.80 0.61 0.82 0.74 0.80 0.10 0.62 ]
[0.44 0.37 0.48 0.13 0.50 0.23 0.28 0.60 0.28 0.18 0.26 0.02 0.13 0.20 0.67 0.67 0.76 0.80 0.08 0.96 1.00 0.17 0.76 0.16 0.57 0.85 0.87 0.42 0.50 0.61 0.31 0.37 0.05 0.19 0.55 0.51 0.93 0.01 0.32 0.13 0.65 0.52 0.70 0.05 0.21 0.87 0.40 0.71 0.44 0.56 0.40 0.06 0.88 0.76 0.05 0.15 0.33 0.82 0.51 0.20 0.98 0.63 0.21 0.35 0.46 ]
[0.58 0.55 0.37 0.35 0.08 0.63 0.16 0.75 0.27 0.50 0.69 0.74 0.29 0.44 0.25 0.71 0.53 0.53 0.74 0.67 0.17 1.00 0.38 0.38 0.59 0.25 0.56 0.43 0.66 0.18 0.54 0.46 0.45 0.84 0.79 0.17 0.30 0.19 0.78 0.64 0.11 0.98 0.08 0.19 0.79 0.37 0.89 0.77 0.59 0.49 0.66 0.49 0.29 0.27 0.04 0.33 0.41 0.80 0.11 0.19 0.16 0.65 0.94 0.18 0.49 ]
[0.70 0.30 0.91 0.23 0.32 0.24 0.24 0.99 0.95 0.94 0.22 0.19 0.40 0.50 0.18 0.10 0.69 0.97 0.39 0.63 0.76 0.38 1.00 0.28 0.37 0.76 0.14 0.11 0.70 0.90 0.80 0.95 0.60 0.48 0.92 0.05 0.02 0.37 0.03 0.62 0.80 0.66 0.28 0.00 0.64 0.00 0.26 0.79 0.94 0.58 0.69 0.80 0.83 0.92 0.17 0.29 0.72 0.43 0.76 0.49 0.13 0.26 0.08 0.04 0.56 ]
[0.91 0.82 0.02 0.64 0.96 0.52 0.58 0.50 0.20 0.00 0.36 0.87 0.25 0.57 0.54 0.68 0.87 0.01 0.03 0.89 0.16 0.38 0.28 1.00 0.57 0.41 0.97 0.97 0.42 0.06 0.24 0.53 0.87 0.84 0.70 0.19 0.61 0.92 0.81 0.52 0.96 0.01 0.44 0.31 0.35 0.80 0.89 0.87 0.38 0.66 0.37 0.90 0.78 0.92 0.68 0.70 0.35 0.72 0.25 0.97 0.12 0.42 0.99 0.76 0.22 ]
