D = 6;
n = [ 3 3 3 3 3 3 ];
N = 71;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.96 0.77 0.01 0.41 0.00 0.99 0.73 0.45 0.29 0.83 0.95 0.67 0.01 0.85 0.70 0.95 0.23 0.31 0.48 0.38 0.11 0.17 0.03 0.37 0.28 0.31 0.73 0.28 0.54 0.94 0.40 0.17 0.81 0.07 0.97 0.14 0.02 0.40 0.30 0.03 0.89 0.28 0.47 0.79 0.08 0.45 0.16 0.99 0.71 0.14 0.52 0.10 0.48 0.47 0.79 0.90 0.48 0.65 0.32 0.79 0.78 0.44 0.55 0.78 0.23 0.27 0.19 0.53 0.35 0.16 ]
[0.96 1.00 0.65 0.14 0.87 0.01 0.75 0.12 0.24 0.88 0.65 0.83 0.45 0.37 0.77 0.93 0.50 0.37 0.74 0.56 0.26 0.26 0.86 0.43 0.95 0.87 0.32 0.87 0.80 0.67 0.67 0.02 0.32 0.70 0.10 0.93 0.65 0.03 0.50 0.36 0.92 0.82 0.23 0.51 0.29 0.27 0.99 0.35 0.23 0.25 0.86 0.49 0.68 0.63 0.71 0.97 0.97 0.53 0.47 0.32 0.51 0.40 0.47 0.02 0.55 0.31 0.82 0.73 0.30 0.14 0.38 ]
[0.77 0.65 1.00 0.52 0.14 0.44 0.01 0.89 0.47 0.08 0.17 0.52 0.76 0.12 0.88 0.98 0.87 0.27 0.39 0.29 0.91 0.16 0.73 0.23 0.37 0.03 0.77 0.35 0.59 0.51 0.14 0.41 0.64 0.60 0.76 0.50 0.71 0.76 0.11 0.55 0.43 0.74 0.88 0.63 0.92 0.85 0.15 0.60 0.79 0.28 0.05 0.04 0.90 0.39 0.84 0.59 0.45 0.54 0.80 0.44 0.36 0.52 0.34 0.65 0.48 0.51 0.84 0.65 0.89 0.01 0.95 ]
[0.01 0.14 0.52 1.00 0.00 0.37 0.91 0.15 0.21 0.33 0.96 0.71 0.54 0.38 0.81 0.61 0.51 0.69 0.39 0.34 0.09 0.40 0.34 0.13 0.29 0.57 0.47 0.03 0.10 0.38 0.35 0.34 0.22 0.15 0.64 0.67 0.78 0.64 0.87 0.50 0.96 0.71 0.97 0.96 0.57 0.95 0.11 0.42 0.44 0.79 0.08 0.11 0.85 0.45 0.80 0.25 0.38 0.52 0.05 0.36 0.16 1.00 0.62 0.49 0.99 0.84 0.91 0.96 0.37 0.58 0.22 ]
[0.41 0.87 0.14 0.00 1.00 0.65 0.01 0.84 0.89 0.69 0.87 0.89 0.18 0.02 0.82 0.03 0.62 0.51 0.27 0.17 0.23 0.06 0.99 0.86 0.41 0.36 0.10 0.29 0.04 0.11 0.39 0.88 0.36 0.01 0.91 0.84 0.36 0.32 0.84 0.60 0.69 0.42 0.62 0.48 0.95 0.75 0.53 0.32 0.62 0.89 0.43 1.00 0.08 0.85 0.14 0.11 0.36 0.01 0.87 0.63 0.47 0.42 0.36 0.48 0.19 0.04 0.21 0.66 0.77 0.73 0.15 ]
[0.00 0.01 0.44 0.37 0.65 1.00 0.75 0.57 0.27 0.40 0.48 0.34 0.67 0.62 0.42 0.52 0.02 0.43 0.55 0.22 0.34 0.87 0.81 0.49 0.20 0.25 0.76 0.91 0.18 0.89 0.18 0.64 0.53 0.04 0.51 0.37 0.81 0.41 0.50 0.20 0.24 0.70 0.50 0.04 0.86 0.77 0.84 0.13 0.53 0.27 0.75 0.90 0.94 0.68 0.48 0.68 0.64 0.49 0.56 0.24 0.38 0.98 0.84 0.68 0.47 0.43 0.19 0.14 0.53 0.06 0.67 ]
[0.99 0.75 0.01 0.91 0.01 0.75 1.00 0.69 0.31 0.33 0.86 0.18 0.72 0.83 0.02 0.47 0.65 0.76 0.16 0.19 0.09 0.94 0.17 0.33 0.92 0.59 0.22 0.11 0.89 0.56 0.83 0.12 0.05 0.75 0.45 0.81 0.32 0.50 0.53 0.05 0.18 0.02 0.80 0.36 0.40 0.88 0.54 0.49 0.22 0.59 0.48 0.08 0.44 0.39 0.76 0.18 0.15 0.11 0.90 0.56 0.57 0.19 0.77 0.18 0.47 0.88 0.54 0.05 0.37 0.72 0.15 ]
[0.73 0.12 0.89 0.15 0.84 0.57 0.69 1.00 0.55 0.45 0.59 0.61 0.82 0.17 0.53 0.28 0.83 0.22 0.01 0.55 0.00 0.74 0.04 0.71 0.41 0.23 0.31 0.41 0.01 0.26 0.65 0.62 0.93 0.26 0.82 0.19 0.18 0.49 0.36 1.00 0.19 0.16 0.66 0.78 0.89 0.39 0.75 0.47 0.74 0.61 0.49 0.75 0.78 0.59 0.66 0.94 1.00 0.30 0.10 0.78 0.42 0.30 0.23 0.12 0.43 1.00 0.37 0.11 0.65 0.39 0.37 ]
[0.45 0.24 0.47 0.21 0.89 0.27 0.31 0.55 1.00 0.29 0.99 0.49 0.32 0.33 0.77 0.92 0.10 0.74 0.90 0.29 0.20 0.61 0.94 0.40 0.07 0.53 0.58 0.98 0.58 0.95 0.45 0.66 0.44 0.69 0.15 0.29 0.76 0.98 0.38 0.99 0.22 0.40 0.41 0.91 0.87 0.66 0.87 0.67 0.03 0.36 0.31 0.06 0.63 0.98 0.76 0.08 0.86 0.69 0.43 0.33 0.63 0.23 0.62 0.80 0.94 0.38 0.97 0.68 0.49 0.55 0.57 ]
[0.29 0.88 0.08 0.33 0.69 0.40 0.33 0.45 0.29 1.00 0.33 0.48 0.14 0.44 0.65 0.06 0.54 0.04 0.31 0.89 0.27 0.58 0.41 0.73 0.72 0.64 0.27 0.47 0.82 0.32 0.91 0.77 0.09 0.34 0.52 0.94 0.22 0.71 0.61 0.94 0.44 0.49 0.70 0.92 0.55 0.31 0.98 0.91 0.08 0.78 0.36 0.01 0.74 0.71 0.64 0.41 0.62 0.28 0.28 0.31 0.16 0.29 0.91 0.91 0.48 0.62 0.05 0.09 0.53 0.71 0.86 ]
[0.83 0.65 0.17 0.96 0.87 0.48 0.86 0.59 0.99 0.33 1.00 0.61 0.62 0.19 0.26 0.89 0.50 0.43 0.91 0.20 1.00 0.85 0.69 0.40 0.66 0.75 0.14 0.47 0.95 0.76 0.93 0.56 0.95 0.30 0.69 0.61 0.48 0.85 0.95 0.77 0.12 0.91 0.77 0.91 0.37 0.95 0.03 0.48 0.71 0.95 0.79 0.59 0.78 0.80 0.94 0.15 0.14 0.59 0.98 0.48 1.00 0.51 0.57 0.55 0.67 0.47 0.80 0.78 0.50 0.81 0.66 ]
[0.95 0.83 0.52 0.71 0.89 0.34 0.18 0.61 0.49 0.48 0.61 1.00 0.91 0.64 0.14 0.76 0.87 0.67 0.59 0.62 0.50 1.00 0.94 0.01 0.10 0.46 0.19 0.75 0.31 0.17 0.41 0.69 0.32 0.32 0.42 0.91 0.23 0.79 0.41 0.30 0.33 0.84 0.39 0.84 0.52 0.11 0.81 0.28 0.67 0.15 0.02 0.94 0.33 0.53 0.28 0.55 0.24 0.71 0.86 0.84 0.83 0.75 0.84 0.39 0.67 0.10 0.05 0.34 0.66 0.22 0.55 ]
[0.67 0.45 0.76 0.54 0.18 0.67 0.72 0.82 0.32 0.14 0.62 0.91 1.00 0.63 0.89 0.71 0.99 0.35 0.00 0.83 0.17 0.95 0.31 0.63 0.67 0.75 0.54 0.85 0.01 0.14 0.23 0.29 0.18 0.10 0.28 0.37 0.30 0.07 0.33 0.60 0.23 0.44 0.86 0.52 0.45 0.60 0.46 0.04 0.40 0.34 0.72 0.98 0.95 0.13 0.25 0.08 0.47 0.33 0.23 0.69 0.88 0.15 0.20 0.43 0.49 0.95 0.31 0.60 0.54 0.90 0.82 ]
