D = 4;
n = [ 4 4 4 4 ];
N = 22;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 4 4 ];
m = [
[1.00 0.70 0.82 0.55 0.17 0.97 0.66 0.84 0.24 0.33 0.83 0.20 0.87 0.60 0.80 0.60 0.53 0.58 0.36 0.02 0.59 0.12 ]
[0.70 1.00 0.19 0.94 0.12 0.74 0.70 0.97 0.00 0.92 0.08 0.71 0.21 0.64 0.90 0.47 0.76 0.15 0.78 0.45 0.11 0.47 ]
[0.82 0.19 1.00 0.12 0.12 0.97 0.66 0.11 0.52 0.84 0.23 0.97 0.17 0.10 0.67 0.41 0.50 0.74 0.02 0.39 0.00 0.19 ]
[0.55 0.94 0.12 1.00 0.66 0.71 0.38 0.67 0.01 0.58 0.48 0.95 0.19 0.88 0.26 0.19 0.37 0.27 0.04 0.54 0.92 0.70 ]
[0.17 0.12 0.12 0.66 1.00 0.74 0.13 0.03 0.55 0.76 0.36 0.85 0.76 0.17 0.47 0.85 0.26 0.48 0.88 0.01 0.47 0.98 ]
[0.97 0.74 0.97 0.71 0.74 1.00 0.47 0.26 0.07 0.36 0.42 0.10 0.89 0.36 0.26 0.53 0.22 0.96 1.00 0.53 0.57 0.43 ]
[0.66 0.70 0.66 0.38 0.13 0.47 1.00 0.21 0.39 0.78 0.99 0.50 0.39 0.57 0.74 0.04 0.33 0.89 0.91 0.73 0.47 0.74 ]
[0.84 0.97 0.11 0.67 0.03 0.26 0.21 1.00 0.48 0.93 0.64 0.29 0.21 0.79 0.87 0.27 0.93 0.40 0.49 0.44 0.95 0.90 ]
[0.24 0.00 0.52 0.01 0.55 0.07 0.39 0.48 1.00 0.24 0.83 0.74 0.95 0.96 0.36 0.79 0.39 0.98 0.23 0.33 0.29 0.86 ]
[0.33 0.92 0.84 0.58 0.76 0.36 0.78 0.93 0.24 1.00 0.64 0.59 0.30 0.98 0.40 0.32 0.55 0.39 0.22 0.25 0.67 0.24 ]
[0.83 0.08 0.23 0.48 0.36 0.42 0.99 0.64 0.83 0.64 1.00 0.09 0.03 0.17 0.61 0.65 0.41 0.68 0.00 0.11 0.98 0.86 ]
[0.20 0.71 0.97 0.95 0.85 0.10 0.50 0.29 0.74 0.59 0.09 1.00 0.96 0.04 0.56 0.42 0.49 0.19 0.55 0.42 0.81 0.54 ]
[0.87 0.21 0.17 0.19 0.76 0.89 0.39 0.21 0.95 0.30 0.03 0.96 1.00 0.86 0.91 0.35 0.05 0.70 0.79 0.51 0.28 0.81 ]
[0.60 0.64 0.10 0.88 0.17 0.36 0.57 0.79 0.96 0.98 0.17 0.04 0.86 1.00 0.60 0.22 0.36 0.01 0.52 0.91 0.16 0.24 ]
[0.80 0.90 0.67 0.26 0.47 0.26 0.74 0.87 0.36 0.40 0.61 0.56 0.91 0.60 1.00 0.39 0.66 0.02 0.80 0.59 0.16 0.39 ]
[0.60 0.47 0.41 0.19 0.85 0.53 0.04 0.27 0.79 0.32 0.65 0.42 0.35 0.22 0.39 1.00 0.37 0.59 0.72 0.74 0.99 0.72 ]
[0.53 0.76 0.50 0.37 0.26 0.22 0.33 0.93 0.39 0.55 0.41 0.49 0.05 0.36 0.66 0.37 1.00 0.83 0.01 0.13 0.28 0.91 ]
[0.58 0.15 0.74 0.27 0.48 0.96 0.89 0.40 0.98 0.39 0.68 0.19 0.70 0.01 0.02 0.59 0.83 1.00 0.83 0.76 0.23 0.13 ]
[0.36 0.78 0.02 0.04 0.88 1.00 0.91 0.49 0.23 0.22 0.00 0.55 0.79 0.52 0.80 0.72 0.01 0.83 1.00 0.42 0.99 0.17 ]
[0.02 0.45 0.39 0.54 0.01 0.53 0.73 0.44 0.33 0.25 0.11 0.42 0.51 0.91 0.59 0.74 0.13 0.76 0.42 1.00 0.08 0.07 ]
[0.59 0.11 0.00 0.92 0.47 0.57 0.47 0.95 0.29 0.67 0.98 0.81 0.28 0.16 0.16 0.99 0.28 0.23 0.99 0.08 1.00 0.01 ]
[0.12 0.47 0.19 0.70 0.98 0.43 0.74 0.90 0.86 0.24 0.86 0.54 0.81 0.24 0.39 0.72 0.91 0.13 0.17 0.07 0.01 1.00 ]
];
