D = 2;
n = [ 2 2 ];
N = 20;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.31 0.87 0.74 0.03 0.86 0.94 0.37 0.24 0.34 0.40 0.35 0.84 0.04 0.97 0.33 0.50 0.57 0.87 0.91 ]
[0.31 1.00 0.30 0.73 0.59 0.05 0.52 0.97 0.07 0.33 0.42 0.91 0.59 1.00 0.84 0.12 0.95 0.78 0.39 0.26 ]
[0.87 0.30 1.00 0.57 0.88 0.71 0.97 0.59 0.17 0.57 0.17 0.80 0.65 0.21 0.77 0.88 0.71 0.00 0.25 0.44 ]
[0.74 0.73 0.57 1.00 0.51 0.34 0.77 0.59 0.67 0.75 0.42 0.62 0.29 0.23 0.56 0.97 0.55 0.06 0.82 0.94 ]
[0.03 0.59 0.88 0.51 1.00 0.91 0.31 0.97 0.43 0.64 0.37 0.77 0.56 0.53 0.14 0.61 0.44 0.95 0.88 0.56 ]
[0.86 0.05 0.71 0.34 0.91 1.00 0.51 0.94 0.99 0.10 0.44 0.77 0.50 0.51 0.03 0.57 0.70 0.65 0.43 0.71 ]
[0.94 0.52 0.97 0.77 0.31 0.51 1.00 0.80 0.64 0.55 0.37 0.34 0.33 0.84 0.01 0.67 0.90 0.19 0.73 0.39 ]
[0.37 0.97 0.59 0.59 0.97 0.94 0.80 1.00 0.64 0.14 0.54 0.55 0.56 0.84 0.71 0.00 0.67 0.57 0.59 0.51 ]
[0.24 0.07 0.17 0.67 0.43 0.99 0.64 0.64 1.00 0.21 0.04 0.70 0.74 0.76 0.91 0.08 0.31 0.65 0.84 0.84 ]
[0.34 0.33 0.57 0.75 0.64 0.10 0.55 0.14 0.21 1.00 0.24 0.25 0.29 0.17 0.22 0.26 0.79 0.90 0.20 0.24 ]
[0.40 0.42 0.17 0.42 0.37 0.44 0.37 0.54 0.04 0.24 1.00 0.34 0.21 0.70 0.58 0.57 0.67 0.18 0.75 0.92 ]
[0.35 0.91 0.80 0.62 0.77 0.77 0.34 0.55 0.70 0.25 0.34 1.00 0.76 0.05 0.32 0.55 0.82 0.85 0.73 0.10 ]
[0.84 0.59 0.65 0.29 0.56 0.50 0.33 0.56 0.74 0.29 0.21 0.76 1.00 0.85 0.10 0.38 0.07 0.64 0.43 0.89 ]
[0.04 1.00 0.21 0.23 0.53 0.51 0.84 0.84 0.76 0.17 0.70 0.05 0.85 1.00 0.47 0.17 0.18 0.22 0.86 0.92 ]
[0.97 0.84 0.77 0.56 0.14 0.03 0.01 0.71 0.91 0.22 0.58 0.32 0.10 0.47 1.00 0.83 0.44 0.28 0.39 0.72 ]
[0.33 0.12 0.88 0.97 0.61 0.57 0.67 0.00 0.08 0.26 0.57 0.55 0.38 0.17 0.83 1.00 0.49 0.14 0.40 0.47 ]
[0.50 0.95 0.71 0.55 0.44 0.70 0.90 0.67 0.31 0.79 0.67 0.82 0.07 0.18 0.44 0.49 1.00 0.02 0.29 0.25 ]
[0.57 0.78 0.00 0.06 0.95 0.65 0.19 0.57 0.65 0.90 0.18 0.85 0.64 0.22 0.28 0.14 0.02 1.00 0.36 0.05 ]
[0.87 0.39 0.25 0.82 0.88 0.43 0.73 0.59 0.84 0.20 0.75 0.73 0.43 0.86 0.39 0.40 0.29 0.36 1.00 0.40 ]
[0.91 0.26 0.44 0.94 0.56 0.71 0.39 0.51 0.84 0.24 0.92 0.10 0.89 0.92 0.72 0.47 0.25 0.05 0.40 1.00 ]
];
