D = 6;
n = [ 3 3 3 3 3 3 ];
N = 73;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.43 0.29 0.05 0.29 0.25 0.64 0.59 0.58 0.64 0.45 0.02 0.33 0.73 0.46 0.56 0.44 0.04 0.21 1.00 0.37 0.05 0.13 0.51 0.63 0.95 0.31 0.99 0.84 0.00 0.96 0.02 0.48 0.86 0.46 0.72 0.44 0.81 1.00 0.07 0.40 0.75 0.31 0.58 0.14 0.59 0.38 0.52 0.04 0.29 0.26 0.85 0.34 0.01 0.02 0.55 0.60 0.54 0.92 0.36 0.76 0.49 0.68 0.96 0.70 0.26 0.04 0.62 0.52 0.97 0.43 0.47 0.33 ]
[0.43 1.00 0.65 0.87 0.80 0.25 0.24 0.48 0.91 0.47 0.32 0.82 0.74 0.55 0.36 0.49 0.44 0.45 0.94 0.25 0.80 0.38 0.25 0.28 0.70 0.67 1.00 0.40 0.58 0.42 0.24 0.49 0.31 0.31 0.46 0.06 0.20 0.17 0.77 0.75 0.47 0.14 0.63 0.06 0.31 0.84 0.51 0.05 0.41 0.22 0.50 0.70 0.44 0.25 0.65 0.37 0.18 0.48 0.15 0.94 0.16 0.88 0.48 0.42 0.47 0.24 0.62 0.02 0.29 0.76 0.78 0.48 0.61 ]
[0.29 0.65 1.00 0.33 0.17 0.95 0.33 0.81 0.24 0.12 0.43 0.26 0.29 0.08 0.41 0.15 0.64 1.00 0.57 0.19 0.79 0.06 0.41 0.51 0.07 0.32 0.94 0.65 0.56 0.55 0.63 0.47 0.10 0.47 0.82 0.62 0.92 0.34 0.62 0.74 0.70 0.91 0.10 0.09 0.50 0.11 0.12 0.84 0.90 0.02 0.91 0.99 0.97 0.51 0.83 0.72 0.49 0.11 0.87 0.73 0.88 0.63 0.90 0.63 0.86 0.95 0.09 0.90 0.20 0.44 0.03 0.04 0.59 ]
[0.05 0.87 0.33 1.00 0.58 0.48 0.91 0.44 0.66 0.44 0.69 0.61 0.19 0.37 0.55 0.43 0.51 0.91 0.63 0.88 0.10 0.36 0.22 0.91 0.17 0.83 0.12 0.30 0.82 0.66 0.26 0.02 0.70 0.14 0.22 0.04 0.15 0.48 0.71 0.04 0.63 0.67 0.68 0.16 0.03 0.56 1.00 0.81 0.97 0.27 0.75 0.83 0.20 0.84 0.81 0.59 0.57 0.79 0.42 0.71 0.54 0.52 0.67 0.25 0.23 0.70 0.70 0.35 0.06 0.70 0.97 0.28 0.34 ]
[0.29 0.80 0.17 0.58 1.00 0.00 0.77 0.58 0.12 0.29 0.35 0.72 0.67 0.21 0.81 0.67 0.86 0.58 0.61 0.71 0.98 0.23 0.41 0.92 0.04 0.16 0.98 0.90 0.97 0.61 0.32 0.79 0.83 0.21 0.84 0.77 0.79 0.98 0.42 0.10 0.89 0.42 0.88 0.53 0.79 0.56 0.59 0.51 0.96 0.40 0.97 0.51 0.66 0.40 0.88 0.57 0.29 0.31 0.06 0.79 0.31 0.88 0.50 0.15 0.65 0.64 0.13 0.14 0.95 0.00 0.18 0.33 0.96 ]
[0.25 0.25 0.95 0.48 0.00 1.00 0.80 0.39 0.51 0.77 0.54 0.16 0.10 0.03 0.61 0.64 0.23 0.58 0.75 0.12 0.25 0.73 0.26 0.82 0.09 0.40 0.82 0.45 0.44 0.21 0.65 0.15 0.57 0.17 0.90 0.93 0.07 0.35 0.22 0.06 0.16 0.04 0.72 0.95 0.38 0.56 0.66 0.14 0.19 0.08 0.17 0.13 0.85 0.62 0.25 0.72 0.54 0.99 0.16 0.48 0.30 0.97 0.65 0.83 0.44 0.20 0.68 0.55 0.15 0.84 0.78 0.42 0.67 ]
[0.64 0.24 0.33 0.91 0.77 0.80 1.00 0.23 0.96 0.04 0.15 0.91 0.35 0.13 0.37 0.25 0.68 0.22 0.12 0.34 0.28 0.96 0.33 0.67 0.00 0.64 0.39 0.55 0.08 0.59 0.21 0.08 0.91 1.00 0.89 0.39 0.71 0.86 0.50 0.03 0.90 0.01 0.97 0.13 0.35 0.72 0.65 0.29 0.35 0.22 0.77 0.16 0.31 0.09 0.61 0.98 0.69 0.46 0.70 0.47 0.17 0.47 0.99 0.74 0.88 0.45 0.78 0.76 0.46 0.93 0.92 0.94 0.61 ]
[0.59 0.48 0.81 0.44 0.58 0.39 0.23 1.00 0.80 0.85 0.03 0.38 0.95 0.79 0.46 0.82 0.99 0.78 0.73 0.94 0.00 0.16 0.76 0.39 0.36 0.91 0.49 0.45 0.50 0.52 0.79 0.21 0.52 0.82 0.83 0.84 0.30 0.96 0.32 0.80 0.63 0.14 0.16 0.46 0.17 0.51 0.82 0.77 0.46 0.47 0.18 0.63 0.32 0.07 0.85 0.57 0.23 0.08 0.27 1.00 0.51 0.73 0.69 0.20 0.18 0.06 0.10 0.07 0.48 0.04 0.56 0.16 0.64 ]
[0.58 0.91 0.24 0.66 0.12 0.51 0.96 0.80 1.00 0.07 0.09 0.07 1.00 0.44 0.35 0.99 0.18 0.42 0.93 0.79 0.29 0.25 0.74 0.39 0.19 0.59 0.64 0.11 0.74 0.49 0.40 0.00 0.02 0.03 0.45 0.60 0.80 0.83 0.40 0.04 0.13 0.09 0.71 0.80 0.42 0.33 0.24 0.47 0.53 0.80 0.36 0.84 0.71 0.00 0.69 0.73 0.01 0.22 0.48 0.89 0.35 0.98 0.75 0.40 0.68 0.06 0.66 0.40 0.86 0.00 0.88 0.92 0.52 ]
[0.64 0.47 0.12 0.44 0.29 0.77 0.04 0.85 0.07 1.00 0.81 0.62 0.70 0.84 0.50 0.63 0.57 0.05 0.37 0.76 0.21 0.62 0.55 0.45 0.08 0.01 0.09 0.15 0.60 0.41 0.13 0.80 0.19 0.75 0.62 0.80 0.73 0.23 0.94 0.20 0.36 0.74 0.62 0.13 0.20 0.66 0.95 0.60 0.76 0.93 0.11 0.04 0.42 0.06 0.83 0.85 0.75 0.02 0.43 0.30 0.85 0.46 0.50 0.48 0.04 0.09 0.64 0.79 0.36 0.08 0.06 0.72 0.27 ]
[0.45 0.32 0.43 0.69 0.35 0.54 0.15 0.03 0.09 0.81 1.00 0.46 0.07 0.29 0.67 0.56 0.01 0.94 0.99 0.40 0.27 0.07 0.95 0.27 0.33 0.28 0.62 0.96 0.36 0.93 0.89 0.15 0.20 0.09 0.34 0.73 0.73 0.80 0.72 0.84 0.38 0.55 0.42 0.15 0.23 0.45 0.12 0.70 0.59 0.06 0.46 0.61 0.17 0.70 0.14 0.27 0.37 0.18 0.53 1.00 0.39 0.66 0.60 0.12 0.37 0.05 0.96 0.19 0.59 0.21 0.02 0.30 0.98 ]
