D = 2;
n = [ 2 2 ];
N = 13;
d = [1 1 1 1 1 1 2 2 2 2 2 2 2 ];
m = [
[1.00 0.75 0.60 0.82 0.93 0.13 0.60 0.70 0.85 0.54 0.64 0.19 0.66 ]
[0.75 1.00 0.62 0.73 0.26 0.21 0.67 0.60 0.17 0.00 0.68 0.24 0.20 ]
[0.60 0.62 1.00 0.94 0.62 0.72 0.75 0.58 0.01 0.71 0.49 0.22 0.44 ]
[0.82 0.73 0.94 1.00 0.07 0.62 0.85 0.79 0.24 0.22 0.04 0.38 0.75 ]
[0.93 0.26 0.62 0.07 1.00 0.94 0.50 0.05 0.19 0.36 0.12 0.21 0.59 ]
[0.13 0.21 0.72 0.62 0.94 1.00 0.12 0.25 0.70 0.86 0.43 0.10 0.10 ]
[0.60 0.67 0.75 0.85 0.50 0.12 1.00 0.21 0.81 0.15 0.77 0.18 0.19 ]
[0.70 0.60 0.58 0.79 0.05 0.25 0.21 1.00 0.20 0.44 0.09 0.03 0.85 ]
[0.85 0.17 0.01 0.24 0.19 0.70 0.81 0.20 1.00 0.11 0.56 0.01 0.71 ]
[0.54 0.00 0.71 0.22 0.36 0.86 0.15 0.44 0.11 1.00 0.32 0.90 0.95 ]
[0.64 0.68 0.49 0.04 0.12 0.43 0.77 0.09 0.56 0.32 1.00 0.52 0.16 ]
[0.19 0.24 0.22 0.38 0.21 0.10 0.18 0.03 0.01 0.90 0.52 1.00 0.44 ]
[0.66 0.20 0.44 0.75 0.59 0.10 0.19 0.85 0.71 0.95 0.16 0.44 1.00 ]
];
