D = 6;
n = [ 4 4 4 4 4 4 ];
N = 50;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.40 0.62 0.88 0.04 0.01 0.42 0.15 0.49 0.07 0.64 0.87 0.46 0.20 0.32 0.28 0.86 0.71 0.95 0.62 0.22 0.44 0.97 0.96 0.96 0.18 0.67 0.33 0.47 0.67 0.97 0.79 0.47 0.84 0.99 0.02 0.44 0.23 0.40 0.70 0.04 0.29 1.00 0.37 0.81 0.75 0.88 0.22 0.30 0.73 ]
[0.40 1.00 0.47 0.12 0.54 0.74 0.14 0.25 0.77 0.82 0.90 0.18 0.98 0.36 0.10 0.32 0.61 0.06 0.81 0.74 0.75 0.13 0.22 0.67 0.44 0.74 0.57 0.28 0.41 0.93 0.23 0.04 0.36 0.33 0.25 0.52 0.36 0.75 0.02 0.26 0.04 0.06 0.50 0.71 0.13 0.09 0.78 0.93 0.01 0.27 ]
[0.62 0.47 1.00 0.04 0.05 0.75 0.60 0.89 0.94 0.35 0.17 0.47 0.71 0.01 0.46 0.86 0.54 0.45 0.46 0.81 0.58 0.04 0.95 0.97 0.55 0.38 0.63 0.83 0.85 0.57 0.21 0.18 0.39 0.53 0.66 0.64 0.37 0.87 0.52 0.49 0.37 0.58 0.07 0.57 0.18 0.50 0.72 0.16 0.06 0.86 ]
[0.88 0.12 0.04 1.00 0.71 0.00 0.40 0.28 0.03 0.07 0.44 0.22 0.97 0.81 0.18 0.12 0.49 0.80 0.96 0.90 0.86 0.71 1.00 0.14 0.34 0.01 0.59 0.24 0.20 0.67 0.21 0.43 0.56 0.29 0.72 0.49 0.85 0.41 0.14 0.39 0.56 0.59 0.44 0.39 0.15 0.94 0.21 0.13 0.58 0.99 ]
[0.04 0.54 0.05 0.71 1.00 0.42 0.09 0.04 0.33 0.96 0.28 0.05 0.89 0.33 0.61 0.13 0.89 0.01 0.91 0.45 0.12 0.59 0.87 0.44 0.13 0.74 0.64 0.23 0.13 0.62 0.56 0.15 0.01 0.36 0.75 0.17 0.25 0.43 0.38 0.76 0.44 0.80 0.41 0.33 0.74 0.49 0.37 0.14 0.84 0.10 ]
[0.01 0.74 0.75 0.00 0.42 1.00 0.47 0.85 0.36 0.89 0.35 0.48 0.21 0.95 0.00 0.62 0.46 0.59 0.51 0.60 0.63 0.19 0.92 0.59 0.59 0.53 0.61 0.24 0.04 0.03 0.46 0.87 0.17 0.13 0.73 0.26 0.97 0.47 0.26 0.81 0.76 0.31 0.13 0.39 0.73 0.91 0.31 0.66 0.13 0.42 ]
[0.42 0.14 0.60 0.40 0.09 0.47 1.00 0.11 0.77 0.19 0.66 0.13 0.76 0.86 0.28 0.32 0.37 0.34 0.17 0.23 0.53 0.07 0.85 0.85 0.03 0.60 0.16 0.69 0.30 0.54 0.41 0.70 0.08 0.91 0.05 0.40 0.47 0.71 0.11 0.83 0.07 0.14 0.42 0.79 0.01 0.08 0.49 0.77 0.67 0.78 ]
[0.15 0.25 0.89 0.28 0.04 0.85 0.11 1.00 0.50 0.86 0.23 0.94 0.44 0.24 0.54 0.24 0.59 0.58 0.30 0.09 0.18 0.70 0.15 0.74 0.57 0.07 0.05 0.49 0.95 0.98 0.63 0.98 0.26 0.66 1.00 0.39 0.78 0.65 0.34 0.18 0.68 0.35 0.92 0.61 1.00 0.42 0.92 0.30 0.00 0.53 ]
[0.49 0.77 0.94 0.03 0.33 0.36 0.77 0.50 1.00 0.67 0.54 0.25 0.27 0.10 0.73 0.03 0.61 0.75 0.74 0.54 0.20 0.91 0.14 0.62 0.18 0.00 0.92 0.38 0.96 0.97 0.98 0.34 0.00 0.92 0.11 0.20 0.77 0.93 0.50 0.72 0.18 0.87 0.82 0.26 0.06 0.45 0.13 0.17 0.07 0.23 ]
[0.07 0.82 0.35 0.07 0.96 0.89 0.19 0.86 0.67 1.00 0.40 1.00 0.95 0.84 0.54 0.24 0.73 0.99 0.75 0.44 0.05 0.90 0.64 0.77 0.72 0.45 0.82 0.06 0.49 0.88 0.17 0.83 0.25 0.84 0.86 0.19 0.20 0.47 0.73 0.01 0.07 0.08 0.39 0.75 0.93 0.40 0.88 0.13 0.13 0.82 ]
[0.64 0.90 0.17 0.44 0.28 0.35 0.66 0.23 0.54 0.40 1.00 0.65 0.46 0.19 0.46 0.36 0.39 0.37 0.43 0.73 0.51 0.26 0.00 0.22 0.87 0.17 0.85 0.79 1.00 0.60 0.93 0.49 0.71 0.49 0.95 0.62 0.56 0.81 0.93 0.86 0.47 0.66 0.04 0.89 0.70 0.88 0.83 0.03 0.85 0.25 ]
[0.87 0.18 0.47 0.22 0.05 0.48 0.13 0.94 0.25 1.00 0.65 1.00 0.81 0.98 0.57 0.11 0.22 0.12 0.83 0.03 0.71 0.51 0.20 0.46 0.97 0.67 0.20 0.99 0.83 0.06 0.22 0.09 0.25 0.66 0.53 0.06 0.74 0.65 0.25 0.66 0.92 0.08 0.06 0.94 0.22 0.38 0.72 0.69 0.53 0.97 ]
[0.46 0.98 0.71 0.97 0.89 0.21 0.76 0.44 0.27 0.95 0.46 0.81 1.00 0.58 0.93 0.83 0.68 0.78 0.63 0.57 0.14 0.63 0.20 0.21 0.34 0.34 0.49 0.18 0.99 0.65 0.85 0.33 0.44 0.82 0.36 0.76 0.36 0.65 0.24 0.31 0.52 0.81 0.60 0.70 0.75 0.73 0.88 0.84 0.52 0.61 ]
[0.20 0.36 0.01 0.81 0.33 0.95 0.86 0.24 0.10 0.84 0.19 0.98 0.58 1.00 0.58 0.31 0.23 0.12 0.22 0.11 0.33 0.72 0.64 0.35 0.42 0.97 0.65 0.86 0.36 0.34 0.69 0.09 0.02 0.89 0.53 0.18 0.08 0.05 0.47 0.40 0.31 0.71 0.61 0.83 0.35 0.35 0.73 0.55 0.77 0.44 ]
[0.32 0.10 0.46 0.18 0.61 0.00 0.28 0.54 0.73 0.54 0.46 0.57 0.93 0.58 1.00 0.12 0.72 0.47 0.41 0.57 0.25 0.00 0.24 0.53 0.57 0.85 0.67 0.60 0.40 0.34 0.96 0.75 0.72 0.20 0.97 0.50 0.28 0.69 0.64 0.77 0.33 0.26 0.85 0.14 0.80 0.66 0.39 0.66 0.39 0.20 ]
