D = 4;
n = [ 5 5 5 5 ];
N = 42;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.13 0.97 0.20 0.47 0.12 0.98 1.00 0.40 0.86 0.73 0.85 0.58 0.14 0.97 0.38 0.62 0.22 0.03 0.18 0.57 0.08 0.82 0.88 0.45 0.87 0.55 0.73 0.70 0.96 0.10 0.30 0.43 0.19 0.57 1.00 0.67 0.79 0.96 0.87 0.69 0.85 ]
[0.13 1.00 0.99 0.24 0.85 0.64 0.53 0.32 0.96 0.92 0.82 0.14 0.68 0.56 0.82 0.76 0.04 0.33 0.30 0.58 0.94 0.66 0.75 0.68 0.23 0.29 0.58 0.59 0.34 0.63 0.30 0.97 0.70 0.28 0.38 0.25 0.88 0.16 0.31 0.92 0.57 0.38 ]
[0.97 0.99 1.00 0.89 0.80 0.50 0.50 0.59 0.15 0.39 0.52 0.87 0.92 0.74 0.17 0.33 0.78 0.93 0.51 0.94 0.23 0.11 0.22 0.15 0.28 0.29 0.46 0.91 0.90 0.51 0.51 0.59 0.72 0.57 0.58 0.94 0.93 0.12 0.04 0.50 0.51 0.08 ]
[0.20 0.24 0.89 1.00 0.75 0.55 0.84 0.33 0.83 0.57 0.13 0.22 0.59 0.36 0.19 0.79 0.30 0.69 0.16 0.52 0.53 0.85 0.85 0.62 0.94 0.65 0.83 0.52 0.11 0.43 0.31 0.11 0.49 0.63 0.51 0.43 0.79 0.75 0.27 0.80 0.55 0.28 ]
[0.47 0.85 0.80 0.75 1.00 0.02 0.36 0.95 0.87 0.21 0.89 0.33 0.74 0.32 0.65 0.53 0.66 0.14 0.80 0.79 0.40 0.52 0.83 0.64 0.70 0.04 0.87 0.96 0.89 0.84 0.20 0.04 0.89 0.56 0.41 0.94 0.46 0.45 1.00 0.97 0.68 0.37 ]
[0.12 0.64 0.50 0.55 0.02 1.00 0.67 0.09 0.04 0.77 0.42 0.32 0.13 0.47 0.34 0.44 0.05 0.58 0.93 0.63 0.44 0.04 0.32 0.84 0.33 0.35 0.66 0.22 0.91 0.38 0.65 0.48 0.52 0.19 0.19 0.16 0.21 0.97 1.00 0.69 0.02 0.50 ]
[0.98 0.53 0.50 0.84 0.36 0.67 1.00 0.76 0.83 0.94 0.41 0.90 0.53 0.53 0.60 0.98 0.77 0.65 0.22 0.41 0.58 0.49 0.59 0.53 0.21 0.28 0.33 0.71 0.64 0.12 0.16 0.27 0.57 0.74 0.27 0.95 0.10 0.85 0.88 0.92 0.84 0.73 ]
[1.00 0.32 0.59 0.33 0.95 0.09 0.76 1.00 0.84 0.61 0.17 0.90 0.24 0.32 0.11 0.26 0.54 0.88 0.95 0.46 0.69 0.96 0.04 0.99 0.72 0.45 0.85 0.04 0.91 0.99 0.54 0.71 0.01 0.50 0.19 0.07 0.75 0.56 0.62 0.39 0.98 0.69 ]
[0.40 0.96 0.15 0.83 0.87 0.04 0.83 0.84 1.00 0.30 0.33 0.07 0.38 0.10 0.31 0.89 0.70 0.76 0.50 0.10 0.42 0.61 0.43 0.80 0.99 0.31 0.13 0.36 0.28 0.28 0.59 0.82 0.62 0.78 0.78 0.04 0.38 0.55 0.28 0.50 0.63 0.11 ]
[0.86 0.92 0.39 0.57 0.21 0.77 0.94 0.61 0.30 1.00 0.38 0.03 0.59 0.95 0.03 0.84 0.62 0.75 0.40 0.41 0.37 0.31 0.42 0.69 0.87 0.20 0.27 0.31 0.31 0.73 0.11 0.09 0.78 0.11 0.20 0.31 0.55 0.44 0.97 0.63 0.98 0.94 ]
