D = 2;
n = [ 3 3 ];
N = 26;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.99 0.75 0.17 0.30 0.93 0.34 0.11 0.73 0.69 0.43 0.36 0.73 0.29 0.76 0.05 0.29 0.48 0.00 0.69 0.20 0.17 0.71 0.97 0.90 0.90 ]
[0.99 1.00 0.59 0.50 0.54 0.18 0.66 0.70 0.14 0.43 0.62 0.54 0.18 0.47 0.94 0.20 0.45 0.91 0.43 0.83 0.50 0.59 0.99 0.06 0.95 0.83 ]
[0.75 0.59 1.00 0.45 0.95 0.55 0.25 0.08 0.19 0.22 0.69 0.51 0.75 0.74 0.09 0.02 0.87 0.97 0.44 0.07 0.93 0.08 0.77 0.69 0.98 0.69 ]
[0.17 0.50 0.45 1.00 0.40 0.71 0.30 0.29 0.38 0.49 0.76 0.25 0.76 0.46 0.97 0.95 0.41 0.42 0.85 0.95 0.23 0.74 0.43 0.79 0.95 0.61 ]
[0.30 0.54 0.95 0.40 1.00 0.39 0.02 0.45 0.40 0.57 0.41 0.36 0.60 0.09 0.29 0.19 0.66 0.51 0.38 0.95 0.43 0.15 0.53 0.65 0.37 0.61 ]
[0.93 0.18 0.55 0.71 0.39 1.00 0.95 0.01 0.88 0.69 0.56 0.72 0.18 0.68 0.89 0.27 0.75 0.59 0.26 0.77 0.28 0.65 0.96 0.84 0.32 0.86 ]
[0.34 0.66 0.25 0.30 0.02 0.95 1.00 0.40 0.00 0.88 0.20 0.15 0.22 0.94 0.47 0.64 0.11 0.34 0.93 0.26 0.09 0.08 0.29 0.17 0.40 0.76 ]
[0.11 0.70 0.08 0.29 0.45 0.01 0.40 1.00 0.86 0.17 0.79 0.66 0.39 0.97 0.22 0.87 0.05 0.55 0.94 0.89 0.48 0.09 0.05 0.13 0.86 0.12 ]
[0.73 0.14 0.19 0.38 0.40 0.88 0.00 0.86 1.00 0.18 0.05 0.27 0.03 0.75 0.05 0.68 0.95 0.40 0.04 0.99 0.53 0.45 0.23 0.63 0.41 0.73 ]
[0.69 0.43 0.22 0.49 0.57 0.69 0.88 0.17 0.18 1.00 0.11 0.68 0.21 0.76 0.46 0.84 0.72 0.98 0.55 0.74 0.87 0.42 0.39 0.59 0.76 0.90 ]
[0.43 0.62 0.69 0.76 0.41 0.56 0.20 0.79 0.05 0.11 1.00 0.18 0.88 0.41 0.66 0.27 0.33 0.48 0.82 0.30 0.15 0.54 0.75 0.83 0.18 0.12 ]
[0.36 0.54 0.51 0.25 0.36 0.72 0.15 0.66 0.27 0.68 0.18 1.00 0.28 0.17 0.24 0.74 0.37 0.40 0.63 0.20 0.38 0.29 0.35 0.56 0.80 0.65 ]
[0.73 0.18 0.75 0.76 0.60 0.18 0.22 0.39 0.03 0.21 0.88 0.28 1.00 0.68 0.54 0.24 0.92 0.99 0.80 0.84 0.58 0.22 0.21 0.00 0.30 0.63 ]
[0.29 0.47 0.74 0.46 0.09 0.68 0.94 0.97 0.75 0.76 0.41 0.17 0.68 1.00 0.15 0.10 0.83 0.64 0.22 0.18 0.86 0.71 0.41 0.12 0.22 0.10 ]
[0.76 0.94 0.09 0.97 0.29 0.89 0.47 0.22 0.05 0.46 0.66 0.24 0.54 0.15 1.00 0.18 0.82 0.70 0.09 0.68 0.90 0.06 0.41 0.41 0.50 0.14 ]
