D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 49;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 8 ];
m = [
[1.00 0.40 0.30 0.85 0.82 0.39 0.98 0.24 0.87 0.28 0.71 0.27 0.95 0.41 0.23 0.34 0.62 0.12 0.91 0.46 0.57 0.77 0.88 0.24 0.12 0.80 0.37 0.27 0.23 0.58 0.60 0.34 0.14 0.08 0.96 0.63 0.37 0.56 0.54 0.46 0.85 0.20 0.75 0.89 0.33 0.38 0.68 0.28 0.79 ]
[0.40 1.00 0.13 0.58 0.87 0.49 0.08 0.56 0.75 0.26 0.10 0.70 0.19 0.32 0.65 0.28 0.19 0.91 0.13 0.52 0.66 0.82 0.81 0.73 0.13 0.59 0.60 0.49 0.77 0.44 0.01 0.92 0.13 0.34 0.36 0.40 0.03 0.06 0.86 0.12 0.69 0.78 0.17 0.14 0.88 0.44 0.16 0.22 0.99 ]
[0.30 0.13 1.00 0.24 0.45 0.35 0.99 0.02 0.01 0.19 0.29 0.93 0.82 0.71 0.98 0.86 0.69 0.13 0.47 0.85 0.10 0.90 0.49 0.87 0.05 0.68 0.11 0.99 0.05 0.36 0.23 0.12 0.69 0.84 0.57 0.89 0.81 0.35 0.43 0.36 0.36 0.80 0.34 0.40 0.95 0.48 0.19 0.34 0.34 ]
[0.85 0.58 0.24 1.00 0.94 1.00 0.10 0.82 0.07 0.17 0.23 0.50 0.83 0.15 0.83 0.90 0.55 0.22 0.39 0.96 0.25 0.06 0.96 0.53 0.79 0.11 0.99 0.37 0.16 0.68 0.73 0.92 0.03 0.48 0.07 0.73 0.57 0.09 0.49 0.93 0.32 0.98 0.80 0.29 0.02 0.11 0.50 0.73 0.24 ]
[0.82 0.87 0.45 0.94 1.00 0.04 0.76 0.98 0.66 0.76 0.53 0.58 0.47 0.17 0.07 0.64 0.85 0.18 0.99 0.62 0.69 0.91 0.52 0.13 0.07 0.21 0.24 0.85 0.24 0.36 0.65 0.62 0.86 0.07 0.03 0.95 0.36 0.26 0.30 0.09 0.86 0.50 0.47 0.04 0.23 0.08 0.26 0.15 0.28 ]
[0.39 0.49 0.35 1.00 0.04 1.00 0.01 0.31 0.34 0.33 0.55 0.02 0.60 0.47 0.23 0.74 0.73 0.22 0.65 0.11 0.54 0.17 0.10 0.64 0.35 0.41 0.50 0.01 0.45 0.05 0.45 0.95 0.67 0.21 0.34 0.02 0.33 0.11 0.23 0.79 0.81 0.31 0.54 0.04 0.48 0.51 0.13 0.14 0.60 ]
[0.98 0.08 0.99 0.10 0.76 0.01 1.00 0.26 0.84 0.97 0.48 0.25 0.25 0.44 0.40 0.09 0.96 0.25 0.30 0.10 0.45 0.26 0.94 0.14 0.48 0.40 0.34 0.48 0.83 0.59 0.45 0.65 0.63 0.74 0.91 0.08 0.82 0.38 0.71 0.87 0.18 0.01 0.00 0.90 0.79 0.60 0.35 0.88 0.20 ]
[0.24 0.56 0.02 0.82 0.98 0.31 0.26 1.00 0.93 0.33 0.96 0.47 0.29 0.82 0.46 0.73 0.37 0.35 0.92 0.60 0.82 0.13 0.04 0.45 0.49 0.55 0.03 0.13 0.18 0.07 0.34 0.33 0.09 0.49 0.58 0.69 0.28 0.76 0.20 0.54 0.22 0.95 0.90 0.61 0.97 0.58 0.75 0.05 0.91 ]
[0.87 0.75 0.01 0.07 0.66 0.34 0.84 0.93 1.00 0.23 0.63 0.68 0.48 0.42 0.95 0.22 0.63 0.84 0.10 0.17 0.76 0.10 0.84 0.80 0.38 0.10 0.01 0.56 0.94 0.59 0.25 0.39 0.89 0.35 0.58 0.28 0.70 0.54 0.24 0.20 0.90 0.78 0.23 0.11 0.09 0.78 0.91 0.79 0.47 ]
[0.28 0.26 0.19 0.17 0.76 0.33 0.97 0.33 0.23 1.00 0.10 0.97 0.54 0.21 0.84 0.91 0.49 0.12 0.20 0.12 0.46 0.92 0.43 0.82 0.40 0.64 0.66 0.38 0.93 0.50 0.08 0.58 0.28 0.98 0.36 0.89 0.13 0.07 0.16 0.98 0.11 0.35 0.32 0.61 0.03 0.79 0.56 0.03 0.62 ]
[0.71 0.10 0.29 0.23 0.53 0.55 0.48 0.96 0.63 0.10 1.00 0.51 0.02 0.54 0.92 0.32 0.51 0.68 0.82 0.19 0.34 0.15 0.54 0.68 0.48 0.23 0.76 0.91 0.28 0.33 0.03 0.75 0.18 0.20 0.08 0.32 0.57 0.49 0.36 0.02 0.33 0.96 0.36 0.12 0.07 0.09 0.52 0.56 0.28 ]
[0.27 0.70 0.93 0.50 0.58 0.02 0.25 0.47 0.68 0.97 0.51 1.00 0.14 0.05 0.34 0.85 0.81 0.88 0.65 0.38 0.47 0.84 0.80 0.45 0.74 0.82 0.91 0.03 0.56 0.79 0.82 0.87 0.05 0.30 0.48 0.87 0.36 0.22 0.23 0.87 0.66 0.86 0.87 0.51 0.04 0.43 0.80 0.41 0.34 ]
[0.95 0.19 0.82 0.83 0.47 0.60 0.25 0.29 0.48 0.54 0.02 0.14 1.00 0.33 0.04 0.27 0.54 0.29 0.60 0.64 0.57 0.83 0.49 0.28 0.89 0.47 0.97 0.94 0.04 0.79 0.19 0.87 0.59 0.41 0.16 0.27 0.18 0.08 0.70 0.33 0.74 0.54 0.44 0.49 0.83 0.05 0.40 0.87 0.03 ]
[0.41 0.32 0.71 0.15 0.17 0.47 0.44 0.82 0.42 0.21 0.54 0.05 0.33 1.00 0.78 0.47 0.10 0.99 0.08 0.29 0.32 0.28 0.69 0.40 0.09 0.70 0.36 0.23 0.11 0.03 0.43 0.01 0.35 0.35 0.40 0.13 0.11 0.36 0.79 0.75 0.33 0.31 0.68 0.26 0.88 0.61 0.88 0.04 0.59 ]
[0.23 0.65 0.98 0.83 0.07 0.23 0.40 0.46 0.95 0.84 0.92 0.34 0.04 0.78 1.00 0.03 0.38 0.79 0.46 0.27 0.82 0.10 0.75 0.39 0.50 0.15 0.38 0.79 0.05 0.11 0.79 0.36 0.29 0.37 0.03 0.52 0.58 0.07 0.56 0.60 0.14 0.92 0.73 0.21 0.57 0.59 0.87 0.84 0.94 ]
[0.34 0.28 0.86 0.90 0.64 0.74 0.09 0.73 0.22 0.91 0.32 0.85 0.27 0.47 0.03 1.00 0.72 0.45 0.42 0.40 0.39 0.39 0.64 0.16 0.01 0.02 0.85 0.27 0.64 0.27 0.46 0.42 0.71 0.02 0.61 0.60 0.95 0.60 0.04 0.77 0.84 0.92 0.48 0.22 0.26 0.05 0.45 0.42 1.00 ]
[0.62 0.19 0.69 0.55 0.85 0.73 0.96 0.37 0.63 0.49 0.51 0.81 0.54 0.10 0.38 0.72 1.00 0.27 0.25 0.44 0.12 0.04 0.01 0.87 0.38 0.24 0.48 0.66 0.27 0.40 0.15 0.16 0.53 0.26 0.54 0.98 0.06 0.89 0.21 0.74 0.70 0.33 0.40 0.21 0.56 0.34 0.49 0.21 0.48 ]
