D = 4;
n = [ 4 4 4 4 ];
N = 19;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 4 4 4 ];
m = [
[1.00 0.98 0.90 0.39 0.81 0.06 0.73 0.07 0.33 0.36 0.95 0.86 0.90 0.29 0.26 0.44 0.46 0.59 0.30 ]
[0.98 1.00 0.86 0.35 0.34 0.37 0.93 0.20 0.14 0.81 0.30 0.48 0.40 0.87 0.83 0.63 0.66 0.02 0.47 ]
[0.90 0.86 1.00 0.36 0.18 0.88 0.52 0.21 0.13 0.11 0.34 0.06 0.40 0.48 0.93 0.41 0.16 0.72 0.69 ]
[0.39 0.35 0.36 1.00 0.15 0.49 0.12 0.51 0.22 0.36 0.82 0.06 0.51 0.40 0.37 0.26 0.64 0.60 0.64 ]
[0.81 0.34 0.18 0.15 1.00 0.24 0.81 0.69 0.05 0.48 0.18 0.06 0.68 0.44 0.50 0.56 0.49 0.90 0.67 ]
[0.06 0.37 0.88 0.49 0.24 1.00 0.02 0.80 0.28 0.87 0.67 0.63 0.29 0.27 0.98 0.68 0.66 0.78 0.10 ]
[0.73 0.93 0.52 0.12 0.81 0.02 1.00 0.41 0.47 0.12 0.28 0.24 0.93 0.58 0.27 0.72 0.80 0.83 0.21 ]
[0.07 0.20 0.21 0.51 0.69 0.80 0.41 1.00 0.56 0.44 0.22 0.47 0.41 0.33 0.22 0.56 0.35 0.10 0.02 ]
[0.33 0.14 0.13 0.22 0.05 0.28 0.47 0.56 1.00 0.28 0.95 0.83 0.28 0.33 0.82 0.70 0.24 0.55 0.89 ]
[0.36 0.81 0.11 0.36 0.48 0.87 0.12 0.44 0.28 1.00 0.90 0.77 0.31 0.58 0.54 0.95 0.58 0.52 0.55 ]
[0.95 0.30 0.34 0.82 0.18 0.67 0.28 0.22 0.95 0.90 1.00 0.69 0.25 0.64 0.50 0.56 0.03 0.31 0.33 ]
[0.86 0.48 0.06 0.06 0.06 0.63 0.24 0.47 0.83 0.77 0.69 1.00 0.58 0.26 0.77 0.63 0.62 0.35 0.09 ]
[0.90 0.40 0.40 0.51 0.68 0.29 0.93 0.41 0.28 0.31 0.25 0.58 1.00 0.95 0.84 0.27 0.16 0.04 0.71 ]
[0.29 0.87 0.48 0.40 0.44 0.27 0.58 0.33 0.33 0.58 0.64 0.26 0.95 1.00 0.25 0.53 0.35 0.18 0.59 ]
[0.26 0.83 0.93 0.37 0.50 0.98 0.27 0.22 0.82 0.54 0.50 0.77 0.84 0.25 1.00 0.94 0.43 0.13 0.03 ]
[0.44 0.63 0.41 0.26 0.56 0.68 0.72 0.56 0.70 0.95 0.56 0.63 0.27 0.53 0.94 1.00 0.80 0.43 0.35 ]
[0.46 0.66 0.16 0.64 0.49 0.66 0.80 0.35 0.24 0.58 0.03 0.62 0.16 0.35 0.43 0.80 1.00 0.21 0.36 ]
[0.59 0.02 0.72 0.60 0.90 0.78 0.83 0.10 0.55 0.52 0.31 0.35 0.04 0.18 0.13 0.43 0.21 1.00 0.66 ]
[0.30 0.47 0.69 0.64 0.67 0.10 0.21 0.02 0.89 0.55 0.33 0.09 0.71 0.59 0.03 0.35 0.36 0.66 1.00 ]
];
