D = 4;
n = [ 5 5 5 5 ];
N = 40;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.08 0.68 0.53 0.94 0.48 0.69 0.07 0.28 0.88 0.28 0.08 0.74 0.12 0.61 0.01 0.50 0.19 0.22 0.08 0.64 0.29 0.98 0.16 0.04 0.25 0.20 0.21 0.10 0.35 0.96 0.11 0.85 0.80 0.82 0.95 0.52 0.39 0.40 0.24 ]
[0.08 1.00 0.01 0.09 0.97 0.47 0.09 0.93 0.62 0.90 0.85 0.83 0.03 0.26 0.09 0.04 0.89 0.75 0.19 0.91 0.26 0.43 0.26 0.78 0.46 0.53 0.79 0.87 0.13 0.71 0.53 0.82 0.26 0.56 0.76 0.09 0.75 0.50 0.26 0.06 ]
[0.68 0.01 1.00 0.71 0.01 0.42 0.15 0.72 0.13 0.98 0.03 0.65 0.19 0.59 0.63 0.51 0.27 0.59 0.94 0.10 0.15 0.15 0.60 0.37 0.68 0.51 0.94 0.27 0.48 0.07 0.85 0.11 0.92 0.28 0.21 0.90 0.12 0.87 0.88 0.05 ]
[0.53 0.09 0.71 1.00 0.95 0.30 0.37 0.35 0.61 0.80 0.39 0.26 0.95 0.03 0.02 0.87 0.88 0.33 0.27 0.04 0.13 0.91 0.78 0.05 0.60 0.06 0.95 0.22 0.73 0.58 0.68 0.41 0.40 0.75 0.52 0.78 0.52 0.05 0.81 0.48 ]
[0.94 0.97 0.01 0.95 1.00 0.97 0.33 0.42 0.37 0.72 0.20 0.74 0.86 0.89 0.03 0.29 0.80 0.82 0.36 0.84 0.30 0.10 0.16 0.65 0.25 0.77 0.76 0.26 0.79 0.19 0.11 0.40 0.12 0.17 0.23 0.94 0.96 0.96 0.63 0.45 ]
[0.48 0.47 0.42 0.30 0.97 1.00 0.10 0.59 0.14 0.18 0.72 0.72 0.47 0.03 0.81 0.46 0.61 0.44 0.80 0.33 0.16 0.40 0.58 0.61 0.84 0.45 0.86 0.64 0.49 0.05 0.75 0.67 0.59 0.01 0.91 0.95 0.68 0.42 0.89 0.12 ]
[0.69 0.09 0.15 0.37 0.33 0.10 1.00 0.87 0.94 0.98 0.16 0.78 0.37 0.97 0.21 0.01 0.27 0.79 0.72 0.69 0.22 0.25 0.86 0.22 0.85 0.59 0.20 0.93 0.66 0.74 0.44 0.14 0.39 0.08 0.95 0.50 0.78 0.93 0.61 0.84 ]
[0.07 0.93 0.72 0.35 0.42 0.59 0.87 1.00 0.76 0.68 0.89 0.31 0.96 0.29 0.87 0.06 0.19 0.59 0.68 0.14 0.94 0.15 0.39 0.12 0.01 0.32 0.47 0.47 0.24 0.21 0.58 0.73 0.88 0.60 0.13 0.69 0.02 0.18 0.84 0.30 ]
[0.28 0.62 0.13 0.61 0.37 0.14 0.94 0.76 1.00 0.22 0.19 0.77 0.75 0.91 0.57 0.15 0.15 0.80 0.19 0.87 0.41 0.11 0.35 0.91 0.81 0.00 0.82 0.68 0.49 0.40 0.11 0.07 0.26 0.33 0.74 0.43 0.98 0.26 0.70 0.98 ]
[0.88 0.90 0.98 0.80 0.72 0.18 0.98 0.68 0.22 1.00 0.75 0.94 0.37 0.57 0.49 0.63 0.71 1.00 0.29 0.38 0.60 0.99 0.60 0.18 0.89 0.59 0.21 0.64 0.66 0.24 0.95 0.94 0.31 0.09 0.41 0.66 0.57 0.55 0.42 0.39 ]
