D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 55;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.68 0.43 0.77 0.55 0.06 0.78 0.54 0.78 0.86 0.16 0.16 0.22 0.28 0.57 0.61 0.84 0.66 0.51 0.89 0.39 0.45 0.85 0.80 0.79 0.52 0.45 0.87 0.30 0.60 0.52 0.88 0.45 0.67 0.78 0.34 0.26 0.06 0.98 0.72 0.04 0.42 0.86 0.90 0.32 0.73 0.76 0.71 0.22 0.78 0.48 0.39 0.85 0.25 0.58 ]
[0.68 1.00 0.92 0.24 0.32 0.45 0.29 0.27 0.27 0.40 0.11 0.54 0.63 0.12 0.81 0.14 0.08 0.31 0.27 0.15 0.47 0.62 0.96 0.89 0.35 0.82 0.98 0.28 0.71 0.86 0.67 0.49 0.77 0.59 0.56 0.65 0.94 0.67 0.19 0.86 0.30 0.93 0.27 0.01 0.15 0.87 0.90 0.12 0.57 0.73 0.19 0.86 0.76 0.79 0.98 ]
[0.43 0.92 1.00 0.74 0.20 0.73 0.50 0.52 0.70 0.51 0.44 0.46 0.75 0.40 0.22 0.98 0.69 0.76 0.96 0.13 0.87 0.53 0.97 0.89 0.56 0.47 0.19 0.70 0.66 0.48 0.72 0.43 0.37 0.09 0.25 0.38 0.33 0.44 0.16 0.04 0.18 1.00 0.09 0.28 0.63 0.39 0.89 0.51 0.73 0.76 0.29 0.70 0.71 0.68 0.46 ]
[0.77 0.24 0.74 1.00 0.52 0.36 0.65 0.18 0.37 0.06 0.27 0.72 0.71 0.13 0.45 0.42 0.84 0.87 0.25 0.36 0.41 0.38 0.34 0.09 0.12 0.00 0.76 0.99 0.76 0.71 0.30 0.53 0.63 0.06 0.02 0.54 0.65 0.39 0.33 0.80 0.65 0.68 0.63 0.32 0.55 0.20 0.26 0.46 0.83 0.68 0.72 0.31 0.22 0.08 0.29 ]
[0.55 0.32 0.20 0.52 1.00 0.96 0.30 0.69 0.41 0.49 0.93 0.23 0.28 0.14 0.91 0.79 0.69 0.71 0.69 0.93 0.29 0.96 0.46 0.76 0.70 0.24 0.91 0.92 0.61 0.95 0.17 0.71 0.29 0.14 0.64 0.54 0.11 0.70 0.29 0.70 0.74 0.79 0.69 0.32 0.92 0.15 0.15 0.37 0.61 0.22 0.19 0.55 0.01 0.72 0.75 ]
[0.06 0.45 0.73 0.36 0.96 1.00 0.99 0.59 0.53 0.68 0.46 0.22 0.35 0.36 0.78 0.69 0.30 0.71 0.98 0.81 0.87 0.58 0.41 0.38 0.65 0.76 0.89 0.48 0.47 0.19 0.47 0.41 0.04 0.14 0.88 0.40 0.37 0.16 0.85 1.00 0.10 0.73 0.89 0.23 0.27 0.31 0.75 0.11 0.65 0.74 0.54 0.80 0.03 0.10 0.65 ]
[0.78 0.29 0.50 0.65 0.30 0.99 1.00 0.49 0.58 0.57 0.65 0.83 0.46 0.26 0.81 0.16 0.59 0.45 0.64 0.87 0.10 0.92 0.15 0.50 0.48 0.99 0.82 0.87 0.88 0.63 0.96 0.28 0.67 0.38 0.43 0.36 0.01 0.08 0.30 0.11 0.51 0.09 0.32 0.15 0.66 0.43 0.21 0.07 0.93 0.27 0.86 0.47 0.98 0.31 0.13 ]
[0.54 0.27 0.52 0.18 0.69 0.59 0.49 1.00 0.15 0.82 0.63 0.12 0.11 0.99 0.28 0.12 0.36 0.87 0.89 0.56 0.03 0.11 0.15 0.59 0.27 0.43 0.36 0.53 0.11 0.75 0.92 0.61 0.86 0.23 0.91 0.28 0.27 0.51 0.66 0.96 0.65 0.06 0.89 0.15 0.77 0.09 0.38 0.99 0.01 0.93 0.43 0.08 0.71 0.66 0.44 ]
[0.78 0.27 0.70 0.37 0.41 0.53 0.58 0.15 1.00 0.94 0.86 0.34 0.61 0.39 0.79 0.25 0.18 0.32 0.11 0.57 0.84 0.91 0.04 0.79 0.72 0.61 0.41 0.85 0.53 0.34 0.31 0.93 0.65 0.89 0.21 0.94 0.12 0.68 0.88 0.64 0.85 0.48 0.96 0.38 0.91 0.99 0.75 0.64 0.01 0.35 0.24 0.26 0.09 0.44 0.67 ]
[0.86 0.40 0.51 0.06 0.49 0.68 0.57 0.82 0.94 1.00 0.42 0.81 0.49 0.46 0.62 0.72 0.61 0.01 0.98 0.16 0.04 0.10 0.95 0.69 0.45 0.53 0.78 0.05 0.63 0.44 0.62 0.43 0.91 0.45 0.51 0.06 0.59 0.83 0.47 0.75 0.83 0.05 0.33 0.51 0.87 0.38 0.42 0.80 0.06 0.28 0.17 0.53 0.67 0.21 0.22 ]
[0.16 0.11 0.44 0.27 0.93 0.46 0.65 0.63 0.86 0.42 1.00 0.79 0.62 0.49 0.41 0.48 0.05 0.41 0.33 0.46 0.78 0.09 0.44 0.34 0.98 0.42 0.58 0.72 0.05 0.80 0.80 0.61 0.59 0.30 0.41 0.07 0.65 0.00 0.80 0.14 0.56 0.18 0.92 0.87 0.00 0.54 0.49 0.16 0.49 0.67 0.06 0.08 0.44 0.69 0.11 ]
[0.16 0.54 0.46 0.72 0.23 0.22 0.83 0.12 0.34 0.81 0.79 1.00 0.32 0.21 0.37 0.09 0.27 0.22 0.32 0.58 0.09 0.29 0.82 0.00 0.06 0.12 0.79 0.52 0.65 0.18 0.65 0.10 0.17 0.22 0.90 0.33 0.98 0.05 0.81 0.31 0.62 0.73 0.55 0.48 0.59 0.48 0.32 0.49 0.04 0.13 0.71 0.26 0.55 0.34 0.99 ]
