D = 6;
n = [ 2 2 2 2 2 2 ];
N = 66;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.51 0.83 0.45 0.34 0.48 0.86 0.44 0.92 0.61 0.79 0.26 0.01 0.76 0.14 0.28 0.85 0.40 0.92 0.24 0.30 0.43 0.24 0.13 0.41 0.03 0.97 0.05 0.71 0.19 0.18 0.55 0.15 1.00 0.82 0.48 0.02 0.48 0.49 0.70 0.20 0.91 0.32 1.00 0.61 0.67 0.37 0.90 0.14 0.70 0.56 0.35 0.76 0.70 0.80 0.33 0.88 0.38 0.35 0.89 0.94 0.60 0.09 0.41 0.05 0.09 ]
[0.51 1.00 0.95 0.27 0.02 0.85 0.90 0.57 0.42 0.99 0.40 0.28 0.01 0.28 0.57 0.70 0.85 0.16 0.38 0.80 0.61 0.95 0.73 0.98 0.06 0.69 0.44 0.10 0.02 0.49 0.50 0.52 0.79 0.17 0.73 0.44 0.96 0.83 0.25 0.13 0.32 0.29 0.12 0.26 0.44 0.34 0.35 0.16 0.11 0.41 0.41 0.19 0.33 0.83 0.48 0.28 0.36 0.28 0.52 0.62 0.81 0.41 0.78 0.07 0.73 0.22 ]
[0.83 0.95 1.00 0.95 0.23 0.09 0.95 0.85 0.09 0.00 0.61 0.80 0.95 0.44 0.84 0.62 0.97 0.66 0.92 0.65 0.58 0.85 0.80 0.27 0.27 0.10 0.17 0.05 0.64 0.32 0.21 0.71 0.20 0.09 0.26 0.32 0.44 0.86 0.94 0.42 0.47 0.99 0.03 0.31 0.68 0.21 0.63 0.06 0.33 0.41 0.37 0.86 0.05 0.24 0.37 0.88 0.18 0.12 0.48 0.95 0.36 0.87 0.91 0.18 0.58 0.31 ]
[0.45 0.27 0.95 1.00 0.21 0.38 0.87 0.74 0.25 0.94 0.64 0.80 0.60 0.82 0.03 0.69 0.41 0.07 0.39 0.68 0.80 0.02 0.86 0.21 0.93 0.14 0.97 0.50 1.00 0.87 0.20 0.75 0.24 0.66 0.14 0.32 0.56 0.43 0.49 0.10 0.38 0.44 0.98 0.95 0.28 0.78 0.19 0.60 0.43 0.30 0.52 0.61 0.48 0.67 0.78 0.93 0.03 0.24 0.56 0.02 0.30 0.97 0.65 0.95 0.06 0.05 ]
[0.34 0.02 0.23 0.21 1.00 0.46 0.06 0.16 0.45 0.33 0.37 0.74 0.09 0.95 0.96 0.36 0.24 0.69 0.83 0.33 0.81 0.43 0.03 0.04 0.18 0.02 0.15 0.84 0.98 0.28 0.28 0.20 0.71 0.08 0.10 0.61 0.73 0.67 0.90 0.70 0.85 0.79 0.20 0.90 0.66 0.40 0.39 0.10 0.33 0.92 0.35 0.42 0.85 0.73 0.78 0.97 0.93 0.60 0.76 0.64 0.11 0.33 0.49 0.84 0.06 0.87 ]
[0.48 0.85 0.09 0.38 0.46 1.00 0.39 0.00 0.35 0.92 0.56 0.13 0.74 0.63 0.49 0.36 0.49 0.39 0.75 0.34 0.53 0.03 0.01 0.56 0.98 0.13 0.16 0.75 0.35 0.45 0.80 0.28 0.09 0.59 0.59 0.31 0.22 0.48 0.19 0.94 0.26 0.09 0.04 0.02 0.62 0.09 0.22 0.97 0.16 0.77 0.71 0.88 0.59 0.36 0.56 0.89 0.32 0.36 0.97 0.28 0.09 0.19 0.78 0.22 0.80 0.68 ]
[0.86 0.90 0.95 0.87 0.06 0.39 1.00 0.10 0.86 0.09 0.53 0.61 0.67 0.87 0.57 0.88 0.99 0.23 0.49 0.11 0.37 0.86 0.11 0.61 0.26 0.06 0.63 0.95 0.16 0.17 0.76 0.09 0.75 0.19 0.66 0.59 0.33 0.12 0.49 0.66 0.61 0.77 0.05 0.37 0.32 0.51 0.78 0.50 0.30 0.92 0.27 0.47 0.19 0.88 0.68 0.19 0.31 0.76 0.56 0.49 0.66 0.22 0.12 0.20 0.06 0.99 ]
[0.44 0.57 0.85 0.74 0.16 0.00 0.10 1.00 0.82 0.92 0.45 0.89 0.05 0.77 0.05 0.98 0.07 0.61 0.96 0.05 0.44 0.72 0.45 0.65 0.58 0.53 0.35 0.98 0.62 0.68 0.19 0.58 0.48 0.53 0.54 0.92 0.94 0.22 0.30 0.20 0.65 0.53 0.60 0.04 0.50 0.18 0.13 0.31 0.80 0.80 0.35 0.98 0.50 0.84 0.32 0.29 0.24 0.39 0.88 0.60 0.39 0.32 0.57 0.73 0.79 0.87 ]
[0.92 0.42 0.09 0.25 0.45 0.35 0.86 0.82 1.00 0.30 0.37 0.54 0.51 0.50 0.09 0.84 0.25 0.95 0.19 0.34 0.65 0.62 0.50 0.39 0.59 0.42 0.25 0.44 0.14 0.52 0.58 0.14 0.07 0.73 0.17 0.97 0.12 0.45 0.87 0.61 0.02 0.42 0.38 0.42 0.37 0.90 0.11 0.96 0.74 0.69 0.60 0.85 0.57 0.07 0.69 0.73 0.15 0.34 0.83 0.88 0.11 0.80 0.58 0.92 0.03 0.76 ]
[0.61 0.99 0.00 0.94 0.33 0.92 0.09 0.92 0.30 1.00 0.37 0.07 0.38 0.47 0.17 0.79 0.33 0.85 0.77 0.96 0.88 0.03 0.61 0.43 0.57 0.94 0.87 0.34 0.30 0.98 0.58 0.94 0.01 0.38 0.96 0.03 0.54 0.74 0.47 0.94 0.99 0.80 0.50 0.78 0.77 0.42 0.66 0.43 0.24 0.15 0.49 0.55 0.47 0.68 0.38 0.04 0.92 0.26 0.49 0.93 0.82 0.52 0.15 0.21 0.55 0.37 ]
[0.79 0.40 0.61 0.64 0.37 0.56 0.53 0.45 0.37 0.37 1.00 0.01 0.65 0.44 0.17 0.74 0.66 0.65 0.02 0.41 0.98 0.95 0.76 0.29 0.60 0.98 0.93 0.27 0.55 0.73 0.62 0.94 0.84 0.36 0.68 0.83 0.45 0.22 0.99 0.93 0.48 0.57 0.76 0.66 0.53 0.83 0.54 0.09 0.32 0.55 0.40 0.81 0.55 0.99 0.78 0.19 0.34 0.51 0.05 0.27 0.46 0.08 0.01 0.35 0.26 0.96 ]
[0.26 0.28 0.80 0.80 0.74 0.13 0.61 0.89 0.54 0.07 0.01 1.00 0.32 0.92 0.99 0.09 0.36 0.74 0.16 0.38 0.36 0.30 0.31 0.25 0.77 0.02 0.08 0.95 0.62 0.61 0.83 0.48 0.35 0.37 0.12 0.01 0.41 0.29 0.08 0.61 0.00 0.80 0.85 0.87 0.85 0.60 0.54 0.70 0.39 0.46 0.08 0.18 0.02 0.60 0.81 0.97 0.42 0.28 0.05 0.55 0.01 0.25 0.98 0.56 0.24 0.75 ]
