D = 4;
n = [ 4 4 4 4 ];
N = 35;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.86 0.83 0.05 0.97 0.50 0.62 0.85 0.59 0.48 0.17 0.43 0.63 0.33 0.86 0.56 0.05 0.80 0.09 0.48 0.71 0.18 0.25 0.37 1.00 0.52 0.41 0.55 0.08 0.61 0.86 0.19 0.31 0.59 0.39 ]
[0.86 1.00 0.95 0.03 0.21 0.15 0.63 0.85 0.82 0.92 0.83 0.28 0.78 0.68 0.69 0.90 0.99 0.88 0.27 0.63 0.56 0.29 0.50 0.03 0.33 0.15 0.26 0.85 0.91 0.35 0.99 0.86 0.06 0.69 0.91 ]
[0.83 0.95 1.00 0.48 0.57 0.24 0.15 0.01 0.48 0.72 0.41 0.44 0.69 0.38 0.35 0.34 0.91 0.08 0.62 0.50 0.98 0.88 0.76 0.61 0.92 0.98 0.94 0.25 0.08 0.81 0.23 0.84 0.41 0.12 0.32 ]
[0.05 0.03 0.48 1.00 0.18 0.95 0.26 0.09 0.99 0.95 0.87 0.87 0.78 0.78 0.26 0.63 0.99 0.30 0.36 0.34 0.81 0.67 0.83 0.41 0.93 0.90 0.91 0.21 0.51 0.91 0.30 0.09 0.60 0.19 0.23 ]
[0.97 0.21 0.57 0.18 1.00 0.11 0.60 0.49 0.49 0.66 0.84 0.12 0.47 0.51 0.89 0.90 0.65 0.96 0.24 0.69 0.91 0.13 0.70 0.39 0.70 0.07 0.02 0.60 0.97 0.80 0.84 0.92 0.55 0.96 0.39 ]
[0.50 0.15 0.24 0.95 0.11 1.00 0.61 0.28 0.90 0.33 0.45 0.82 0.75 0.77 0.07 0.72 0.18 0.34 0.36 0.68 0.56 0.83 0.07 0.65 0.25 0.91 0.43 0.02 0.67 0.15 0.99 0.70 0.84 0.37 0.15 ]
[0.62 0.63 0.15 0.26 0.60 0.61 1.00 0.42 0.69 0.86 0.36 0.87 0.60 0.01 0.51 0.13 0.01 0.68 0.64 0.41 0.38 0.54 0.05 0.07 0.85 0.83 0.28 0.20 0.56 0.37 0.63 0.61 0.30 0.31 0.41 ]
[0.85 0.85 0.01 0.09 0.49 0.28 0.42 1.00 0.91 0.34 0.14 0.81 0.00 0.49 0.98 0.65 0.54 0.61 0.64 0.08 0.37 0.59 0.53 0.83 0.52 0.44 0.28 0.89 0.77 0.59 0.65 0.43 0.64 0.28 0.45 ]
[0.59 0.82 0.48 0.99 0.49 0.90 0.69 0.91 1.00 0.01 0.01 0.84 0.69 0.54 0.74 0.70 0.71 0.38 0.70 0.38 0.31 0.30 0.98 0.56 0.55 0.73 0.44 0.96 0.46 0.29 0.90 0.49 0.21 0.72 0.51 ]
[0.48 0.92 0.72 0.95 0.66 0.33 0.86 0.34 0.01 1.00 0.23 0.16 0.97 0.64 0.11 0.06 0.73 0.74 0.14 0.59 0.82 0.19 0.58 0.68 0.44 0.51 0.02 0.60 0.12 0.59 0.14 0.50 0.79 0.88 0.37 ]
[0.17 0.83 0.41 0.87 0.84 0.45 0.36 0.14 0.01 0.23 1.00 0.50 0.96 0.17 0.84 0.64 0.29 0.65 0.23 0.66 0.25 0.52 0.15 0.65 0.24 0.65 0.39 0.86 0.62 0.84 0.51 0.97 0.28 0.60 0.29 ]
[0.43 0.28 0.44 0.87 0.12 0.82 0.87 0.81 0.84 0.16 0.50 1.00 0.54 0.28 0.93 0.03 0.42 0.47 0.52 0.44 0.20 0.59 0.85 0.90 0.28 0.21 0.19 0.96 0.42 0.18 0.40 0.85 0.44 0.44 0.25 ]
[0.63 0.78 0.69 0.78 0.47 0.75 0.60 0.00 0.69 0.97 0.96 0.54 1.00 0.13 0.32 0.22 0.92 0.50 0.37 0.41 0.66 0.24 0.70 0.71 0.14 0.85 0.92 0.65 0.51 0.65 0.44 0.20 0.05 0.40 0.11 ]
