D = 4;
n = [ 5 5 5 5 ];
N = 26;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.46 0.21 0.84 0.32 0.19 0.41 0.89 0.78 0.73 0.13 0.84 0.32 0.17 0.40 0.50 0.97 0.94 0.04 0.94 0.03 0.44 0.08 0.08 0.78 0.89 ]
[0.46 1.00 0.75 0.46 0.21 0.82 0.30 0.47 0.50 0.87 0.27 0.07 0.82 0.69 0.87 0.91 0.55 0.32 0.97 0.36 0.06 0.54 0.37 0.59 0.59 0.20 ]
[0.21 0.75 1.00 0.01 0.37 0.57 0.99 0.79 0.12 0.75 0.89 0.78 0.93 0.54 0.64 0.04 0.97 0.20 0.84 0.25 0.31 0.52 0.62 0.37 0.60 0.11 ]
[0.84 0.46 0.01 1.00 0.36 0.58 0.74 0.89 0.34 0.74 0.65 0.46 0.28 0.66 0.11 0.37 0.88 0.14 0.29 0.58 0.08 0.57 0.72 0.32 0.32 0.03 ]
[0.32 0.21 0.37 0.36 1.00 0.54 0.46 0.83 0.39 0.00 0.66 0.67 0.37 0.98 0.21 0.09 0.71 0.80 0.01 0.26 0.97 0.50 0.38 0.79 0.67 0.73 ]
[0.19 0.82 0.57 0.58 0.54 1.00 0.56 0.88 0.96 0.35 0.71 0.33 0.72 0.27 0.12 0.58 0.64 0.91 0.26 0.46 0.79 0.67 0.91 0.34 0.48 0.82 ]
[0.41 0.30 0.99 0.74 0.46 0.56 1.00 0.18 0.01 0.36 0.64 0.38 0.37 0.30 0.63 0.71 0.41 0.69 0.91 0.97 0.11 0.34 0.43 0.38 0.88 0.48 ]
[0.89 0.47 0.79 0.89 0.83 0.88 0.18 1.00 0.42 0.59 0.16 0.96 0.42 0.26 0.39 0.24 0.58 0.44 0.38 0.42 0.88 0.80 0.83 0.56 0.20 0.73 ]
[0.78 0.50 0.12 0.34 0.39 0.96 0.01 0.42 1.00 0.99 0.79 0.87 0.74 0.56 0.86 0.87 0.00 0.72 0.23 0.34 0.33 0.26 0.80 0.32 0.08 0.18 ]
[0.73 0.87 0.75 0.74 0.00 0.35 0.36 0.59 0.99 1.00 0.38 0.38 0.38 0.29 0.91 0.03 0.04 0.13 0.01 0.61 0.11 0.02 0.42 0.08 0.96 0.78 ]
[0.13 0.27 0.89 0.65 0.66 0.71 0.64 0.16 0.79 0.38 1.00 0.79 0.26 0.48 0.59 0.63 0.91 0.38 0.65 0.40 0.27 0.71 0.34 0.35 0.69 0.70 ]
[0.84 0.07 0.78 0.46 0.67 0.33 0.38 0.96 0.87 0.38 0.79 1.00 0.39 0.06 0.08 0.80 0.96 0.91 0.30 0.82 0.55 0.04 0.31 0.16 0.47 0.84 ]
[0.32 0.82 0.93 0.28 0.37 0.72 0.37 0.42 0.74 0.38 0.26 0.39 1.00 0.16 0.44 0.97 0.50 0.80 0.90 0.37 0.86 0.80 0.87 0.21 0.29 0.56 ]
[0.17 0.69 0.54 0.66 0.98 0.27 0.30 0.26 0.56 0.29 0.48 0.06 0.16 1.00 0.14 0.60 0.53 0.06 0.60 0.17 0.29 0.25 0.82 0.83 0.13 0.68 ]
[0.40 0.87 0.64 0.11 0.21 0.12 0.63 0.39 0.86 0.91 0.59 0.08 0.44 0.14 1.00 0.46 1.00 0.91 0.14 1.00 0.73 0.89 0.65 0.95 0.86 0.50 ]
[0.50 0.91 0.04 0.37 0.09 0.58 0.71 0.24 0.87 0.03 0.63 0.80 0.97 0.60 0.46 1.00 0.91 0.64 0.48 0.62 0.90 0.65 0.20 0.28 0.62 0.69 ]
[0.97 0.55 0.97 0.88 0.71 0.64 0.41 0.58 0.00 0.04 0.91 0.96 0.50 0.53 1.00 0.91 1.00 0.71 0.16 0.57 0.91 0.49 0.55 0.21 0.28 0.13 ]
[0.94 0.32 0.20 0.14 0.80 0.91 0.69 0.44 0.72 0.13 0.38 0.91 0.80 0.06 0.91 0.64 0.71 1.00 0.95 0.77 0.77 0.95 0.37 0.50 0.80 0.36 ]
[0.04 0.97 0.84 0.29 0.01 0.26 0.91 0.38 0.23 0.01 0.65 0.30 0.90 0.60 0.14 0.48 0.16 0.95 1.00 0.05 0.95 0.27 0.34 0.10 0.53 0.91 ]
[0.94 0.36 0.25 0.58 0.26 0.46 0.97 0.42 0.34 0.61 0.40 0.82 0.37 0.17 1.00 0.62 0.57 0.77 0.05 1.00 0.27 0.88 0.51 0.38 0.58 0.45 ]
[0.03 0.06 0.31 0.08 0.97 0.79 0.11 0.88 0.33 0.11 0.27 0.55 0.86 0.29 0.73 0.90 0.91 0.77 0.95 0.27 1.00 0.58 0.99 0.14 0.47 0.82 ]
[0.44 0.54 0.52 0.57 0.50 0.67 0.34 0.80 0.26 0.02 0.71 0.04 0.80 0.25 0.89 0.65 0.49 0.95 0.27 0.88 0.58 1.00 0.40 0.59 0.41 0.74 ]
[0.08 0.37 0.62 0.72 0.38 0.91 0.43 0.83 0.80 0.42 0.34 0.31 0.87 0.82 0.65 0.20 0.55 0.37 0.34 0.51 0.99 0.40 1.00 0.59 0.75 0.26 ]
[0.08 0.59 0.37 0.32 0.79 0.34 0.38 0.56 0.32 0.08 0.35 0.16 0.21 0.83 0.95 0.28 0.21 0.50 0.10 0.38 0.14 0.59 0.59 1.00 0.66 0.07 ]
[0.78 0.59 0.60 0.32 0.67 0.48 0.88 0.20 0.08 0.96 0.69 0.47 0.29 0.13 0.86 0.62 0.28 0.80 0.53 0.58 0.47 0.41 0.75 0.66 1.00 0.69 ]
[0.89 0.20 0.11 0.03 0.73 0.82 0.48 0.73 0.18 0.78 0.70 0.84 0.56 0.68 0.50 0.69 0.13 0.36 0.91 0.45 0.82 0.74 0.26 0.07 0.69 1.00 ]
];
