D = 4;
n = [ 2 2 2 2 ];
N = 18;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 4 4 ];
m = [
[1.00 0.29 0.02 0.43 0.84 0.84 0.43 0.98 0.07 0.51 0.43 0.11 0.12 0.87 0.14 0.00 0.33 0.50 ]
[0.29 1.00 0.81 0.21 0.71 0.59 0.44 0.24 0.70 0.17 0.85 0.26 0.92 0.57 0.80 0.62 0.11 0.09 ]
[0.02 0.81 1.00 0.99 0.76 0.01 0.14 0.18 0.33 0.03 0.42 0.62 0.41 0.90 0.60 0.08 0.27 0.99 ]
[0.43 0.21 0.99 1.00 0.19 0.58 0.95 0.06 0.39 0.22 0.89 0.96 0.00 0.94 0.84 0.35 0.56 0.84 ]
[0.84 0.71 0.76 0.19 1.00 0.38 0.40 0.09 0.36 0.19 0.38 0.10 0.47 0.88 0.21 0.99 0.24 0.93 ]
[0.84 0.59 0.01 0.58 0.38 1.00 0.24 0.72 0.91 0.80 0.88 0.66 0.23 0.79 0.29 0.84 0.46 0.60 ]
[0.43 0.44 0.14 0.95 0.40 0.24 1.00 0.41 0.51 0.56 0.73 0.75 0.64 0.02 0.76 0.92 0.72 0.54 ]
[0.98 0.24 0.18 0.06 0.09 0.72 0.41 1.00 0.60 0.43 0.36 0.38 0.56 0.70 0.90 0.24 0.70 0.37 ]
[0.07 0.70 0.33 0.39 0.36 0.91 0.51 0.60 1.00 0.74 0.91 0.44 0.27 0.01 0.80 0.36 0.48 0.81 ]
[0.51 0.17 0.03 0.22 0.19 0.80 0.56 0.43 0.74 1.00 0.49 1.00 0.10 0.13 0.49 0.09 0.42 0.60 ]
[0.43 0.85 0.42 0.89 0.38 0.88 0.73 0.36 0.91 0.49 1.00 0.16 0.94 0.32 0.93 0.19 0.99 0.98 ]
[0.11 0.26 0.62 0.96 0.10 0.66 0.75 0.38 0.44 1.00 0.16 1.00 0.78 0.56 0.62 0.87 0.34 0.84 ]
[0.12 0.92 0.41 0.00 0.47 0.23 0.64 0.56 0.27 0.10 0.94 0.78 1.00 0.94 0.92 0.17 0.44 0.29 ]
[0.87 0.57 0.90 0.94 0.88 0.79 0.02 0.70 0.01 0.13 0.32 0.56 0.94 1.00 0.72 0.47 0.16 1.00 ]
[0.14 0.80 0.60 0.84 0.21 0.29 0.76 0.90 0.80 0.49 0.93 0.62 0.92 0.72 1.00 0.24 0.15 0.97 ]
[0.00 0.62 0.08 0.35 0.99 0.84 0.92 0.24 0.36 0.09 0.19 0.87 0.17 0.47 0.24 1.00 0.40 0.05 ]
[0.33 0.11 0.27 0.56 0.24 0.46 0.72 0.70 0.48 0.42 0.99 0.34 0.44 0.16 0.15 0.40 1.00 0.25 ]
[0.50 0.09 0.99 0.84 0.93 0.60 0.54 0.37 0.81 0.60 0.98 0.84 0.29 1.00 0.97 0.05 0.25 1.00 ]
];
