D = 4;
n = [ 3 3 3 3 ];
N = 68;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.67 0.82 0.30 0.55 1.00 0.69 0.64 0.40 0.82 0.43 0.44 0.68 0.79 0.62 0.57 0.52 0.34 0.84 0.48 0.52 0.06 0.08 0.25 0.95 0.40 0.64 0.52 0.12 0.47 0.54 0.42 0.56 0.89 0.24 0.07 0.88 0.88 0.53 0.16 0.51 0.54 0.84 0.36 0.40 0.59 0.10 0.89 0.55 0.62 0.43 0.43 0.18 0.04 0.21 0.05 0.93 0.88 0.12 0.46 0.83 0.43 0.16 0.46 0.67 0.79 0.69 0.47 ]
[0.67 1.00 0.10 0.92 0.73 0.85 0.80 0.41 0.20 0.15 0.55 0.41 0.89 0.45 0.53 0.16 0.46 0.16 0.14 0.13 0.38 0.61 0.78 0.54 0.43 0.07 0.14 0.79 0.45 0.03 0.26 0.61 0.20 0.27 0.72 0.26 0.01 0.13 0.67 0.97 0.99 0.00 0.05 0.43 0.18 0.27 0.99 0.34 0.12 0.80 0.91 0.46 0.49 0.90 0.99 0.22 0.19 0.16 0.79 0.84 0.91 0.56 0.38 0.80 0.78 0.51 0.09 0.38 ]
[0.82 0.10 1.00 0.15 0.06 0.20 0.55 0.67 0.29 0.53 0.68 0.34 0.05 0.37 0.94 0.73 0.98 0.48 0.49 0.24 0.33 0.52 0.03 0.96 0.14 0.53 0.27 0.04 0.00 0.12 0.26 0.31 0.39 0.65 0.43 0.62 0.21 0.47 0.28 0.05 0.29 0.97 0.52 0.82 0.44 0.95 0.32 0.77 0.42 0.99 0.72 0.17 0.39 0.34 0.65 0.35 0.15 0.99 0.70 0.96 0.77 0.85 0.39 0.45 0.57 0.29 0.89 0.39 ]
[0.30 0.92 0.15 1.00 0.05 0.16 0.66 0.80 0.57 0.15 0.56 0.96 0.77 0.38 0.66 0.92 0.19 0.84 0.96 0.62 0.40 0.86 0.65 0.57 0.48 0.93 1.00 0.49 0.50 0.60 0.58 0.62 0.75 0.08 0.87 0.72 0.09 0.21 0.08 0.58 0.74 0.20 0.57 0.17 0.87 0.93 0.66 0.95 0.03 0.08 0.56 0.47 0.86 0.23 0.62 0.78 0.99 0.81 0.52 0.84 0.64 0.80 0.80 0.24 0.06 0.45 0.09 0.80 ]
[0.55 0.73 0.06 0.05 1.00 0.80 0.37 0.39 0.56 0.12 0.83 0.74 0.30 0.37 0.26 0.12 0.26 0.32 0.23 0.01 1.00 0.76 0.29 0.68 0.95 0.39 0.66 0.93 0.20 0.70 0.53 0.35 0.48 0.61 0.26 0.62 0.32 0.00 0.31 0.88 0.65 0.95 0.97 0.13 0.15 0.91 0.88 0.43 0.97 0.61 0.19 0.70 0.59 0.75 0.13 0.64 0.56 0.37 0.82 0.35 0.77 0.26 0.76 0.86 0.03 0.58 0.94 0.99 ]
[1.00 0.85 0.20 0.16 0.80 1.00 0.68 0.83 0.77 0.34 0.05 0.81 0.55 0.47 0.08 0.96 0.78 0.98 0.83 0.26 0.66 0.94 0.31 0.99 0.34 0.39 0.59 0.77 0.57 0.85 0.06 0.45 0.20 0.42 0.90 0.75 0.64 0.14 0.28 0.57 0.74 0.55 0.36 0.17 0.55 0.02 0.17 0.60 0.93 0.87 0.56 0.52 0.45 0.22 0.30 0.87 0.24 0.01 0.55 0.53 0.26 0.70 0.32 0.51 0.72 0.83 0.95 0.05 ]
[0.69 0.80 0.55 0.66 0.37 0.68 1.00 0.81 0.47 0.79 0.09 0.24 0.51 0.33 0.29 0.73 0.60 0.12 0.37 0.00 0.69 0.66 0.14 0.30 0.12 0.56 0.13 0.18 0.85 0.36 0.92 0.92 0.53 0.56 0.56 0.85 0.05 0.21 0.79 0.83 0.52 0.13 0.96 0.28 0.84 0.01 0.99 0.62 0.80 0.64 0.55 0.40 0.09 0.01 0.96 0.44 0.61 0.99 0.14 0.58 0.74 0.96 0.88 0.80 0.57 0.70 0.15 0.50 ]
[0.64 0.41 0.67 0.80 0.39 0.83 0.81 1.00 0.29 0.40 0.33 0.90 0.91 0.64 0.97 0.80 0.60 0.03 0.86 0.30 0.28 0.79 0.80 0.91 0.26 0.20 1.00 0.80 0.72 0.50 0.65 0.68 0.60 0.63 0.36 0.67 0.03 0.06 0.74 0.95 0.61 0.36 0.15 0.70 0.00 0.06 0.92 0.95 0.02 0.24 0.57 0.37 0.10 0.42 0.02 0.58 0.26 0.62 0.28 0.21 0.85 0.36 0.59 0.31 0.57 0.40 0.87 0.68 ]
[0.40 0.20 0.29 0.57 0.56 0.77 0.47 0.29 1.00 0.97 0.57 0.50 0.62 0.82 0.38 0.87 0.69 0.15 0.95 0.11 0.15 0.78 0.83 0.55 0.18 0.27 0.76 0.89 0.58 0.70 0.23 0.35 0.19 0.34 0.24 0.36 0.91 0.42 0.59 0.27 0.89 0.95 1.00 0.55 0.30 0.41 0.16 0.18 0.01 0.65 0.14 0.32 0.73 0.92 0.23 0.51 0.80 0.95 0.81 0.63 0.67 0.30 0.20 0.23 0.84 0.16 0.24 0.54 ]
[0.82 0.15 0.53 0.15 0.12 0.34 0.79 0.40 0.97 1.00 0.13 0.62 0.18 0.58 0.27 0.90 0.97 0.18 0.33 0.24 0.42 0.28 0.11 0.72 0.91 0.73 0.80 0.44 0.21 0.57 0.86 0.44 0.24 0.05 0.48 0.68 0.35 0.20 0.00 0.82 0.79 0.74 0.01 0.11 0.77 0.41 0.64 0.39 0.15 0.32 0.25 0.01 0.86 0.89 0.45 0.39 0.75 0.40 0.50 0.29 0.29 0.72 0.99 0.12 0.93 0.25 0.24 0.27 ]
