D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 78;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.71 0.21 0.50 0.11 0.38 0.29 0.02 0.37 0.20 0.97 0.07 0.47 0.09 0.07 0.79 0.54 0.32 0.09 0.71 0.59 0.64 0.48 0.26 0.08 0.34 0.31 0.91 0.24 0.02 0.91 0.55 0.26 0.30 0.87 0.14 0.10 0.92 0.49 0.21 0.71 0.17 0.32 0.53 1.00 0.67 0.70 0.85 0.84 0.21 0.95 1.00 0.71 0.37 0.48 0.48 0.46 0.04 0.77 0.89 0.93 0.45 0.05 0.55 0.26 0.03 0.73 0.56 0.84 0.89 0.07 0.16 0.74 0.41 0.71 0.92 0.70 0.40 ]
[0.71 1.00 0.78 0.69 0.33 0.24 0.71 0.26 0.89 0.56 0.52 0.17 0.56 0.62 0.40 0.63 0.65 0.80 0.93 0.54 0.77 0.98 0.89 0.31 0.37 0.09 0.92 0.90 0.46 0.99 0.49 0.74 0.88 0.81 0.28 0.62 0.92 0.71 0.04 0.81 0.34 0.81 1.00 0.69 0.80 0.68 0.24 0.65 0.19 0.63 0.06 0.66 0.08 0.59 0.11 0.71 0.47 0.55 0.00 0.91 0.66 0.04 0.27 0.50 0.03 0.50 0.23 0.77 0.75 0.20 0.93 0.78 0.93 0.39 0.94 0.31 0.51 0.68 ]
[0.21 0.78 1.00 0.35 0.27 0.42 0.76 0.72 0.45 0.48 0.41 0.92 0.83 0.66 0.22 0.78 0.47 0.50 0.40 0.89 0.54 0.25 0.13 0.46 0.88 0.30 0.76 0.98 0.23 0.05 0.67 0.93 0.15 0.35 0.53 0.45 0.31 0.93 0.32 0.02 0.57 0.91 0.30 0.47 0.19 0.45 0.70 0.86 0.63 0.15 0.64 0.57 0.58 0.96 0.79 0.58 0.84 0.63 0.86 0.20 0.14 0.69 0.68 0.80 0.70 0.24 0.84 0.36 0.48 0.28 0.62 0.50 0.46 0.53 0.51 0.20 0.98 0.82 ]
[0.50 0.69 0.35 1.00 0.40 0.04 0.11 0.41 0.65 0.59 0.49 0.89 0.17 0.97 0.06 0.52 0.61 0.14 0.47 0.34 0.65 0.79 0.47 0.55 0.06 0.66 0.70 1.00 0.58 0.89 0.86 0.52 0.10 0.47 0.77 0.15 0.35 0.15 0.93 0.56 0.80 0.94 0.78 0.26 0.35 0.56 0.89 0.76 0.82 0.60 0.56 0.45 0.66 0.15 0.25 0.23 0.87 0.33 0.07 0.06 0.34 0.56 0.50 0.12 0.08 0.04 0.13 0.02 0.00 0.13 0.33 0.89 0.32 0.16 0.83 0.78 0.06 0.97 ]
[0.11 0.33 0.27 0.40 1.00 0.54 0.82 0.58 0.30 0.83 0.45 0.44 0.71 0.23 0.03 0.87 0.87 0.22 0.16 0.71 0.07 0.75 0.33 0.39 0.91 0.19 1.00 0.23 0.71 0.01 0.67 0.96 0.76 0.33 0.66 0.42 0.45 0.05 0.79 0.20 0.70 0.66 0.79 0.52 0.47 0.60 0.81 0.53 0.36 0.54 0.09 0.60 0.76 0.87 0.48 0.37 0.77 0.45 0.63 0.38 0.19 0.46 0.66 0.77 0.97 0.54 0.60 0.98 0.82 0.83 0.31 0.82 0.11 0.68 0.89 0.78 0.21 0.47 ]
[0.38 0.24 0.42 0.04 0.54 1.00 0.73 0.76 0.98 0.31 0.55 0.46 0.87 0.43 0.42 0.64 0.38 0.23 0.16 0.88 0.13 0.92 0.25 0.05 0.31 0.48 0.09 0.10 0.24 0.85 0.79 0.11 0.47 0.31 0.30 0.57 0.89 0.55 0.34 0.27 0.75 0.82 0.34 0.13 0.98 0.52 0.27 0.71 0.65 0.75 0.37 0.57 0.60 0.49 0.23 0.99 0.04 0.02 0.06 0.77 0.54 0.54 0.68 0.80 0.73 0.13 0.97 0.48 0.29 0.27 0.82 0.79 0.06 0.27 0.50 0.43 0.01 0.73 ]
[0.29 0.71 0.76 0.11 0.82 0.73 1.00 0.33 0.89 0.34 0.36 0.97 0.42 0.72 0.55 0.19 0.06 0.48 0.34 0.40 1.00 0.69 0.52 0.55 0.71 0.68 0.91 0.89 0.27 0.31 0.44 0.95 0.90 0.13 0.51 0.90 0.25 0.33 0.26 0.22 0.15 0.36 0.38 0.16 0.48 0.04 0.82 0.28 0.92 0.91 0.09 0.37 0.50 0.95 0.45 0.64 0.60 0.02 0.55 0.70 0.40 0.09 0.14 0.97 1.00 0.79 0.48 0.30 0.76 0.76 0.53 0.70 0.49 0.28 0.95 0.70 0.56 0.79 ]
[0.02 0.26 0.72 0.41 0.58 0.76 0.33 1.00 0.74 0.98 0.54 0.45 0.19 0.82 0.87 0.71 0.35 0.90 0.98 0.47 0.85 0.05 0.04 0.38 0.74 0.89 0.50 0.40 0.60 0.72 0.56 0.92 0.10 0.07 0.45 0.70 0.26 0.26 0.93 0.45 0.24 0.90 0.31 0.39 0.59 0.76 0.60 0.21 0.16 0.61 0.99 0.56 0.15 0.24 0.73 0.36 0.38 0.95 0.16 0.28 0.94 0.54 0.39 0.78 0.54 0.01 0.98 0.72 0.86 0.16 0.57 0.03 0.28 0.30 0.23 0.64 0.15 0.49 ]
[0.37 0.89 0.45 0.65 0.30 0.98 0.89 0.74 1.00 0.68 0.34 0.20 0.71 0.36 0.73 0.21 0.52 0.15 0.52 0.67 0.88 0.60 0.50 0.42 0.04 0.17 0.10 0.20 0.56 0.04 0.29 0.81 0.08 0.20 0.37 0.11 0.13 0.65 0.65 0.55 0.25 0.51 0.31 0.01 0.52 0.35 0.58 0.05 0.04 0.26 0.80 0.11 0.30 0.13 0.03 0.11 0.14 0.53 0.09 0.65 0.85 0.16 0.28 0.60 0.80 0.59 0.33 0.29 0.01 0.03 0.50 0.72 0.09 0.11 0.99 0.23 0.03 0.41 ]
[0.20 0.56 0.48 0.59 0.83 0.31 0.34 0.98 0.68 1.00 0.22 0.55 0.02 0.77 0.92 0.21 0.28 0.67 0.10 0.14 0.26 0.42 0.25 0.61 0.61 0.92 0.18 0.92 0.81 0.48 0.13 0.39 0.25 0.19 0.00 0.56 0.28 0.84 0.18 0.64 0.50 0.57 0.19 0.53 0.33 0.55 0.94 0.87 0.16 0.90 0.55 0.47 0.74 0.79 0.87 0.17 0.61 0.24 0.10 0.16 0.06 0.38 0.14 0.60 0.99 0.22 0.72 0.64 0.12 0.03 0.65 0.15 0.42 0.77 0.35 0.55 0.32 0.22 ]
[0.97 0.52 0.41 0.49 0.45 0.55 0.36 0.54 0.34 0.22 1.00 0.37 0.78 0.77 0.50 0.04 0.04 0.64 0.32 0.17 0.24 0.80 0.20 0.05 0.05 0.20 0.43 0.91 0.35 0.24 0.23 0.29 0.12 0.58 0.54 0.40 0.70 0.25 0.81 0.08 0.77 0.72 0.75 0.77 0.58 0.60 0.08 0.72 0.25 0.42 0.09 0.65 0.86 0.20 0.89 0.03 0.55 0.03 0.99 0.17 0.93 0.17 0.55 0.24 0.53 0.27 0.45 0.69 0.73 0.41 0.56 0.19 0.08 0.34 0.67 0.58 0.23 0.54 ]
[0.07 0.17 0.92 0.89 0.44 0.46 0.97 0.45 0.20 0.55 0.37 1.00 0.46 0.55 0.67 0.36 0.08 0.40 0.95 0.42 0.20 0.84 0.42 0.91 0.52 0.32 0.09 0.26 0.63 0.53 0.89 0.62 0.48 0.21 0.04 0.61 0.73 0.69 0.13 0.42 0.95 0.61 0.04 0.32 0.88 0.53 0.70 0.88 0.12 0.69 0.06 0.07 0.04 0.51 0.89 0.53 0.83 0.68 0.77 0.86 0.74 0.55 0.97 0.45 0.97 0.13 0.82 0.33 0.21 0.82 0.87 0.20 0.19 0.06 0.88 0.36 0.33 0.87 ]
[0.47 0.56 0.83 0.17 0.71 0.87 0.42 0.19 0.71 0.02 0.78 0.46 1.00 0.16 0.35 0.35 0.28 0.67 0.23 0.82 0.63 0.71 0.50 0.93 0.57 0.33 0.25 0.93 0.76 0.21 0.45 0.79 0.20 0.78 0.91 0.35 0.32 0.43 0.68 0.10 0.34 0.70 0.13 0.49 0.92 0.87 0.96 0.14 0.87 0.60 0.14 0.30 0.92 0.88 0.26 0.47 0.43 0.48 0.16 0.23 0.39 0.38 0.11 0.42 0.34 0.45 0.62 0.34 0.37 0.62 0.19 0.88 0.28 0.92 0.46 0.23 0.81 0.93 ]
[0.09 0.62 0.66 0.97 0.23 0.43 0.72 0.82 0.36 0.77 0.77 0.55 0.16 1.00 0.06 0.91 0.08 0.07 0.01 0.65 0.74 0.05 0.91 0.14 0.63 0.85 0.81 0.35 0.16 0.78 0.13 0.05 0.74 0.14 0.16 0.42 0.53 0.98 0.33 0.85 0.27 0.41 0.92 0.97 0.44 0.06 0.47 0.63 0.90 0.53 0.16 0.77 0.50 0.73 0.50 0.64 0.51 0.92 0.41 0.60 0.95 0.29 0.13 0.09 0.59 0.40 0.39 0.69 0.43 0.54 0.24 0.97 0.09 0.63 0.33 0.35 0.76 0.90 ]
[0.07 0.40 0.22 0.06 0.03 0.42 0.55 0.87 0.73 0.92 0.50 0.67 0.35 0.06 1.00 0.70 0.89 0.01 0.42 0.45 0.52 0.03 0.03 0.54 0.76 0.51 0.33 0.66 0.37 0.57 0.54 0.96 0.49 0.21 0.75 0.79 0.61 0.98 0.26 0.96 0.58 0.35 0.07 0.48 0.32 0.38 0.71 0.88 0.54 0.09 0.87 0.60 0.38 0.30 0.85 0.01 0.95 0.68 0.06 0.58 0.32 0.12 0.37 0.75 0.87 0.72 0.07 0.97 0.73 0.04 0.18 0.48 0.44 0.70 0.83 0.49 0.49 0.25 ]
[0.79 0.63 0.78 0.52 0.87 0.64 0.19 0.71 0.21 0.21 0.04 0.36 0.35 0.91 0.70 1.00 0.88 0.90 0.28 0.29 0.68 0.28 0.51 0.39 0.97 0.62 0.67 0.81 0.39 0.50 0.16 0.23 0.55 0.68 0.92 0.37 0.66 0.26 0.01 0.44 0.99 0.83 0.33 0.11 0.29 0.34 0.57 0.44 0.74 0.59 0.69 0.92 0.88 0.81 0.31 0.84 0.23 0.31 0.64 0.30 0.93 0.14 0.74 0.59 0.07 0.69 0.09 0.18 0.37 0.31 0.05 0.00 0.78 0.26 0.98 0.69 0.26 0.77 ]
