D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 76;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.28 0.51 0.55 0.59 0.03 0.23 0.76 0.50 0.60 0.62 0.92 0.63 0.27 0.91 0.40 0.23 0.68 0.68 0.00 0.02 0.54 0.15 0.18 0.59 0.76 0.35 0.82 0.14 0.15 0.64 0.14 0.13 0.24 0.26 0.34 0.98 0.21 0.88 0.02 0.81 0.64 0.01 0.40 0.54 0.53 0.76 0.13 0.85 0.18 0.09 0.53 0.07 0.63 0.05 0.90 0.19 0.93 0.13 0.08 0.93 0.85 0.53 0.67 0.30 0.72 0.65 0.07 0.48 0.46 0.27 0.65 0.95 0.74 0.04 0.63 ]
[0.28 1.00 0.82 0.58 0.60 0.16 0.66 0.74 0.72 0.79 0.24 0.15 0.78 0.26 0.21 0.76 0.39 0.76 0.25 0.03 0.75 0.56 0.68 0.79 0.68 0.93 0.37 0.53 0.39 0.93 0.85 0.80 0.25 0.29 0.23 0.72 0.46 0.78 0.61 0.80 0.10 0.82 0.27 0.74 0.30 0.12 0.45 0.17 0.39 0.12 0.27 0.89 0.21 0.99 0.72 0.43 0.99 0.75 0.26 0.03 0.50 0.33 0.11 0.38 0.75 0.82 0.24 0.27 0.22 0.06 0.20 0.88 0.56 0.54 0.36 0.88 ]
[0.51 0.82 1.00 0.01 0.61 0.02 0.52 0.83 0.69 0.25 0.70 0.95 0.32 0.99 0.04 0.12 0.22 0.36 0.94 0.87 0.70 0.36 0.50 0.22 0.40 0.51 0.11 0.77 0.82 0.94 0.27 0.15 0.62 0.30 0.06 0.29 0.01 0.07 0.06 0.38 0.94 0.94 0.65 0.41 0.93 0.32 0.29 0.06 0.86 0.35 0.32 0.81 0.51 0.98 0.15 0.85 0.03 0.68 0.51 0.39 0.25 0.46 0.55 0.12 0.77 0.91 0.20 0.11 0.32 0.13 0.77 0.16 0.00 0.17 0.61 0.44 ]
[0.55 0.58 0.01 1.00 1.00 0.55 0.17 0.58 0.96 0.54 0.82 0.82 0.17 0.40 0.50 0.31 0.28 0.87 0.77 0.10 0.58 0.40 0.85 0.45 0.41 0.51 0.36 0.21 0.23 0.14 0.84 0.25 0.24 0.52 0.78 0.90 0.99 0.75 0.04 0.45 0.18 0.94 0.40 0.70 0.34 0.24 0.30 0.34 0.78 0.54 0.92 0.25 0.36 0.73 0.49 0.91 0.42 0.74 0.33 0.84 0.13 0.47 0.69 0.20 0.49 0.77 0.50 0.04 0.37 0.19 0.35 0.49 0.77 0.34 0.48 0.38 ]
[0.59 0.60 0.61 1.00 1.00 0.79 0.14 0.96 0.58 0.37 0.54 0.80 0.94 0.03 0.65 0.74 0.95 0.73 0.67 0.25 0.56 0.93 0.81 0.69 0.94 0.68 0.80 0.95 0.45 0.78 0.47 0.71 0.94 0.03 0.58 0.99 0.91 0.62 0.74 0.66 0.09 0.10 0.39 0.54 0.98 0.21 0.39 0.10 0.54 0.73 0.47 0.02 0.32 0.23 0.02 0.59 0.76 0.99 0.67 0.93 0.56 0.12 0.66 0.23 0.40 0.12 0.24 0.69 0.64 0.02 0.24 0.23 0.69 0.42 0.90 0.84 ]
[0.03 0.16 0.02 0.55 0.79 1.00 0.64 0.23 0.52 0.37 0.41 0.58 0.21 0.15 0.00 0.02 0.07 0.34 0.08 0.68 0.40 0.51 0.74 0.02 0.84 0.52 0.20 0.17 0.98 0.90 0.14 0.62 0.24 0.66 0.79 0.89 0.96 0.24 0.25 0.04 0.06 0.64 0.09 0.77 0.69 0.11 0.37 0.40 0.85 0.61 0.01 0.56 0.42 0.75 0.86 0.66 0.62 0.61 0.96 0.35 0.84 0.10 0.60 0.52 0.83 0.05 0.49 0.97 0.06 0.99 0.25 0.03 0.64 0.21 0.58 0.38 ]
[0.23 0.66 0.52 0.17 0.14 0.64 1.00 0.79 0.11 0.59 0.79 0.74 0.70 0.60 0.14 0.52 0.71 0.05 0.55 0.25 0.65 0.64 0.15 0.02 0.88 0.41 0.03 0.44 0.55 0.40 0.67 0.86 0.70 0.56 0.04 0.23 0.53 0.47 0.38 0.25 0.37 0.61 0.14 0.24 0.66 0.04 0.40 0.13 0.02 0.02 0.80 0.17 0.08 0.02 0.61 0.53 0.94 0.12 0.89 0.87 0.09 0.83 0.62 0.23 0.77 0.73 0.53 0.37 0.52 0.51 0.06 0.74 0.08 0.45 0.28 0.92 ]
[0.76 0.74 0.83 0.58 0.96 0.23 0.79 1.00 0.96 0.42 0.97 0.88 0.67 0.28 0.49 0.91 0.38 0.09 0.21 0.99 0.52 0.74 0.13 0.74 0.20 0.54 0.70 0.81 0.77 0.69 0.51 0.70 0.67 0.61 0.32 0.18 0.43 0.82 0.42 0.98 0.22 0.28 0.58 0.18 0.17 0.00 0.38 0.63 0.03 0.03 0.98 0.99 0.97 0.24 0.41 0.81 0.56 0.10 0.56 0.12 0.83 0.95 0.85 0.87 0.28 0.96 0.41 0.39 0.48 0.03 0.42 0.15 0.41 0.37 0.13 0.71 ]
[0.50 0.72 0.69 0.96 0.58 0.52 0.11 0.96 1.00 0.83 0.27 0.11 0.12 0.00 0.95 0.93 0.67 0.88 0.37 0.49 0.75 0.27 0.13 0.58 0.28 0.34 0.50 0.95 0.85 0.98 0.52 0.33 0.02 0.24 0.08 0.46 0.48 0.20 0.65 0.62 0.53 0.43 0.54 0.18 0.13 0.83 0.15 0.47 0.79 0.07 0.16 0.33 0.01 0.99 0.67 0.33 0.83 0.61 0.15 0.46 0.65 0.14 0.79 0.25 0.80 0.61 0.90 0.85 0.68 0.27 0.96 0.22 0.15 0.48 0.69 0.37 ]
[0.60 0.79 0.25 0.54 0.37 0.37 0.59 0.42 0.83 1.00 0.07 0.95 0.20 0.46 0.99 0.15 0.14 0.12 0.74 0.26 0.44 0.72 1.00 0.07 0.45 0.20 0.38 0.57 0.90 0.15 0.04 0.04 0.38 0.73 0.63 0.08 0.34 0.90 0.30 0.53 0.67 0.80 0.68 0.51 0.24 0.95 0.70 0.13 0.27 0.47 0.68 0.38 0.01 0.80 0.33 0.95 0.29 0.75 0.91 0.28 0.92 0.61 0.18 0.47 0.93 0.35 0.63 0.55 0.70 0.47 0.81 0.48 0.40 0.82 0.17 0.75 ]
