D = 6;
n = [ 5 5 5 5 5 5 ];
N = 39;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.80 0.09 0.29 0.39 0.65 0.16 0.79 0.12 0.19 0.00 0.18 0.71 0.22 0.70 0.09 0.55 0.77 0.99 0.84 0.34 0.32 0.08 0.71 0.19 0.05 0.73 0.57 0.78 0.20 0.44 0.29 0.47 0.39 0.84 0.68 0.02 0.06 0.05 ]
[0.80 1.00 0.37 0.30 0.43 0.42 0.30 0.89 0.31 0.83 0.59 0.96 0.87 0.61 0.17 0.29 0.65 0.81 0.09 0.97 0.34 0.73 0.44 0.24 0.77 0.97 0.83 0.88 0.81 0.97 0.79 0.73 0.98 0.85 0.39 0.53 0.01 0.71 0.96 ]
[0.09 0.37 1.00 0.69 0.77 0.68 0.48 0.40 0.95 0.23 0.37 0.48 0.93 0.35 0.48 0.90 0.23 0.36 0.93 0.33 0.26 0.31 0.75 0.26 0.14 0.12 0.88 0.62 0.92 0.02 0.39 0.38 0.92 0.04 0.91 0.61 0.82 0.33 1.00 ]
[0.29 0.30 0.69 1.00 0.13 0.65 0.71 0.38 0.75 0.87 0.31 0.57 0.05 0.16 0.01 0.62 0.81 0.39 0.05 0.78 0.49 0.29 0.66 0.70 0.93 0.42 0.14 0.96 0.98 0.08 0.01 0.59 0.18 0.66 0.14 0.64 0.51 0.76 0.27 ]
[0.39 0.43 0.77 0.13 1.00 0.19 0.85 0.02 0.66 0.28 0.56 0.76 0.85 0.92 0.45 0.82 0.06 0.44 0.12 0.48 0.19 0.60 0.88 0.79 0.79 0.64 0.81 0.22 0.65 0.56 0.89 0.22 0.23 0.96 0.39 0.58 0.01 0.33 0.54 ]
[0.65 0.42 0.68 0.65 0.19 1.00 0.20 0.05 1.00 0.31 0.89 0.55 0.92 0.69 0.72 0.10 0.89 0.74 0.47 0.07 0.13 0.25 0.71 0.80 0.27 0.94 0.40 0.35 0.60 0.97 0.62 0.03 0.57 0.84 0.18 0.31 0.67 0.69 0.97 ]
[0.16 0.30 0.48 0.71 0.85 0.20 1.00 0.82 0.49 0.92 0.57 0.44 0.81 0.84 0.07 0.48 0.52 0.68 0.81 0.88 0.81 0.46 0.86 0.92 0.51 0.70 0.42 0.57 0.93 0.35 0.92 0.46 0.81 0.41 0.62 0.24 0.69 0.44 0.22 ]
[0.79 0.89 0.40 0.38 0.02 0.05 0.82 1.00 0.14 0.82 0.44 0.77 0.24 0.72 0.14 0.37 0.21 0.55 0.28 0.23 0.01 0.50 0.89 0.04 0.85 0.49 0.19 0.32 0.47 0.02 0.36 0.47 0.98 0.86 0.19 0.84 0.88 0.39 0.94 ]
[0.12 0.31 0.95 0.75 0.66 1.00 0.49 0.14 1.00 0.81 0.47 0.54 0.52 0.02 0.01 0.10 0.47 0.96 0.14 0.34 0.42 0.04 0.99 0.99 0.18 0.80 0.46 0.37 0.29 0.14 0.11 0.64 0.89 0.47 0.08 0.33 0.81 0.27 0.84 ]
[0.19 0.83 0.23 0.87 0.28 0.31 0.92 0.82 0.81 1.00 0.69 0.28 0.82 0.74 0.24 0.35 0.17 0.39 0.86 0.53 0.75 0.89 0.96 0.52 0.73 0.61 0.31 0.75 0.70 0.75 0.16 0.64 0.37 0.65 0.46 0.21 0.50 0.73 0.86 ]
[0.00 0.59 0.37 0.31 0.56 0.89 0.57 0.44 0.47 0.69 1.00 0.78 0.50 0.57 0.68 0.89 0.20 0.64 0.54 0.77 0.34 0.67 0.83 0.20 0.26 0.02 0.72 0.38 0.68 0.98 0.25 0.26 0.04 0.39 0.44 0.00 0.55 0.73 0.14 ]
[0.18 0.96 0.48 0.57 0.76 0.55 0.44 0.77 0.54 0.28 0.78 1.00 0.70 0.79 0.12 0.72 0.46 0.36 0.43 0.37 0.41 0.68 0.39 0.95 0.15 0.63 0.32 0.04 0.52 0.48 0.72 0.61 0.44 0.24 0.83 0.87 0.20 0.88 0.48 ]
[0.71 0.87 0.93 0.05 0.85 0.92 0.81 0.24 0.52 0.82 0.50 0.70 1.00 0.26 0.27 0.36 0.95 0.96 0.12 0.98 0.59 0.08 0.66 0.63 0.53 0.17 0.17 0.13 0.93 0.76 0.70 0.73 0.89 0.41 0.16 0.46 0.95 0.23 0.04 ]
