D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 18;
d = [1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 8 8 ];
m = [
[1.00 0.96 0.30 0.16 0.52 0.33 0.35 0.42 0.69 0.10 0.35 0.21 0.78 0.02 0.96 0.13 0.18 0.52 ]
[0.96 1.00 0.42 0.87 0.12 0.09 0.28 0.73 0.75 0.90 0.89 0.58 0.07 0.72 0.12 0.87 0.37 0.60 ]
[0.30 0.42 1.00 0.73 0.40 0.72 0.09 0.24 0.59 0.14 0.98 0.23 0.27 0.92 0.54 0.96 0.77 0.90 ]
[0.16 0.87 0.73 1.00 0.81 0.23 0.73 0.18 0.64 0.96 0.59 0.08 0.11 0.14 0.54 0.31 0.14 0.77 ]
[0.52 0.12 0.40 0.81 1.00 0.92 0.81 0.77 0.75 0.36 0.88 0.55 0.86 0.50 0.74 0.73 0.23 0.38 ]
[0.33 0.09 0.72 0.23 0.92 1.00 0.27 0.88 0.71 0.86 0.85 0.74 0.98 0.29 0.58 0.05 0.09 0.23 ]
[0.35 0.28 0.09 0.73 0.81 0.27 1.00 0.58 0.09 0.64 0.37 0.47 0.06 0.29 0.22 0.19 0.46 0.94 ]
[0.42 0.73 0.24 0.18 0.77 0.88 0.58 1.00 0.49 0.31 0.54 0.56 0.38 0.20 0.80 0.44 0.45 0.28 ]
[0.69 0.75 0.59 0.64 0.75 0.71 0.09 0.49 1.00 0.03 0.90 0.21 0.91 0.93 0.81 0.97 0.72 0.18 ]
[0.10 0.90 0.14 0.96 0.36 0.86 0.64 0.31 0.03 1.00 0.39 0.44 0.22 0.05 0.79 0.44 0.35 0.41 ]
[0.35 0.89 0.98 0.59 0.88 0.85 0.37 0.54 0.90 0.39 1.00 0.50 0.94 0.05 0.67 0.63 0.97 0.82 ]
[0.21 0.58 0.23 0.08 0.55 0.74 0.47 0.56 0.21 0.44 0.50 1.00 0.71 0.30 0.85 0.33 0.95 0.86 ]
[0.78 0.07 0.27 0.11 0.86 0.98 0.06 0.38 0.91 0.22 0.94 0.71 1.00 0.71 0.81 0.52 0.32 0.00 ]
[0.02 0.72 0.92 0.14 0.50 0.29 0.29 0.20 0.93 0.05 0.05 0.30 0.71 1.00 0.04 0.91 0.63 0.33 ]
[0.96 0.12 0.54 0.54 0.74 0.58 0.22 0.80 0.81 0.79 0.67 0.85 0.81 0.04 1.00 0.86 0.24 0.04 ]
[0.13 0.87 0.96 0.31 0.73 0.05 0.19 0.44 0.97 0.44 0.63 0.33 0.52 0.91 0.86 1.00 0.23 0.17 ]
[0.18 0.37 0.77 0.14 0.23 0.09 0.46 0.45 0.72 0.35 0.97 0.95 0.32 0.63 0.24 0.23 1.00 0.26 ]
[0.52 0.60 0.90 0.77 0.38 0.23 0.94 0.28 0.18 0.41 0.82 0.86 0.00 0.33 0.04 0.17 0.26 1.00 ]
];
