D = 2;
n = [ 1 1 ];
N = 18;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.40 0.03 0.15 0.91 0.19 0.63 0.79 0.62 0.96 0.35 0.50 0.29 0.40 0.22 0.78 0.56 0.33 ]
[0.40 1.00 0.59 0.24 0.41 0.94 0.28 0.21 0.09 0.32 0.55 0.23 0.87 0.90 0.03 0.93 0.36 0.42 ]
[0.03 0.59 1.00 0.27 0.82 0.56 0.62 0.79 0.12 0.30 0.52 0.13 0.13 0.41 0.83 0.13 0.22 0.60 ]
[0.15 0.24 0.27 1.00 0.96 0.72 0.27 0.83 0.72 0.63 0.67 0.98 0.66 0.27 0.15 0.48 0.68 0.37 ]
[0.91 0.41 0.82 0.96 1.00 0.31 0.87 0.06 0.23 0.27 0.26 0.98 0.80 0.73 0.19 0.72 0.49 1.00 ]
[0.19 0.94 0.56 0.72 0.31 1.00 0.13 0.40 0.93 0.75 0.67 0.20 0.44 0.85 0.40 0.94 0.23 0.70 ]
[0.63 0.28 0.62 0.27 0.87 0.13 1.00 0.95 0.54 0.17 0.53 0.30 0.78 0.43 0.21 0.43 0.54 0.13 ]
[0.79 0.21 0.79 0.83 0.06 0.40 0.95 1.00 0.81 0.13 1.00 0.35 0.83 0.85 0.62 0.32 0.67 0.07 ]
[0.62 0.09 0.12 0.72 0.23 0.93 0.54 0.81 1.00 0.25 0.85 0.52 0.45 0.85 0.80 0.13 0.80 0.23 ]
[0.96 0.32 0.30 0.63 0.27 0.75 0.17 0.13 0.25 1.00 0.07 0.51 0.90 0.89 0.44 0.04 0.06 0.55 ]
[0.35 0.55 0.52 0.67 0.26 0.67 0.53 1.00 0.85 0.07 1.00 0.23 0.54 0.35 0.19 0.45 0.10 0.65 ]
[0.50 0.23 0.13 0.98 0.98 0.20 0.30 0.35 0.52 0.51 0.23 1.00 0.17 0.46 0.88 0.15 0.83 0.40 ]
[0.29 0.87 0.13 0.66 0.80 0.44 0.78 0.83 0.45 0.90 0.54 0.17 1.00 0.04 0.83 0.51 0.01 0.71 ]
[0.40 0.90 0.41 0.27 0.73 0.85 0.43 0.85 0.85 0.89 0.35 0.46 0.04 1.00 0.90 0.86 0.60 0.07 ]
[0.22 0.03 0.83 0.15 0.19 0.40 0.21 0.62 0.80 0.44 0.19 0.88 0.83 0.90 1.00 0.87 0.36 0.23 ]
[0.78 0.93 0.13 0.48 0.72 0.94 0.43 0.32 0.13 0.04 0.45 0.15 0.51 0.86 0.87 1.00 0.81 0.83 ]
[0.56 0.36 0.22 0.68 0.49 0.23 0.54 0.67 0.80 0.06 0.10 0.83 0.01 0.60 0.36 0.81 1.00 0.77 ]
[0.33 0.42 0.60 0.37 1.00 0.70 0.13 0.07 0.23 0.55 0.65 0.40 0.71 0.07 0.23 0.83 0.77 1.00 ]
];
