D = 6;
n = [ 5 5 5 5 5 5 ];
N = 62;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.55 0.39 0.71 0.42 0.27 0.33 0.41 0.39 0.10 0.32 0.02 0.36 0.85 0.27 0.48 0.62 0.52 0.82 0.61 0.31 0.42 0.96 0.96 0.38 0.04 0.11 0.83 0.75 0.66 0.87 0.06 0.25 0.31 0.69 0.21 0.65 0.66 0.55 0.54 0.99 0.69 0.54 0.03 0.52 0.72 0.80 0.67 0.66 0.95 0.91 0.23 0.33 0.91 0.59 0.64 0.81 1.00 0.50 0.61 0.81 0.24 ]
[0.55 1.00 0.14 0.44 0.56 0.90 0.98 0.18 0.85 0.26 0.81 0.95 0.85 0.99 0.46 0.47 0.34 0.48 0.83 0.47 0.41 0.25 0.20 0.36 0.57 0.42 0.97 0.37 0.86 0.38 0.06 0.74 0.81 0.54 0.50 0.47 0.63 0.37 0.28 0.02 0.23 0.88 0.72 0.11 0.65 0.96 0.69 0.07 0.43 0.25 0.82 0.03 0.15 0.17 0.56 0.40 0.79 0.94 0.88 0.87 0.92 0.07 ]
[0.39 0.14 1.00 0.60 0.60 0.13 0.57 0.36 0.78 0.09 0.75 0.11 0.39 0.70 0.18 0.03 0.62 0.10 0.99 0.36 0.33 0.33 0.64 0.31 0.90 0.54 0.96 0.13 0.91 0.73 0.30 0.04 0.49 0.43 0.59 0.44 0.67 1.00 0.20 0.85 0.96 0.02 0.12 0.71 1.00 0.27 0.09 0.57 0.97 0.91 0.86 0.48 0.77 0.68 0.82 0.06 0.63 0.40 0.42 0.07 0.32 0.89 ]
[0.71 0.44 0.60 1.00 0.94 0.01 0.75 0.92 0.54 0.74 0.07 0.37 0.16 0.16 0.24 0.47 0.68 0.56 0.73 0.00 0.34 0.29 0.36 0.90 0.98 0.91 0.74 0.86 0.40 0.52 0.71 0.11 0.41 0.66 0.72 0.10 0.33 0.26 0.47 0.52 0.90 0.61 0.88 0.51 0.09 0.46 0.05 0.26 0.43 0.95 0.51 0.03 0.56 0.61 0.25 0.83 1.00 0.96 0.58 0.57 0.10 0.69 ]
[0.42 0.56 0.60 0.94 1.00 0.74 0.98 1.00 0.19 0.04 0.25 0.09 0.04 0.50 0.53 0.99 0.69 0.93 0.82 0.15 0.26 0.66 0.61 0.57 0.99 0.85 0.43 0.95 0.08 0.02 0.61 0.55 0.11 0.87 0.13 0.87 0.93 0.10 0.34 0.11 0.48 0.51 0.42 0.56 0.23 0.92 0.65 0.42 0.43 0.54 0.59 0.12 0.97 0.14 0.62 0.11 0.29 0.02 0.33 0.29 0.81 0.49 ]
[0.27 0.90 0.13 0.01 0.74 1.00 0.33 0.65 0.52 0.50 0.68 0.48 0.81 0.97 0.75 0.37 0.95 0.60 0.83 0.51 0.00 0.73 0.15 0.23 0.77 0.90 0.02 0.24 0.33 0.41 0.90 0.29 0.12 0.13 0.38 0.13 0.05 0.07 0.09 0.11 0.89 0.44 0.51 0.48 0.95 0.37 0.48 0.89 0.83 0.36 0.82 0.77 0.15 0.98 0.02 0.66 0.20 0.86 0.18 0.68 0.67 0.35 ]
[0.33 0.98 0.57 0.75 0.98 0.33 1.00 0.51 0.22 0.59 0.12 0.30 0.59 0.30 0.91 0.47 0.19 0.14 0.27 0.57 0.15 0.31 0.50 0.80 0.04 0.19 0.23 0.06 0.25 0.19 0.13 0.95 0.59 0.07 0.37 0.95 0.90 0.52 0.17 0.12 0.13 0.64 0.77 0.55 0.63 0.18 0.31 0.45 0.25 0.34 0.79 0.73 0.86 0.70 0.37 0.05 0.91 0.15 0.62 0.79 0.53 0.92 ]
[0.41 0.18 0.36 0.92 1.00 0.65 0.51 1.00 0.88 0.08 0.07 0.30 0.77 0.63 0.57 0.18 0.28 0.87 0.96 0.74 0.32 0.71 0.06 0.68 0.30 0.20 0.60 0.36 0.13 0.51 0.57 0.67 0.39 0.42 0.59 0.24 0.60 0.61 0.16 0.31 0.33 0.51 0.29 0.87 0.70 0.35 0.30 0.43 0.45 0.39 0.81 0.37 0.57 0.01 0.41 0.65 0.24 0.99 0.32 0.12 0.68 0.60 ]
[0.39 0.85 0.78 0.54 0.19 0.52 0.22 0.88 1.00 0.81 0.17 0.26 0.76 0.21 0.02 0.91 0.41 0.44 0.73 0.80 0.09 0.06 0.40 0.11 0.04 0.77 0.28 0.22 0.43 0.71 0.38 0.99 0.85 0.10 0.01 0.80 0.28 0.63 0.37 0.65 0.74 0.56 0.88 0.53 0.95 0.81 0.65 0.08 0.30 0.98 0.63 0.32 0.89 0.04 0.84 0.97 0.34 0.42 0.38 0.86 0.80 0.01 ]
[0.10 0.26 0.09 0.74 0.04 0.50 0.59 0.08 0.81 1.00 0.75 0.01 0.28 0.91 0.80 0.42 0.10 0.85 0.19 0.48 0.23 0.10 0.75 0.68 0.48 0.81 0.55 0.75 0.17 0.17 0.90 0.46 0.89 0.59 0.74 0.08 0.19 0.18 0.17 0.41 0.65 0.05 0.98 0.10 0.94 0.44 0.11 0.44 0.98 0.02 0.21 0.09 0.62 0.12 0.18 0.13 0.28 0.10 0.60 0.33 0.50 0.27 ]
[0.32 0.81 0.75 0.07 0.25 0.68 0.12 0.07 0.17 0.75 1.00 0.75 0.92 0.79 0.05 0.23 0.80 0.02 0.37 0.16 0.39 0.00 0.75 0.46 0.76 0.95 0.73 0.76 0.43 0.84 0.85 0.88 0.73 0.09 0.83 0.41 0.95 0.68 0.18 0.44 0.30 0.08 0.55 0.43 0.56 0.25 0.75 0.06 0.92 0.87 0.73 0.43 0.24 0.95 0.59 0.67 0.11 0.54 0.95 0.50 0.41 0.29 ]
[0.02 0.95 0.11 0.37 0.09 0.48 0.30 0.30 0.26 0.01 0.75 1.00 0.04 1.00 0.83 0.65 0.95 0.19 0.76 0.31 0.76 0.50 0.79 0.14 0.36 0.38 0.15 0.47 0.93 0.93 0.88 0.57 0.36 0.50 0.74 0.35 0.68 0.43 0.01 0.30 0.90 0.08 0.68 0.32 0.13 0.28 0.66 0.00 0.82 0.83 0.05 0.64 0.78 0.01 0.21 0.67 0.87 0.43 0.99 0.16 0.94 0.45 ]
[0.36 0.85 0.39 0.16 0.04 0.81 0.59 0.77 0.76 0.28 0.92 0.04 1.00 0.53 0.80 0.56 0.13 0.33 0.30 0.02 0.31 0.27 0.93 0.64 0.64 0.37 0.44 0.14 0.13 0.14 0.97 0.63 0.68 0.70 0.62 0.67 0.93 0.73 0.63 0.76 0.63 0.48 0.14 0.67 0.65 0.26 0.33 0.12 0.86 0.51 0.95 0.47 0.69 0.87 0.66 0.83 0.01 0.32 0.55 0.86 0.12 0.63 ]
[0.85 0.99 0.70 0.16 0.50 0.97 0.30 0.63 0.21 0.91 0.79 1.00 0.53 1.00 0.02 0.52 0.32 0.56 0.83 0.74 0.75 0.67 0.51 0.32 0.57 0.44 0.02 0.24 0.03 0.42 0.76 0.24 0.41 0.56 0.60 0.54 0.65 0.19 0.88 0.26 0.16 0.88 0.38 0.81 0.60 0.18 0.34 0.52 0.02 0.57 0.61 0.27 0.61 1.00 0.67 0.63 0.86 0.40 0.66 0.66 0.58 0.90 ]
[0.27 0.46 0.18 0.24 0.53 0.75 0.91 0.57 0.02 0.80 0.05 0.83 0.80 0.02 1.00 0.86 0.48 0.43 0.31 0.55 0.64 0.12 0.57 0.87 0.00 0.82 0.90 1.00 0.38 0.52 0.06 0.54 0.39 0.82 0.54 0.49 0.92 0.54 0.93 0.98 0.57 0.29 0.47 0.25 0.39 0.43 0.16 0.17 0.01 0.77 0.17 0.48 0.76 0.24 0.51 0.38 0.44 0.51 0.58 0.93 0.74 0.92 ]
