D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 53;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.80 0.13 0.54 0.68 0.19 0.20 0.24 0.85 0.53 0.74 0.12 0.83 0.06 0.49 0.67 0.33 0.94 0.73 0.55 0.12 0.52 0.13 0.45 0.32 0.93 0.71 0.50 0.01 0.32 0.04 0.13 0.52 0.84 0.16 0.55 0.37 0.66 0.33 0.08 0.90 0.68 0.55 0.18 0.76 0.09 0.79 0.74 0.46 0.64 0.67 0.89 0.66 ]
[0.80 1.00 0.18 0.55 0.02 0.84 0.80 0.65 0.55 0.99 0.33 0.57 0.64 0.89 0.42 0.62 0.57 0.73 0.26 0.62 0.51 0.37 0.19 0.15 0.09 0.90 0.39 0.59 0.70 0.42 0.81 0.82 0.36 0.65 0.93 0.15 0.32 0.32 0.35 0.66 0.77 0.18 0.43 0.44 0.04 0.72 0.27 0.79 0.54 0.92 0.53 0.77 0.79 ]
[0.13 0.18 1.00 0.88 0.64 0.02 0.58 0.35 0.46 0.65 0.26 0.01 0.88 0.29 0.41 0.17 0.98 0.75 0.70 0.29 0.16 0.01 0.28 0.14 0.67 0.70 0.33 0.47 0.01 0.64 0.71 0.87 0.55 0.55 0.72 0.30 0.32 0.88 0.59 0.41 0.73 0.28 0.73 0.83 0.44 0.13 0.42 0.75 0.63 0.20 0.99 0.66 0.74 ]
[0.54 0.55 0.88 1.00 0.37 0.42 0.45 0.12 0.50 0.15 0.48 0.24 0.44 0.77 0.50 0.81 0.32 0.53 0.86 0.98 0.84 0.82 0.35 0.85 0.91 0.31 1.00 0.86 0.70 0.13 0.01 0.76 0.67 0.17 0.07 0.21 0.92 0.78 0.96 0.65 0.11 0.44 0.01 0.59 0.70 0.90 0.51 0.27 0.71 0.01 0.82 0.46 0.14 ]
[0.68 0.02 0.64 0.37 1.00 0.46 0.35 0.81 0.06 0.53 0.95 0.32 0.53 0.08 0.09 0.11 0.14 0.69 0.14 0.76 0.07 0.62 0.22 0.40 0.12 0.02 0.18 0.88 1.00 0.17 0.29 0.25 0.44 0.29 0.85 0.38 0.33 0.91 0.17 0.03 0.60 0.61 0.66 0.49 0.57 0.73 0.82 0.25 0.27 0.39 0.47 0.22 0.67 ]
[0.19 0.84 0.02 0.42 0.46 1.00 0.76 0.46 0.68 0.03 0.82 0.47 0.78 0.19 0.91 0.47 0.52 0.07 0.23 0.52 0.60 0.73 0.95 0.78 0.36 0.71 0.70 0.34 0.90 0.35 0.45 0.93 0.61 0.48 0.93 0.43 0.49 0.39 0.46 0.41 0.10 0.64 0.02 0.89 0.28 0.04 0.97 0.18 0.27 0.27 0.94 0.07 0.63 ]
[0.20 0.80 0.58 0.45 0.35 0.76 1.00 0.21 0.55 0.01 0.27 0.73 0.39 0.60 0.07 0.26 0.53 0.95 0.31 0.13 0.61 0.95 0.65 0.93 0.76 0.81 0.40 0.92 0.24 0.82 0.19 0.34 0.76 0.76 0.68 0.40 0.38 0.22 0.61 0.33 0.70 0.77 0.90 0.82 0.86 0.17 0.67 0.75 0.44 0.12 0.66 0.24 0.18 ]
[0.24 0.65 0.35 0.12 0.81 0.46 0.21 1.00 0.13 0.16 0.47 0.43 0.67 0.46 0.62 0.39 0.26 0.80 0.00 0.91 0.76 0.84 0.39 0.45 0.47 0.12 0.45 0.92 0.24 0.66 0.09 0.80 0.27 0.72 0.23 0.48 0.46 0.55 0.59 0.80 0.76 0.10 0.76 0.99 0.55 0.18 0.02 0.16 0.43 0.96 0.20 0.86 0.04 ]
[0.85 0.55 0.46 0.50 0.06 0.68 0.55 0.13 1.00 0.01 0.44 0.63 0.31 0.32 0.70 0.77 0.07 0.70 0.58 0.02 0.34 0.21 0.63 0.72 0.82 0.05 0.31 0.59 0.62 0.52 0.79 0.82 0.82 0.96 0.50 0.03 0.62 0.23 0.36 0.40 0.52 0.82 0.86 0.57 0.51 0.31 0.52 0.57 0.12 0.81 0.06 0.73 0.00 ]
[0.53 0.99 0.65 0.15 0.53 0.03 0.01 0.16 0.01 1.00 0.53 0.53 0.35 0.09 0.08 0.17 0.64 0.04 0.25 0.89 0.41 0.87 0.53 0.17 0.74 0.20 0.96 0.63 0.62 0.77 0.63 0.36 0.00 0.56 0.43 0.65 0.28 0.48 0.33 0.92 1.00 0.90 0.83 0.38 0.67 0.03 0.67 0.77 0.66 0.19 0.12 0.54 0.00 ]
