D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 20;
d = [1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 8 8 8 8 ];
m = [
[1.00 0.02 0.63 0.84 0.33 0.47 0.37 0.51 0.25 0.45 0.35 0.51 0.74 0.64 0.37 0.36 0.35 0.66 0.61 0.30 ]
[0.02 1.00 0.95 0.32 0.13 0.52 0.54 0.37 0.33 0.58 0.84 0.86 0.45 0.61 0.27 0.27 0.35 0.84 0.87 0.45 ]
[0.63 0.95 1.00 0.10 0.07 0.63 0.98 0.22 0.69 0.98 0.09 0.43 0.45 0.45 0.79 0.05 0.13 0.65 0.33 0.90 ]
[0.84 0.32 0.10 1.00 0.89 0.49 0.98 0.97 0.84 0.75 0.42 0.83 0.81 0.52 0.27 0.94 0.96 0.40 0.58 0.48 ]
[0.33 0.13 0.07 0.89 1.00 0.03 0.94 0.15 0.33 1.00 0.12 0.20 0.40 0.04 0.80 0.94 0.95 0.91 0.89 0.81 ]
[0.47 0.52 0.63 0.49 0.03 1.00 0.12 0.37 0.99 0.33 0.80 0.04 0.33 0.56 0.87 0.39 0.05 0.23 0.62 0.81 ]
[0.37 0.54 0.98 0.98 0.94 0.12 1.00 0.76 0.91 0.53 0.01 0.14 0.01 0.81 0.04 0.27 0.16 0.01 0.78 0.27 ]
[0.51 0.37 0.22 0.97 0.15 0.37 0.76 1.00 0.70 0.19 0.85 0.55 0.64 0.59 0.89 0.37 0.07 0.45 0.45 0.53 ]
[0.25 0.33 0.69 0.84 0.33 0.99 0.91 0.70 1.00 0.51 0.58 0.01 0.49 0.65 0.84 0.74 0.98 0.06 0.52 0.34 ]
[0.45 0.58 0.98 0.75 1.00 0.33 0.53 0.19 0.51 1.00 0.76 0.97 0.74 0.19 0.25 0.34 0.79 0.91 0.92 0.46 ]
[0.35 0.84 0.09 0.42 0.12 0.80 0.01 0.85 0.58 0.76 1.00 0.05 0.96 0.05 0.92 0.97 0.87 0.32 0.61 0.92 ]
[0.51 0.86 0.43 0.83 0.20 0.04 0.14 0.55 0.01 0.97 0.05 1.00 0.52 0.72 0.37 0.07 0.83 0.38 0.52 0.38 ]
[0.74 0.45 0.45 0.81 0.40 0.33 0.01 0.64 0.49 0.74 0.96 0.52 1.00 0.26 0.93 0.69 0.79 0.73 0.91 0.06 ]
[0.64 0.61 0.45 0.52 0.04 0.56 0.81 0.59 0.65 0.19 0.05 0.72 0.26 1.00 0.83 0.20 0.83 0.80 0.42 0.61 ]
[0.37 0.27 0.79 0.27 0.80 0.87 0.04 0.89 0.84 0.25 0.92 0.37 0.93 0.83 1.00 0.60 0.25 0.41 0.67 0.50 ]
[0.36 0.27 0.05 0.94 0.94 0.39 0.27 0.37 0.74 0.34 0.97 0.07 0.69 0.20 0.60 1.00 0.96 0.67 0.62 0.75 ]
[0.35 0.35 0.13 0.96 0.95 0.05 0.16 0.07 0.98 0.79 0.87 0.83 0.79 0.83 0.25 0.96 1.00 0.55 0.61 0.05 ]
[0.66 0.84 0.65 0.40 0.91 0.23 0.01 0.45 0.06 0.91 0.32 0.38 0.73 0.80 0.41 0.67 0.55 1.00 0.51 0.21 ]
[0.61 0.87 0.33 0.58 0.89 0.62 0.78 0.45 0.52 0.92 0.61 0.52 0.91 0.42 0.67 0.62 0.61 0.51 1.00 0.37 ]
[0.30 0.45 0.90 0.48 0.81 0.81 0.27 0.53 0.34 0.46 0.92 0.38 0.06 0.61 0.50 0.75 0.05 0.21 0.37 1.00 ]
];
