D = 6;
n = [ 3 3 3 3 3 3 ];
N = 18;
d = [1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 ];
m = [
[1.00 0.94 0.36 0.35 0.05 0.40 0.74 0.97 0.83 0.78 0.15 0.40 0.04 0.85 0.93 0.50 0.81 0.98 ]
[0.94 1.00 0.90 0.10 0.68 0.53 0.56 0.17 0.05 0.22 0.24 0.28 0.33 0.83 0.13 0.05 0.30 0.59 ]
[0.36 0.90 1.00 0.20 0.00 0.80 0.32 0.59 0.55 0.27 0.42 0.51 0.57 0.45 0.39 0.31 0.61 0.02 ]
[0.35 0.10 0.20 1.00 0.90 0.10 0.65 0.62 0.56 0.03 0.69 0.41 0.42 0.61 0.96 0.26 0.50 0.10 ]
[0.05 0.68 0.00 0.90 1.00 0.39 0.25 0.29 0.81 0.89 0.07 0.88 0.75 0.96 0.67 0.47 0.18 0.75 ]
[0.40 0.53 0.80 0.10 0.39 1.00 0.94 0.03 0.21 0.60 0.71 0.19 0.96 0.37 0.05 0.46 0.91 0.24 ]
[0.74 0.56 0.32 0.65 0.25 0.94 1.00 0.95 0.71 0.08 0.88 0.70 0.46 0.46 0.22 0.80 0.69 0.26 ]
[0.97 0.17 0.59 0.62 0.29 0.03 0.95 1.00 0.75 0.53 0.18 0.70 0.33 0.15 0.24 0.82 0.18 0.53 ]
[0.83 0.05 0.55 0.56 0.81 0.21 0.71 0.75 1.00 0.18 0.44 0.28 0.65 0.91 0.66 0.48 0.56 0.27 ]
[0.78 0.22 0.27 0.03 0.89 0.60 0.08 0.53 0.18 1.00 0.42 0.97 0.24 0.29 0.40 0.19 0.30 0.13 ]
[0.15 0.24 0.42 0.69 0.07 0.71 0.88 0.18 0.44 0.42 1.00 0.39 0.19 0.35 0.87 0.89 0.58 0.46 ]
[0.40 0.28 0.51 0.41 0.88 0.19 0.70 0.70 0.28 0.97 0.39 1.00 0.47 0.31 0.94 0.49 0.10 0.26 ]
[0.04 0.33 0.57 0.42 0.75 0.96 0.46 0.33 0.65 0.24 0.19 0.47 1.00 0.19 0.97 0.19 0.28 0.93 ]
[0.85 0.83 0.45 0.61 0.96 0.37 0.46 0.15 0.91 0.29 0.35 0.31 0.19 1.00 0.54 0.41 0.62 0.25 ]
[0.93 0.13 0.39 0.96 0.67 0.05 0.22 0.24 0.66 0.40 0.87 0.94 0.97 0.54 1.00 0.71 0.24 0.04 ]
[0.50 0.05 0.31 0.26 0.47 0.46 0.80 0.82 0.48 0.19 0.89 0.49 0.19 0.41 0.71 1.00 0.12 0.22 ]
[0.81 0.30 0.61 0.50 0.18 0.91 0.69 0.18 0.56 0.30 0.58 0.10 0.28 0.62 0.24 0.12 1.00 0.84 ]
[0.98 0.59 0.02 0.10 0.75 0.24 0.26 0.53 0.27 0.13 0.46 0.26 0.93 0.25 0.04 0.22 0.84 1.00 ]
];
