D = 4;
n = [ 5 5 5 5 ];
N = 45;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.22 0.04 0.24 0.98 0.87 0.05 0.67 0.26 0.71 0.94 0.28 0.84 0.77 0.18 0.33 0.40 0.87 0.97 0.27 0.94 0.57 0.86 0.85 0.53 0.45 0.16 0.21 0.83 0.43 0.06 0.17 0.31 0.04 0.68 0.22 0.74 0.50 0.99 0.13 0.36 0.58 0.83 0.20 0.01 ]
[0.22 1.00 0.17 0.45 0.58 0.02 0.24 0.58 0.64 0.55 0.71 0.14 0.78 0.87 0.20 0.04 0.85 0.95 0.15 0.24 0.10 0.49 0.82 0.76 0.64 0.23 0.09 0.44 0.16 0.39 0.44 0.41 0.08 0.97 0.55 0.35 0.57 0.25 0.98 0.26 0.64 0.52 0.63 0.50 0.22 ]
[0.04 0.17 1.00 0.18 0.14 0.98 0.99 0.16 0.75 0.70 0.00 0.48 0.31 0.50 0.25 0.55 0.36 0.81 0.15 0.97 0.70 0.20 0.95 0.16 0.73 0.25 0.34 0.80 0.73 0.14 0.83 0.87 0.41 0.43 0.35 0.04 0.74 0.24 0.34 0.95 0.51 0.59 0.20 0.67 0.22 ]
[0.24 0.45 0.18 1.00 0.52 0.20 0.22 0.22 0.45 0.97 0.42 0.65 0.89 0.99 0.63 0.15 0.14 0.72 0.89 0.06 0.48 0.80 0.68 0.25 0.36 0.70 0.12 0.49 0.02 0.07 0.62 0.02 0.22 0.95 0.64 0.98 0.50 0.03 0.63 0.82 0.68 0.95 0.99 0.60 0.41 ]
[0.98 0.58 0.14 0.52 1.00 0.86 0.27 0.88 0.00 0.22 0.25 0.91 0.83 0.05 0.28 0.46 0.63 0.24 0.37 0.90 0.99 0.97 0.84 0.18 0.95 0.99 0.45 0.52 0.54 0.83 0.97 0.75 0.01 0.02 0.61 0.66 0.60 0.44 0.17 0.67 0.66 0.03 0.75 0.81 0.94 ]
[0.87 0.02 0.98 0.20 0.86 1.00 0.79 0.73 0.50 0.44 0.74 0.69 0.13 0.84 0.74 0.41 0.35 0.01 0.47 0.84 0.73 0.91 0.55 0.95 0.69 0.02 0.45 0.02 0.47 0.98 0.41 0.49 0.49 0.08 0.45 0.70 0.40 0.32 0.91 0.97 0.95 0.89 0.22 0.63 0.74 ]
[0.05 0.24 0.99 0.22 0.27 0.79 1.00 0.84 0.34 0.99 0.90 0.67 0.47 0.86 0.22 0.50 0.92 0.36 0.02 0.61 0.46 0.98 0.11 0.29 0.29 0.38 0.25 0.39 0.08 0.07 0.52 0.05 0.22 0.72 0.50 0.45 0.72 0.40 0.14 0.26 0.00 0.42 0.74 0.77 0.69 ]
[0.67 0.58 0.16 0.22 0.88 0.73 0.84 1.00 0.16 0.57 0.56 0.76 0.99 0.01 0.51 0.74 0.85 0.62 0.15 0.69 0.83 0.97 0.33 0.48 0.63 0.37 0.39 0.74 0.28 0.26 0.81 0.06 0.76 0.33 0.34 0.81 0.75 0.81 0.74 0.52 0.88 0.95 0.01 0.58 0.20 ]
[0.26 0.64 0.75 0.45 0.00 0.50 0.34 0.16 1.00 0.11 0.52 0.47 0.86 0.35 0.24 0.77 0.92 0.42 0.62 0.55 0.13 0.54 0.36 0.40 1.00 0.07 0.18 0.54 0.49 0.20 0.74 0.80 0.12 0.21 0.24 0.40 0.89 0.44 0.01 0.26 0.37 0.83 0.67 0.28 0.13 ]
[0.71 0.55 0.70 0.97 0.22 0.44 0.99 0.57 0.11 1.00 0.72 0.90 0.15 0.84 0.79 0.41 0.10 0.93 0.52 0.27 0.58 0.18 0.10 0.78 0.18 0.32 1.00 0.53 0.18 0.09 0.94 0.32 0.84 0.77 0.08 0.28 0.73 0.68 1.00 0.19 0.42 0.18 0.58 0.45 0.32 ]
[0.94 0.71 0.00 0.42 0.25 0.74 0.90 0.56 0.52 0.72 1.00 0.14 0.60 0.10 0.22 0.24 0.89 0.22 0.59 0.88 0.44 0.99 0.93 0.40 0.92 0.62 0.99 0.49 0.58 0.44 0.83 0.39 0.84 0.57 0.69 0.20 0.83 0.02 0.57 0.42 0.95 0.28 0.34 0.58 0.20 ]
[0.28 0.14 0.48 0.65 0.91 0.69 0.67 0.76 0.47 0.90 0.14 1.00 0.70 0.28 0.73 0.85 0.33 0.06 0.42 0.74 0.50 0.04 0.97 0.84 0.68 0.14 0.40 0.35 0.88 0.86 0.52 0.22 0.89 0.29 0.13 0.16 0.71 0.33 0.82 0.45 0.33 0.21 0.81 0.50 0.68 ]
[0.84 0.78 0.31 0.89 0.83 0.13 0.47 0.99 0.86 0.15 0.60 0.70 1.00 0.28 0.72 0.39 0.50 0.31 0.14 0.47 0.83 0.19 0.04 0.04 0.83 0.88 0.49 0.03 0.46 0.46 0.50 0.71 0.46 0.68 0.29 0.08 0.36 0.08 0.09 0.84 0.53 0.92 0.09 0.31 0.61 ]
[0.77 0.87 0.50 0.99 0.05 0.84 0.86 0.01 0.35 0.84 0.10 0.28 0.28 1.00 0.65 0.42 0.80 0.52 0.69 0.87 0.24 0.23 0.95 0.70 0.96 0.85 0.10 0.82 0.02 0.60 0.09 0.23 0.49 0.90 0.99 0.71 0.34 0.62 0.51 0.77 0.00 0.63 0.21 0.13 0.01 ]
[0.18 0.20 0.25 0.63 0.28 0.74 0.22 0.51 0.24 0.79 0.22 0.73 0.72 0.65 1.00 0.25 0.50 0.16 0.08 0.12 0.24 0.16 0.37 0.12 0.93 0.39 0.22 0.13 0.73 0.60 0.94 0.81 0.27 0.64 0.40 0.24 0.78 0.35 0.22 0.07 0.10 0.56 0.26 0.29 0.47 ]
[0.33 0.04 0.55 0.15 0.46 0.41 0.50 0.74 0.77 0.41 0.24 0.85 0.39 0.42 0.25 1.00 0.35 0.84 0.29 0.44 0.24 0.70 0.35 0.56 0.61 0.32 0.07 0.28 0.23 0.88 0.37 0.38 0.38 0.57 0.07 0.77 0.45 0.83 0.63 0.70 0.80 0.35 0.33 0.41 0.93 ]
[0.40 0.85 0.36 0.14 0.63 0.35 0.92 0.85 0.92 0.10 0.89 0.33 0.50 0.80 0.50 0.35 1.00 0.98 0.91 0.70 0.68 0.51 0.72 0.30 0.72 0.06 0.12 0.77 0.80 0.25 0.92 0.98 0.07 0.94 0.61 0.31 0.51 0.59 0.39 0.09 0.27 0.03 0.25 0.85 0.11 ]
[0.87 0.95 0.81 0.72 0.24 0.01 0.36 0.62 0.42 0.93 0.22 0.06 0.31 0.52 0.16 0.84 0.98 1.00 0.45 0.38 0.07 0.96 0.73 0.02 0.49 0.43 0.20 0.43 0.47 0.43 0.13 0.20 0.76 0.28 0.57 0.66 0.92 0.98 0.17 0.80 0.32 0.57 0.60 0.13 0.38 ]
[0.97 0.15 0.15 0.89 0.37 0.47 0.02 0.15 0.62 0.52 0.59 0.42 0.14 0.69 0.08 0.29 0.91 0.45 1.00 0.14 0.83 0.48 0.51 0.91 0.55 0.92 0.85 0.36 0.11 0.86 0.78 0.75 0.23 0.66 0.46 0.58 0.65 0.23 0.18 0.54 0.83 0.45 0.84 0.96 0.54 ]
