D = 6;
n = [ 4 4 4 4 4 4 ];
N = 47;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.30 0.93 0.37 0.32 0.11 0.97 0.52 0.53 0.87 0.63 0.69 0.56 0.19 0.64 0.34 0.81 0.73 0.40 0.02 0.24 0.63 0.69 0.94 0.71 0.47 0.74 0.74 0.83 0.98 0.36 0.14 0.69 0.72 0.38 0.41 0.09 0.09 0.82 0.87 0.37 0.38 0.57 0.28 0.59 0.92 0.58 ]
[0.30 1.00 0.32 0.40 0.45 0.91 0.70 0.85 0.48 0.48 0.14 0.18 0.09 0.82 0.12 0.96 0.40 0.32 0.57 0.10 0.36 0.60 0.24 0.84 0.12 0.10 0.02 0.47 0.11 0.90 0.98 0.11 0.56 0.43 0.83 0.59 0.56 0.92 0.76 0.13 0.39 0.51 0.72 0.50 0.77 0.33 0.83 ]
[0.93 0.32 1.00 0.97 0.47 0.57 0.12 0.59 0.72 0.26 0.37 0.77 0.05 0.45 0.59 0.31 0.97 0.80 0.55 0.15 0.23 0.06 0.95 0.07 0.11 1.00 0.18 0.96 0.54 0.24 0.52 0.00 0.16 0.63 0.36 0.80 0.51 0.84 0.68 0.09 0.66 0.87 0.86 0.91 0.69 0.03 0.67 ]
[0.37 0.40 0.97 1.00 0.33 0.29 0.19 0.29 0.29 0.64 0.44 0.38 0.54 0.85 0.22 0.17 0.99 0.29 0.30 0.23 0.63 0.99 0.82 0.51 0.60 0.09 0.70 0.22 0.08 0.38 0.73 0.52 0.00 0.26 0.73 0.37 0.71 0.07 0.50 0.49 0.27 0.95 0.81 0.64 0.30 0.23 0.68 ]
[0.32 0.45 0.47 0.33 1.00 0.98 0.37 0.06 0.10 0.25 0.12 0.35 0.05 0.55 0.02 0.27 0.82 0.59 0.89 0.85 0.93 0.13 0.95 0.04 0.87 0.53 0.85 0.79 0.86 0.18 0.61 0.88 0.73 0.94 0.71 0.50 0.18 0.74 0.79 0.95 0.94 0.98 0.07 0.02 0.16 0.59 0.32 ]
[0.11 0.91 0.57 0.29 0.98 1.00 0.44 0.69 0.56 0.68 0.30 0.67 0.70 0.06 0.72 0.55 0.36 0.59 0.91 0.55 0.44 0.16 0.61 0.89 0.55 0.87 0.22 0.12 0.07 0.00 0.74 0.02 0.33 0.49 0.65 0.55 0.14 0.90 0.64 0.97 0.15 0.24 0.68 0.02 0.66 0.85 0.95 ]
[0.97 0.70 0.12 0.19 0.37 0.44 1.00 0.90 0.83 0.82 0.48 0.24 0.83 0.80 0.82 0.68 0.95 0.42 0.79 0.50 0.52 0.72 0.13 0.41 0.44 0.91 0.60 0.35 0.82 0.32 0.49 0.90 0.77 0.63 0.39 0.03 0.82 0.67 0.45 0.08 0.53 0.29 0.58 0.97 0.46 0.14 0.53 ]
[0.52 0.85 0.59 0.29 0.06 0.69 0.90 1.00 0.33 0.32 0.36 0.26 0.12 0.73 0.46 0.86 0.61 0.89 0.15 0.58 0.60 0.14 0.96 0.98 0.60 0.56 0.18 0.77 0.04 0.13 0.60 0.27 0.42 0.22 0.08 0.05 0.94 0.05 0.62 0.16 0.80 0.81 0.86 0.01 0.29 0.71 0.81 ]
[0.53 0.48 0.72 0.29 0.10 0.56 0.83 0.33 1.00 0.61 0.91 0.99 0.50 0.15 0.92 0.43 0.20 0.79 0.67 0.38 0.29 0.54 0.07 0.88 0.33 0.51 0.63 0.28 0.40 0.59 0.47 0.38 0.62 0.48 0.81 0.87 0.16 0.58 0.54 0.45 0.64 0.66 0.02 0.88 0.07 0.24 0.76 ]
[0.87 0.48 0.26 0.64 0.25 0.68 0.82 0.32 0.61 1.00 0.28 0.20 0.38 0.50 0.65 0.81 0.98 0.48 0.81 0.90 0.81 0.62 0.61 0.79 0.59 0.90 0.62 0.24 0.88 0.17 0.48 0.12 0.90 0.31 0.42 0.83 0.22 0.70 0.58 0.62 0.81 0.42 0.47 0.11 0.20 0.53 0.50 ]
