D = 2;
n = [ 4 4 ];
N = 38;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.84 0.08 0.58 0.69 0.48 0.01 0.55 0.73 0.65 0.23 0.49 0.27 0.93 0.07 0.69 0.74 0.88 0.45 0.74 0.34 0.49 0.24 0.19 0.58 0.89 0.50 0.42 0.24 0.62 0.44 0.04 0.42 0.46 0.94 0.44 0.97 0.53 ]
[0.84 1.00 0.27 0.48 0.47 0.60 0.61 0.18 0.58 0.80 0.55 0.73 0.14 0.33 0.65 0.52 0.58 0.00 0.98 0.67 0.41 0.04 0.23 0.08 0.41 0.07 0.62 0.95 0.18 0.66 0.83 0.62 0.75 0.82 0.31 0.15 0.00 0.13 ]
[0.08 0.27 1.00 0.28 0.98 0.60 0.24 0.77 0.50 0.95 0.10 0.04 0.54 0.66 0.42 0.56 0.32 0.61 0.21 0.52 0.22 0.13 0.77 0.45 0.59 0.35 0.27 0.93 0.84 0.01 0.77 0.59 0.14 0.25 0.20 0.98 0.25 0.17 ]
[0.58 0.48 0.28 1.00 0.32 0.36 0.35 0.86 0.44 0.51 0.07 0.34 0.29 0.64 0.50 0.96 0.13 0.06 0.04 0.23 0.41 0.92 0.54 0.14 0.05 0.14 0.48 0.49 0.57 0.05 0.17 0.35 0.40 0.38 0.56 0.28 0.22 0.05 ]
[0.69 0.47 0.98 0.32 1.00 0.68 0.91 0.38 0.32 0.16 0.50 0.75 0.73 0.92 0.41 0.57 0.18 0.70 0.62 0.69 0.57 0.89 0.51 0.85 0.67 0.55 0.62 0.66 0.05 0.90 0.09 0.41 0.52 0.56 0.41 0.83 0.78 0.98 ]
[0.48 0.60 0.60 0.36 0.68 1.00 0.89 0.71 0.56 0.11 0.62 0.37 0.70 0.14 0.03 0.50 0.70 0.04 0.11 0.96 0.96 0.08 0.71 0.77 0.81 0.42 0.04 0.77 0.74 0.26 0.29 0.13 0.69 0.86 0.77 0.74 0.59 0.02 ]
[0.01 0.61 0.24 0.35 0.91 0.89 1.00 0.72 0.97 0.91 0.18 0.38 0.58 0.18 0.47 0.94 0.06 0.14 0.76 0.11 0.94 0.78 0.21 0.32 0.30 0.90 0.41 0.12 0.74 0.62 1.00 0.87 0.08 0.70 0.36 0.30 0.94 0.42 ]
[0.55 0.18 0.77 0.86 0.38 0.71 0.72 1.00 0.71 0.75 0.15 0.55 0.53 0.70 0.76 0.57 0.01 0.07 0.85 0.46 0.87 0.82 0.31 0.68 0.75 0.38 0.10 0.34 0.80 0.17 0.76 0.56 0.82 0.96 0.19 0.79 0.20 0.35 ]
[0.73 0.58 0.50 0.44 0.32 0.56 0.97 0.71 1.00 0.68 0.98 0.77 0.78 0.87 0.85 0.74 0.10 0.26 0.00 0.07 0.82 0.40 0.69 0.84 0.11 0.74 0.17 0.28 1.00 0.78 0.39 0.21 0.48 0.83 0.28 0.78 0.89 0.57 ]
[0.65 0.80 0.95 0.51 0.16 0.11 0.91 0.75 0.68 1.00 0.79 0.85 0.89 0.55 0.37 0.30 0.94 0.36 0.33 0.61 1.00 0.75 0.66 0.27 0.62 0.54 0.58 0.69 0.87 0.60 0.13 0.60 0.82 0.50 0.98 0.39 0.90 0.93 ]
[0.23 0.55 0.10 0.07 0.50 0.62 0.18 0.15 0.98 0.79 1.00 0.40 0.96 0.21 0.58 0.15 0.45 0.30 0.34 0.33 0.79 0.52 0.05 0.95 0.41 0.00 0.12 0.50 0.58 0.40 0.28 0.31 0.45 0.58 0.66 0.09 0.77 0.73 ]
[0.49 0.73 0.04 0.34 0.75 0.37 0.38 0.55 0.77 0.85 0.40 1.00 0.39 0.68 0.72 0.35 0.08 0.84 0.64 0.70 0.09 0.87 0.73 0.16 0.84 0.68 0.72 0.50 0.95 0.90 0.88 0.50 0.22 0.87 0.13 0.13 0.88 0.69 ]
[0.27 0.14 0.54 0.29 0.73 0.70 0.58 0.53 0.78 0.89 0.96 0.39 1.00 0.27 0.34 0.84 0.80 0.07 0.77 0.06 0.82 0.86 0.79 0.23 0.42 0.22 0.03 0.73 0.71 0.54 0.26 0.01 0.43 0.45 0.70 0.16 0.02 0.97 ]
