D = 4;
n = [ 4 4 4 4 ];
N = 20;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 ];
m = [
[1.00 0.89 0.55 0.77 0.98 0.14 0.76 0.34 0.22 0.84 0.23 0.07 0.75 0.36 0.28 0.05 0.30 0.20 0.65 1.00 ]
[0.89 1.00 0.35 0.68 0.02 0.93 0.34 0.97 0.86 0.87 0.33 0.42 0.77 0.62 0.18 0.88 0.54 0.80 0.98 0.84 ]
[0.55 0.35 1.00 0.65 0.78 0.29 0.01 0.68 0.24 0.43 0.10 0.71 0.88 0.01 0.58 0.44 0.02 0.57 0.24 0.20 ]
[0.77 0.68 0.65 1.00 0.86 0.33 0.91 0.51 0.59 0.89 0.35 0.80 0.48 0.55 1.00 0.03 0.71 0.15 0.44 0.80 ]
[0.98 0.02 0.78 0.86 1.00 0.04 0.99 0.02 0.66 0.64 0.05 0.87 0.63 0.87 0.77 0.14 0.33 0.44 0.94 0.28 ]
[0.14 0.93 0.29 0.33 0.04 1.00 0.80 0.42 0.47 0.63 0.89 0.25 0.39 0.89 0.73 0.23 0.63 0.57 0.45 0.60 ]
[0.76 0.34 0.01 0.91 0.99 0.80 1.00 0.55 0.26 0.00 0.98 0.62 0.05 0.57 0.21 0.79 0.93 0.20 0.54 0.37 ]
[0.34 0.97 0.68 0.51 0.02 0.42 0.55 1.00 0.48 0.98 0.19 0.33 0.80 0.08 0.39 0.96 0.81 0.01 0.74 0.50 ]
[0.22 0.86 0.24 0.59 0.66 0.47 0.26 0.48 1.00 0.71 0.92 0.01 0.60 0.39 0.09 0.53 0.71 0.66 0.70 0.82 ]
[0.84 0.87 0.43 0.89 0.64 0.63 0.00 0.98 0.71 1.00 0.49 0.90 0.69 0.81 0.12 0.54 0.99 0.91 0.97 0.25 ]
[0.23 0.33 0.10 0.35 0.05 0.89 0.98 0.19 0.92 0.49 1.00 0.78 0.82 0.35 0.24 0.25 0.87 0.12 0.68 0.11 ]
[0.07 0.42 0.71 0.80 0.87 0.25 0.62 0.33 0.01 0.90 0.78 1.00 0.45 0.12 0.35 0.73 0.44 0.71 0.63 0.58 ]
[0.75 0.77 0.88 0.48 0.63 0.39 0.05 0.80 0.60 0.69 0.82 0.45 1.00 0.82 0.93 0.10 0.52 0.68 0.64 0.54 ]
[0.36 0.62 0.01 0.55 0.87 0.89 0.57 0.08 0.39 0.81 0.35 0.12 0.82 1.00 0.01 0.71 0.66 0.57 0.95 0.12 ]
[0.28 0.18 0.58 1.00 0.77 0.73 0.21 0.39 0.09 0.12 0.24 0.35 0.93 0.01 1.00 0.69 0.40 0.16 0.20 0.17 ]
[0.05 0.88 0.44 0.03 0.14 0.23 0.79 0.96 0.53 0.54 0.25 0.73 0.10 0.71 0.69 1.00 0.59 0.37 0.37 0.99 ]
[0.30 0.54 0.02 0.71 0.33 0.63 0.93 0.81 0.71 0.99 0.87 0.44 0.52 0.66 0.40 0.59 1.00 0.59 0.78 0.75 ]
[0.20 0.80 0.57 0.15 0.44 0.57 0.20 0.01 0.66 0.91 0.12 0.71 0.68 0.57 0.16 0.37 0.59 1.00 0.54 0.35 ]
[0.65 0.98 0.24 0.44 0.94 0.45 0.54 0.74 0.70 0.97 0.68 0.63 0.64 0.95 0.20 0.37 0.78 0.54 1.00 0.16 ]
[1.00 0.84 0.20 0.80 0.28 0.60 0.37 0.50 0.82 0.25 0.11 0.58 0.54 0.12 0.17 0.99 0.75 0.35 0.16 1.00 ]
];
