D = 6;
n = [ 4 4 4 4 4 4 ];
N = 31;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 6 ];
m = [
[1.00 0.26 0.88 0.93 0.61 0.28 0.52 0.34 0.74 0.52 0.00 0.42 0.79 0.08 0.89 0.38 0.12 0.95 0.40 0.49 0.39 0.50 0.49 0.44 0.48 0.41 0.29 0.46 0.78 0.48 0.95 ]
[0.26 1.00 0.97 0.37 0.64 0.63 0.40 0.32 0.66 0.57 0.99 0.01 0.02 0.41 0.93 0.58 0.77 0.05 0.31 0.08 0.26 0.70 0.80 0.07 0.62 0.67 0.58 0.27 0.79 0.54 0.70 ]
[0.88 0.97 1.00 0.90 0.26 0.97 0.45 0.33 0.48 0.81 0.50 0.81 0.27 0.41 0.96 0.55 0.15 0.46 0.04 0.21 0.12 0.84 0.99 0.33 0.93 0.62 0.79 0.60 0.01 0.93 0.93 ]
[0.93 0.37 0.90 1.00 0.73 0.57 0.04 0.92 0.53 0.86 0.31 0.54 0.07 0.59 0.05 0.89 0.94 0.89 0.16 0.71 0.39 0.52 0.82 0.99 0.83 0.40 0.51 0.16 0.46 0.27 0.53 ]
[0.61 0.64 0.26 0.73 1.00 0.15 0.21 0.24 0.46 0.57 0.40 0.42 0.89 0.35 0.68 0.25 0.72 0.23 0.29 0.52 0.80 1.00 0.08 0.23 0.78 0.97 0.14 0.49 0.82 0.08 0.75 ]
[0.28 0.63 0.97 0.57 0.15 1.00 0.05 0.84 0.33 0.62 0.56 0.51 0.79 0.99 0.85 0.16 0.96 0.55 0.50 0.57 0.23 0.72 0.41 0.91 0.32 0.68 0.62 0.54 0.35 0.27 0.83 ]
[0.52 0.40 0.45 0.04 0.21 0.05 1.00 0.32 0.78 0.57 0.79 0.65 0.53 0.44 0.89 0.30 0.72 0.70 0.93 0.53 0.95 0.24 0.69 0.52 0.02 0.00 0.26 0.90 0.65 0.89 0.46 ]
[0.34 0.32 0.33 0.92 0.24 0.84 0.32 1.00 0.72 0.29 0.73 0.15 0.55 0.19 0.94 0.65 0.30 0.73 0.91 0.92 0.57 0.08 0.58 0.46 0.87 0.28 0.11 0.12 0.18 0.90 0.38 ]
[0.74 0.66 0.48 0.53 0.46 0.33 0.78 0.72 1.00 0.31 0.53 0.97 0.81 0.20 0.21 0.90 0.79 0.11 0.72 0.60 0.19 0.70 0.30 0.07 0.25 0.16 0.13 0.01 0.70 0.65 0.88 ]
[0.52 0.57 0.81 0.86 0.57 0.62 0.57 0.29 0.31 1.00 0.70 0.24 0.46 0.02 0.79 0.74 0.71 0.06 0.90 0.90 0.67 0.84 0.64 0.30 0.78 0.87 0.61 0.26 0.94 0.30 0.61 ]
