D = 4;
n = [ 5 5 5 5 ];
N = 46;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.69 0.22 0.71 0.33 0.47 0.14 0.01 0.94 0.72 0.09 0.56 0.69 0.00 0.58 0.50 0.96 0.71 0.83 0.39 0.48 0.12 0.31 0.12 0.43 0.89 0.21 0.99 0.04 0.02 0.24 0.19 0.37 0.90 0.67 0.93 0.50 0.68 0.63 0.11 0.74 0.71 0.81 0.75 0.50 0.35 ]
[0.69 1.00 0.33 0.37 0.99 0.17 0.58 0.19 0.40 0.14 0.28 0.71 0.20 0.83 0.14 0.12 0.04 0.32 0.01 0.70 0.86 0.11 0.80 0.52 0.71 0.27 0.68 0.08 0.70 0.87 0.58 0.87 0.80 0.90 0.43 0.31 0.19 0.94 0.92 0.02 0.56 0.46 0.74 0.81 0.73 0.19 ]
[0.22 0.33 1.00 0.94 0.59 0.92 0.90 0.33 0.03 0.28 0.02 0.33 0.40 0.63 0.04 0.01 0.72 0.28 0.85 0.22 0.71 0.26 0.44 0.14 0.19 0.22 0.95 0.55 0.68 0.51 0.90 0.64 0.19 0.57 0.60 0.08 0.06 0.65 0.45 0.69 0.30 0.91 0.46 0.20 0.08 0.87 ]
[0.71 0.37 0.94 1.00 0.62 0.78 0.80 0.88 0.98 0.36 0.14 0.52 0.21 0.25 0.19 0.42 0.32 0.31 0.44 0.74 0.95 0.07 0.20 0.94 0.17 0.61 0.09 0.97 0.57 0.79 0.19 0.81 0.75 0.22 0.22 0.93 0.75 0.99 0.51 0.87 0.91 0.97 0.13 0.00 0.13 0.51 ]
[0.33 0.99 0.59 0.62 1.00 0.30 0.35 0.41 0.23 0.00 0.66 0.17 1.00 0.44 0.14 0.79 0.26 0.17 0.77 0.13 0.58 0.86 0.23 0.93 0.96 0.32 0.21 0.00 0.31 0.65 0.60 0.91 0.25 0.04 0.46 0.70 0.84 0.93 0.53 0.29 0.63 0.04 0.64 0.15 0.14 0.00 ]
[0.47 0.17 0.92 0.78 0.30 1.00 0.52 0.76 0.28 0.44 0.73 0.29 0.40 0.08 0.84 0.92 0.44 0.74 0.55 0.20 0.07 0.60 0.15 0.08 0.06 0.79 0.84 0.71 0.70 0.81 0.87 0.33 0.36 0.74 0.75 0.26 0.24 0.42 0.56 0.05 0.31 0.20 0.40 0.84 0.12 0.85 ]
[0.14 0.58 0.90 0.80 0.35 0.52 1.00 0.23 0.53 0.73 0.09 0.85 0.54 0.70 0.78 0.94 0.99 0.71 0.76 0.12 0.38 0.12 0.75 0.16 0.94 0.01 0.27 0.23 0.74 0.47 0.31 0.73 0.13 0.49 0.11 0.83 0.99 0.69 0.50 0.64 0.87 0.25 0.65 0.65 0.01 0.57 ]
[0.01 0.19 0.33 0.88 0.41 0.76 0.23 1.00 0.90 0.08 0.88 0.92 0.57 0.70 0.16 0.15 0.55 0.13 0.96 0.84 0.60 0.95 0.86 0.85 0.68 0.63 0.66 0.12 0.95 0.04 0.24 0.07 0.91 0.95 0.36 0.82 0.30 0.20 0.70 0.17 0.37 0.04 0.19 0.60 0.86 0.60 ]
[0.94 0.40 0.03 0.98 0.23 0.28 0.53 0.90 1.00 0.99 0.16 0.54 0.55 0.24 0.74 0.97 0.52 0.37 0.87 0.43 0.02 0.83 0.68 0.48 0.47 0.60 0.40 0.34 0.84 0.84 0.92 0.58 0.90 0.26 0.61 0.69 0.96 0.28 0.55 0.65 0.04 0.58 0.75 0.64 0.93 0.76 ]
[0.72 0.14 0.28 0.36 0.00 0.44 0.73 0.08 0.99 1.00 0.83 0.19 0.61 0.21 0.56 0.86 0.47 0.44 0.01 0.47 0.79 0.67 0.59 0.95 0.13 0.67 0.33 0.70 0.02 0.80 0.04 0.62 0.79 0.29 0.31 0.26 0.78 0.86 0.59 0.64 0.91 0.43 0.20 0.87 0.54 0.64 ]
