D = 6;
n = [ 4 4 4 4 4 4 ];
N = 27;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 6 6 6 ];
m = [
[1.00 0.09 0.95 0.70 0.51 0.86 0.40 0.91 0.72 0.83 0.26 0.56 0.93 0.03 0.12 0.51 0.18 0.11 0.62 0.42 0.59 0.68 0.75 0.83 0.29 0.59 0.54 ]
[0.09 1.00 0.28 0.69 0.91 0.36 0.44 0.78 0.96 0.16 0.36 0.04 0.36 0.89 0.31 0.18 0.96 0.85 0.75 0.31 0.53 0.42 0.72 0.68 0.47 0.23 0.28 ]
[0.95 0.28 1.00 0.14 0.13 0.78 0.08 0.77 0.69 0.78 0.27 0.23 0.52 0.90 0.04 0.01 0.99 0.53 0.92 0.84 0.32 0.68 0.50 0.16 0.03 0.07 0.41 ]
[0.70 0.69 0.14 1.00 0.13 0.96 0.45 0.63 0.82 0.42 0.90 0.31 0.57 0.46 0.85 0.83 0.38 0.83 0.70 0.42 0.06 0.53 0.26 0.97 0.53 0.66 0.88 ]
[0.51 0.91 0.13 0.13 1.00 0.25 0.23 0.59 0.25 0.20 0.66 0.57 0.11 0.88 0.87 0.14 0.39 0.07 0.49 0.72 0.16 0.62 1.00 0.05 0.34 0.30 0.87 ]
[0.86 0.36 0.78 0.96 0.25 1.00 0.30 0.11 0.79 0.73 0.03 0.08 0.26 0.63 0.47 0.01 0.36 0.88 0.64 0.62 0.50 0.70 0.34 0.08 0.66 0.32 0.24 ]
[0.40 0.44 0.08 0.45 0.23 0.30 1.00 0.91 0.90 0.93 0.02 0.30 0.95 0.86 0.48 0.22 0.13 0.67 0.26 0.72 0.60 0.15 0.25 0.07 0.52 0.82 0.89 ]
[0.91 0.78 0.77 0.63 0.59 0.11 0.91 1.00 0.16 0.11 0.92 0.79 0.71 0.91 0.89 0.44 0.24 0.82 0.10 0.27 0.91 0.77 0.85 0.11 0.93 0.47 0.90 ]
[0.72 0.96 0.69 0.82 0.25 0.79 0.90 0.16 1.00 0.11 0.30 0.57 0.06 0.18 0.40 0.16 0.55 0.33 0.17 0.15 0.05 0.35 0.29 0.95 0.45 0.56 0.15 ]
[0.83 0.16 0.78 0.42 0.20 0.73 0.93 0.11 0.11 1.00 0.04 0.83 0.04 0.35 0.11 0.16 0.88 0.75 0.32 0.58 0.16 0.19 0.31 0.38 0.23 0.13 0.36 ]
[0.26 0.36 0.27 0.90 0.66 0.03 0.02 0.92 0.30 0.04 1.00 0.81 0.49 0.40 0.26 0.48 0.66 0.77 0.73 0.72 0.91 0.19 0.16 0.57 0.48 0.98 0.57 ]
[0.56 0.04 0.23 0.31 0.57 0.08 0.30 0.79 0.57 0.83 0.81 1.00 0.44 0.74 0.02 0.72 0.55 0.27 0.36 0.43 0.44 0.06 0.39 0.35 0.75 0.27 0.46 ]
[0.93 0.36 0.52 0.57 0.11 0.26 0.95 0.71 0.06 0.04 0.49 0.44 1.00 0.72 0.54 0.05 0.12 0.55 0.74 0.81 0.22 0.55 0.51 0.22 0.37 0.93 0.64 ]
[0.03 0.89 0.90 0.46 0.88 0.63 0.86 0.91 0.18 0.35 0.40 0.74 0.72 1.00 0.20 0.60 0.66 0.75 0.87 0.26 0.45 0.19 0.40 0.29 0.15 0.70 0.28 ]
[0.12 0.31 0.04 0.85 0.87 0.47 0.48 0.89 0.40 0.11 0.26 0.02 0.54 0.20 1.00 0.11 0.28 0.91 0.73 0.65 0.02 0.46 0.98 0.68 0.57 0.28 0.74 ]
[0.51 0.18 0.01 0.83 0.14 0.01 0.22 0.44 0.16 0.16 0.48 0.72 0.05 0.60 0.11 1.00 0.56 0.15 0.56 0.31 0.82 0.49 0.00 0.24 0.85 0.44 0.77 ]
[0.18 0.96 0.99 0.38 0.39 0.36 0.13 0.24 0.55 0.88 0.66 0.55 0.12 0.66 0.28 0.56 1.00 0.15 0.28 0.34 0.34 0.61 0.81 0.64 0.33 0.46 0.68 ]
[0.11 0.85 0.53 0.83 0.07 0.88 0.67 0.82 0.33 0.75 0.77 0.27 0.55 0.75 0.91 0.15 0.15 1.00 0.13 0.21 0.33 0.08 0.83 0.82 0.60 0.46 0.74 ]
[0.62 0.75 0.92 0.70 0.49 0.64 0.26 0.10 0.17 0.32 0.73 0.36 0.74 0.87 0.73 0.56 0.28 0.13 1.00 0.40 0.36 0.35 0.99 0.35 0.72 0.37 0.89 ]
