D = 4;
n = [ 4 4 4 4 ];
N = 17;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 4 ];
m = [
[1.00 0.22 0.24 0.78 0.46 0.48 0.78 0.07 0.01 0.58 0.57 0.68 0.62 0.77 0.22 0.81 0.79 ]
[0.22 1.00 0.23 0.24 0.53 0.12 0.86 0.72 0.18 0.44 0.36 0.99 0.38 0.40 0.60 0.46 0.21 ]
[0.24 0.23 1.00 0.41 0.67 0.89 0.26 0.50 0.87 0.74 0.45 0.42 0.17 0.10 0.66 0.19 0.25 ]
[0.78 0.24 0.41 1.00 0.46 0.12 0.08 0.51 0.55 0.88 0.63 0.31 0.70 0.32 0.47 0.69 0.32 ]
[0.46 0.53 0.67 0.46 1.00 0.39 0.74 0.08 0.54 0.22 0.33 0.24 0.96 0.15 0.91 0.31 0.36 ]
[0.48 0.12 0.89 0.12 0.39 1.00 0.46 0.52 0.42 0.11 0.74 0.60 0.47 0.15 0.87 0.56 0.38 ]
[0.78 0.86 0.26 0.08 0.74 0.46 1.00 0.80 0.30 0.59 0.52 0.18 0.40 0.15 0.82 0.14 0.24 ]
[0.07 0.72 0.50 0.51 0.08 0.52 0.80 1.00 0.60 0.29 0.27 0.88 0.46 0.33 0.17 0.32 0.36 ]
[0.01 0.18 0.87 0.55 0.54 0.42 0.30 0.60 1.00 0.31 0.88 0.41 0.68 0.30 0.23 0.63 0.43 ]
[0.58 0.44 0.74 0.88 0.22 0.11 0.59 0.29 0.31 1.00 0.40 0.59 0.56 0.70 0.24 0.58 0.46 ]
[0.57 0.36 0.45 0.63 0.33 0.74 0.52 0.27 0.88 0.40 1.00 0.99 0.03 0.04 0.24 0.37 0.72 ]
[0.68 0.99 0.42 0.31 0.24 0.60 0.18 0.88 0.41 0.59 0.99 1.00 0.84 0.91 0.68 0.13 0.29 ]
[0.62 0.38 0.17 0.70 0.96 0.47 0.40 0.46 0.68 0.56 0.03 0.84 1.00 0.29 0.41 0.12 0.54 ]
[0.77 0.40 0.10 0.32 0.15 0.15 0.15 0.33 0.30 0.70 0.04 0.91 0.29 1.00 0.26 0.01 0.83 ]
[0.22 0.60 0.66 0.47 0.91 0.87 0.82 0.17 0.23 0.24 0.24 0.68 0.41 0.26 1.00 0.06 0.52 ]
[0.81 0.46 0.19 0.69 0.31 0.56 0.14 0.32 0.63 0.58 0.37 0.13 0.12 0.01 0.06 1.00 0.87 ]
[0.79 0.21 0.25 0.32 0.36 0.38 0.24 0.36 0.43 0.46 0.72 0.29 0.54 0.83 0.52 0.87 1.00 ]
];
