D = 6;
n = [ 2 2 2 2 2 2 ];
N = 20;
d = [1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 6 6 ];
m = [
[1.00 0.89 0.05 0.29 0.81 0.89 0.42 0.43 0.33 0.93 0.98 0.42 0.10 0.09 0.11 0.35 0.07 0.50 0.15 0.27 ]
[0.89 1.00 0.01 0.73 0.14 0.83 0.94 0.20 0.37 0.27 0.20 0.75 0.26 0.43 0.24 0.99 0.57 0.62 0.19 0.88 ]
[0.05 0.01 1.00 0.34 0.11 0.61 0.24 0.56 0.93 0.99 0.63 0.28 0.83 0.48 0.26 0.99 0.49 0.31 0.71 0.04 ]
[0.29 0.73 0.34 1.00 0.19 0.88 0.65 0.42 0.45 0.26 0.29 0.20 0.20 0.15 0.06 0.47 0.33 0.16 0.46 0.41 ]
[0.81 0.14 0.11 0.19 1.00 0.29 0.50 0.58 0.69 0.51 0.31 0.12 0.73 0.69 0.97 0.95 0.42 0.04 0.69 0.84 ]
[0.89 0.83 0.61 0.88 0.29 1.00 0.73 0.14 0.35 0.31 0.54 0.16 0.62 0.46 0.07 0.06 0.71 0.03 0.00 0.25 ]
[0.42 0.94 0.24 0.65 0.50 0.73 1.00 0.67 0.55 0.69 0.64 0.32 0.54 0.96 0.24 0.06 0.34 0.71 0.18 0.82 ]
[0.43 0.20 0.56 0.42 0.58 0.14 0.67 1.00 0.29 0.26 0.05 0.66 0.90 0.15 0.74 0.26 0.61 0.95 0.63 0.10 ]
[0.33 0.37 0.93 0.45 0.69 0.35 0.55 0.29 1.00 0.81 0.34 0.46 0.05 0.30 0.59 0.51 0.16 0.47 0.64 0.78 ]
[0.93 0.27 0.99 0.26 0.51 0.31 0.69 0.26 0.81 1.00 0.18 0.34 0.77 0.86 0.48 0.92 0.31 0.56 0.93 0.26 ]
[0.98 0.20 0.63 0.29 0.31 0.54 0.64 0.05 0.34 0.18 1.00 0.60 0.13 0.71 0.92 0.45 0.96 0.02 0.44 0.86 ]
[0.42 0.75 0.28 0.20 0.12 0.16 0.32 0.66 0.46 0.34 0.60 1.00 0.23 0.63 0.23 0.21 0.52 0.43 0.69 0.65 ]
[0.10 0.26 0.83 0.20 0.73 0.62 0.54 0.90 0.05 0.77 0.13 0.23 1.00 0.67 0.65 0.63 0.72 0.09 0.22 0.79 ]
[0.09 0.43 0.48 0.15 0.69 0.46 0.96 0.15 0.30 0.86 0.71 0.63 0.67 1.00 0.19 0.56 0.22 0.20 0.47 0.23 ]
[0.11 0.24 0.26 0.06 0.97 0.07 0.24 0.74 0.59 0.48 0.92 0.23 0.65 0.19 1.00 0.98 1.00 0.33 0.98 0.02 ]
[0.35 0.99 0.99 0.47 0.95 0.06 0.06 0.26 0.51 0.92 0.45 0.21 0.63 0.56 0.98 1.00 1.00 0.12 0.80 0.43 ]
[0.07 0.57 0.49 0.33 0.42 0.71 0.34 0.61 0.16 0.31 0.96 0.52 0.72 0.22 1.00 1.00 1.00 0.05 0.21 0.25 ]
[0.50 0.62 0.31 0.16 0.04 0.03 0.71 0.95 0.47 0.56 0.02 0.43 0.09 0.20 0.33 0.12 0.05 1.00 0.16 0.96 ]
[0.15 0.19 0.71 0.46 0.69 0.00 0.18 0.63 0.64 0.93 0.44 0.69 0.22 0.47 0.98 0.80 0.21 0.16 1.00 0.51 ]
[0.27 0.88 0.04 0.41 0.84 0.25 0.82 0.10 0.78 0.26 0.86 0.65 0.79 0.23 0.02 0.43 0.25 0.96 0.51 1.00 ]
];
