D = 2;
n = [ 1 1 ];
N = 17;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.94 0.85 0.26 0.85 0.26 1.00 0.31 0.99 0.16 0.25 0.29 0.03 0.79 0.00 0.47 0.56 ]
[0.94 1.00 0.84 0.46 0.53 0.83 0.84 0.10 0.07 0.23 0.43 0.70 0.90 0.83 0.00 0.55 0.34 ]
[0.85 0.84 1.00 0.84 0.66 0.47 0.36 0.35 0.48 0.96 0.56 0.99 0.76 0.93 0.40 0.73 0.85 ]
[0.26 0.46 0.84 1.00 0.01 0.11 0.35 0.64 0.18 0.07 0.01 0.58 0.04 0.75 0.31 0.73 0.06 ]
[0.85 0.53 0.66 0.01 1.00 0.22 0.82 0.35 0.07 0.45 0.39 0.51 0.10 0.61 0.50 0.59 0.50 ]
[0.26 0.83 0.47 0.11 0.22 1.00 0.77 0.54 0.83 0.58 0.04 0.15 0.29 0.05 0.38 0.01 0.74 ]
[1.00 0.84 0.36 0.35 0.82 0.77 1.00 0.93 0.35 0.01 0.41 0.40 0.34 0.30 0.98 0.80 0.86 ]
[0.31 0.10 0.35 0.64 0.35 0.54 0.93 1.00 0.68 0.19 0.04 0.43 0.89 0.79 0.59 0.98 0.80 ]
[0.99 0.07 0.48 0.18 0.07 0.83 0.35 0.68 1.00 0.11 1.00 0.21 0.80 0.86 0.74 0.76 0.55 ]
[0.16 0.23 0.96 0.07 0.45 0.58 0.01 0.19 0.11 1.00 0.23 0.33 0.04 0.57 0.84 0.32 0.35 ]
[0.25 0.43 0.56 0.01 0.39 0.04 0.41 0.04 1.00 0.23 1.00 0.97 0.58 0.51 0.70 0.43 0.90 ]
[0.29 0.70 0.99 0.58 0.51 0.15 0.40 0.43 0.21 0.33 0.97 1.00 0.14 0.55 0.00 0.78 0.06 ]
[0.03 0.90 0.76 0.04 0.10 0.29 0.34 0.89 0.80 0.04 0.58 0.14 1.00 0.58 0.53 0.93 0.61 ]
[0.79 0.83 0.93 0.75 0.61 0.05 0.30 0.79 0.86 0.57 0.51 0.55 0.58 1.00 0.90 0.16 0.52 ]
[0.00 0.00 0.40 0.31 0.50 0.38 0.98 0.59 0.74 0.84 0.70 0.00 0.53 0.90 1.00 0.65 0.45 ]
[0.47 0.55 0.73 0.73 0.59 0.01 0.80 0.98 0.76 0.32 0.43 0.78 0.93 0.16 0.65 1.00 0.70 ]
[0.56 0.34 0.85 0.06 0.50 0.74 0.86 0.80 0.55 0.35 0.90 0.06 0.61 0.52 0.45 0.70 1.00 ]
];
