D = 2;
n = [ 4 4 ];
N = 74;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.24 0.62 0.86 0.12 0.41 0.61 0.35 0.45 0.43 0.01 0.62 0.67 0.08 0.81 0.37 0.05 0.52 0.78 0.02 0.53 0.89 0.05 0.71 0.24 0.70 0.97 0.28 0.94 0.73 0.11 0.00 0.28 0.34 0.55 0.65 0.92 0.55 0.86 0.11 0.43 0.87 0.45 0.47 0.69 0.57 0.97 0.25 0.80 0.45 0.77 0.28 0.46 0.74 0.07 0.23 0.74 0.12 0.34 0.87 0.13 0.89 0.39 0.45 0.67 0.05 0.02 0.86 0.97 0.31 0.68 0.46 0.50 0.64 ]
[0.24 1.00 0.61 0.17 0.59 0.73 0.79 0.87 0.74 0.09 0.17 0.01 0.19 0.31 0.16 0.80 0.54 0.85 0.97 0.62 0.61 0.39 0.62 0.76 0.52 0.47 0.69 0.50 0.20 0.81 0.97 0.22 0.77 0.77 0.15 0.08 0.85 0.44 0.07 0.07 0.95 0.65 0.53 0.96 0.84 0.44 0.63 0.18 0.07 0.80 0.78 0.41 0.38 0.97 0.45 0.22 0.26 0.35 0.79 0.90 0.56 0.56 0.23 0.93 0.91 0.86 0.77 0.03 0.48 0.66 1.00 0.69 0.81 0.04 ]
[0.62 0.61 1.00 0.65 0.27 0.69 0.64 0.78 0.41 0.93 0.22 0.26 0.24 0.23 0.21 0.65 0.73 0.98 0.38 0.73 0.54 0.83 0.38 0.73 0.83 0.97 0.03 0.23 0.71 0.94 0.88 0.46 0.60 0.80 0.16 0.46 0.85 0.56 0.57 0.77 0.43 0.56 0.72 0.52 0.40 0.97 0.92 0.07 0.20 0.50 0.72 0.26 0.32 0.89 0.88 0.76 0.34 0.02 0.40 0.37 0.40 0.77 0.61 0.44 0.47 0.32 0.01 0.04 0.25 0.29 0.54 0.44 0.73 0.78 ]
[0.86 0.17 0.65 1.00 0.82 0.68 0.10 0.13 0.50 0.81 0.29 0.46 0.78 0.27 0.28 0.66 0.26 0.66 0.21 0.80 0.13 0.31 0.01 0.97 0.61 0.70 0.96 0.56 0.34 0.37 0.26 0.90 0.91 0.05 0.53 0.61 0.62 0.69 0.94 0.83 0.35 0.14 0.84 0.82 0.47 0.59 0.68 0.61 0.66 0.09 0.04 0.00 0.03 0.73 0.26 0.53 0.08 0.89 0.81 0.53 0.89 0.10 0.40 0.84 0.13 0.90 0.99 0.94 0.28 0.52 0.30 0.12 0.84 0.06 ]
[0.12 0.59 0.27 0.82 1.00 0.12 0.14 1.00 0.95 0.11 0.36 0.19 0.65 0.71 0.57 0.04 0.88 0.81 0.49 0.71 0.90 0.27 0.02 0.44 0.78 0.35 0.02 0.28 0.93 0.99 0.85 0.56 0.92 0.80 0.89 0.11 0.04 0.45 0.23 0.58 0.67 0.41 0.18 0.57 0.59 0.37 0.32 0.59 0.06 0.09 0.70 0.54 0.38 0.30 0.65 0.47 0.10 0.13 0.24 0.31 0.91 0.51 0.11 0.09 0.54 0.34 0.13 0.82 0.06 0.74 0.57 0.11 0.49 0.53 ]
[0.41 0.73 0.69 0.68 0.12 1.00 0.30 0.19 0.65 0.23 0.12 0.14 0.56 0.93 0.27 0.44 0.69 0.57 0.11 0.80 0.90 0.31 0.55 0.52 0.33 0.41 0.00 0.77 0.40 0.10 0.71 0.08 0.61 0.61 0.08 0.47 0.20 0.74 0.59 0.28 0.58 0.05 0.34 0.98 0.65 0.19 0.62 0.63 0.25 0.20 0.47 0.94 0.66 0.10 0.11 0.86 0.57 0.24 0.56 0.13 0.79 0.63 0.93 0.20 0.82 0.31 0.08 0.07 0.73 0.79 0.21 0.69 0.25 0.05 ]
[0.61 0.79 0.64 0.10 0.14 0.30 1.00 0.37 0.13 0.34 0.34 0.26 0.75 0.76 0.83 0.21 0.23 0.12 0.15 0.68 0.93 0.14 0.30 0.61 0.41 0.71 0.64 0.14 0.08 0.11 0.50 0.04 0.53 0.59 0.20 0.31 0.96 0.08 0.32 0.68 0.95 0.63 0.92 0.11 0.45 0.62 0.93 0.02 0.74 0.27 0.07 0.32 0.88 0.14 0.90 0.01 0.72 0.88 0.06 0.38 0.82 0.92 0.80 0.92 0.62 0.81 0.94 0.88 0.71 0.99 0.43 0.61 0.13 0.53 ]
[0.35 0.87 0.78 0.13 1.00 0.19 0.37 1.00 0.54 0.37 0.92 0.11 0.26 0.03 0.33 0.99 0.86 0.66 0.86 0.98 0.90 0.64 0.73 0.05 0.93 0.86 0.27 0.46 0.09 0.25 0.66 0.31 0.26 0.06 0.82 0.09 0.01 0.83 0.90 0.21 0.40 0.62 0.12 0.93 0.76 0.65 0.97 0.04 0.60 0.30 0.10 0.74 0.39 0.34 0.57 0.70 0.40 0.25 0.59 0.24 0.18 0.44 0.71 0.12 0.27 0.46 0.65 0.54 0.89 0.13 0.99 0.82 0.08 0.02 ]
[0.45 0.74 0.41 0.50 0.95 0.65 0.13 0.54 1.00 0.89 0.48 0.62 0.03 0.43 0.55 0.48 0.65 0.79 0.62 0.89 0.57 0.82 0.84 0.27 0.88 0.39 0.79 0.49 0.07 0.50 0.59 0.43 0.72 0.78 0.19 0.21 0.74 0.74 0.89 0.40 0.45 0.21 0.31 0.57 0.59 0.44 0.12 0.96 0.29 0.49 0.31 0.64 0.87 0.20 0.83 0.57 0.23 0.64 0.02 0.35 0.98 0.44 0.94 0.59 0.01 0.41 0.41 0.72 0.60 0.54 0.02 0.75 0.51 0.32 ]
[0.43 0.09 0.93 0.81 0.11 0.23 0.34 0.37 0.89 1.00 0.44 0.68 0.60 0.25 0.70 0.80 0.75 0.32 0.19 0.56 0.33 0.08 0.30 0.04 0.60 0.99 0.07 0.39 0.48 0.32 0.63 0.19 0.85 0.68 0.78 0.02 0.10 0.61 0.66 0.83 0.21 0.08 0.96 0.25 1.00 0.74 0.85 0.86 0.77 0.47 0.07 0.43 0.14 0.85 1.00 0.88 0.68 0.87 0.43 0.13 0.56 0.39 0.80 0.68 0.87 0.92 0.54 0.93 0.76 0.32 0.44 0.92 0.23 0.88 ]
[0.01 0.17 0.22 0.29 0.36 0.12 0.34 0.92 0.48 0.44 1.00 0.96 0.14 0.66 0.97 0.50 0.44 0.44 0.50 0.80 0.48 0.90 0.97 0.24 0.42 0.65 0.78 0.78 0.49 0.61 0.13 0.75 0.03 0.58 0.64 0.15 0.35 0.77 0.88 0.27 0.64 0.76 0.45 0.17 0.40 0.39 0.36 0.21 0.79 0.92 0.47 0.86 0.80 0.77 0.80 0.34 0.43 0.88 0.88 0.15 0.89 0.62 0.20 0.72 0.90 0.81 0.17 0.78 0.39 0.82 0.45 0.68 0.06 0.79 ]
[0.62 0.01 0.26 0.46 0.19 0.14 0.26 0.11 0.62 0.68 0.96 1.00 0.71 0.90 0.39 0.51 0.52 0.12 0.77 0.24 0.37 0.36 0.25 0.02 0.20 0.61 0.28 0.87 0.84 0.63 0.07 0.85 0.98 0.78 0.27 0.83 0.87 0.72 0.26 0.41 0.00 0.27 0.94 0.21 0.81 0.65 0.15 0.40 0.00 0.39 0.20 0.53 0.19 0.97 0.36 1.00 0.41 0.23 0.97 0.88 0.33 0.60 0.72 0.72 0.72 0.95 0.64 0.19 0.69 0.31 0.14 0.78 0.49 0.02 ]
[0.67 0.19 0.24 0.78 0.65 0.56 0.75 0.26 0.03 0.60 0.14 0.71 1.00 0.35 0.54 0.92 0.54 0.71 0.47 0.45 0.15 0.95 0.23 0.87 0.04 0.23 0.74 0.26 0.12 0.81 1.00 0.64 0.21 0.77 0.35 0.97 0.38 0.10 0.28 0.91 0.67 0.10 0.33 0.77 0.91 0.34 0.78 0.45 0.39 0.31 0.41 0.28 0.07 0.36 0.70 0.86 0.37 0.36 0.27 0.81 0.65 0.38 0.09 0.57 0.92 0.71 0.44 0.53 0.04 0.56 0.43 0.74 0.08 0.57 ]
[0.08 0.31 0.23 0.27 0.71 0.93 0.76 0.03 0.43 0.25 0.66 0.90 0.35 1.00 0.96 0.48 0.58 0.71 0.18 0.69 0.67 0.23 0.17 0.89 0.67 0.92 0.22 0.27 0.31 0.76 0.19 0.50 0.44 0.17 0.37 0.51 0.74 0.37 0.04 0.93 0.43 0.60 0.30 0.10 0.25 0.32 0.44 0.46 0.22 0.80 0.65 0.18 0.58 0.71 0.74 0.74 0.77 0.24 0.80 0.50 0.23 0.58 0.99 0.82 0.36 0.65 0.28 0.08 0.53 0.35 0.03 0.31 0.09 0.22 ]
