D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 70;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.02 0.19 0.94 0.56 0.68 1.00 0.75 0.71 0.01 0.64 1.00 0.19 0.85 0.77 0.15 0.49 0.04 0.40 0.54 0.53 0.98 0.76 0.57 0.72 0.41 0.58 0.44 0.63 0.58 0.27 0.35 0.76 0.91 0.27 0.03 0.57 0.07 0.77 0.90 0.11 0.44 0.13 0.31 0.96 0.47 0.33 0.71 0.51 0.15 0.65 0.54 0.80 0.72 0.37 0.89 0.50 0.18 0.96 0.89 0.58 0.48 0.48 1.00 0.74 0.94 0.15 0.96 0.31 0.63 ]
[0.02 1.00 0.14 0.39 0.54 0.08 0.73 0.50 0.78 0.01 0.42 0.53 0.22 0.34 0.69 0.93 0.07 0.80 0.56 0.54 0.16 0.67 0.05 0.96 0.99 0.34 0.43 0.53 0.11 0.86 0.24 0.63 0.15 0.54 1.00 0.45 0.62 0.63 0.04 0.63 0.98 0.14 0.44 0.46 0.50 0.53 0.80 0.12 0.65 0.40 0.62 0.54 0.10 0.82 0.55 0.05 0.54 0.25 0.69 0.40 0.52 0.15 0.35 0.44 0.32 0.11 0.19 0.94 0.97 0.81 ]
[0.19 0.14 1.00 0.42 0.68 0.42 0.39 0.36 0.82 0.48 0.96 0.32 0.83 0.74 0.04 0.28 0.98 0.47 0.18 0.71 0.48 0.09 0.52 0.50 0.25 0.36 0.70 0.45 0.25 0.89 0.86 0.80 0.36 0.74 0.72 0.67 0.26 0.37 0.58 0.48 0.02 0.12 0.68 0.03 0.34 0.58 0.97 0.54 0.52 0.60 0.47 0.59 0.88 0.90 0.45 0.71 0.35 0.04 0.25 0.21 0.74 0.60 0.86 0.53 0.79 0.28 1.00 0.79 0.35 0.07 ]
[0.94 0.39 0.42 1.00 0.37 0.98 0.06 0.94 0.68 0.35 0.56 0.76 0.99 0.70 0.89 0.40 0.78 0.84 0.91 0.42 0.09 0.66 0.94 0.26 0.79 0.63 0.70 0.97 0.53 0.39 0.37 0.44 0.45 0.47 0.37 0.22 0.16 0.79 0.74 0.80 0.63 0.08 0.52 0.45 0.89 0.12 0.28 0.97 0.57 0.79 0.89 0.30 0.46 0.14 0.69 0.81 0.15 0.54 0.75 0.71 0.71 0.19 0.19 0.94 0.39 0.55 0.95 0.90 0.18 0.68 ]
[0.56 0.54 0.68 0.37 1.00 0.71 0.56 0.28 0.09 0.21 0.69 0.47 0.77 0.62 0.13 0.70 0.17 0.66 0.18 0.21 0.22 0.68 0.13 0.02 0.75 0.31 0.10 0.42 0.36 0.07 0.63 0.31 0.84 0.80 0.78 0.19 0.52 0.16 0.00 0.89 0.71 0.48 0.43 0.04 0.56 0.68 0.70 0.28 0.87 0.21 0.66 0.48 0.73 0.39 0.17 0.87 0.75 0.37 0.05 0.27 0.73 0.55 0.07 0.49 0.87 0.58 0.58 0.09 0.41 0.64 ]
[0.68 0.08 0.42 0.98 0.71 1.00 0.81 0.09 0.82 0.86 0.23 0.64 0.36 1.00 0.79 0.09 0.04 0.48 0.85 0.79 0.46 0.57 0.96 0.04 0.51 0.29 0.20 0.70 0.49 0.20 0.89 0.87 0.27 0.70 0.42 0.82 0.54 0.76 0.05 0.94 0.58 0.85 0.24 0.15 0.15 0.87 0.99 0.53 0.37 0.53 0.43 0.66 0.64 0.05 0.35 0.53 0.22 0.00 0.81 0.54 0.44 0.80 0.74 0.16 0.74 0.50 0.16 0.85 0.04 0.69 ]
[1.00 0.73 0.39 0.06 0.56 0.81 1.00 0.88 0.85 0.02 0.18 0.14 0.52 0.36 0.41 0.21 0.29 0.29 0.03 0.66 0.87 0.12 0.75 0.65 0.98 0.66 0.96 0.19 0.75 0.45 0.90 0.75 0.26 0.97 0.57 0.44 0.81 0.31 0.49 0.31 0.18 0.74 0.25 0.55 0.43 0.19 0.77 0.90 0.50 0.51 0.47 0.25 0.62 0.41 0.52 0.86 0.75 0.53 0.38 0.10 0.37 0.73 0.05 0.52 0.27 0.16 0.75 0.02 0.20 0.02 ]
[0.75 0.50 0.36 0.94 0.28 0.09 0.88 1.00 0.27 0.19 0.40 0.87 0.11 0.55 0.39 0.02 0.73 0.99 0.74 0.66 0.11 0.37 0.07 0.18 0.64 0.38 0.99 0.55 0.54 0.70 0.56 0.38 0.90 0.82 0.63 0.42 0.13 0.87 0.31 0.33 0.29 0.57 0.43 0.12 0.30 0.81 0.72 0.49 0.99 0.53 0.01 0.36 0.47 0.59 0.23 0.77 0.51 0.95 0.63 0.17 0.08 0.69 0.91 0.89 0.06 0.20 0.61 0.77 0.15 0.34 ]
[0.71 0.78 0.82 0.68 0.09 0.82 0.85 0.27 1.00 0.66 0.44 0.89 0.67 0.68 0.20 0.55 0.49 0.10 0.41 0.11 0.08 0.87 0.92 0.58 0.17 0.64 0.08 0.93 0.91 0.17 0.45 0.68 0.50 0.63 0.88 0.47 0.10 0.10 0.35 0.56 0.35 0.23 0.02 0.90 0.11 0.43 0.71 0.35 0.31 0.97 0.25 0.92 0.69 0.76 0.11 0.82 0.51 0.89 0.23 0.08 0.63 0.47 0.38 0.62 0.43 0.99 0.08 0.11 0.61 0.22 ]
[0.01 0.01 0.48 0.35 0.21 0.86 0.02 0.19 0.66 1.00 0.59 0.91 0.71 0.27 0.44 0.27 0.74 0.89 0.25 0.82 0.68 0.76 0.11 0.77 0.27 0.10 0.86 0.16 0.11 0.57 0.21 0.23 0.32 0.08 0.28 0.25 0.86 0.25 0.34 0.89 0.71 0.56 0.69 0.41 0.36 0.88 0.32 0.87 0.55 0.53 0.69 0.84 0.73 0.76 0.71 0.33 0.89 0.66 0.69 0.24 0.73 0.03 0.69 0.52 0.10 0.62 0.33 0.27 0.25 0.56 ]
