D = 2;
n = [ 5 5 ];
N = 28;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.70 0.21 0.88 0.75 0.31 0.61 0.94 0.92 0.89 0.45 0.23 0.39 0.49 0.45 0.38 0.20 0.68 0.31 0.84 0.99 0.42 0.99 0.65 0.94 0.73 0.88 0.53 ]
[0.70 1.00 0.16 0.83 0.50 0.05 0.50 0.34 0.40 0.97 0.39 0.67 0.51 0.99 0.13 0.13 0.26 0.53 0.70 0.65 0.86 0.13 0.74 0.82 0.47 0.13 0.50 0.88 ]
[0.21 0.16 1.00 0.29 0.85 0.35 0.51 0.73 0.73 0.61 0.73 0.19 0.18 0.74 0.46 0.74 0.37 0.13 0.89 0.33 0.44 0.77 0.08 0.68 0.54 0.99 0.89 0.39 ]
[0.88 0.83 0.29 1.00 0.53 0.26 0.42 0.19 0.07 0.02 0.60 0.72 0.20 0.46 0.36 0.13 0.16 0.19 0.59 0.66 0.30 0.93 0.55 0.64 0.45 0.29 0.39 0.60 ]
[0.75 0.50 0.85 0.53 1.00 0.55 0.01 0.04 0.96 0.67 0.37 0.78 0.64 0.23 0.01 0.46 0.88 0.57 0.51 0.65 0.86 0.37 0.35 0.09 0.04 0.06 0.71 0.41 ]
[0.31 0.05 0.35 0.26 0.55 1.00 0.74 0.34 0.34 0.94 0.76 0.94 0.85 0.20 0.96 0.49 0.64 0.46 0.99 0.97 0.71 0.11 0.46 0.52 0.88 0.90 0.24 0.07 ]
[0.61 0.50 0.51 0.42 0.01 0.74 1.00 0.05 0.88 0.76 0.21 0.66 0.97 0.77 0.16 0.10 0.63 0.38 0.50 0.02 0.16 0.16 0.49 0.12 0.02 0.57 0.78 0.28 ]
[0.94 0.34 0.73 0.19 0.04 0.34 0.05 1.00 0.89 0.45 0.39 0.90 0.87 0.11 0.51 0.59 0.80 0.80 0.35 0.44 0.78 0.09 0.38 0.44 0.27 0.54 0.34 0.73 ]
[0.92 0.40 0.73 0.07 0.96 0.34 0.88 0.89 1.00 0.38 0.34 0.62 0.35 0.23 0.06 0.69 0.26 0.36 0.67 0.23 0.74 0.57 0.87 0.36 0.54 0.12 0.71 0.51 ]
[0.89 0.97 0.61 0.02 0.67 0.94 0.76 0.45 0.38 1.00 0.58 0.62 0.82 0.11 0.13 0.23 0.98 0.41 0.18 0.58 0.05 0.19 0.95 0.10 0.55 0.78 0.04 0.04 ]
