D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 43;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 7 7 7 7 7 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.23 0.61 0.59 0.28 0.05 0.57 0.75 0.67 0.14 0.62 0.49 0.63 0.52 0.42 0.23 0.07 0.41 0.02 0.85 0.74 0.51 0.07 0.13 0.65 0.97 0.49 0.59 0.51 0.18 0.61 0.94 0.63 0.36 0.62 0.79 0.40 0.92 0.92 0.86 0.76 0.65 0.45 ]
[0.23 1.00 0.59 0.03 0.94 0.14 0.78 0.86 0.88 0.20 0.30 0.22 0.35 0.70 0.84 0.79 0.69 0.13 0.69 0.95 0.29 0.28 0.53 0.84 0.04 0.74 0.81 0.86 0.84 0.49 0.64 0.32 0.59 0.98 0.77 0.34 0.77 0.35 0.93 0.07 0.09 0.51 0.91 ]
[0.61 0.59 1.00 0.10 0.90 0.39 0.51 0.68 0.48 0.88 0.55 0.05 0.40 0.34 0.95 0.90 0.82 0.20 0.89 0.37 0.90 0.75 0.11 0.65 0.56 0.44 0.34 0.67 0.94 0.32 0.28 0.35 0.24 0.24 0.55 0.44 0.41 0.97 0.71 0.77 0.43 0.82 0.05 ]
[0.59 0.03 0.10 1.00 0.38 0.35 0.51 0.85 0.06 0.62 0.25 0.71 0.52 0.78 0.10 0.72 0.37 0.66 0.54 0.27 0.15 0.19 0.39 0.93 0.95 0.12 0.24 0.06 0.32 0.41 0.47 0.53 0.08 0.37 0.85 0.55 0.79 0.67 0.31 0.33 0.24 0.18 0.05 ]
[0.28 0.94 0.90 0.38 1.00 0.06 0.32 0.90 0.00 0.61 0.36 0.35 0.57 0.42 0.35 0.17 0.66 0.58 0.77 0.72 0.91 0.02 0.76 0.65 0.03 0.32 0.71 0.93 0.54 0.91 0.68 0.72 0.40 0.38 0.21 0.16 0.20 0.14 0.16 0.70 0.02 0.51 0.53 ]
[0.05 0.14 0.39 0.35 0.06 1.00 0.31 0.42 0.37 0.81 0.56 0.65 0.60 0.91 0.81 0.85 0.27 0.38 0.58 0.98 0.43 0.71 0.82 0.32 0.54 0.97 0.87 0.99 0.75 0.75 0.29 0.20 0.41 0.07 0.78 0.22 0.48 0.35 0.98 0.71 0.03 0.85 0.67 ]
[0.57 0.78 0.51 0.51 0.32 0.31 1.00 0.36 0.73 0.73 0.95 0.86 0.04 0.72 0.42 0.29 0.46 0.57 0.85 0.40 0.62 0.23 0.79 0.68 0.28 0.07 0.31 0.10 0.62 0.21 0.45 0.92 0.83 0.93 0.04 0.89 0.36 0.61 0.49 0.93 0.58 0.79 0.10 ]
[0.75 0.86 0.68 0.85 0.90 0.42 0.36 1.00 0.64 0.41 0.26 0.50 0.49 0.74 0.31 0.75 0.73 0.13 0.87 0.03 0.26 0.24 0.82 0.80 0.09 0.65 0.65 0.32 0.89 0.53 0.16 0.42 0.15 0.69 0.49 0.09 0.85 0.90 0.24 0.91 0.83 0.06 0.18 ]
[0.67 0.88 0.48 0.06 0.00 0.37 0.73 0.64 1.00 0.60 0.99 0.48 0.14 0.30 0.29 0.44 0.49 0.99 0.74 0.99 0.64 0.24 0.70 0.48 0.29 0.67 0.90 0.22 0.93 0.60 0.76 0.54 0.76 0.31 0.43 0.62 0.63 0.74 0.15 0.14 0.98 0.22 0.93 ]
[0.14 0.20 0.88 0.62 0.61 0.81 0.73 0.41 0.60 1.00 0.90 0.82 0.08 0.41 0.80 0.71 0.37 0.67 0.37 0.49 0.74 0.82 0.66 0.27 0.49 0.85 0.21 0.60 0.49 0.62 0.75 0.24 0.93 0.57 0.14 0.25 0.40 0.18 0.16 0.68 0.19 0.60 0.65 ]
