D = 2;
n = [ 4 4 ];
N = 27;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 1.00 0.32 0.38 0.03 0.32 0.72 0.79 0.01 0.02 0.08 0.85 0.62 0.53 0.37 0.34 0.08 0.10 0.06 0.75 0.34 0.49 0.13 0.84 0.54 0.81 0.42 ]
[1.00 1.00 0.66 0.85 0.14 0.79 0.85 0.86 0.27 0.08 0.03 0.49 0.67 0.91 0.80 0.84 0.63 0.83 0.28 0.88 0.51 0.98 0.88 0.83 0.78 0.44 0.75 ]
[0.32 0.66 1.00 0.68 0.70 0.21 0.55 0.59 0.86 0.97 0.31 0.75 0.49 0.91 0.87 0.95 0.62 0.07 0.43 0.85 0.38 0.19 0.03 0.98 0.48 0.81 0.52 ]
[0.38 0.85 0.68 1.00 0.36 0.62 0.30 0.06 0.50 0.50 0.28 0.42 0.01 0.04 0.33 0.21 0.09 0.76 0.72 0.20 0.48 0.19 0.30 0.40 0.39 0.47 0.60 ]
[0.03 0.14 0.70 0.36 1.00 0.51 0.65 0.57 0.15 0.69 0.41 0.87 0.15 0.21 0.75 0.00 0.11 0.95 0.64 0.75 0.12 0.90 0.77 0.45 0.20 0.85 0.49 ]
[0.32 0.79 0.21 0.62 0.51 1.00 0.76 0.36 0.64 0.83 0.93 0.37 0.52 0.76 0.92 0.63 0.89 0.08 0.10 0.46 0.65 0.94 0.28 0.19 0.80 0.28 0.77 ]
[0.72 0.85 0.55 0.30 0.65 0.76 1.00 0.16 0.78 0.45 0.74 0.51 0.78 0.65 0.93 0.81 0.90 0.79 0.56 0.86 0.35 0.31 0.13 0.18 0.09 0.51 0.59 ]
[0.79 0.86 0.59 0.06 0.57 0.36 0.16 1.00 0.08 0.18 0.37 0.27 0.85 0.70 0.83 0.16 0.03 0.82 0.55 0.08 0.42 0.77 0.49 0.05 0.44 0.13 0.45 ]
[0.01 0.27 0.86 0.50 0.15 0.64 0.78 0.08 1.00 0.43 0.48 0.63 0.52 0.47 0.92 0.47 0.03 0.39 0.58 0.53 0.69 0.53 0.10 0.30 0.25 0.45 0.20 ]
[0.02 0.08 0.97 0.50 0.69 0.83 0.45 0.18 0.43 1.00 0.91 0.98 0.15 0.29 0.17 0.47 0.63 0.23 0.71 0.11 0.84 0.62 0.55 0.19 0.72 0.60 0.28 ]
[0.08 0.03 0.31 0.28 0.41 0.93 0.74 0.37 0.48 0.91 1.00 0.69 0.66 0.75 0.99 0.91 0.25 0.50 0.78 0.16 0.26 0.06 0.95 0.03 0.40 0.01 0.88 ]
[0.85 0.49 0.75 0.42 0.87 0.37 0.51 0.27 0.63 0.98 0.69 1.00 0.92 0.23 0.34 0.01 0.68 0.27 0.50 0.03 0.94 0.34 0.83 0.47 0.43 0.15 0.26 ]
[0.62 0.67 0.49 0.01 0.15 0.52 0.78 0.85 0.52 0.15 0.66 0.92 1.00 0.37 0.75 0.01 0.24 0.80 0.15 0.20 0.25 0.20 0.24 0.18 0.21 0.00 0.62 ]
[0.53 0.91 0.91 0.04 0.21 0.76 0.65 0.70 0.47 0.29 0.75 0.23 0.37 1.00 0.45 0.23 0.20 0.53 0.16 0.99 0.15 0.18 0.40 0.15 0.51 0.69 0.49 ]
[0.37 0.80 0.87 0.33 0.75 0.92 0.93 0.83 0.92 0.17 0.99 0.34 0.75 0.45 1.00 0.24 0.34 0.17 0.90 0.68 0.40 0.51 0.26 0.97 0.44 0.58 0.63 ]
[0.34 0.84 0.95 0.21 0.00 0.63 0.81 0.16 0.47 0.47 0.91 0.01 0.01 0.23 0.24 1.00 0.19 0.17 0.73 0.43 0.06 0.44 0.83 0.65 0.73 0.32 0.50 ]
[0.08 0.63 0.62 0.09 0.11 0.89 0.90 0.03 0.03 0.63 0.25 0.68 0.24 0.20 0.34 0.19 1.00 0.67 0.80 0.77 0.25 0.56 0.37 0.59 0.30 0.71 0.11 ]
[0.10 0.83 0.07 0.76 0.95 0.08 0.79 0.82 0.39 0.23 0.50 0.27 0.80 0.53 0.17 0.17 0.67 1.00 0.14 0.20 0.63 0.91 0.18 0.63 0.88 0.37 0.24 ]
[0.06 0.28 0.43 0.72 0.64 0.10 0.56 0.55 0.58 0.71 0.78 0.50 0.15 0.16 0.90 0.73 0.80 0.14 1.00 0.02 0.55 0.04 0.92 0.36 0.19 0.41 0.89 ]
[0.75 0.88 0.85 0.20 0.75 0.46 0.86 0.08 0.53 0.11 0.16 0.03 0.20 0.99 0.68 0.43 0.77 0.20 0.02 1.00 0.15 0.79 0.64 0.08 0.43 0.86 0.13 ]
[0.34 0.51 0.38 0.48 0.12 0.65 0.35 0.42 0.69 0.84 0.26 0.94 0.25 0.15 0.40 0.06 0.25 0.63 0.55 0.15 1.00 0.11 0.93 0.79 0.51 0.17 0.41 ]
[0.49 0.98 0.19 0.19 0.90 0.94 0.31 0.77 0.53 0.62 0.06 0.34 0.20 0.18 0.51 0.44 0.56 0.91 0.04 0.79 0.11 1.00 0.77 0.78 0.71 0.91 0.30 ]
[0.13 0.88 0.03 0.30 0.77 0.28 0.13 0.49 0.10 0.55 0.95 0.83 0.24 0.40 0.26 0.83 0.37 0.18 0.92 0.64 0.93 0.77 1.00 0.07 0.22 0.75 0.66 ]
[0.84 0.83 0.98 0.40 0.45 0.19 0.18 0.05 0.30 0.19 0.03 0.47 0.18 0.15 0.97 0.65 0.59 0.63 0.36 0.08 0.79 0.78 0.07 1.00 0.25 0.63 0.58 ]
[0.54 0.78 0.48 0.39 0.20 0.80 0.09 0.44 0.25 0.72 0.40 0.43 0.21 0.51 0.44 0.73 0.30 0.88 0.19 0.43 0.51 0.71 0.22 0.25 1.00 1.00 0.49 ]
[0.81 0.44 0.81 0.47 0.85 0.28 0.51 0.13 0.45 0.60 0.01 0.15 0.00 0.69 0.58 0.32 0.71 0.37 0.41 0.86 0.17 0.91 0.75 0.63 1.00 1.00 0.04 ]
[0.42 0.75 0.52 0.60 0.49 0.77 0.59 0.45 0.20 0.28 0.88 0.26 0.62 0.49 0.63 0.50 0.11 0.24 0.89 0.13 0.41 0.30 0.66 0.58 0.49 0.04 1.00 ]
];
