D = 8;
n = [ 3 3 3 3 3 3 3 3 ];
N = 51;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.91 0.16 0.46 0.48 0.47 0.97 0.09 0.67 0.21 0.18 0.19 0.77 0.16 0.89 0.69 0.99 0.67 0.52 0.02 0.17 0.94 0.09 0.69 0.69 0.07 0.80 0.86 0.43 0.67 0.24 0.22 0.32 0.79 0.12 0.81 0.04 0.78 0.22 0.41 0.04 0.85 0.04 0.29 0.70 0.63 0.44 0.79 0.58 0.22 0.49 ]
[0.91 1.00 0.15 0.05 0.06 0.51 0.11 0.34 0.84 0.35 0.39 0.77 0.40 0.15 0.47 0.85 0.33 0.95 0.89 0.83 0.41 0.28 0.08 0.73 0.83 0.85 0.54 1.00 0.77 0.32 0.26 0.83 0.40 0.05 0.25 0.20 0.87 0.06 0.68 0.32 0.87 0.95 0.59 0.45 0.39 0.77 0.82 0.48 0.81 0.69 0.63 ]
[0.16 0.15 1.00 0.51 0.63 0.79 0.02 0.32 0.36 0.63 0.29 0.18 0.67 0.52 0.15 0.26 0.98 0.57 0.57 0.83 0.53 0.39 0.01 0.97 0.01 0.27 0.99 0.99 0.09 0.49 0.46 0.83 0.65 0.96 0.24 0.36 0.29 0.22 0.28 0.24 0.50 0.68 0.27 0.37 0.34 0.85 0.27 0.50 0.80 0.55 0.08 ]
[0.46 0.05 0.51 1.00 0.41 0.45 0.56 0.10 0.29 0.17 0.66 0.99 0.76 0.71 0.47 0.49 0.18 0.27 0.38 0.99 0.24 0.89 0.90 0.23 0.72 0.13 0.92 0.64 0.69 0.97 0.91 0.32 0.48 0.36 0.76 0.86 0.81 0.43 0.65 0.39 0.87 0.18 0.32 0.68 0.95 0.04 0.51 0.03 0.58 0.12 0.03 ]
[0.48 0.06 0.63 0.41 1.00 0.71 0.82 0.02 0.92 0.59 0.17 0.81 0.25 0.42 0.35 0.80 0.66 0.50 0.92 0.60 0.97 0.19 0.20 0.39 0.70 0.97 0.38 0.13 0.42 0.70 0.91 0.31 0.06 0.89 0.37 0.80 0.04 0.23 0.11 0.79 0.82 0.20 0.22 0.30 0.13 0.68 0.30 0.97 0.22 0.75 0.43 ]
[0.47 0.51 0.79 0.45 0.71 1.00 0.59 0.47 0.80 0.36 0.81 0.07 0.57 0.26 0.35 0.87 0.75 0.11 0.23 0.78 0.50 0.96 0.49 0.95 0.44 0.90 0.30 0.81 0.15 0.71 0.69 0.95 0.24 0.74 0.36 0.28 0.31 0.42 0.26 0.50 0.50 0.27 0.82 0.45 0.70 0.73 0.80 0.01 0.28 0.11 0.67 ]
[0.97 0.11 0.02 0.56 0.82 0.59 1.00 0.64 0.66 0.34 0.46 0.17 0.10 0.43 0.39 0.72 0.73 0.94 0.99 0.72 0.75 0.91 0.77 0.58 0.49 0.58 0.46 0.79 0.88 0.94 0.24 0.89 0.48 0.19 0.73 0.65 0.92 0.65 0.03 0.08 0.01 0.10 0.05 0.25 0.72 0.08 0.82 0.79 0.22 0.65 0.96 ]
[0.09 0.34 0.32 0.10 0.02 0.47 0.64 1.00 0.76 0.66 0.57 0.10 0.13 0.39 0.24 0.27 0.50 0.44 0.65 0.04 0.35 0.71 0.23 0.32 0.65 0.64 0.32 0.57 0.11 0.71 0.95 0.67 0.16 0.68 0.84 0.57 0.43 0.12 0.66 0.04 0.58 0.42 0.89 0.26 0.54 0.92 0.24 0.06 0.65 0.77 0.64 ]
[0.67 0.84 0.36 0.29 0.92 0.80 0.66 0.76 1.00 0.53 0.31 0.02 0.18 0.07 0.86 0.58 0.50 0.69 0.24 0.18 0.07 0.22 0.26 0.12 0.93 0.08 0.77 0.64 0.64 0.66 0.40 0.16 0.36 0.83 0.66 0.11 0.32 0.50 0.75 0.82 0.85 0.30 0.28 0.42 0.88 0.79 0.28 0.51 0.66 0.61 0.98 ]
[0.21 0.35 0.63 0.17 0.59 0.36 0.34 0.66 0.53 1.00 0.75 0.76 0.01 0.96 0.21 0.93 0.87 0.05 0.31 0.67 0.23 0.80 0.02 0.01 0.48 0.88 0.09 0.06 0.66 0.43 0.68 0.73 0.10 0.59 0.12 0.95 0.30 0.83 0.96 0.47 0.15 0.44 0.94 0.52 0.24 0.39 0.47 0.66 0.86 0.81 0.77 ]
