D = 6;
n = [ 3 3 3 3 3 3 ];
N = 53;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.99 0.96 0.13 0.70 0.61 0.96 0.06 0.21 0.44 0.67 0.74 0.26 0.94 0.44 0.66 0.54 0.48 0.60 0.45 0.05 0.02 0.39 0.27 0.45 0.92 0.13 0.24 0.22 0.66 0.42 0.46 0.37 0.68 0.81 0.06 0.98 0.39 0.12 0.22 0.08 0.49 0.74 0.76 0.38 0.06 0.82 0.08 0.63 0.37 0.26 0.44 0.82 ]
[0.99 1.00 0.58 0.33 0.79 0.02 0.92 0.92 0.23 0.32 0.90 0.75 0.78 0.70 0.58 0.65 1.00 0.59 0.12 0.18 0.85 0.10 0.92 0.50 0.59 0.84 0.89 0.80 0.96 0.52 0.23 0.05 0.66 0.57 0.93 0.91 0.87 0.91 0.97 0.72 0.87 0.27 0.37 0.58 0.91 0.22 0.87 0.97 0.36 0.00 0.39 0.60 0.14 ]
[0.96 0.58 1.00 0.34 0.90 0.78 0.86 0.03 0.53 0.68 0.45 0.59 0.74 0.82 0.58 0.41 0.65 0.09 0.35 0.26 0.84 0.69 0.80 0.22 0.32 0.95 0.39 0.93 0.64 0.95 0.55 0.24 0.12 0.70 0.12 0.10 0.51 0.16 0.54 0.78 0.53 0.82 0.26 0.14 0.72 0.80 0.02 0.97 0.79 0.01 0.06 0.14 0.57 ]
[0.13 0.33 0.34 1.00 0.10 0.25 0.60 0.98 0.65 0.96 0.32 0.57 0.02 0.36 0.82 0.18 0.90 0.04 0.77 0.06 0.50 0.32 0.85 0.93 0.23 0.06 0.64 0.27 0.38 0.36 0.99 0.83 0.72 0.04 0.42 0.63 0.22 0.64 0.49 0.31 0.57 0.65 0.15 0.85 0.58 0.63 0.57 0.20 0.78 0.64 0.94 0.93 0.27 ]
[0.70 0.79 0.90 0.10 1.00 0.07 0.61 0.60 0.72 0.69 0.24 0.34 0.12 0.31 1.00 0.91 0.09 0.16 0.32 0.65 0.43 0.43 0.91 0.35 0.55 0.10 0.24 0.79 0.85 0.51 0.01 0.04 0.44 0.43 0.73 0.96 0.12 0.07 0.06 0.56 0.62 0.30 0.47 0.74 0.19 0.57 0.90 0.29 0.58 0.96 0.90 0.09 0.62 ]
[0.61 0.02 0.78 0.25 0.07 1.00 0.28 0.87 0.80 0.27 0.08 0.53 0.25 0.29 0.05 0.56 0.21 0.81 0.51 0.29 0.94 0.19 0.68 0.19 0.11 0.28 0.13 0.00 0.73 0.62 0.20 0.10 0.64 0.56 0.07 0.22 0.02 0.11 0.53 0.73 0.12 0.61 0.13 0.29 0.54 0.39 0.93 0.43 0.18 0.46 0.59 0.65 1.00 ]
[0.96 0.92 0.86 0.60 0.61 0.28 1.00 0.25 0.12 0.49 0.51 0.52 0.30 0.97 0.12 0.71 0.67 0.04 0.63 0.32 0.90 0.06 0.83 0.39 0.59 0.70 0.37 0.61 0.52 0.69 0.40 0.40 0.79 0.04 0.30 0.45 0.88 0.89 0.52 0.53 0.94 0.90 0.80 0.17 0.33 0.69 0.42 0.92 0.70 0.41 0.19 0.69 0.70 ]
[0.06 0.92 0.03 0.98 0.60 0.87 0.25 1.00 1.00 0.81 0.26 0.30 0.72 0.50 0.73 0.88 0.76 0.49 0.86 0.40 0.63 0.80 0.17 0.51 0.01 0.87 0.58 0.93 0.76 0.71 0.11 0.47 0.91 0.18 0.25 0.16 0.53 0.91 0.49 0.29 0.66 0.83 0.37 0.73 0.21 0.33 0.06 0.77 0.03 0.41 0.22 0.55 0.86 ]
[0.21 0.23 0.53 0.65 0.72 0.80 0.12 1.00 1.00 0.52 0.63 0.08 0.99 0.19 0.95 0.68 0.91 0.57 0.98 0.23 0.38 0.58 0.70 0.97 0.40 0.44 0.83 0.48 0.98 0.69 0.24 0.25 0.90 0.89 0.62 0.68 0.46 0.04 0.71 0.60 0.84 0.58 0.66 0.77 0.34 0.41 0.50 0.69 0.86 0.09 0.05 0.02 0.48 ]
[0.44 0.32 0.68 0.96 0.69 0.27 0.49 0.81 0.52 1.00 0.53 0.39 1.00 0.69 0.60 0.02 0.82 0.50 0.16 0.04 0.01 0.43 0.44 0.14 0.41 0.38 0.04 0.93 0.84 0.06 0.43 0.72 0.34 0.98 0.38 0.11 0.75 0.67 0.01 0.75 0.40 0.88 0.70 0.37 0.06 0.85 0.63 0.10 0.53 0.49 0.90 0.24 0.24 ]
