D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 23;
d = [1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.57 0.75 0.75 0.05 0.06 0.69 0.59 0.82 0.59 0.38 0.99 0.10 0.43 0.36 0.00 1.00 0.56 0.03 0.96 0.88 0.29 0.46 ]
[0.57 1.00 0.80 0.89 0.28 0.59 0.28 0.36 0.46 0.91 0.07 0.51 0.61 0.87 0.57 0.09 0.50 0.44 0.91 0.71 0.29 0.58 0.07 ]
[0.75 0.80 1.00 0.79 0.68 0.10 0.12 0.52 0.76 0.55 0.67 0.30 0.65 0.47 0.05 0.31 0.94 0.75 0.23 0.88 0.22 0.01 0.27 ]
[0.75 0.89 0.79 1.00 0.89 0.24 0.10 0.27 0.73 0.44 0.71 0.07 0.18 0.73 0.94 0.24 0.27 0.55 0.42 0.84 0.60 0.35 0.46 ]
[0.05 0.28 0.68 0.89 1.00 0.52 1.00 0.29 0.76 0.44 0.15 0.02 0.86 0.23 0.94 0.17 0.69 0.50 0.03 0.88 0.51 0.29 0.97 ]
[0.06 0.59 0.10 0.24 0.52 1.00 0.46 0.92 0.69 0.04 0.86 0.47 0.53 0.19 0.62 0.81 0.71 0.97 0.97 0.57 0.58 0.22 0.85 ]
[0.69 0.28 0.12 0.10 1.00 0.46 1.00 0.80 0.41 0.26 0.29 0.96 0.44 0.57 0.89 0.19 0.92 0.40 0.25 0.73 0.71 0.04 0.87 ]
[0.59 0.36 0.52 0.27 0.29 0.92 0.80 1.00 0.70 0.51 0.24 0.99 0.88 0.83 0.84 0.87 0.78 0.76 0.09 0.31 0.30 0.84 0.99 ]
[0.82 0.46 0.76 0.73 0.76 0.69 0.41 0.70 1.00 0.33 0.33 0.21 0.84 0.66 0.58 0.56 0.04 0.69 0.02 0.68 0.07 0.83 0.86 ]
[0.59 0.91 0.55 0.44 0.44 0.04 0.26 0.51 0.33 1.00 0.33 0.70 0.44 0.55 0.58 0.81 0.54 0.90 0.30 0.41 0.85 0.77 0.88 ]
[0.38 0.07 0.67 0.71 0.15 0.86 0.29 0.24 0.33 0.33 1.00 0.04 0.56 0.56 0.85 0.26 0.71 0.25 0.13 0.66 0.49 0.02 0.30 ]
[0.99 0.51 0.30 0.07 0.02 0.47 0.96 0.99 0.21 0.70 0.04 1.00 0.45 0.16 0.65 0.03 0.40 0.95 0.14 0.59 0.93 0.86 0.64 ]
[0.10 0.61 0.65 0.18 0.86 0.53 0.44 0.88 0.84 0.44 0.56 0.45 1.00 0.01 0.83 0.82 0.50 0.89 0.37 0.33 0.22 0.17 0.17 ]
[0.43 0.87 0.47 0.73 0.23 0.19 0.57 0.83 0.66 0.55 0.56 0.16 0.01 1.00 0.33 0.03 1.00 0.96 0.57 0.17 0.75 0.73 0.30 ]
[0.36 0.57 0.05 0.94 0.94 0.62 0.89 0.84 0.58 0.58 0.85 0.65 0.83 0.33 1.00 0.54 0.22 0.50 0.95 0.34 0.19 0.19 0.05 ]
[0.00 0.09 0.31 0.24 0.17 0.81 0.19 0.87 0.56 0.81 0.26 0.03 0.82 0.03 0.54 1.00 0.42 0.57 0.15 0.26 0.48 0.63 0.14 ]
[1.00 0.50 0.94 0.27 0.69 0.71 0.92 0.78 0.04 0.54 0.71 0.40 0.50 1.00 0.22 0.42 1.00 0.60 0.70 0.68 0.04 0.90 0.15 ]
[0.56 0.44 0.75 0.55 0.50 0.97 0.40 0.76 0.69 0.90 0.25 0.95 0.89 0.96 0.50 0.57 0.60 1.00 0.88 0.29 0.64 0.88 0.03 ]
[0.03 0.91 0.23 0.42 0.03 0.97 0.25 0.09 0.02 0.30 0.13 0.14 0.37 0.57 0.95 0.15 0.70 0.88 1.00 0.33 0.89 0.44 0.31 ]
[0.96 0.71 0.88 0.84 0.88 0.57 0.73 0.31 0.68 0.41 0.66 0.59 0.33 0.17 0.34 0.26 0.68 0.29 0.33 1.00 0.35 0.01 0.67 ]
[0.88 0.29 0.22 0.60 0.51 0.58 0.71 0.30 0.07 0.85 0.49 0.93 0.22 0.75 0.19 0.48 0.04 0.64 0.89 0.35 1.00 0.78 0.03 ]
[0.29 0.58 0.01 0.35 0.29 0.22 0.04 0.84 0.83 0.77 0.02 0.86 0.17 0.73 0.19 0.63 0.90 0.88 0.44 0.01 0.78 1.00 0.35 ]
[0.46 0.07 0.27 0.46 0.97 0.85 0.87 0.99 0.86 0.88 0.30 0.64 0.17 0.30 0.05 0.14 0.15 0.03 0.31 0.67 0.03 0.35 1.00 ]
];
