D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 53;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.48 0.05 0.72 0.27 0.50 0.05 0.07 0.09 0.36 0.57 0.38 0.91 0.11 0.26 0.94 0.76 0.15 0.90 0.31 0.64 0.91 0.56 0.88 0.69 0.14 0.40 0.30 0.36 0.26 0.82 0.46 0.02 0.09 0.71 0.11 0.93 0.07 0.40 0.42 0.38 0.79 0.56 0.80 0.84 0.40 0.11 0.55 0.88 0.45 0.45 0.54 0.30 ]
[0.48 1.00 0.12 0.82 0.71 0.52 0.16 0.14 0.10 0.61 0.88 0.95 0.99 0.93 0.18 0.88 0.33 0.71 0.74 0.59 0.28 0.46 0.33 0.17 0.45 0.87 0.35 0.87 0.34 0.00 0.18 0.13 0.56 0.56 0.28 0.25 0.03 0.70 0.00 0.57 0.37 0.62 0.24 1.00 0.63 0.23 0.86 0.11 0.10 0.69 0.62 0.50 0.67 ]
[0.05 0.12 1.00 0.75 0.15 0.69 0.16 0.39 0.61 0.92 0.91 0.94 0.54 0.86 0.45 0.28 0.49 0.28 0.47 0.52 0.07 0.10 0.51 0.35 0.67 0.98 0.32 0.08 0.00 0.00 0.31 0.32 0.85 0.56 0.99 0.95 0.81 0.76 0.10 0.61 0.86 0.70 0.37 0.35 0.18 0.09 0.79 0.31 0.66 0.27 0.53 0.36 0.75 ]
[0.72 0.82 0.75 1.00 0.12 0.62 0.95 0.65 0.87 0.57 0.32 0.29 0.39 0.35 0.44 0.25 0.79 0.55 0.56 0.33 0.87 0.67 0.04 0.79 0.57 0.26 0.58 0.69 0.97 0.67 0.29 0.47 0.90 0.40 0.05 0.04 0.49 0.22 0.75 0.16 0.46 0.66 0.80 0.43 0.06 0.48 0.62 0.20 0.54 0.27 0.39 0.64 0.36 ]
[0.27 0.71 0.15 0.12 1.00 0.42 0.60 0.81 0.66 0.94 0.75 0.33 0.12 0.66 0.18 0.09 0.02 0.38 0.81 0.90 0.48 0.05 0.18 0.45 0.30 0.40 0.85 0.21 0.76 0.44 0.85 0.14 0.59 0.33 0.07 0.49 0.51 0.28 0.53 0.69 0.27 0.50 0.80 0.64 0.59 0.94 0.12 0.18 0.58 0.58 0.58 0.08 0.43 ]
[0.50 0.52 0.69 0.62 0.42 1.00 0.43 0.10 0.11 0.58 0.52 0.73 0.64 0.36 0.91 0.67 0.18 0.94 0.61 0.23 0.78 0.24 0.64 0.82 0.57 0.02 0.13 0.94 0.64 0.25 0.27 0.67 0.46 0.54 0.42 0.07 0.44 0.35 0.58 0.11 0.22 0.84 0.86 0.21 0.89 0.62 0.76 0.18 0.24 0.34 0.29 0.05 0.89 ]
[0.05 0.16 0.16 0.95 0.60 0.43 1.00 0.08 0.21 0.46 0.99 0.80 0.01 0.73 0.41 0.85 0.42 0.11 0.24 0.06 0.90 0.42 0.21 0.05 0.04 0.55 0.58 0.48 0.30 0.15 0.04 0.76 0.08 0.87 0.02 0.91 0.51 0.28 0.84 0.55 0.35 0.52 0.33 0.12 0.54 0.61 0.86 0.47 0.60 0.78 0.47 0.56 0.51 ]
[0.07 0.14 0.39 0.65 0.81 0.10 0.08 1.00 0.10 0.25 0.44 0.56 0.33 1.00 0.56 0.60 0.72 0.80 0.95 0.56 0.87 0.87 0.46 0.36 0.50 0.71 0.83 0.91 0.66 0.77 0.12 0.25 0.85 0.80 0.57 0.51 0.64 0.96 0.67 0.71 0.19 0.57 0.84 0.24 0.92 1.00 0.49 0.32 0.17 0.75 0.62 0.74 0.69 ]
[0.09 0.10 0.61 0.87 0.66 0.11 0.21 0.10 1.00 0.26 0.06 0.11 0.62 0.45 0.59 0.50 0.91 0.85 0.12 0.73 0.21 0.83 0.29 0.86 0.83 0.27 0.38 0.40 0.67 0.57 0.80 0.79 0.50 0.48 0.76 0.85 0.84 0.83 0.23 0.62 0.09 0.17 0.96 0.79 0.19 0.95 0.76 0.38 0.76 0.43 0.70 0.86 0.92 ]
[0.36 0.61 0.92 0.57 0.94 0.58 0.46 0.25 0.26 1.00 0.50 0.92 0.42 0.56 0.81 0.55 0.87 0.86 0.19 0.59 0.39 0.37 0.40 0.67 0.88 0.94 0.09 1.00 0.66 0.80 0.03 0.90 0.20 0.01 0.64 0.92 0.39 0.14 0.68 0.65 0.54 0.03 0.40 0.44 0.87 0.65 0.16 0.37 0.45 0.38 0.99 0.64 0.18 ]
