D = 6;
n = [ 5 5 5 5 5 5 ];
N = 43;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.38 0.43 0.43 0.55 0.70 0.36 0.72 0.08 0.12 0.05 0.79 0.84 0.30 0.55 0.53 0.43 0.10 0.88 0.61 0.40 0.09 0.47 0.06 0.08 0.16 0.98 0.02 0.24 0.84 0.00 0.36 0.85 0.74 0.91 0.27 0.87 0.65 0.09 0.47 0.09 0.88 0.78 ]
[0.38 1.00 0.67 0.16 0.12 0.68 0.90 0.74 0.46 0.72 0.76 0.31 0.03 0.98 0.72 0.40 1.00 0.11 0.94 0.22 0.10 0.91 0.39 0.22 0.46 0.96 0.35 0.97 0.65 0.27 0.57 0.86 0.35 0.57 0.90 0.48 0.72 0.05 0.70 0.77 0.24 0.23 0.30 ]
[0.43 0.67 1.00 0.61 0.35 0.98 0.94 0.21 0.73 0.31 0.92 0.34 0.86 0.29 0.37 0.64 0.65 0.66 0.33 0.25 0.34 0.68 0.83 0.06 0.80 0.03 0.91 0.61 0.36 0.48 0.75 0.27 0.39 0.55 0.56 0.16 0.63 0.33 0.91 0.83 0.10 0.02 0.77 ]
[0.43 0.16 0.61 1.00 0.07 0.65 0.03 0.92 0.87 0.94 0.10 0.30 0.90 0.91 0.41 0.15 0.22 0.27 0.73 0.70 0.34 0.12 0.45 0.89 0.47 0.90 0.49 0.48 0.04 0.31 0.01 0.19 0.82 0.74 0.81 0.46 0.63 0.68 0.56 0.22 0.15 0.70 0.88 ]
[0.55 0.12 0.35 0.07 1.00 0.90 0.93 0.22 0.63 0.33 0.66 0.98 0.34 0.03 0.02 0.91 0.83 0.65 0.53 0.78 0.64 1.00 0.68 0.93 0.24 0.26 0.28 0.21 0.21 0.66 0.49 0.06 0.45 0.26 0.63 0.03 0.83 0.40 0.66 0.96 0.56 0.04 0.06 ]
[0.70 0.68 0.98 0.65 0.90 1.00 0.62 0.63 0.17 0.26 0.77 0.29 0.10 0.50 0.20 0.12 0.79 0.81 0.54 0.16 0.28 0.86 0.04 0.49 0.33 0.29 0.03 0.30 0.92 0.52 0.19 0.80 0.22 0.48 0.20 0.29 0.90 0.53 0.45 0.67 0.92 0.79 0.49 ]
[0.36 0.90 0.94 0.03 0.93 0.62 1.00 0.47 0.39 0.96 0.37 0.30 0.44 0.32 0.36 0.13 0.95 0.31 0.91 0.31 0.21 0.45 0.80 0.44 0.75 0.73 0.43 0.97 0.66 0.83 0.89 0.95 0.09 0.92 0.76 0.84 0.66 0.06 0.17 0.07 0.78 0.49 0.10 ]
[0.72 0.74 0.21 0.92 0.22 0.63 0.47 1.00 0.07 0.54 0.11 0.10 0.80 0.47 0.41 0.84 0.97 0.77 0.39 0.78 0.29 0.34 0.00 0.35 0.36 0.85 0.29 0.61 0.44 0.75 0.64 0.37 0.59 0.37 0.54 0.10 0.12 0.33 0.93 0.98 0.87 0.86 0.72 ]
[0.08 0.46 0.73 0.87 0.63 0.17 0.39 0.07 1.00 0.79 0.12 0.03 0.89 0.74 0.23 0.66 0.01 0.88 0.91 0.57 0.68 0.58 0.46 0.77 0.07 0.31 0.16 0.30 0.66 0.17 0.38 0.50 0.77 0.19 0.40 0.77 0.84 0.44 0.26 0.83 0.63 0.67 0.64 ]
[0.12 0.72 0.31 0.94 0.33 0.26 0.96 0.54 0.79 1.00 0.48 0.09 0.97 0.70 0.02 0.52 0.64 0.81 0.02 0.83 0.39 0.03 0.40 0.32 0.44 0.56 0.60 0.02 0.62 0.31 0.84 0.34 0.34 0.55 0.37 0.45 0.21 0.46 0.17 0.01 0.93 0.59 0.94 ]
[0.05 0.76 0.92 0.10 0.66 0.77 0.37 0.11 0.12 0.48 1.00 0.83 0.44 0.53 0.37 0.55 0.97 0.85 0.92 0.76 0.14 0.30 0.77 0.14 0.66 0.39 0.06 0.31 0.60 0.09 0.04 0.00 0.96 0.32 0.21 0.49 0.95 0.23 0.48 0.64 0.26 0.58 0.75 ]
