D = 6;
n = [ 2 2 2 2 2 2 ];
N = 26;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 6 6 ];
m = [
[1.00 0.81 0.94 0.26 0.17 0.90 0.85 0.33 0.51 0.81 0.40 0.60 0.40 0.58 0.49 0.18 0.27 0.20 0.46 0.85 0.48 0.74 0.97 0.34 0.43 0.08 ]
[0.81 1.00 0.15 0.01 0.97 0.08 0.33 0.51 0.52 0.99 0.94 0.89 0.98 0.44 0.16 0.43 0.49 0.46 0.57 0.76 0.73 0.54 0.78 0.27 0.80 0.70 ]
[0.94 0.15 1.00 0.26 0.31 0.78 0.83 0.79 0.27 0.79 0.19 0.77 0.35 0.25 0.54 0.26 0.15 0.61 0.60 0.57 0.79 0.21 0.01 0.87 0.18 0.49 ]
[0.26 0.01 0.26 1.00 0.73 0.73 0.74 0.04 0.69 0.78 0.17 0.09 0.45 0.87 0.55 0.21 0.25 0.92 0.50 0.04 0.32 0.01 0.80 0.04 0.40 0.40 ]
[0.17 0.97 0.31 0.73 1.00 0.01 0.51 0.62 0.16 0.23 0.68 0.85 0.94 0.96 0.32 0.17 0.94 0.13 0.65 0.38 0.90 0.84 0.34 0.19 0.22 0.92 ]
[0.90 0.08 0.78 0.73 0.01 1.00 0.42 0.76 0.23 0.13 0.84 0.76 0.96 0.69 0.28 0.80 0.11 0.26 0.10 0.41 0.78 0.97 0.42 0.59 0.07 0.59 ]
[0.85 0.33 0.83 0.74 0.51 0.42 1.00 0.37 0.28 0.59 0.12 0.86 0.69 0.20 0.49 0.02 0.25 0.55 0.38 0.28 0.12 0.41 0.41 0.61 0.83 0.12 ]
[0.33 0.51 0.79 0.04 0.62 0.76 0.37 1.00 0.03 0.14 0.74 0.04 0.44 0.33 0.91 0.90 0.36 0.05 0.50 0.86 0.09 0.35 0.33 0.79 0.19 0.91 ]
[0.51 0.52 0.27 0.69 0.16 0.23 0.28 0.03 1.00 0.95 0.11 0.88 0.24 0.10 0.75 0.03 0.76 0.14 0.38 0.54 0.14 0.41 0.23 0.28 0.93 0.27 ]
[0.81 0.99 0.79 0.78 0.23 0.13 0.59 0.14 0.95 1.00 0.38 0.49 0.54 0.68 0.55 0.24 0.94 0.58 0.16 0.63 0.41 0.78 0.33 0.64 0.66 0.04 ]
[0.40 0.94 0.19 0.17 0.68 0.84 0.12 0.74 0.11 0.38 1.00 0.80 0.80 0.78 0.98 0.54 0.46 0.22 0.96 0.24 0.67 0.35 0.99 0.32 0.66 0.86 ]
[0.60 0.89 0.77 0.09 0.85 0.76 0.86 0.04 0.88 0.49 0.80 1.00 0.52 0.13 0.69 0.38 0.95 0.92 0.64 0.80 0.58 0.92 0.86 0.76 0.72 0.38 ]
[0.40 0.98 0.35 0.45 0.94 0.96 0.69 0.44 0.24 0.54 0.80 0.52 1.00 0.58 0.66 0.78 0.92 0.42 0.99 0.16 0.64 0.31 0.96 0.71 0.24 0.03 ]
[0.58 0.44 0.25 0.87 0.96 0.69 0.20 0.33 0.10 0.68 0.78 0.13 0.58 1.00 0.60 0.60 0.23 0.25 0.19 0.93 0.39 0.32 0.09 0.68 0.47 0.35 ]
[0.49 0.16 0.54 0.55 0.32 0.28 0.49 0.91 0.75 0.55 0.98 0.69 0.66 0.60 1.00 0.13 0.87 0.21 0.49 0.42 0.26 0.79 0.27 0.17 0.94 0.39 ]
[0.18 0.43 0.26 0.21 0.17 0.80 0.02 0.90 0.03 0.24 0.54 0.38 0.78 0.60 0.13 1.00 0.98 0.22 0.34 0.48 0.14 0.30 0.88 0.94 0.68 0.00 ]
[0.27 0.49 0.15 0.25 0.94 0.11 0.25 0.36 0.76 0.94 0.46 0.95 0.92 0.23 0.87 0.98 1.00 0.61 0.10 0.28 0.29 0.95 0.85 0.09 0.25 0.17 ]
[0.20 0.46 0.61 0.92 0.13 0.26 0.55 0.05 0.14 0.58 0.22 0.92 0.42 0.25 0.21 0.22 0.61 1.00 0.49 0.03 0.31 0.67 0.13 0.25 0.91 0.85 ]
[0.46 0.57 0.60 0.50 0.65 0.10 0.38 0.50 0.38 0.16 0.96 0.64 0.99 0.19 0.49 0.34 0.10 0.49 1.00 0.04 0.92 0.99 0.83 0.47 0.14 0.33 ]
[0.85 0.76 0.57 0.04 0.38 0.41 0.28 0.86 0.54 0.63 0.24 0.80 0.16 0.93 0.42 0.48 0.28 0.03 0.04 1.00 0.71 0.20 0.12 0.01 0.11 0.30 ]
[0.48 0.73 0.79 0.32 0.90 0.78 0.12 0.09 0.14 0.41 0.67 0.58 0.64 0.39 0.26 0.14 0.29 0.31 0.92 0.71 1.00 0.13 0.74 0.92 0.91 0.91 ]
[0.74 0.54 0.21 0.01 0.84 0.97 0.41 0.35 0.41 0.78 0.35 0.92 0.31 0.32 0.79 0.30 0.95 0.67 0.99 0.20 0.13 1.00 0.65 0.48 0.88 0.43 ]
[0.97 0.78 0.01 0.80 0.34 0.42 0.41 0.33 0.23 0.33 0.99 0.86 0.96 0.09 0.27 0.88 0.85 0.13 0.83 0.12 0.74 0.65 1.00 0.84 0.97 0.06 ]
[0.34 0.27 0.87 0.04 0.19 0.59 0.61 0.79 0.28 0.64 0.32 0.76 0.71 0.68 0.17 0.94 0.09 0.25 0.47 0.01 0.92 0.48 0.84 1.00 0.98 0.69 ]
[0.43 0.80 0.18 0.40 0.22 0.07 0.83 0.19 0.93 0.66 0.66 0.72 0.24 0.47 0.94 0.68 0.25 0.91 0.14 0.11 0.91 0.88 0.97 0.98 1.00 0.31 ]
[0.08 0.70 0.49 0.40 0.92 0.59 0.12 0.91 0.27 0.04 0.86 0.38 0.03 0.35 0.39 0.00 0.17 0.85 0.33 0.30 0.91 0.43 0.06 0.69 0.31 1.00 ]
];
