D = 6;
n = [ 3 3 3 3 3 3 ];
N = 33;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.64 0.81 0.96 0.02 0.88 0.28 0.81 0.57 0.88 0.02 0.99 0.23 0.46 0.52 0.93 0.11 0.21 0.23 0.38 0.32 0.28 0.04 0.16 0.48 0.97 0.98 0.61 0.44 0.31 0.77 0.75 0.39 ]
[0.64 1.00 0.14 0.51 0.71 0.71 0.27 0.38 0.74 0.56 0.95 1.00 0.78 0.93 0.45 0.59 0.87 0.91 0.48 0.44 0.89 0.31 0.33 0.90 0.98 0.40 0.79 0.91 0.22 0.10 0.21 0.81 0.13 ]
[0.81 0.14 1.00 0.76 0.35 0.62 0.96 0.08 0.68 0.32 0.55 0.54 0.39 0.37 0.85 0.14 0.98 0.73 0.29 0.27 0.10 0.30 0.63 0.96 0.21 0.62 0.12 1.00 0.41 0.41 0.29 0.45 0.18 ]
[0.96 0.51 0.76 1.00 0.08 0.67 0.71 0.36 0.86 0.13 0.60 0.62 0.26 0.78 0.21 0.96 0.48 0.16 0.31 0.19 0.24 0.64 0.73 0.30 0.31 0.72 0.70 0.35 0.37 0.61 0.57 0.05 0.89 ]
[0.02 0.71 0.35 0.08 1.00 0.02 0.32 0.67 0.15 0.53 0.04 0.78 0.59 0.80 0.59 0.89 0.83 0.68 0.59 0.67 0.57 0.19 0.06 0.15 0.15 0.96 1.00 0.66 0.69 0.30 0.35 0.78 0.64 ]
[0.88 0.71 0.62 0.67 0.02 1.00 0.32 0.29 0.65 0.26 0.96 0.14 0.26 0.36 0.82 0.84 0.21 0.55 0.56 0.67 0.78 0.10 0.36 0.40 0.06 0.46 0.38 0.41 0.13 0.29 0.58 0.83 0.15 ]
[0.28 0.27 0.96 0.71 0.32 0.32 1.00 0.81 0.15 0.43 0.53 0.02 0.67 0.66 0.41 0.94 0.25 0.27 0.40 0.30 0.39 0.02 0.19 0.11 0.67 0.01 0.49 0.50 0.57 0.40 0.34 0.87 0.96 ]
[0.81 0.38 0.08 0.36 0.67 0.29 0.81 1.00 0.81 0.91 0.40 0.75 0.75 0.15 0.59 0.92 0.45 0.36 0.01 0.59 0.24 0.87 0.41 0.75 0.94 0.50 0.64 0.64 0.91 0.43 0.06 0.50 0.67 ]
[0.57 0.74 0.68 0.86 0.15 0.65 0.15 0.81 1.00 0.44 0.54 0.56 0.12 0.84 0.15 0.00 0.15 0.73 0.27 0.36 0.24 0.62 0.45 0.82 0.78 0.14 0.37 0.11 0.15 0.37 0.03 0.51 0.94 ]
[0.88 0.56 0.32 0.13 0.53 0.26 0.43 0.91 0.44 1.00 0.28 0.78 0.63 0.17 0.54 0.42 0.13 0.80 0.74 0.58 0.25 0.18 1.00 0.45 0.94 0.86 0.79 0.45 0.94 0.82 0.76 0.90 0.84 ]
[0.02 0.95 0.55 0.60 0.04 0.96 0.53 0.40 0.54 0.28 1.00 0.50 0.02 0.46 0.47 0.37 0.29 0.98 0.20 0.70 0.24 0.33 0.98 0.22 0.07 1.00 0.37 0.93 0.12 0.62 0.87 0.55 0.48 ]
[0.99 1.00 0.54 0.62 0.78 0.14 0.02 0.75 0.56 0.78 0.50 1.00 0.86 0.57 0.70 0.20 0.15 0.37 0.17 0.39 0.51 0.67 0.77 0.27 0.85 0.84 0.65 0.05 0.04 0.27 0.54 0.31 0.41 ]
[0.23 0.78 0.39 0.26 0.59 0.26 0.67 0.75 0.12 0.63 0.02 0.86 1.00 0.69 0.09 0.59 0.43 0.38 0.10 0.78 0.42 0.93 0.54 0.93 0.81 0.30 0.83 0.34 0.32 0.65 0.62 0.02 0.66 ]
[0.46 0.93 0.37 0.78 0.80 0.36 0.66 0.15 0.84 0.17 0.46 0.57 0.69 1.00 0.70 0.24 0.64 0.22 0.12 0.99 0.64 0.32 0.23 0.70 0.90 0.72 0.42 0.97 0.57 0.03 0.17 0.44 0.09 ]
[0.52 0.45 0.85 0.21 0.59 0.82 0.41 0.59 0.15 0.54 0.47 0.70 0.09 0.70 1.00 0.25 0.50 0.41 0.48 0.53 0.02 0.98 0.39 0.29 0.08 0.21 0.49 0.75 0.77 0.54 0.56 1.00 0.74 ]
[0.93 0.59 0.14 0.96 0.89 0.84 0.94 0.92 0.00 0.42 0.37 0.20 0.59 0.24 0.25 1.00 0.87 0.21 0.63 0.93 0.04 0.43 0.55 0.36 0.85 0.03 0.92 0.35 0.17 0.44 0.59 0.22 0.63 ]
[0.11 0.87 0.98 0.48 0.83 0.21 0.25 0.45 0.15 0.13 0.29 0.15 0.43 0.64 0.50 0.87 1.00 0.68 0.15 0.43 0.23 0.64 0.56 0.28 0.52 0.28 0.99 0.48 0.28 0.27 0.42 0.01 0.53 ]
[0.21 0.91 0.73 0.16 0.68 0.55 0.27 0.36 0.73 0.80 0.98 0.37 0.38 0.22 0.41 0.21 0.68 1.00 0.99 0.32 0.77 0.36 0.51 0.86 0.78 0.53 0.50 0.67 0.24 0.31 0.92 0.74 0.57 ]
