D = 6;
n = [ 2 2 2 2 2 2 ];
N = 28;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 6 6 6 6 ];
m = [
[1.00 1.00 0.85 0.75 0.21 0.45 0.56 0.23 0.74 0.21 0.11 0.36 0.17 0.85 0.67 0.67 0.80 0.06 0.80 0.23 0.33 0.30 0.04 0.95 0.39 0.39 0.43 0.84 ]
[1.00 1.00 0.57 0.76 0.39 0.83 1.00 0.64 0.66 0.83 0.44 0.03 0.90 0.60 0.68 0.14 0.02 0.10 0.64 0.92 0.35 0.34 0.96 0.48 0.94 0.92 0.80 0.46 ]
[0.85 0.57 1.00 0.27 0.27 0.15 0.74 0.86 0.10 0.21 0.75 0.18 0.66 0.99 0.10 0.34 0.41 0.81 0.06 0.49 0.54 0.52 0.47 0.69 0.11 0.38 0.46 0.01 ]
[0.75 0.76 0.27 1.00 0.44 0.93 0.06 0.06 0.60 0.27 0.80 0.27 0.27 0.96 0.02 0.85 0.72 0.95 0.58 0.33 0.57 0.73 0.20 0.31 0.83 0.95 0.58 0.86 ]
[0.21 0.39 0.27 0.44 1.00 0.95 0.32 0.33 0.82 0.61 0.87 0.67 0.78 0.21 0.55 0.00 0.94 0.91 0.04 0.99 0.31 0.18 0.31 0.35 0.99 0.69 0.25 0.25 ]
[0.45 0.83 0.15 0.93 0.95 1.00 0.40 0.27 0.27 0.52 0.14 0.55 0.69 0.20 0.73 0.71 0.20 0.02 0.38 0.02 0.70 0.42 0.40 0.89 0.88 0.27 0.34 0.56 ]
[0.56 1.00 0.74 0.06 0.32 0.40 1.00 0.91 0.51 0.07 0.23 0.16 0.30 0.87 0.23 0.93 0.80 0.15 0.09 0.50 0.13 0.57 0.80 0.98 0.07 0.59 0.23 0.67 ]
[0.23 0.64 0.86 0.06 0.33 0.27 0.91 1.00 0.34 0.94 0.51 0.40 0.28 0.07 0.86 0.69 0.72 0.24 0.16 0.81 0.72 0.56 0.77 0.94 0.91 0.74 0.56 0.39 ]
[0.74 0.66 0.10 0.60 0.82 0.27 0.51 0.34 1.00 0.78 0.49 0.84 0.15 0.46 0.23 0.90 0.31 0.82 0.26 0.06 0.40 0.75 0.89 0.78 0.35 0.64 0.34 0.43 ]
[0.21 0.83 0.21 0.27 0.61 0.52 0.07 0.94 0.78 1.00 0.64 0.98 0.30 0.72 0.13 0.70 0.15 0.58 0.02 0.50 0.54 0.13 0.48 0.41 0.52 0.87 0.45 0.87 ]
[0.11 0.44 0.75 0.80 0.87 0.14 0.23 0.51 0.49 0.64 1.00 0.49 0.85 0.13 0.06 0.37 0.29 0.11 0.23 0.37 0.80 0.44 0.50 0.27 0.58 0.62 0.80 0.56 ]
[0.36 0.03 0.18 0.27 0.67 0.55 0.16 0.40 0.84 0.98 0.49 1.00 0.10 0.68 0.61 0.61 0.64 0.93 0.76 0.80 0.19 0.31 0.12 0.55 0.33 0.15 0.67 0.62 ]
[0.17 0.90 0.66 0.27 0.78 0.69 0.30 0.28 0.15 0.30 0.85 0.10 1.00 0.54 0.46 0.19 0.72 0.69 0.10 0.10 0.55 0.32 0.81 0.34 0.78 0.34 0.07 0.61 ]
[0.85 0.60 0.99 0.96 0.21 0.20 0.87 0.07 0.46 0.72 0.13 0.68 0.54 1.00 0.50 0.47 0.89 0.85 0.71 0.38 0.94 0.05 0.78 0.25 0.02 0.61 0.97 0.43 ]
[0.67 0.68 0.10 0.02 0.55 0.73 0.23 0.86 0.23 0.13 0.06 0.61 0.46 0.50 1.00 0.18 0.89 0.16 0.59 0.56 0.85 0.04 0.69 0.23 0.47 0.95 0.67 0.31 ]
[0.67 0.14 0.34 0.85 0.00 0.71 0.93 0.69 0.90 0.70 0.37 0.61 0.19 0.47 0.18 1.00 0.77 0.59 0.76 0.60 0.80 0.48 0.76 0.81 0.32 0.49 0.57 0.80 ]
[0.80 0.02 0.41 0.72 0.94 0.20 0.80 0.72 0.31 0.15 0.29 0.64 0.72 0.89 0.89 0.77 1.00 0.84 0.40 0.47 0.20 0.74 0.29 0.85 0.31 0.32 0.70 0.68 ]
[0.06 0.10 0.81 0.95 0.91 0.02 0.15 0.24 0.82 0.58 0.11 0.93 0.69 0.85 0.16 0.59 0.84 1.00 0.89 0.17 0.90 0.96 0.08 0.56 0.93 0.36 0.10 0.66 ]
[0.80 0.64 0.06 0.58 0.04 0.38 0.09 0.16 0.26 0.02 0.23 0.76 0.10 0.71 0.59 0.76 0.40 0.89 1.00 0.56 0.98 0.08 0.23 0.22 0.86 0.47 0.22 0.02 ]
[0.23 0.92 0.49 0.33 0.99 0.02 0.50 0.81 0.06 0.50 0.37 0.80 0.10 0.38 0.56 0.60 0.47 0.17 0.56 1.00 0.27 0.94 0.97 0.22 0.35 0.57 0.98 0.06 ]
[0.33 0.35 0.54 0.57 0.31 0.70 0.13 0.72 0.40 0.54 0.80 0.19 0.55 0.94 0.85 0.80 0.20 0.90 0.98 0.27 1.00 0.98 0.60 0.24 0.58 0.22 0.34 0.73 ]
[0.30 0.34 0.52 0.73 0.18 0.42 0.57 0.56 0.75 0.13 0.44 0.31 0.32 0.05 0.04 0.48 0.74 0.96 0.08 0.94 0.98 1.00 0.75 0.66 0.32 0.83 0.32 0.78 ]
[0.04 0.96 0.47 0.20 0.31 0.40 0.80 0.77 0.89 0.48 0.50 0.12 0.81 0.78 0.69 0.76 0.29 0.08 0.23 0.97 0.60 0.75 1.00 0.82 0.08 0.50 0.09 0.15 ]
[0.95 0.48 0.69 0.31 0.35 0.89 0.98 0.94 0.78 0.41 0.27 0.55 0.34 0.25 0.23 0.81 0.85 0.56 0.22 0.22 0.24 0.66 0.82 1.00 0.54 0.92 0.92 0.76 ]
