D = 4;
n = [ 2 2 2 2 ];
N = 60;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.45 0.67 0.52 0.14 0.91 0.83 0.51 0.11 0.57 0.55 0.52 0.71 0.86 0.66 0.09 0.71 0.46 0.51 0.29 0.69 0.45 0.07 0.39 0.42 0.98 0.95 0.34 0.35 0.19 0.47 0.90 0.62 0.92 0.49 0.15 0.39 0.25 0.12 0.22 0.49 0.67 0.60 0.42 0.20 0.83 0.33 0.72 0.07 0.28 0.33 0.23 0.34 0.71 0.00 0.67 0.60 0.08 0.16 0.10 ]
[0.45 1.00 0.39 0.23 0.25 0.60 0.21 0.40 0.72 0.16 0.92 0.42 0.65 0.65 0.17 0.46 0.08 0.20 0.76 0.04 0.15 0.88 0.03 0.62 0.04 0.63 0.43 0.35 0.78 0.64 0.03 0.70 0.07 0.54 0.19 0.93 0.73 0.05 0.12 0.51 0.49 0.99 0.33 0.06 0.71 0.40 0.44 0.61 0.10 0.62 0.84 0.82 0.01 0.84 0.62 0.53 0.39 0.14 0.86 0.09 ]
[0.67 0.39 1.00 0.53 0.17 0.43 0.45 0.59 0.70 0.51 0.73 0.75 0.40 0.33 0.68 0.20 0.20 0.11 0.36 0.19 0.35 0.83 0.74 0.60 0.27 0.37 0.26 0.99 0.82 0.69 0.14 0.59 0.64 0.59 0.94 0.05 0.58 0.35 1.00 0.27 0.36 0.40 0.72 0.28 0.09 0.89 0.89 0.85 0.67 0.22 0.66 0.79 0.46 0.82 0.05 0.23 0.34 0.27 0.98 0.37 ]
[0.52 0.23 0.53 1.00 0.86 0.23 0.79 0.58 0.08 0.16 0.78 0.05 0.37 0.44 0.23 0.64 0.79 0.68 0.89 0.10 0.67 0.29 0.94 0.86 0.15 0.83 0.74 0.27 0.60 0.82 0.00 0.31 0.81 0.24 0.13 0.32 0.17 0.52 0.79 0.24 0.75 0.46 0.14 0.95 0.83 0.86 0.24 0.05 0.24 0.85 0.71 0.33 0.83 0.28 0.97 0.25 0.39 0.02 0.37 0.56 ]
[0.14 0.25 0.17 0.86 1.00 0.32 0.27 0.84 0.64 0.62 0.94 0.05 0.48 0.87 0.22 0.31 0.61 0.10 0.36 0.56 0.86 0.02 0.74 0.64 0.56 0.71 0.64 0.80 0.15 0.46 0.80 0.78 0.87 0.84 0.22 0.45 0.51 0.38 0.86 0.02 0.61 0.17 0.12 0.00 0.69 0.03 0.63 0.16 0.66 0.44 0.25 0.58 0.44 0.21 0.43 0.92 0.67 0.07 0.46 0.92 ]
[0.91 0.60 0.43 0.23 0.32 1.00 0.21 0.20 0.39 0.83 0.95 0.64 0.90 0.04 0.97 0.17 0.29 0.24 0.28 0.33 0.18 0.42 0.33 0.94 0.30 0.16 0.11 0.81 0.72 0.10 0.40 0.54 0.53 0.49 0.68 0.74 0.65 0.06 0.69 0.18 0.70 0.65 1.00 0.16 0.59 0.74 0.70 0.06 0.05 0.68 0.08 0.39 0.61 0.96 0.13 0.97 0.77 0.10 0.43 0.54 ]
[0.83 0.21 0.45 0.79 0.27 0.21 1.00 0.36 0.50 0.95 0.78 0.22 0.85 0.89 0.58 0.44 0.48 0.53 0.40 0.88 0.87 0.50 0.04 0.51 0.35 0.09 0.18 0.48 0.30 0.43 0.80 0.09 0.60 0.24 0.34 0.89 0.80 0.94 0.85 0.79 0.55 0.26 0.77 0.78 0.76 0.83 0.91 0.13 0.65 0.92 0.62 0.09 0.87 0.11 0.96 0.53 0.90 0.34 0.77 0.04 ]
[0.51 0.40 0.59 0.58 0.84 0.20 0.36 1.00 0.17 0.56 0.29 0.24 0.98 0.92 0.59 0.48 0.43 0.86 0.89 0.17 0.69 0.75 0.01 0.13 0.40 0.72 0.51 0.60 0.83 0.12 0.30 0.73 0.64 0.81 0.82 0.26 0.25 0.49 0.94 0.41 0.43 0.27 0.91 0.86 0.10 0.11 0.57 0.89 0.21 0.29 0.52 0.43 0.81 0.90 0.99 0.04 0.28 0.43 0.43 0.33 ]
[0.11 0.72 0.70 0.08 0.64 0.39 0.50 0.17 1.00 0.30 0.35 0.31 0.25 0.82 0.28 0.20 0.58 0.41 0.10 0.21 0.76 0.11 0.20 0.50 0.17 0.77 0.45 0.15 0.85 0.71 0.83 0.46 0.25 0.23 0.47 0.40 0.93 0.93 0.08 0.96 0.10 0.49 0.83 0.55 0.11 0.71 0.53 0.15 0.74 0.69 0.48 0.86 0.01 0.91 0.93 0.26 0.89 0.78 0.38 0.22 ]
[0.57 0.16 0.51 0.16 0.62 0.83 0.95 0.56 0.30 1.00 0.28 0.62 0.81 0.09 0.25 0.27 0.29 0.83 0.72 0.64 0.49 0.21 0.32 0.52 0.70 0.72 0.07 0.45 0.30 0.49 0.94 0.40 0.34 0.01 0.85 0.71 0.59 0.40 0.72 1.00 0.01 0.36 0.01 0.48 0.50 0.71 0.06 0.72 0.33 0.57 0.18 0.90 0.05 0.78 0.79 0.16 0.95 0.03 0.66 0.09 ]
