D = 2;
n = [ 4 4 ];
N = 28;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.31 0.33 0.84 0.51 0.04 0.68 0.66 0.73 0.48 0.07 0.26 0.40 0.63 0.33 0.95 0.49 0.81 0.37 0.31 0.18 0.88 0.94 0.73 0.67 0.12 0.37 0.38 ]
[0.31 1.00 0.99 0.26 0.25 0.63 0.96 0.08 0.74 0.11 0.54 0.50 0.14 0.38 0.36 0.65 0.50 0.81 0.31 0.35 0.21 0.01 0.16 0.11 0.81 0.92 0.03 0.71 ]
[0.33 0.99 1.00 0.02 0.91 0.78 0.63 0.70 0.16 0.97 0.12 0.12 0.78 0.61 0.33 0.24 0.19 0.52 0.70 0.33 0.21 0.98 0.52 0.17 0.16 0.35 0.68 0.94 ]
[0.84 0.26 0.02 1.00 0.58 0.71 0.92 0.45 0.94 0.19 0.79 0.85 0.15 0.47 0.45 0.80 0.95 0.54 0.07 0.46 0.01 0.66 0.76 0.95 0.19 0.29 0.62 0.81 ]
[0.51 0.25 0.91 0.58 1.00 0.56 0.15 0.64 0.40 0.56 0.67 0.35 0.79 0.47 0.51 0.81 0.28 0.37 0.68 0.35 0.36 0.61 0.74 0.71 0.92 0.62 0.11 0.13 ]
[0.04 0.63 0.78 0.71 0.56 1.00 0.42 0.38 0.37 0.81 0.47 0.75 0.36 0.38 0.96 0.10 0.24 0.77 0.78 0.12 0.89 0.33 0.04 0.10 0.14 0.68 0.98 0.33 ]
[0.68 0.96 0.63 0.92 0.15 0.42 1.00 0.06 0.95 0.16 0.54 0.42 0.10 0.81 0.15 0.70 0.48 0.69 0.46 0.47 0.66 0.10 0.04 0.14 0.19 1.00 0.81 0.62 ]
[0.66 0.08 0.70 0.45 0.64 0.38 0.06 1.00 0.06 0.99 0.08 0.68 0.97 0.91 0.95 0.91 0.11 0.49 0.22 0.39 0.41 0.53 0.34 0.77 0.75 0.49 0.81 0.38 ]
[0.73 0.74 0.16 0.94 0.40 0.37 0.95 0.06 1.00 0.24 0.33 0.07 0.69 0.90 0.69 1.00 0.74 0.28 0.14 0.12 0.72 0.62 0.06 0.60 0.79 0.36 0.89 0.46 ]
[0.48 0.11 0.97 0.19 0.56 0.81 0.16 0.99 0.24 1.00 0.04 0.36 0.18 0.35 0.58 0.53 0.76 0.72 0.27 0.92 0.70 0.65 0.34 0.14 0.56 0.60 0.63 0.91 ]
[0.07 0.54 0.12 0.79 0.67 0.47 0.54 0.08 0.33 0.04 1.00 0.32 0.86 0.55 0.39 0.46 0.65 0.65 0.58 0.54 0.80 0.68 0.51 0.45 0.94 0.48 0.70 0.02 ]
[0.26 0.50 0.12 0.85 0.35 0.75 0.42 0.68 0.07 0.36 0.32 1.00 0.85 0.86 0.76 0.06 0.89 0.67 0.18 0.21 0.58 0.17 0.74 0.86 0.95 0.51 0.92 0.84 ]
[0.40 0.14 0.78 0.15 0.79 0.36 0.10 0.97 0.69 0.18 0.86 0.85 1.00 0.59 0.83 0.41 0.14 0.41 0.37 0.82 0.17 0.60 0.36 0.56 0.02 0.68 0.91 0.06 ]
[0.63 0.38 0.61 0.47 0.47 0.38 0.81 0.91 0.90 0.35 0.55 0.86 0.59 1.00 0.53 0.22 0.22 0.89 0.40 0.63 0.97 0.81 0.35 0.22 0.50 0.22 0.23 0.32 ]
[0.33 0.36 0.33 0.45 0.51 0.96 0.15 0.95 0.69 0.58 0.39 0.76 0.83 0.53 1.00 0.68 0.52 0.30 0.39 0.23 0.34 0.21 0.76 0.16 0.01 0.68 0.98 0.25 ]
[0.95 0.65 0.24 0.80 0.81 0.10 0.70 0.91 1.00 0.53 0.46 0.06 0.41 0.22 0.68 1.00 0.14 0.44 0.31 0.75 0.86 0.29 0.44 0.81 0.91 0.60 0.04 0.40 ]
[0.49 0.50 0.19 0.95 0.28 0.24 0.48 0.11 0.74 0.76 0.65 0.89 0.14 0.22 0.52 0.14 1.00 0.31 0.67 0.25 0.07 0.67 0.66 0.24 0.00 0.90 0.47 0.08 ]
[0.81 0.81 0.52 0.54 0.37 0.77 0.69 0.49 0.28 0.72 0.65 0.67 0.41 0.89 0.30 0.44 0.31 1.00 0.19 0.29 0.17 0.34 0.74 0.74 0.68 0.22 0.25 0.98 ]
[0.37 0.31 0.70 0.07 0.68 0.78 0.46 0.22 0.14 0.27 0.58 0.18 0.37 0.40 0.39 0.31 0.67 0.19 1.00 0.02 0.40 0.44 0.64 0.66 0.14 0.73 0.33 0.89 ]
[0.31 0.35 0.33 0.46 0.35 0.12 0.47 0.39 0.12 0.92 0.54 0.21 0.82 0.63 0.23 0.75 0.25 0.29 0.02 1.00 0.45 0.10 0.00 0.22 0.19 0.08 0.86 0.73 ]
[0.18 0.21 0.21 0.01 0.36 0.89 0.66 0.41 0.72 0.70 0.80 0.58 0.17 0.97 0.34 0.86 0.07 0.17 0.40 0.45 1.00 0.71 0.41 0.99 0.39 0.73 0.48 0.09 ]
[0.88 0.01 0.98 0.66 0.61 0.33 0.10 0.53 0.62 0.65 0.68 0.17 0.60 0.81 0.21 0.29 0.67 0.34 0.44 0.10 0.71 1.00 0.93 0.89 0.64 0.78 0.02 0.67 ]
[0.94 0.16 0.52 0.76 0.74 0.04 0.04 0.34 0.06 0.34 0.51 0.74 0.36 0.35 0.76 0.44 0.66 0.74 0.64 0.00 0.41 0.93 1.00 0.79 0.89 0.15 0.41 0.54 ]
[0.73 0.11 0.17 0.95 0.71 0.10 0.14 0.77 0.60 0.14 0.45 0.86 0.56 0.22 0.16 0.81 0.24 0.74 0.66 0.22 0.99 0.89 0.79 1.00 0.20 0.02 0.70 0.25 ]
[0.67 0.81 0.16 0.19 0.92 0.14 0.19 0.75 0.79 0.56 0.94 0.95 0.02 0.50 0.01 0.91 0.00 0.68 0.14 0.19 0.39 0.64 0.89 0.20 1.00 0.86 0.46 0.34 ]
[0.12 0.92 0.35 0.29 0.62 0.68 1.00 0.49 0.36 0.60 0.48 0.51 0.68 0.22 0.68 0.60 0.90 0.22 0.73 0.08 0.73 0.78 0.15 0.02 0.86 1.00 0.91 0.38 ]
[0.37 0.03 0.68 0.62 0.11 0.98 0.81 0.81 0.89 0.63 0.70 0.92 0.91 0.23 0.98 0.04 0.47 0.25 0.33 0.86 0.48 0.02 0.41 0.70 0.46 0.91 1.00 0.14 ]
[0.38 0.71 0.94 0.81 0.13 0.33 0.62 0.38 0.46 0.91 0.02 0.84 0.06 0.32 0.25 0.40 0.08 0.98 0.89 0.73 0.09 0.67 0.54 0.25 0.34 0.38 0.14 1.00 ]
];
