D = 6;
n = [ 4 4 4 4 4 4 ];
N = 61;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.67 0.99 0.35 0.34 0.72 0.18 0.67 0.77 0.15 0.14 0.29 0.12 0.68 0.54 0.98 0.71 0.98 0.95 0.21 0.43 0.81 0.60 0.12 0.22 0.05 0.40 0.48 0.31 0.17 0.58 0.09 0.03 0.58 0.53 0.04 0.49 0.17 0.83 0.63 0.35 0.13 0.67 0.36 0.15 0.08 0.76 0.41 0.72 0.62 0.35 0.97 0.32 0.15 0.11 0.30 0.71 0.29 0.87 0.18 0.88 ]
[0.67 1.00 0.92 0.03 0.11 0.55 0.90 0.79 0.93 0.63 0.07 0.77 0.75 0.56 0.64 0.95 0.82 0.10 0.83 0.39 0.43 0.89 0.88 0.76 0.97 0.30 0.22 0.24 0.15 0.20 0.70 0.39 0.97 0.86 0.25 0.30 0.89 0.31 0.65 0.46 0.36 0.54 0.58 0.82 0.58 0.77 0.90 0.06 0.13 0.32 0.19 0.06 0.74 0.09 0.89 0.63 0.96 0.30 0.23 0.38 0.27 ]
[0.99 0.92 1.00 0.66 0.37 0.26 0.01 0.71 0.30 0.11 0.39 0.12 0.10 1.00 0.01 0.47 0.08 0.56 0.72 0.16 0.18 0.86 0.87 0.31 0.32 0.16 0.54 1.00 0.92 0.10 0.36 0.85 0.47 0.93 0.20 0.86 0.32 0.62 0.27 0.31 0.07 0.30 0.49 0.17 0.07 0.07 0.35 0.80 0.51 0.58 0.12 0.94 0.98 0.40 0.00 0.73 0.68 0.99 0.27 0.45 0.09 ]
[0.35 0.03 0.66 1.00 0.11 0.39 0.11 0.24 0.25 1.00 0.65 0.71 0.86 0.19 0.96 0.64 0.99 0.55 0.73 0.39 0.17 0.64 0.23 0.62 0.36 0.73 0.11 0.65 0.92 0.86 0.05 0.87 0.93 0.52 0.83 0.78 0.79 0.25 0.49 0.26 0.50 0.03 0.72 0.89 0.44 0.35 0.89 0.49 0.97 0.24 0.11 0.20 0.82 0.32 0.64 0.40 0.44 0.74 0.64 0.71 0.85 ]
[0.34 0.11 0.37 0.11 1.00 0.88 0.82 0.34 0.43 0.69 0.56 0.79 0.82 0.55 0.76 0.41 0.40 0.56 0.95 0.38 0.79 0.76 0.03 0.43 0.50 0.37 0.05 0.50 0.44 0.62 0.63 0.23 0.89 0.89 0.71 0.96 0.01 0.31 0.88 0.03 0.26 0.21 0.79 0.80 0.35 0.27 0.71 0.75 0.18 0.61 0.01 0.34 0.53 0.75 0.99 0.82 0.18 0.21 0.69 0.70 0.98 ]
[0.72 0.55 0.26 0.39 0.88 1.00 0.22 0.51 0.68 0.15 0.26 0.41 0.86 0.02 0.84 0.47 0.44 0.59 0.74 0.77 0.64 0.76 0.18 0.43 0.15 0.55 0.03 0.70 0.03 0.79 0.62 0.43 0.64 0.75 0.17 0.73 0.82 0.68 0.96 0.45 0.33 0.34 0.01 0.84 0.32 0.52 0.90 0.52 0.83 0.11 0.49 0.10 0.03 0.92 0.48 0.77 0.08 0.84 0.59 0.55 0.03 ]
[0.18 0.90 0.01 0.11 0.82 0.22 1.00 0.49 0.11 0.69 0.53 0.47 0.52 0.44 0.28 0.22 0.27 0.56 0.18 0.78 0.05 0.71 0.13 0.47 0.26 0.35 0.72 0.49 0.51 0.68 0.60 0.34 0.94 0.05 0.08 0.43 0.91 0.26 0.01 0.49 0.40 0.50 0.48 0.01 0.35 0.65 0.01 0.50 0.58 0.87 0.03 0.54 0.44 0.41 0.59 0.58 0.86 0.77 0.95 0.61 0.95 ]
[0.67 0.79 0.71 0.24 0.34 0.51 0.49 1.00 0.01 0.41 0.26 0.11 0.81 0.16 0.41 0.74 0.72 0.68 0.10 0.55 0.44 0.52 0.21 0.83 0.51 0.40 0.48 0.64 0.13 0.04 0.87 0.28 0.29 0.55 0.16 0.47 0.95 0.64 0.21 0.33 0.75 0.66 0.47 0.95 0.39 0.56 0.93 0.98 0.50 0.47 0.28 0.45 0.08 0.07 0.76 0.25 0.14 0.11 0.82 0.86 1.00 ]
[0.77 0.93 0.30 0.25 0.43 0.68 0.11 0.01 1.00 0.89 0.45 0.44 0.14 0.37 0.60 0.97 0.37 0.84 0.95 0.15 0.51 0.61 0.42 0.75 0.00 1.00 0.81 0.50 0.59 0.91 0.48 0.27 0.25 0.26 0.91 0.99 0.95 0.50 0.37 0.43 0.52 0.58 0.76 0.73 0.53 0.75 0.71 0.14 0.66 0.23 0.97 0.61 0.20 0.17 0.38 0.90 0.99 0.05 0.72 0.64 0.66 ]
[0.15 0.63 0.11 1.00 0.69 0.15 0.69 0.41 0.89 1.00 0.93 0.83 0.12 0.45 0.59 0.44 0.80 0.90 0.09 0.71 0.75 0.74 0.51 0.24 0.23 0.18 0.84 0.94 1.00 0.71 0.48 0.18 0.95 0.87 0.54 0.38 0.05 0.16 0.91 0.78 0.48 0.99 0.94 0.47 0.66 0.67 0.84 0.02 0.16 0.43 0.31 0.52 0.10 0.61 0.08 0.94 0.26 0.06 0.45 0.80 0.59 ]
[0.14 0.07 0.39 0.65 0.56 0.26 0.53 0.26 0.45 0.93 1.00 0.79 0.49 0.79 0.79 0.71 0.87 0.68 0.34 0.30 0.72 0.01 0.54 0.39 0.88 0.20 0.69 0.59 0.48 0.95 0.07 0.01 0.59 0.21 0.36 0.71 0.08 0.09 0.28 0.67 0.42 0.63 0.83 0.55 0.65 0.74 0.10 0.03 0.35 0.04 0.70 0.68 0.21 0.41 0.28 0.97 0.25 0.04 0.66 0.07 0.65 ]
[0.29 0.77 0.12 0.71 0.79 0.41 0.47 0.11 0.44 0.83 0.79 1.00 0.54 0.12 0.59 0.72 0.82 0.17 0.39 0.95 0.17 0.40 0.31 0.88 0.57 0.82 0.65 0.48 0.45 0.32 0.39 0.02 0.80 0.69 0.47 0.87 0.23 0.34 0.97 0.68 0.26 0.69 0.54 0.02 0.97 0.84 0.85 0.96 0.84 0.27 0.06 0.44 0.22 0.72 0.55 0.96 0.32 0.76 0.57 0.72 0.69 ]
[0.12 0.75 0.10 0.86 0.82 0.86 0.52 0.81 0.14 0.12 0.49 0.54 1.00 0.98 0.59 0.98 0.54 0.39 0.66 0.74 0.56 0.10 0.68 0.57 0.17 0.44 0.62 0.55 0.85 0.59 0.77 0.87 0.09 0.67 0.81 0.09 0.34 0.89 0.96 0.43 0.90 0.71 0.02 0.91 0.68 0.83 0.21 0.04 0.03 0.09 0.57 0.95 0.53 0.94 0.07 0.27 0.42 0.76 0.08 0.76 0.97 ]
[0.68 0.56 1.00 0.19 0.55 0.02 0.44 0.16 0.37 0.45 0.79 0.12 0.98 1.00 0.32 0.07 0.70 0.22 0.72 0.43 0.82 0.57 0.49 0.66 0.94 0.10 0.38 0.14 0.39 0.86 0.01 0.66 0.41 0.29 0.36 0.10 0.34 0.79 0.05 0.56 0.14 0.84 0.72 0.79 0.82 0.22 0.91 0.15 0.85 0.38 0.13 0.86 0.50 0.00 0.89 0.90 0.71 0.29 0.98 0.55 0.14 ]
[0.54 0.64 0.01 0.96 0.76 0.84 0.28 0.41 0.60 0.59 0.79 0.59 0.59 0.32 1.00 0.23 0.54 0.20 0.21 0.32 0.61 0.72 0.71 0.91 0.40 0.92 0.90 0.47 0.26 0.01 0.40 0.66 0.31 0.01 0.30 0.78 0.52 0.01 1.00 0.11 0.72 0.44 0.51 0.76 0.64 0.90 0.95 0.31 0.76 0.42 0.02 0.74 0.61 0.67 0.05 0.12 0.01 0.58 0.63 0.62 0.40 ]
[0.98 0.95 0.47 0.64 0.41 0.47 0.22 0.74 0.97 0.44 0.71 0.72 0.98 0.07 0.23 1.00 0.08 0.48 0.23 0.68 0.29 0.68 0.44 0.13 0.92 0.65 0.59 0.25 0.60 0.91 0.47 0.34 0.43 0.71 0.32 0.44 0.75 0.99 0.97 0.01 0.29 0.71 0.81 0.31 0.56 0.84 0.31 0.25 0.87 0.16 0.65 0.35 0.13 0.64 0.66 0.58 0.88 0.40 0.24 0.06 0.02 ]
[0.71 0.82 0.08 0.99 0.40 0.44 0.27 0.72 0.37 0.80 0.87 0.82 0.54 0.70 0.54 0.08 1.00 0.77 0.09 0.08 0.35 0.21 0.80 0.70 0.20 0.06 0.10 0.34 0.90 0.64 0.33 0.17 0.87 0.31 0.93 0.10 0.96 0.63 1.00 0.77 0.89 0.09 0.00 0.79 0.10 0.15 0.97 0.77 0.82 0.95 0.16 0.93 0.03 0.04 0.05 0.22 0.66 0.27 0.41 0.27 0.74 ]
[0.98 0.10 0.56 0.55 0.56 0.59 0.56 0.68 0.84 0.90 0.68 0.17 0.39 0.22 0.20 0.48 0.77 1.00 0.65 0.10 0.69 0.23 0.35 0.29 0.74 0.04 0.21 0.37 0.95 0.27 0.42 0.97 0.88 0.56 0.36 0.31 0.68 0.66 0.11 0.01 0.59 0.71 0.57 0.52 0.50 0.49 0.81 0.86 0.75 0.29 0.24 0.42 0.43 0.86 0.77 0.37 0.66 0.53 0.29 0.81 0.01 ]
[0.95 0.83 0.72 0.73 0.95 0.74 0.18 0.10 0.95 0.09 0.34 0.39 0.66 0.72 0.21 0.23 0.09 0.65 1.00 0.26 0.85 0.68 0.89 0.85 0.87 0.74 0.95 0.02 0.58 0.71 0.35 0.97 0.54 0.48 0.34 0.04 0.89 0.46 0.04 0.50 0.04 0.30 0.94 0.61 0.75 0.78 0.97 0.41 0.11 0.66 0.63 0.25 0.31 0.26 0.50 0.75 0.48 0.82 0.50 0.99 0.62 ]
[0.21 0.39 0.16 0.39 0.38 0.77 0.78 0.55 0.15 0.71 0.30 0.95 0.74 0.43 0.32 0.68 0.08 0.10 0.26 1.00 0.37 0.77 0.88 0.48 0.69 0.97 0.81 0.09 0.84 0.22 0.09 0.08 0.14 0.03 0.35 0.31 0.98 0.63 0.76 0.41 0.09 0.05 0.38 0.28 0.68 0.44 0.16 0.31 0.03 0.55 0.63 0.92 0.82 0.54 0.62 0.82 0.27 0.85 0.50 0.70 0.16 ]
[0.43 0.43 0.18 0.17 0.79 0.64 0.05 0.44 0.51 0.75 0.72 0.17 0.56 0.82 0.61 0.29 0.35 0.69 0.85 0.37 1.00 0.58 0.27 0.08 0.16 0.20 0.36 0.96 0.15 0.89 0.87 0.25 0.39 0.87 0.21 0.86 0.47 0.11 0.42 0.31 0.51 0.17 0.08 0.18 0.72 0.45 0.70 0.43 0.27 0.59 0.75 0.67 0.21 0.27 0.58 0.17 0.21 0.42 0.12 0.12 0.85 ]
[0.81 0.89 0.86 0.64 0.76 0.76 0.71 0.52 0.61 0.74 0.01 0.40 0.10 0.57 0.72 0.68 0.21 0.23 0.68 0.77 0.58 1.00 0.62 0.40 0.99 0.34 0.75 0.77 0.96 0.64 0.71 0.96 0.02 0.53 0.38 0.65 0.06 0.07 0.35 0.78 0.84 0.39 0.06 0.01 0.72 0.18 0.96 0.47 0.65 0.12 0.29 0.09 0.46 0.89 0.98 0.35 0.17 0.34 0.16 0.53 0.38 ]
