D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 69;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.20 0.30 0.68 0.31 0.24 0.41 0.37 0.97 0.65 0.56 0.24 0.32 0.36 0.77 0.53 0.55 0.03 0.02 0.60 0.38 0.69 0.20 0.61 0.91 0.03 0.02 0.70 0.50 0.76 0.53 0.71 0.87 0.36 0.46 0.60 0.19 0.23 0.96 0.13 0.40 0.12 0.24 0.20 0.73 0.51 0.52 0.58 0.36 0.31 0.21 0.87 0.23 0.16 0.65 0.93 0.44 0.92 0.40 0.58 0.80 0.96 0.30 0.12 0.83 0.92 0.51 0.28 0.09 ]
[0.20 1.00 0.20 0.78 0.13 0.23 0.77 0.53 0.31 0.43 0.16 0.20 0.89 0.97 0.75 0.72 0.54 0.12 0.90 0.88 0.58 0.27 0.44 0.30 0.33 0.78 0.28 0.31 0.30 0.26 0.02 0.23 0.09 0.72 0.65 0.30 0.54 0.52 0.95 0.71 0.93 0.03 0.14 0.13 0.16 0.05 0.91 0.25 0.17 0.68 0.91 0.98 0.06 0.78 0.71 0.73 0.98 0.48 0.73 0.15 0.18 0.44 0.80 0.34 0.74 0.83 0.29 0.26 0.01 ]
[0.30 0.20 1.00 0.11 0.91 0.59 0.73 0.56 0.62 0.64 0.20 0.94 0.20 0.90 0.85 0.86 0.88 0.79 0.57 0.06 0.57 0.44 0.98 0.37 0.97 0.25 0.22 0.10 0.36 0.32 0.24 0.71 0.88 0.16 0.24 0.62 0.07 0.12 0.50 0.44 0.20 1.00 0.25 0.79 0.41 0.05 0.89 0.28 0.86 0.32 0.18 0.25 0.19 0.19 0.24 0.17 0.70 0.97 0.34 0.30 0.99 0.35 0.09 0.09 0.37 0.12 0.12 0.65 0.91 ]
[0.68 0.78 0.11 1.00 0.39 1.00 0.19 0.64 0.69 0.79 0.46 0.72 0.27 0.82 0.69 0.50 0.84 0.52 0.41 0.64 0.22 0.74 0.38 0.02 0.41 0.09 0.07 0.42 0.97 0.53 0.61 0.08 0.46 0.91 0.57 0.05 0.35 0.95 0.25 0.81 0.65 0.81 0.11 0.50 0.61 0.85 0.35 0.83 0.50 0.07 0.15 0.57 0.88 0.94 0.35 0.31 0.18 0.06 0.64 0.94 0.56 0.26 0.83 0.48 0.98 0.06 0.37 0.67 0.29 ]
[0.31 0.13 0.91 0.39 1.00 0.22 0.23 0.40 0.21 0.08 0.46 0.70 0.09 0.66 0.67 0.55 0.02 0.27 0.11 0.65 0.17 0.64 0.60 0.43 0.04 0.36 0.56 0.00 0.08 0.16 0.47 0.94 0.88 0.42 0.82 0.27 0.97 0.47 0.89 0.94 0.98 0.82 0.43 0.25 0.13 0.32 0.47 0.55 0.03 0.38 0.74 0.74 0.68 0.73 0.14 0.47 0.65 0.20 0.12 0.55 0.29 0.45 0.73 0.96 0.18 0.17 0.48 0.73 0.70 ]
[0.24 0.23 0.59 1.00 0.22 1.00 0.45 0.18 0.33 0.84 0.93 0.74 0.16 0.92 0.86 0.97 0.06 0.93 0.61 0.10 0.41 0.92 0.83 0.70 0.28 0.91 0.04 0.46 0.34 0.18 0.63 0.11 0.83 0.76 0.27 0.28 0.59 0.07 0.82 0.68 0.51 0.01 0.35 0.70 0.89 0.87 0.98 0.91 0.64 0.08 0.14 0.26 0.43 0.26 0.16 0.93 0.17 0.12 0.57 0.29 0.72 0.87 0.22 0.21 0.55 0.56 0.91 0.82 0.18 ]
[0.41 0.77 0.73 0.19 0.23 0.45 1.00 0.09 0.90 0.49 0.11 0.56 0.03 0.06 0.36 0.15 0.98 0.51 0.98 0.51 0.99 0.08 0.93 0.85 0.98 0.90 0.23 0.07 0.05 0.85 0.88 0.22 0.60 0.07 0.79 0.54 0.92 0.37 0.33 0.59 0.55 0.30 0.59 0.85 0.47 0.81 0.72 0.99 0.30 0.97 0.31 0.93 0.08 0.59 0.04 0.92 0.34 0.77 0.52 0.83 0.69 0.17 0.58 0.61 0.87 0.27 0.75 0.61 0.54 ]
[0.37 0.53 0.56 0.64 0.40 0.18 0.09 1.00 0.86 0.08 0.90 0.29 0.32 0.28 0.39 0.90 0.18 0.13 0.88 0.47 0.12 0.86 0.91 0.97 0.11 0.43 0.22 0.16 0.95 0.77 0.41 0.09 0.33 0.01 0.85 0.52 0.02 0.23 0.09 0.64 0.65 0.76 0.08 0.84 0.62 0.85 0.58 0.66 0.98 0.47 0.91 0.64 0.12 0.32 0.92 0.92 0.52 0.17 0.37 0.93 0.39 0.70 0.18 0.44 0.76 0.71 0.48 0.36 0.98 ]
[0.97 0.31 0.62 0.69 0.21 0.33 0.90 0.86 1.00 0.99 0.38 0.30 0.77 0.11 0.22 0.36 0.98 0.34 0.90 0.14 0.65 0.59 0.39 0.13 0.30 0.10 0.34 0.65 0.75 0.48 0.76 1.00 0.36 0.10 0.24 0.91 0.78 0.19 0.97 0.64 0.33 0.20 0.86 0.58 0.10 0.82 0.57 0.78 0.09 0.44 0.45 0.53 0.37 0.33 0.59 0.91 0.05 0.30 0.89 0.37 0.60 0.03 0.21 0.21 0.03 0.30 0.91 0.85 0.90 ]
[0.65 0.43 0.64 0.79 0.08 0.84 0.49 0.08 0.99 1.00 0.19 0.28 0.04 0.43 0.40 0.61 0.67 0.29 0.21 0.78 0.11 0.88 0.74 0.81 0.97 0.91 0.46 0.74 0.19 0.59 0.44 0.86 0.90 0.37 0.28 0.07 0.99 0.40 0.32 0.58 0.61 0.02 0.98 0.63 0.67 0.24 0.11 0.47 0.11 0.89 0.17 0.38 0.56 0.72 0.12 0.56 0.38 0.19 0.08 0.73 0.10 0.15 0.33 0.13 0.21 0.04 0.48 0.45 0.93 ]
